year,lea,lea name,school,school name,indian male,indian female,asian male,asian female,hispanic male,hispanic female,black male,black female,white male,white female,pacific island male,pacific island female,two or more male,two or more female,total,agency_code
2018,270,Currituck County Schools,304,Central Elementary,0,0,0,1,9,7,6,8,69,66,0,0,10,8,184,270304
2018,270,Currituck County Schools,306,Currituck County High,1,1,1,1,21,17,32,25,395,364,0,0,43,42,943,270306
2018,270,Currituck County Schools,308,Currituck County Middle,0,0,0,1,18,22,18,9,154,132,0,0,17,22,393,270308
2018,270,Currituck County Schools,309,Jarvisburg Elementary,0,0,0,0,18,5,6,5,110,83,0,0,11,14,252,270309
2018,270,Currituck County Schools,310,Shawboro Elementary School,0,0,1,3,11,10,14,17,210,218,0,0,25,20,529,270310
2018,270,Currituck County Schools,311,The JP Knapp ECH (i)School,1,0,0,1,5,14,1,6,99,153,0,1,12,11,304,270311
2018,270,Currituck County Schools,312,Knotts Island Elementary,0,0,0,0,3,2,0,0,30,35,0,0,1,6,77,270312
2018,270,Currituck County Schools,316,Moyock Elementary,0,0,2,1,11,17,7,9,223,203,1,0,24,18,516,270316
2018,270,Currituck County Schools,318,Moyock Middle,0,1,0,1,18,11,8,11,226,249,0,1,20,18,564,270318
2018,270,Currituck County Schools,320,W T Griggs Elementary,0,0,3,1,8,9,1,5,112,98,0,0,7,11,255,270320
2018,280,Dare County Schools,302,Cape Hatteras Elementary School,0,0,1,0,27,29,0,0,110,108,1,0,4,7,287,280302
2018,280,Dare County Schools,304,Cape Hatteras Secondary School,0,0,2,2,34,22,0,1,142,135,2,0,4,6,350,280304
2018,280,Dare County Schools,306,Dare Learning Academy,0,0,0,0,2,1,0,0,12,11,0,0,2,1,29,280306
2018,280,Dare County Schools,308,Kitty Hawk Elementary School,0,0,2,2,12,10,1,1,224,180,1,0,7,9,449,280308
2018,280,Dare County Schools,310,Nags Head Elementary School,0,0,2,4,61,63,2,1,210,185,0,0,18,18,564,280310
2018,280,Dare County Schools,312,Manteo Elementary School,0,0,0,1,95,98,15,22,179,198,0,0,28,32,668,280312
2018,280,Dare County Schools,316,Manteo High School,2,0,2,5,50,51,21,17,193,170,0,0,10,9,530,280316
2018,280,Dare County Schools,320,Manteo Middle School,0,1,1,1,47,45,12,15,156,170,0,0,6,6,460,280320
2018,280,Dare County Schools,324,First Flight Elementary School,0,0,1,0,25,22,1,1,145,137,0,0,5,6,343,280324
2018,280,Dare County Schools,328,First Flight Middle School,1,0,5,1,28,33,1,1,307,252,0,0,23,8,660,280328
2018,280,Dare County Schools,330,First Flight High School,2,3,4,5,33,42,0,0,358,336,1,0,15,12,811,280330
2018,290,Davidson County Schools,302,Brier Creek Elementary,1,0,1,0,13,17,0,0,151,116,0,0,4,2,305,290302
2018,290,Davidson County Schools,306,Northwest Elementary,0,1,1,1,5,11,1,2,262,197,0,1,4,8,494,290306
2018,290,Davidson County Schools,307,Southmont Elementary,0,0,0,0,10,12,6,2,159,166,0,0,7,12,374,290307
2018,290,Davidson County Schools,308,Central Davidson High,4,2,5,3,50,22,20,18,432,370,0,0,15,8,949,290308
2018,290,Davidson County Schools,309,Central Davidson Middle,0,0,3,2,25,37,16,14,338,297,0,0,26,14,772,290309
2018,290,Davidson County Schools,310,Stoner-Thomas School,0,0,0,0,5,3,8,6,39,30,0,0,1,2,94,290310
2018,290,Davidson County Schools,312,Churchland Elementary,0,0,0,0,35,26,3,4,195,176,0,0,5,2,446,290312
2018,290,Davidson County Schools,314,Davidson County High School,0,1,1,1,3,1,1,4,37,37,0,0,1,5,92,290314
2018,290,Davidson County Schools,315,Davidson Early College,0,1,0,3,2,11,2,2,41,53,0,0,1,3,119,290315
2018,290,Davidson County Schools,316,Davis-Townsend Elementary,0,0,2,0,27,13,7,3,212,209,0,0,8,6,487,290316
2018,290,Davidson County Schools,320,Denton Elementary,0,0,0,0,3,8,1,0,164,156,0,0,6,3,341,290320
2018,290,Davidson County Schools,322,E Lawson Brown Middle,1,2,5,7,41,30,4,4,303,285,0,0,4,4,690,290322
2018,290,Davidson County Schools,324,East Davidson High,1,3,4,4,43,35,6,12,391,361,0,0,10,6,876,290324
2018,290,Davidson County Schools,328,Fair Grove Elementary,0,0,4,4,41,32,8,7,224,199,0,0,7,5,531,290328
2018,290,Davidson County Schools,330,Friedberg Elementary,1,3,0,3,17,17,8,9,197,190,0,0,8,6,459,290330
2018,290,Davidson County Schools,332,Hasty Elementary,0,0,2,5,63,67,10,14,181,151,0,0,14,6,513,290332
2018,290,Davidson County Schools,333,Friendship Elementary,0,0,8,6,28,40,16,11,176,158,0,0,11,6,460,290333
2018,290,Davidson County Schools,334,Ledford Middle,1,2,6,10,65,55,37,34,244,220,2,0,8,10,694,290334
2018,290,Davidson County Schools,336,Ledford Senior High,3,0,7,14,73,71,43,38,418,414,0,0,23,11,"1,115",290336
2018,290,Davidson County Schools,344,Midway Elementary,2,0,1,0,25,24,15,12,230,188,0,0,4,8,509,290344
2018,290,Davidson County Schools,348,North Davidson High,0,2,8,9,41,50,27,27,538,544,0,1,18,16,"1,281",290348
2018,290,Davidson County Schools,349,Oak Grove High,0,2,1,0,14,16,17,8,220,201,0,0,9,2,490,290349
2018,290,Davidson County Schools,350,North Davidson Middle,2,1,7,5,36,32,9,5,323,296,0,0,15,8,739,290350
2018,290,Davidson County Schools,351,Oak Grove Middle,0,3,3,4,23,20,14,14,299,295,0,0,6,7,688,290351
2018,290,Davidson County Schools,352,Pilot Elementary,0,1,1,1,27,20,4,5,179,173,0,0,8,8,427,290352
2018,290,Davidson County Schools,356,Reeds Elementary,2,2,1,0,8,7,1,2,165,134,0,0,5,1,328,290356
2018,290,Davidson County Schools,364,Silver Valley Elementary,2,0,0,0,4,2,0,0,102,110,0,0,5,1,226,290364
2018,290,Davidson County Schools,365,South Davidson High,1,0,2,1,7,4,2,1,196,172,0,0,2,1,389,290365
2018,290,Davidson County Schools,366,Southwood Elementary,0,0,3,3,48,45,13,10,214,231,0,0,20,15,602,290366
2018,290,Davidson County Schools,367,South Davidson Middle,1,0,0,0,3,3,0,0,161,122,0,0,2,1,293,290367
2018,290,Davidson County Schools,375,Tyro Elementary,2,0,2,4,22,11,4,9,164,140,0,0,6,4,368,290375
2018,290,Davidson County Schools,376,Tyro Middle,1,1,0,4,20,26,8,9,293,231,2,0,4,11,610,290376
2018,290,Davidson County Schools,380,Wallburg Elementary,0,0,11,11,37,27,27,26,342,321,0,0,18,15,835,290380
2018,290,Davidson County Schools,384,Welcome Elementary,0,1,11,9,41,33,11,8,223,208,0,0,11,10,566,290384
2018,290,Davidson County Schools,388,West Davidson High,1,0,2,3,28,26,14,8,352,309,0,0,8,8,759,290388
2018,290,Davidson County Schools,389,Yadkin Valley Regional Career Academy,0,0,2,3,7,6,3,2,81,60,0,0,3,1,168,290389
2018,291,Lexington City Schools,308,Charles England Elementary School,0,0,5,4,74,70,60,61,73,35,0,0,25,22,429,291308
2018,291,Lexington City Schools,332,Lexington Middle School,2,3,22,14,137,119,94,110,70,77,1,3,16,19,687,291332
2018,291,Lexington City Schools,336,Lexington Senior High,3,3,25,19,150,153,123,141,83,81,0,2,26,28,837,291336
2018,291,Lexington City Schools,340,Pickett Elementary School,1,0,11,19,67,61,56,48,53,44,0,0,23,16,399,291340
2018,291,Lexington City Schools,348,South Lexington School,0,0,2,4,35,42,28,45,34,25,0,0,10,9,234,291348
2018,291,Lexington City Schools,350,South Lexington Development Center,0,0,0,1,4,1,3,2,19,9,0,0,0,0,39,291350
2018,291,Lexington City Schools,352,Southwest Elementary School,1,0,4,8,70,64,61,56,51,66,1,0,28,24,434,291352
2018,292,Thomasville City Schools,316,Liberty Drive Elementary,1,0,0,2,64,68,59,68,37,46,1,0,20,21,387,292316
2018,292,Thomasville City Schools,318,Thomasville Primary,2,1,4,3,130,120,115,135,75,91,0,0,23,35,734,292318
2018,292,Thomasville City Schools,320,Thomasville Middle,1,1,2,2,104,78,86,93,53,42,0,1,17,15,495,292320
2018,292,Thomasville City Schools,324,Thomasville High,0,0,3,2,104,105,135,147,70,70,0,0,17,19,672,292324
2018,300,Davie County Schools,306,Central Davie Academy,0,0,0,0,0,0,2,1,7,3,0,0,1,1,15,300306
2018,300,Davie County Schools,308,Cooleemee Elementary,0,0,0,1,47,48,32,22,139,119,0,0,13,16,437,300308
2018,300,Davie County Schools,310,Cornatzer Elementary,1,1,0,0,29,28,11,6,139,114,0,0,8,9,346,300310
2018,300,Davie County Schools,312,Davie County High,1,3,2,10,126,82,57,51,683,638,0,0,36,42,"1,731",300312
2018,300,Davie County Schools,314,Davie County Early College High,0,1,1,1,14,29,3,5,37,75,0,0,0,5,171,300314
2018,300,Davie County Schools,320,Mocksville Elementary,1,0,2,4,61,55,41,38,162,164,0,0,21,16,565,300320
2018,300,Davie County Schools,325,North Davie Middle,1,0,1,2,17,29,5,7,203,152,0,0,9,9,435,300325
2018,300,Davie County Schools,326,Pinebrook Elementary,0,0,1,5,31,14,9,13,196,218,0,0,8,19,514,300326
2018,300,Davie County Schools,328,Shady Grove Elementary,0,1,1,2,11,12,5,5,257,197,0,0,19,12,522,300328
2018,300,Davie County Schools,330,South Davie Middle,0,0,2,2,56,66,26,34,167,172,0,0,10,18,553,300330
2018,300,Davie County Schools,336,William R Davie Elementary,0,0,1,2,22,25,8,10,138,138,0,1,17,11,373,300336
2018,300,Davie County Schools,337,William Ellis Middle,0,0,3,4,24,24,9,5,208,184,0,0,12,9,482,300337
2018,310,Duplin County Schools,304,B F Grady Elementary,1,0,2,0,320,285,27,24,113,120,1,0,4,11,908,310304
2018,310,Duplin County Schools,308,Beulaville Elementary,2,2,0,1,109,91,68,51,265,262,0,0,14,12,877,310308
2017,310,Duplin County Schools,324,Charity Middle,4,2,1,0,116,96,77,69,77,57,0,0,10,8,517,310324
2018,310,Duplin County Schools,330,Chinquapin Elementary,0,0,1,3,34,27,39,43,144,195,0,0,4,10,500,310330
2018,310,Duplin County Schools,336,Warsaw Elementary,4,7,4,3,161,147,193,187,54,44,1,3,6,7,821,310336
2018,310,Duplin County Schools,338,Duplin Early College High,1,1,0,1,29,49,15,35,25,43,0,1,1,2,203,310338
2017,310,Duplin County Schools,340,E E Smith Middle,1,0,1,1,80,96,53,43,46,35,0,0,3,3,362,310340
2018,310,Duplin County Schools,344,East Duplin High,5,2,0,1,198,154,57,51,279,237,0,0,16,10,"1,010",310344
2018,310,Duplin County Schools,352,James Kenan High,2,1,1,1,148,161,133,111,60,43,1,0,5,5,672,310352
2018,310,Duplin County Schools,356,Kenansville Elementary,2,3,3,3,74,68,101,77,128,92,1,0,7,7,566,310356
2018,310,Duplin County Schools,360,North Duplin Elementary,5,4,1,1,190,179,31,30,132,109,0,0,6,7,695,310360
2018,310,Duplin County Schools,364,North Duplin Jr Sr High,0,0,0,0,120,105,24,27,103,115,0,0,5,4,503,310364
2018,310,Duplin County Schools,384,Rose Hill-Magnolia Elementary,9,4,0,0,309,286,147,148,87,87,0,0,11,12,"1,100",310384
2018,310,Duplin County Schools,388,Wallace Elementary,6,4,5,0,234,232,157,150,148,133,0,0,20,15,"1,104",310388
2018,310,Duplin County Schools,392,Wallace-Rose Hill High,4,1,0,1,151,93,128,102,100,75,0,0,7,13,675,310392
2017,310,Duplin County Schools,396,Warsaw Middle,0,1,0,0,55,29,63,53,21,13,0,0,3,0,238,310396
2018,320,Durham County Schools,304,Bethesda Elementary,0,0,10,5,119,109,179,173,19,11,0,0,12,11,648,320304
2018,320,Durham County Schools,306,Brogden Middle,2,1,5,5,106,97,126,102,38,32,2,0,6,11,533,320306
2018,320,Durham County Schools,308,Burton Elementary,0,0,2,1,109,101,82,66,5,0,0,0,2,0,368,320308
2018,320,Durham County Schools,309,J D Clement Early College HS,0,0,4,7,33,68,88,145,7,11,1,0,1,5,370,320309
2018,320,Durham County Schools,310,Eastway Elementary,0,1,2,2,139,104,129,113,7,5,0,0,7,3,512,320310
2018,320,Durham County Schools,312,C E Jordan High,6,2,51,45,254,256,399,352,294,258,2,1,33,26,"1,979",320312
2018,320,Durham County Schools,313,Easley Elementary,3,0,11,13,56,55,51,41,159,133,0,0,11,12,545,320313
2018,320,Durham County Schools,314,The School for Creative Studies,1,1,2,1,80,76,138,117,93,72,0,0,16,8,605,320314
2018,320,Durham County Schools,315,Eno Valley Elementary,0,0,5,3,57,49,150,157,13,6,0,0,3,5,448,320315
2018,320,Durham County Schools,316,George L Carrington Middle,2,1,10,8,153,116,189,213,75,64,1,1,13,14,860,320316
2018,320,Durham County Schools,317,City of Medicine Academy,0,0,4,12,30,115,19,130,8,15,0,0,1,8,342,320317
2018,320,Durham County Schools,318,Club Boulevard Elementary,1,0,1,0,108,96,45,62,93,68,0,0,6,9,489,320318
2018,320,Durham County Schools,319,Creekside Elementary,0,2,25,16,129,113,113,126,162,172,0,1,16,16,891,320319
2018,320,Durham County Schools,320,Glenn Elementary,3,4,4,3,155,148,153,148,17,8,0,1,8,8,660,320320
2018,320,Durham County Schools,322,Durham's Performance Learning Center,0,0,0,0,13,30,48,74,6,1,0,0,0,1,173,320322
2018,320,Durham County Schools,323,Durham School of the Arts,3,6,40,38,165,246,170,377,251,385,0,1,24,45,"1,751",320323
2018,320,Durham County Schools,324,Hillandale Elementary,1,1,10,10,86,85,152,115,80,69,0,0,10,11,630,320324
2018,320,Durham County Schools,325,Hillside High,0,4,5,0,134,108,502,546,25,11,0,0,21,14,"1,370",320325
2018,320,Durham County Schools,327,Hope Valley Elementary,2,2,15,6,100,133,106,105,68,80,0,0,11,12,640,320327
2018,320,Durham County Schools,328,Holt Elementary,2,1,4,6,173,186,142,111,19,14,1,1,10,13,683,320328
2018,320,Durham County Schools,332,Forest View Elementary,0,1,20,19,128,140,89,93,123,105,0,0,22,22,762,320332
2018,320,Durham County Schools,336,DPS Hospital School,1,0,1,0,1,3,1,2,0,6,0,0,1,1,17,320336
2018,320,Durham County Schools,338,James E Shepard Middle,1,0,3,2,71,77,145,158,2,1,0,0,4,2,466,320338
2018,320,Durham County Schools,339,Lakewood Elementary,0,0,5,4,131,110,80,68,7,4,0,0,3,1,413,320339
2018,320,Durham County Schools,340,Little River Elementary,2,1,3,3,37,53,76,65,132,115,0,0,7,10,504,320340
2018,320,Durham County Schools,341,Lakeview School,0,0,0,0,3,0,17,11,0,0,0,0,0,0,31,320341
2018,320,Durham County Schools,342,Lakewood Montessori Middle,0,0,3,6,40,39,41,33,54,57,0,0,10,12,295,320342
2018,320,Durham County Schools,343,Lucas Middle,0,0,1,2,63,73,109,126,39,42,0,0,7,12,474,320343
2018,320,Durham County Schools,344,Fayetteville Street Elementary,2,0,0,0,42,47,84,82,5,3,0,0,3,2,270,320344
2018,320,Durham County Schools,346,Lowe's Grove Middle,0,2,4,1,103,89,182,169,14,10,0,0,5,9,588,320346
2018,320,Durham County Schools,347,George Watts Elementary,0,0,3,0,55,52,36,22,86,84,0,0,8,8,354,320347
2018,320,Durham County Schools,348,Mangum Elementary,1,0,2,2,17,12,16,14,131,123,0,0,10,3,331,320348
2018,320,Durham County Schools,352,Merrick-Moore Elementary,0,0,2,2,157,114,148,153,17,9,0,0,2,2,606,320352
2018,320,Durham County Schools,353,Middle College HS @ DTCC,0,0,2,4,27,35,16,32,35,40,0,0,1,5,197,320353
2018,320,Durham County Schools,354,Morehead Montessori,0,0,6,1,21,30,43,25,51,47,0,0,4,3,231,320354
2018,320,Durham County Schools,355,Neal Middle,1,0,7,1,202,130,173,192,23,14,0,2,11,8,764,320355
2018,320,Durham County Schools,356,Northern High,2,1,15,14,212,189,379,343,162,167,0,1,28,23,"1,536",320356
2018,320,Durham County Schools,360,Oak Grove Elementary,1,0,2,4,116,106,160,173,23,11,0,1,1,3,601,320360
2018,320,Durham County Schools,362,Parkwood Elementary,0,0,4,4,72,61,155,141,31,28,0,0,23,15,534,320362
2018,320,Durham County Schools,363,E K Powe Elementary,0,1,3,3,61,61,53,85,107,92,0,0,8,14,488,320363
2018,320,Durham County Schools,364,Pearsontown Elementary,1,1,18,17,42,41,179,148,169,129,0,0,28,30,803,320364
2018,320,Durham County Schools,365,Riverside High,2,1,21,24,324,265,375,348,248,164,1,1,26,26,"1,826",320365
2018,320,Durham County Schools,366,Sherwood Githens Middle,0,2,13,11,128,127,201,183,106,94,0,0,26,17,908,320366
2018,320,Durham County Schools,367,R N Harris Elementary,0,0,0,0,74,97,64,88,4,5,1,0,1,3,337,320367
2018,320,Durham County Schools,368,Southern School of Energy and Sustainabi,1,0,10,3,281,226,461,357,33,22,0,2,12,21,"1,429",320368
2018,320,Durham County Schools,369,Sandy Ridge Elementary,1,0,2,3,88,90,140,166,22,21,0,0,9,11,553,320369
2018,320,Durham County Schools,370,Rogers-Herr Middle,0,1,10,7,82,70,162,130,85,54,0,0,14,13,628,320370
2018,320,Durham County Schools,372,Southwest Elementary,1,2,12,13,78,69,175,138,60,55,1,0,9,12,625,320372
2018,320,Durham County Schools,374,C C Spaulding Elementary,0,0,2,2,17,23,96,103,1,1,0,0,1,2,248,320374
2018,320,Durham County Schools,376,Spring Valley Elementary,0,0,7,5,92,64,165,148,36,35,0,1,8,12,573,320376
2018,320,Durham County Schools,388,W G Pearson Elementary,0,2,1,4,62,93,167,137,4,3,0,0,2,6,481,320388
2018,320,Durham County Schools,400,Y E Smith Elementary,0,0,3,6,89,94,84,74,4,5,0,1,2,3,365,320400
2018,320,Durham County Schools,701,Hillside New Tech High,0,0,0,1,31,13,160,111,11,1,0,0,4,5,337,320701
2018,330,Edgecombe County Schools,304,G W Bulluck Elementary,1,1,0,0,19,19,206,166,104,111,0,0,14,18,659,330304
2018,330,Edgecombe County Schools,308,G W Carver Elementary,0,1,1,1,50,41,126,127,164,156,0,1,16,14,698,330308
2018,330,Edgecombe County Schools,312,Coker-Wimberly Elementary,0,0,0,0,22,31,108,94,6,18,0,0,1,5,285,330312
2018,330,Edgecombe County Schools,326,Edgecombe Early College High,0,0,0,3,13,12,12,25,45,63,0,0,1,0,174,330326
2018,330,Edgecombe County Schools,328,North Edgecombe High,0,0,0,0,17,14,98,88,10,6,0,0,1,0,234,330328
2018,330,Edgecombe County Schools,332,Phillips Middle,0,0,0,0,10,9,52,33,8,5,0,0,2,1,120,330332
2018,330,Edgecombe County Schools,334,Princeville Elementary,0,0,0,0,15,10,74,55,7,5,0,0,1,1,168,330334
2018,330,Edgecombe County Schools,340,South Edgecombe Middle,0,0,1,0,25,22,68,57,104,81,0,0,11,4,373,330340
2018,330,Edgecombe County Schools,344,W A Pattillo Middle,0,0,0,0,15,7,109,99,21,9,0,0,0,2,262,330344
2018,330,Edgecombe County Schools,348,West Edgecombe Middle,0,0,0,0,7,11,73,84,66,63,0,0,5,6,315,330348
2018,330,Edgecombe County Schools,350,SouthWest Edgecombe High,0,2,1,1,33,40,193,193,194,186,0,1,15,11,870,330350
2018,330,Edgecombe County Schools,354,Stocks Elementary,1,1,0,0,25,30,176,184,29,39,0,0,7,7,499,330354
2018,330,Edgecombe County Schools,358,Tarboro High,0,0,0,0,26,23,217,221,63,38,0,0,3,7,598,330358
2018,330,Edgecombe County Schools,360,Martin Millennium Academy,0,0,0,0,41,23,189,186,96,103,0,0,10,5,653,330360
2018,340,Forsyth County Schools,308,Ashley Academy,0,2,0,0,78,70,160,140,12,5,0,0,7,1,475,340308
2018,340,Forsyth County Schools,311,Atkins Academic & Tech High,0,1,20,15,86,59,180,116,297,147,1,0,19,11,952,340311
2018,340,Forsyth County Schools,314,Bolton Elementary,0,0,4,2,83,86,100,108,26,18,0,0,5,11,443,340314
2018,340,Forsyth County Schools,320,Brunson Elementary,0,0,14,20,69,71,88,87,122,70,0,0,18,14,573,340320
2018,340,Forsyth County Schools,326,Caleb's Creek Elementary,0,2,9,7,56,48,78,64,203,242,1,1,18,30,759,340326
2018,340,Forsyth County Schools,330,Carver High,0,0,1,2,95,103,184,224,11,15,0,0,12,7,654,340330
2018,340,Forsyth County Schools,334,Cash Elementary,1,0,3,4,31,26,77,61,221,234,0,0,14,12,684,340334
2018,340,Forsyth County Schools,336,Carter High School,1,0,0,1,24,17,41,20,29,27,0,0,5,3,168,340336
2018,340,Forsyth County Schools,344,Childrens Center,0,0,0,1,10,2,6,4,13,2,0,0,1,1,40,340344
2018,340,Forsyth County Schools,348,Clemmons Elementary,3,0,15,15,44,43,34,32,284,275,0,0,20,12,777,340348
2018,340,Forsyth County Schools,350,Clemmons Middle School,2,0,22,29,141,132,138,128,273,200,0,1,34,30,"1,130",340350
2018,340,Forsyth County Schools,351,Cook Literacy Model School,0,0,0,0,6,9,95,90,0,1,0,0,1,3,205,340351
2018,340,Forsyth County Schools,354,The Downtown School,1,0,2,7,13,9,64,71,89,111,0,3,15,11,396,340354
2018,340,Forsyth County Schools,362,Early College of Forsyth Co,1,0,10,19,21,28,20,28,46,76,0,0,1,8,258,340362
2018,340,Forsyth County Schools,364,East Forsyth High,1,1,10,6,164,179,217,154,499,492,0,0,34,28,"1,785",340364
2018,340,Forsyth County Schools,366,East Forsyth Middle School,2,0,1,1,130,110,144,127,103,88,0,1,13,14,734,340366
2018,340,Forsyth County Schools,368,Easton Elementary School,0,1,0,0,169,185,71,75,12,12,0,1,7,9,542,340368
2018,340,Forsyth County Schools,372,Flat Rock Middle,0,0,10,6,170,196,165,149,59,60,1,0,11,28,855,340372
2018,340,Forsyth County Schools,376,Forest Park Elementary,0,1,0,0,236,202,87,67,9,8,0,1,10,4,625,340376
2018,340,Forsyth County Schools,380,Gibson Elementary,0,0,1,3,128,127,153,151,25,14,0,0,11,12,625,340380
2018,340,Forsyth County Schools,382,Robert B Glenn High School,1,5,9,4,308,282,178,187,231,240,0,0,24,35,"1,504",340382
2018,340,Forsyth County Schools,384,Griffith Elementary,3,0,3,3,196,188,121,96,26,15,3,2,9,8,673,340384
2018,340,Forsyth County Schools,385,Main Street Academy,0,0,0,0,9,1,26,8,2,3,0,0,1,1,51,340385
2018,340,Forsyth County Schools,390,Hall-Woodward Elementary,0,0,1,1,248,221,74,73,13,13,0,0,12,3,659,340390
2018,340,Forsyth County Schools,392,Hanes Magnet School,2,0,26,32,77,57,114,73,196,134,0,1,15,9,736,340392
2018,340,Forsyth County Schools,398,Homebound/ Hospital Education,0,0,0,0,3,2,3,3,6,4,0,0,1,0,22,340398
2018,340,Forsyth County Schools,400,Ibraham Elementary,0,0,1,0,83,66,143,121,40,42,0,0,10,13,519,340400
2018,340,Forsyth County Schools,403,Jefferson Elementary,1,1,43,24,25,25,87,80,130,113,1,0,15,10,555,340403
2018,340,Forsyth County Schools,406,Thomas Jefferson Middle,1,1,26,27,107,114,115,123,357,341,1,0,21,34,"1,268",340406
2018,340,Forsyth County Schools,416,Kernersville Elementary,1,0,3,8,195,183,101,78,115,94,2,0,18,16,814,340416
2018,340,Forsyth County Schools,420,Kernersville Middle,0,0,4,4,74,84,41,41,198,182,0,0,15,13,656,340420
2018,340,Forsyth County Schools,424,Kimberley Park Elementary,0,0,0,0,17,28,105,70,2,1,0,0,6,1,230,340424
2018,340,Forsyth County Schools,426,Kimmel Farm Elementary,5,2,14,4,80,75,178,120,153,122,0,0,24,32,809,340426
2018,340,Forsyth County Schools,427,Kingswood School,0,0,0,0,4,3,37,15,12,11,0,0,5,2,89,340427
2018,340,Forsyth County Schools,428,Konnoak Elementary,0,2,3,2,175,148,114,100,32,34,1,0,9,9,629,340428
2018,340,Forsyth County Schools,430,Diggs-Latham Elementary,0,1,9,5,137,104,83,95,24,19,2,0,7,12,498,340430
2018,340,Forsyth County Schools,432,Lewisville Elementary,0,0,7,6,18,20,9,15,239,236,0,0,14,13,577,340432
2018,340,Forsyth County Schools,436,Lowrance Middle,0,0,0,0,17,14,32,15,32,13,0,0,1,0,124,340436
2018,340,Forsyth County Schools,440,Meadowlark Elementary,1,0,40,32,25,26,58,48,292,271,0,0,27,17,837,340440
2018,340,Forsyth County Schools,442,Meadowlark Middle,1,1,26,35,54,56,61,48,389,443,0,0,28,29,"1,171",340442
2018,340,Forsyth County Schools,446,Middle College of Forsyth Cnty,0,0,0,1,2,11,11,18,23,29,0,0,2,4,101,340446
2018,340,Forsyth County Schools,447,Middle Fork Elementary,1,1,4,6,40,54,76,76,22,16,0,1,7,3,307,340447
2018,340,Forsyth County Schools,448,Mineral Springs Elementary,1,1,2,1,184,159,93,105,23,11,0,0,9,12,601,340448
2018,340,Forsyth County Schools,452,Mineral Springs Middle,0,0,1,2,72,81,78,73,11,8,0,1,11,3,341,340452
2018,340,Forsyth County Schools,453,Moore Magnet Elementary,0,0,13,13,31,27,164,150,67,59,0,1,10,12,547,340453
2018,340,Forsyth County Schools,454,Mount Tabor High School,2,4,10,14,139,132,306,320,281,284,3,0,51,34,"1,580",340454
2018,340,Forsyth County Schools,457,Frank Morgan Elementary,0,0,25,26,97,86,31,43,215,218,1,0,18,10,770,340457
2018,340,Forsyth County Schools,460,North Forsyth High,0,2,5,4,237,204,210,181,91,75,3,3,15,22,"1,052",340460
2018,340,Forsyth County Schools,462,North Hills Elementary,1,0,0,0,112,91,147,128,7,2,5,1,2,2,498,340462
2018,340,Forsyth County Schools,464,Northwest Middle,0,1,5,3,192,184,189,148,96,84,1,4,22,16,945,340464
2018,340,Forsyth County Schools,472,Old Richmond Elementary,0,0,5,6,42,35,44,37,150,142,0,0,10,6,477,340472
2018,340,Forsyth County Schools,476,Old Town Elementary,0,1,3,0,182,192,73,85,13,9,3,2,7,8,578,340476
2018,340,Forsyth County Schools,480,Paisley IB Magnet School,2,0,6,5,61,57,155,194,114,121,0,0,14,17,746,340480
2018,340,Forsyth County Schools,486,Parkland High,3,0,7,7,385,345,281,301,83,83,3,1,35,25,"1,559",340486
2018,340,Forsyth County Schools,488,J F Kennedy High,0,1,0,0,94,121,38,57,6,9,0,0,1,2,329,340488
2018,340,Forsyth County Schools,490,Petree Elementary,0,0,0,2,59,65,145,155,5,5,2,0,9,7,454,340490
2018,340,Forsyth County Schools,492,Philo-Hill Magnet Academy,0,0,0,1,135,144,86,76,14,14,1,0,11,8,490,340492
2018,340,Forsyth County Schools,494,Piney Grove Elementary,0,1,1,2,26,35,13,17,250,243,1,0,11,11,611,340494
2018,340,Forsyth County Schools,495,Ronald W Reagan High School,4,2,37,38,90,99,144,143,687,692,1,1,35,35,"2,008",340495
2018,340,Forsyth County Schools,496,R J Reynolds High,2,3,35,44,145,170,300,314,312,341,0,0,40,46,"1,752",340496
2018,340,Forsyth County Schools,504,Rural Hall Elementary,0,1,2,4,64,64,75,73,175,157,0,0,19,20,654,340504
2018,340,Forsyth County Schools,508,Sedge Garden Elementary,0,0,4,5,74,72,73,81,146,128,0,1,24,16,624,340508
2018,340,Forsyth County Schools,512,Sherwood Forest Elementary,0,0,11,12,27,21,34,44,255,236,0,0,14,16,670,340512
2018,340,Forsyth County Schools,514,Smith Farm Elementary,1,0,1,2,81,74,131,129,92,75,0,0,23,14,623,340514
2018,340,Forsyth County Schools,516,Southeast Middle,0,1,7,15,173,188,130,118,233,224,2,0,26,25,"1,142",340516
2018,340,Forsyth County Schools,520,South Fork Elementary,1,1,32,27,57,69,134,108,50,35,1,1,10,6,532,340520
2018,340,Forsyth County Schools,528,Southwest Elementary,0,0,14,12,35,39,37,33,216,203,0,1,12,17,619,340528
2018,340,Forsyth County Schools,530,Speas Elementary,0,2,2,2,113,80,137,169,43,46,0,0,22,16,632,340530
2018,340,Forsyth County Schools,531,The Special Children's School,0,0,1,1,4,1,4,1,6,3,0,0,1,1,23,340531
2018,340,Forsyth County Schools,532,Union Cross Traditional Acad,1,1,0,2,92,85,57,42,137,119,0,0,11,14,561,340532
2018,340,Forsyth County Schools,536,Vienna Elementary,0,1,23,30,37,34,21,24,297,279,0,0,15,21,782,340536
