vphone_ad,year,unit_code,street_ad,scity_ad,state_ad,szip_ad,type_cd,closed_ind,new_ind,super_nm,category_cd,url_ad,grade_range_cd,calendar_type_txt,sna_pgm_type_cd,cover_letter_ad,school_type_txt,calendar_only_txt,title1_type_cd,clp_ind,focus_clp_ind,summer_program_ind,asm_no_spg_ind,no_data_spg_ind,Lea_Name,School_Name,State_Name,esea_status,student_num,lea_avg_student_num,st_avg_student_num,Grad_project_status,stem,url
(910)655-1214,2015,10A000,7055 Bacon's Way,Leland,NC,28451.0,C,0.0,0.0,Mike Frank,I,http://www.charterdayschool.net/,K-8,"Regular School, Year-Round Calendar",Y,http://charterdayschool.net/school/welcome-letter/,Regular School,Year-Round Calendar,Y,,,,,,Charter and Non-District Affiliated Schools,Charter Day School,State Of North Carolina,,894.0,,462.0,,,
(910)622-5322,2015,10B000,4128 Vanessa Drive,Southport,NC,28461.0,C,0.0,0.0,Michelle Mena,E,http://www.southbcs.org,K-2,"Regular School, Year-Round Calendar",Y,http://southbcs.org/school/welcome-letter/,Regular School,Year-Round Calendar,,,,,,Y,Charter and Non-District Affiliated Schools,South Brunswick Charter School,State Of North Carolina,,81.0,,490.0,,,
(828)686-7734,2015,110303,235 Old US 70,Swannanoa,NC,28778.0,P,0.0,0.0,,H,http://www.buncombe.k12.nc.us/chs,9-12,"Alternative Education, Traditional Calendar",A,,Alternative Education,Traditional Calendar,,,,,Y,,Buncombe County Schools,Community High School,State Of North Carolina,P,107.0,771.0,848.0,Y,,
(828)298-2500,2015,110304,1 Rocket Drive,Asheville,NC,28803.0,P,0.0,0.0,,H,http://www.reynoldshs.org/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Buncombe County Schools,Reynolds High,State Of North Carolina,,1316.0,771.0,848.0,Y,,
(828)298-7484,2015,110306,2 Rocket Drive,Asheville,NC,28803.0,P,0.0,0.0,,M,http://www.buncombe.k12.nc.us/acrms,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Buncombe County Schools,Reynolds Middle,State Of North Carolina,,549.0,685.0,659.0,,,
(828)626-2290,2015,110308,20 Hillcrest Drive,Barnardsville,NC,28709.0,P,0.0,0.0,,E,http://www.bes.buncombe.k12.nc.us/,K-4,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Barnardsville Elementary,State Of North Carolina,,147.0,443.0,490.0,,,
(828)669-5217,2015,110318,100 Flat Creek Road,Black Mountain,NC,28711.0,P,0.0,0.0,,E,http://www.buncombe.k12.nc.us/bmes,4-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Black Mountain Elementary,State Of North Carolina,,213.0,443.0,490.0,,,
(828)669-2645,2015,110320,301 East State Street,Black Mountain,NC,28711.0,P,0.0,0.0,,E,http://www.bmps.buncombe.k12.nc.us/,K-3,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Black Mountain Primary,State Of North Carolina,R,441.0,443.0,490.0,,,
(828)232-4123,2015,110322,340 Victoria Road,Asheville,NC,28801.0,P,0.0,0.0,,H,http://www.bcec.buncombe.k12.nc.us/,9-13,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Buncombe County Schools,Early College,State Of North Carolina,,263.0,771.0,848.0,Y,,
(828)232-4123,2015,110323,340 Victoria Road,Asheville,NC,28801.0,P,0.0,0.0,,H,http://www.buncombe.k12.nc.us/bcmc,11-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Buncombe County Schools,Middle College,State Of North Carolina,,61.0,771.0,848.0,Y,,
(828)670-5018,2015,110324,121 Candler School Road,Candler,NC,28715.0,P,0.0,0.0,,E,http://www.ces.buncombe.k12.nc.us/,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Candler Elementary,State Of North Carolina,,580.0,443.0,490.0,,,
(828)628-0824,2015,110326,570 Lower Brush Creek Road,Fletcher,NC,28732.0,P,0.0,0.0,,M,http://www.ccms.buncombe.k12.nc.us/,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Buncombe County Schools,Cane Creek Middle,State Of North Carolina,,657.0,685.0,659.0,,,
(828)298-3789,2015,110332,90 Maple Springs Road,Asheville,NC,28805.0,P,0.0,0.0,,E,http://www.ccbes.buncombe.k12.nc.us/,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Bell Elementary,State Of North Carolina,,299.0,443.0,490.0,,,
(828)686-3852,2015,110336,99 Lake Eden Road,Black Mountain,NC,28711.0,P,0.0,0.0,,H,http://www.cdohs.buncombe.k12.nc.us/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Buncombe County Schools,Owen High,State Of North Carolina,,757.0,771.0,848.0,Y,,
(828)686-7739,2015,110338,730 Old US 70,Swannanoa,NC,28778.0,P,0.0,0.0,,M,http://www.buncombe.k12.nc.us/cdoms,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Buncombe County Schools,Owen Middle,State Of North Carolina,,582.0,685.0,659.0,,,
(828)232-4251,2015,110340,60 Lees Creek Road,Asheville,NC,28806.0,P,0.0,0.0,,H,http://www.caehs.buncombe.k12.nc.us/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,Y,,,,,Buncombe County Schools,Erwin High,State Of North Carolina,,1274.0,771.0,848.0,Y,,
(828)232-4264,2015,110342,20 Erwin Hills Road,Asheville,NC,28806.0,P,0.0,0.0,,M,http://www.buncombe.k12.nc.us/caems,7-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Buncombe County Schools,"Erwin Middle, Asheville",State Of North Carolina,,822.0,685.0,659.0,,,
(828)232-4272,2015,110348,37 Brickyard Road,Asheville,NC,28806.0,P,0.0,0.0,,E,http://www.buncombe.k12.nc.us/ees,K-4,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Emma Elementary,State Of North Carolina,,425.0,443.0,490.0,,,
(828)670-5000,2015,110352,475 Enka Lake Road,Candler,NC,28715.0,P,0.0,0.0,,H,http://www.buncombe.k12.nc.us/ehs,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Buncombe County Schools,Enka High,State Of North Carolina,,1202.0,771.0,848.0,Y,,
(828)628-2732,2015,110356,1355 Charlotte Hwy,Fairview,NC,28730.0,P,0.0,0.0,,E,http://www.fes.buncombe.k12.nc.us/,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,"Fairview Elementary, Fairview",State Of North Carolina,,704.0,443.0,490.0,,,
(828)654-1800,2015,110366,50 Pinehurst Circle,Arden,NC,28704.0,P,0.0,0.0,,E,http://www.gaes.buncombe.k12.nc.us/,K-4,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Buncombe County Schools,Glen Arden Elementary,State Of North Carolina,,468.0,443.0,490.0,,,
(828)298-4022,2015,110368,21 Trinity Chapel Road,Asheville,NC,28805.0,P,0.0,0.0,,E,http://www.hces.buncombe.k12.nc.us/,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Haw Creek Elementary,State Of North Carolina,R,399.0,443.0,490.0,,,
(828)665-0619,2015,110370,450 Enka Lake Road,Candler,NC,28715.0,P,0.0,0.0,,E,http://www.hves.buncombe.k12.nc.us/,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Hominy Valley Elementary,State Of North Carolina,,485.0,443.0,490.0,,,
(828)232-4291,2015,110372,230 Johnston Boulevard,Asheville,NC,28806.0,P,0.0,0.0,,E,http://www.buncombe.k12.nc.us/jes,K-4,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Johnston Elementary,State Of North Carolina,,315.0,443.0,490.0,,,
(828)683-2341,2015,110376,31 Gilbert Road,Leicester,NC,28748.0,P,0.0,0.0,,E,http://www.buncombe.k12.nc.us/les,K-4,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Leicester Elementary,State Of North Carolina,,478.0,443.0,490.0,,,
(828)645-6054,2015,110379,251 Flat Creek Church Rd,Weaverville,NC,28787.0,P,0.0,0.0,,E,http://nbes.buncombe.k12.nc.us,K-4,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,North Buncombe Elementary,State Of North Carolina,,668.0,443.0,490.0,,,
(828)645-4221,2015,110380,890 Clarks Chapel Road,Weaverville,NC,28787.0,P,0.0,0.0,,H,http://www.nbhs.buncombe.k12.nc.us/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Buncombe County Schools,North Buncombe High,State Of North Carolina,,1081.0,771.0,848.0,Y,,
(828)645-7944,2015,110381,51 N Buncombe School Road,Weaverville,NC,28787.0,P,0.0,0.0,,M,http://www.nbms.buncombe.k12.nc.us/,7-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Buncombe County Schools,North Buncombe Middle,State Of North Carolina,,605.0,685.0,659.0,,,
(828)658-1892,2015,110382,20 Doan Road,Weaverville,NC,28787.0,P,0.0,0.0,,M,http://www.nwrs.buncombe.k12.nc.us/,5-6,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,North Windy Ridge Intermediate,State Of North Carolina,,579.0,685.0,659.0,,,
(828)274-7515,2015,110384,753 Fairview Road,Asheville,NC,28803.0,P,0.0,0.0,,E,http://www.oes.buncombe.k12.nc.us/,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Oakley Elementary,State Of North Carolina,,463.0,443.0,490.0,,,
(828)670-5023,2015,110388,1495 Pisgah Hwy,Candler,NC,28715.0,P,0.0,0.0,,E,http://www.buncombe.k12.nc.us/pes,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Pisgah Elementary,State Of North Carolina,R,234.0,443.0,490.0,,,
(828)670-5010,2015,110401,390 Asbury Road,Candler,NC,28715.0,P,0.0,0.0,,M,http://www.buncombe.k12.nc.us/ems,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Buncombe County Schools,Enka Middle,State Of North Carolina,,983.0,685.0,659.0,,,
(828)670-5028,2015,110408,154 Sand Hill School Road,Asheville,NC,28806.0,P,0.0,0.0,,E,http://www.buncombe.k12.nc.us/shves,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Sand Hill-Venable Elem,State Of North Carolina,,730.0,443.0,490.0,,,
(828)654-1810,2015,110410,15 Park South Boulevard,Arden,NC,28704.0,P,0.0,0.0,,E,http://www.buncombe.k12.nc.us/aces,K-4,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Avery's Creek Elementary,State Of North Carolina,F,635.0,443.0,490.0,,,
(828)686-3856,2015,110412,161 Bee Tree Road,Swannanoa,NC,28778.0,P,0.0,0.0,,E,http://www.wdwes.buncombe.k12.nc.us/,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Williams Elementary,State Of North Carolina,,429.0,443.0,490.0,,,
(828)654-1765,2015,110416,250 Overlook Road,Asheville,NC,28803.0,P,0.0,0.0,,H,http://www.tcrhs.buncombe.k12.nc.us/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Buncombe County Schools,Roberson High,State Of North Carolina,,1550.0,771.0,848.0,Y,,
(828)654-1785,2015,110420,224 Long Shoals Road,Arden,NC,28704.0,P,0.0,0.0,,M,http://www.buncombe.k12.nc.us/vsms,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Buncombe County Schools,Valley Springs Middle,State Of North Carolina,,665.0,685.0,659.0,,,
(828)654-1795,2015,110422,275 Overlook Road,Asheville,NC,28803.0,P,0.0,0.0,,E,http://www.wwees.buncombe.k12.nc.us/,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Estes Elementary,State Of North Carolina,RF,728.0,443.0,490.0,,,
(828)645-3127,2015,110428,129 S Main Street,Weaverville,NC,28787.0,P,0.0,0.0,,E,http://www.wves.buncombe.k12.nc.us/,2-4,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Weaverville Elementary,State Of North Carolina,,376.0,443.0,490.0,,,
(828)645-4275,2015,110432,39 S Main Street,Weaverville,NC,28787.0,P,0.0,0.0,,E,http://www.buncombe.k12.nc.us/wps,K-1,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,Y,Buncombe County Schools,Weaverville Primary,State Of North Carolina,,217.0,443.0,490.0,,,
(828)232-4282,2015,110436,175 Erwin Hills Road,Asheville,NC,28806.0,P,0.0,0.0,,E,http://www.wbes.buncombe.k12.nc.us/,K-4,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,West Buncombe Elementary,State Of North Carolina,F,622.0,443.0,490.0,,,
(828)232-4287,2015,110444,108 Elk Mountain Road,Asheville,NC,28804.0,P,0.0,0.0,,E,http://www.wes.buncombe.k12.nc.us/,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Woodfin Elementary,State Of North Carolina,,142.0,443.0,490.0,,,
(828)684-1295,2015,110450,305 Overlook Road,Asheville,NC,28803.0,P,0.0,0.0,,M,http://www.buncombe.k12.nc.us/ctki,5-6,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Koontz Intermediate,State Of North Carolina,,689.0,685.0,659.0,,,
(828)255-5757,2015,110451,59 Lee's Creek Road,Asheville,NC,28806.0,P,0.0,0.0,,M,http://www.buncombe.k12.nc.us/jpei,5-6,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Buncombe County Schools,Eblen Intermediate,State Of North Carolina,,722.0,685.0,659.0,,,
(828)271-4521,2015,110500,175 Bingham Rd Ste 10,Asheville,NC,28806.0,P,0.0,0.0,,H,http://www.buncombe.k12.nc.us/nda,9-10,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Buncombe County Schools,Nesbitt Discovery Academy,State Of North Carolina,,99.0,771.0,848.0,,,
(828)232-4160,2015,110LEA,175 Bingham Road,Asheville,NC,28806.0,P,0.0,0.0,Tony Baldwin,M,http://www.buncombe.k12.nc.us,,,,,,,,,,,,,Buncombe County Schools,,State Of North Carolina,,,685.0,659.0,,,
(828)232-4160,2015,110LEA,175 Bingham Road,Asheville,NC,28806.0,P,0.0,0.0,Tony Baldwin,H,http://www.buncombe.k12.nc.us,,,,,,,,,,,,,Buncombe County Schools,,State Of North Carolina,,,771.0,848.0,,,
(828)232-4160,2015,110LEA,175 Bingham Road,Asheville,NC,28806.0,P,0.0,0.0,Tony Baldwin,E,http://www.buncombe.k12.nc.us,,,,,,,,,,,,,Buncombe County Schools,,State Of North Carolina,,,443.0,490.0,,,
(828)350-2500,2015,111302,419 McDowell Street,Asheville,NC,28803.0,P,0.0,0.0,,H,http://www.asheville.k12.nc.us/ahsweb/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Asheville City Schools,Asheville High,State Of North Carolina,,1042.0,670.0,848.0,Y,,
(828)350-6400,2015,111304,60 Ridgelawn Avenue,Asheville,NC,28806.0,P,0.0,0.0,,E,http://www.asheville.k12.nc.us/hfeweb/,K-5,"Magnet School, Traditional Calendar",M,,Magnet School,Traditional Calendar,Y,,,,,,Asheville City Schools,Hall Fletcher Elementary,State Of North Carolina,,343.0,448.0,490.0,,,
(828)350-6800,2015,111306,90 Montford Ave.,Asheville,NC,28801.0,P,0.0,0.0,,E,http://www.asheville.k12.nc.us/dicweb/,K-5,"Magnet School, Traditional Calendar",M,,Magnet School,Traditional Calendar,Y,,,,,,Asheville City Schools,Isaac Dickson Elementary,State Of North Carolina,,489.0,448.0,490.0,,,
(828)350-6500,2015,111312,241 Merrimon Avenue,Asheville,NC,28801.0,P,0.0,0.0,,E,http://www.asheville.k12.nc.us/claxton/,K-5,"Magnet School, Traditional Calendar",M,,Magnet School,Traditional Calendar,Y,,,,,,Asheville City Schools,"Claxton Elementary, Asheville",State Of North Carolina,F,467.0,448.0,490.0,,,
(828)350-6700,2015,111332,544 Kimberly Avenue,Asheville,NC,28804.0,P,0.0,0.0,,E,http://www.asheville.k12.nc.us/jonweb/,K-5,"Magnet School, Traditional Calendar",M,,Magnet School,Traditional Calendar,Y,,,,,,Asheville City Schools,Ira B Jones Elementary,State Of North Carolina,F,478.0,448.0,490.0,,,
(828)350-6200,2015,111356,197 S French Broad Avenue,Asheville,NC,28801.0,P,0.0,0.0,,M,http://www.asheville.k12.nc.us/amsweb/,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Asheville City Schools,Asheville Middle,State Of North Carolina,,714.0,714.0,659.0,,,
(828)350-6600,2015,111360,98 Sulphur Springs Road,Asheville,NC,28806.0,P,0.0,0.0,,E,http://www.asheville.k12.nc.us/vanweb/,K-5,"Magnet School, Traditional Calendar",M,,Magnet School,Traditional Calendar,Y,,,,,,Asheville City Schools,"Vance Elementary, Asheville",State Of North Carolina,,465.0,448.0,490.0,,,
(828)350-2700,2015,111700,419 McDowell Street,Asheville,NC,28803.0,P,0.0,0.0,,H,http://www.ashevillecityschools.net/schools/sil/Pages/default.aspx,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Asheville City Schools,School of Inquiry and Life Sciences,State Of North Carolina,,297.0,670.0,848.0,Y,,
(828)350-7000,2015,111LEA,85 Mountain Street,Asheville,NC,28801.0,P,0.0,0.0,Pamela Baldwin,M,http://www.ashevillecityschools.net,,,,,,,,,,,,,Asheville City Schools,,State Of North Carolina,,,714.0,659.0,,,
(828)350-7000,2015,111LEA,85 Mountain Street,Asheville,NC,28801.0,P,0.0,0.0,Pamela Baldwin,H,http://www.ashevillecityschools.net,,,,,,,,,,,,,Asheville City Schools,,State Of North Carolina,,,670.0,848.0,,,
(828)350-7000,2015,111LEA,85 Mountain Street,Asheville,NC,28801.0,P,0.0,0.0,Pamela Baldwin,E,http://www.ashevillecityschools.net,,,,,,,,,,,,,Asheville City Schools,,State Of North Carolina,,,448.0,490.0,,,
(828)350-7000,2015,111LEA,85 Mountain Street,Asheville,NC,28801.0,P,0.0,0.0,Pamela Baldwin,T,http://www.ashevillecityschools.net,,,,,,,,,,,,,Asheville City Schools,,State Of North Carolina,,,,252.0,,,
(828)298-2173,2015,11A000,50 Bell Road,Asheville,NC,28805.0,C,0.0,0.0,Susan C. Gottfried,I,http://www.evergreenccs.org/,K-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Charter and Non-District Affiliated Schools,Evergreen Community Charter,State Of North Carolina,,440.0,,462.0,,,
(828)298-2787,2015,11B000,2030 US Hwy 70,Swannanoa,NC,28778.0,C,0.0,0.0,Lori Cozzi,I,http://www.artspacecharter.org,K-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Charter and Non-District Affiliated Schools,ArtSpace Charter School,State Of North Carolina,,382.0,,462.0,,,
(828)633-6491,2015,11C000,1000 Brevard Rd Ste 175,Asheville,NC,28806.0,C,0.0,0.0,Laura Jennifer Townley,A,http://www.investcollegiate.org,K-10,"Regular School, Year-Round Calendar",Y,,Regular School,Year-Round Calendar,,,,Y,,,Charter and Non-District Affiliated Schools,Invest Collegiate - Imagine,State Of North Carolina,,329.0,,454.0,,,
(828)237-4860,2015,11D000,21 Innovation Drive,Asheville,NC,28806.0,C,0.0,0.0,Michelle Vruwink,M,http://www.franklinschoolofinnovation.org,6-9,"Regular School, Traditional Calendar",R,http://www.franklinschoolofinnovation.org/academics/welcome-letter/,Regular School,Traditional Calendar,Y,,,,,,Charter and Non-District Affiliated Schools,The Franklin School of Innovation,State Of North Carolina,,263.0,,659.0,,,
(828)236-9441,2015,11K000,119 Brevard Road,Asheville,NC,28806.0,C,0.0,0.0,Buffy Fowler,I,http://www.fdnsc.net,K-8,"Regular School, Traditional Calendar",R,http://fdnsc.net/wp-content/uploads/2015/02/cover-letter-for-report-card-2015.pdf,Regular School,Traditional Calendar,Y,,,,,,Charter and Non-District Affiliated Schools,Francine Delany New School,State Of North Carolina,,166.0,,462.0,,,http://fdnsc.net/wp-content/uploads/2015/02/cover-letter-for-report-card-2015.pdf
(828)437-3026,2015,120304,2142 Pax Hill Road,Morganton,NC,28655.0,P,0.0,0.0,,E,http://www.burke.k12.nc.us/chesterfield/,PK-5,"Regular School, Traditional Calendar",R,https://goo.gl/M7c63B,Regular School,Traditional Calendar,Y,,,Y,,,Burke County Schools,Chesterfield Elementary,State Of North Carolina,,176.0,369.0,490.0,,,http://www.burke.k12.nc.us/departments/testing-and-accountability/superintendent-letter
(828)437-4184,2015,120308,205 South Main Street,Drexel,NC,28619.0,P,0.0,0.0,,T,http://www.burke.k12.nc.us,6-12,"Alternative Education, Traditional Calendar",A,https://goo.gl/M7c63B,Alternative Education,Traditional Calendar,,,,,Y,,Burke County Schools,Hallyburton Academy,State Of North Carolina,P,130.0,130.0,252.0,Y,,http://www.burke.k12.nc.us/departments/testing-and-accountability/superintendent-letter
(828)448-3175,2015,120310,1001 Burkemont Ave,Morganton,NC,28655.0,P,0.0,0.0,,H,http://www.burke.k12.nc.us/schools/bmc/,11-12,"Regular School, Year-Round Calendar",Y,https://goo.gl/M7c63B,Regular School,Year-Round Calendar,,,,,,,Burke County Schools,Burke Middle College,State Of North Carolina,,118.0,785.0,848.0,Y,,http://www.burke.k12.nc.us/departments/testing-and-accountability/superintendent-letter
(828)437-3160,2015,120312,100 Alta Vista Street,Morganton,NC,28655.0,P,0.0,0.0,,E,http://www.burke.k12.nc.us/drexel,PK-5,"Regular School, Traditional Calendar",R,https://goo.gl/M7c63B,Regular School,Traditional Calendar,Y,,,Y,,,Burke County Schools,Drexel Elementary,State Of North Carolina,,464.0,369.0,490.0,,,http://www.burke.k12.nc.us/departments/testing-and-accountability/superintendent-letter
(828)397-5541,2015,120314,3695 East Burke Boulevard,Connelly Springs,NC,28612.0,P,0.0,0.0,,H,http://www.burke.k12.nc.us/ebhs/,9-12,"Regular School, Traditional Calendar",R,https://goo.gl/M7c63B,Regular School,Traditional Calendar,,,,Y,,,Burke County Schools,East Burke High,State Of North Carolina,,971.0,785.0,848.0,Y,,http://www.burke.k12.nc.us/departments/testing-and-accountability/superintendent-letter
(828)397-7446,2015,120315,3519 Miller Bridge Road,Connelly Springs,NC,28612.0,P,0.0,0.0,,M,http://www.burke.k12.nc.us/ebms/,6-8,"Regular School, Traditional Calendar",R,https://goo.gl/M7c63B,Regular School,Traditional Calendar,,,,Y,,,Burke County Schools,East Burke Middle,State Of North Carolina,,727.0,564.0,659.0,,,http://www.burke.k12.nc.us/departments/testing-and-accountability/superintendent-letter
(828)437-5906,2015,120316,304 Ann Street,Morganton,NC,28655.0,P,0.0,0.0,,E,http://www.burke.k12.nc.us/foresthill/,PK-5,"Regular School, Traditional Calendar",R,https://goo.gl/M7c63B,Regular School,Traditional Calendar,Y,,,Y,,,Burke County Schools,Forest Hill Elementary,State Of North Carolina,,452.0,369.0,490.0,,,http://www.burke.k12.nc.us/departments/testing-and-accountability/superintendent-letter
(828)433-1310,2015,120318,511 Independence Boulevard,Morganton,NC,28655.0,P,0.0,0.0,,H,http://www.burke.k12.nc.us/fhs/,9-12,"Regular School, Traditional Calendar",R,https://goo.gl/M7c63B,Regular School,Traditional Calendar,,,,Y,,,Burke County Schools,Freedom High,State Of North Carolina,,1143.0,785.0,848.0,Y,,http://www.burke.k12.nc.us/departments/testing-and-accountability/superintendent-letter
(828)879-9595,2015,120320,8078 G Hildebrand Sch Road,Connelly Springs,NC,28612.0,P,0.0,0.0,,E,http://www.burke.k12.nc.us/ghildebrand/,PK-5,"Regular School, Traditional Calendar",R,https://goo.gl/M7c63B,Regular School,Traditional Calendar,Y,,,Y,,,Burke County Schools,George Hildebrand Elementary,State Of North Carolina,,365.0,369.0,490.0,,,http://www.burke.k12.nc.us/departments/testing-and-accountability/superintendent-letter
(828)584-0661,2015,120324,302 London Street,Morganton,NC,28655.0,P,0.0,0.0,,E,http://www.burke.k12.nc.us/glenalpine/,PK-5,"Regular School, Traditional Calendar",R,https://goo.gl/M7c63B,Regular School,Traditional Calendar,Y,,,Y,,,Burke County Schools,Glen Alpine Elementary,State Of North Carolina,,399.0,369.0,490.0,,,http://www.burke.k12.nc.us/departments/testing-and-accountability/superintendent-letter
(828)874-0731,2015,120334,1951 Enon Road,Valdese,NC,28690.0,P,0.0,0.0,,M,http://www.burke.k12.nc.us/hms/,6-8,"Regular School, Traditional Calendar",R,https://goo.gl/M7c63B,Regular School,Traditional Calendar,,,,Y,,,Burke County Schools,"Heritage Middle, Valdese",State Of North Carolina,,537.0,564.0,659.0,,,http://www.burke.k12.nc.us/departments/testing-and-accountability/superintendent-letter
(828)397-3181,2015,120338,703 US Hwy 70 West,Hildebran,NC,28637.0,P,0.0,0.0,,E,http://www.burke.k12.nc.us/hildebran/,PK-5,"Regular School, Traditional Calendar",R,https://goo.gl/M7c63B,Regular School,Traditional Calendar,Y,,,Y,,,Burke County Schools,Hildebran Elementary,State Of North Carolina,,304.0,369.0,490.0,,,http://www.burke.k12.nc.us/departments/testing-and-accountability/superintendent-letter
(828)437-4258,2015,120340,201 Tennessee Street,Morganton,NC,28655.0,P,0.0,0.0,,E,http://www.burke.k12.nc.us/hillcrest/,PK-5,"Regular School, Traditional Calendar",R,https://goo.gl/M7c63B,Regular School,Traditional Calendar,Y,,,Y,,,Burke County Schools,Mountain Crest Elementary,State Of North Carolina,,498.0,369.0,490.0,,,http://www.burke.k12.nc.us/departments/testing-and-accountability/superintendent-letter
(828)397-3491,2015,120344,3087 Icard School Road,Connelly Springs,NC,28612.0,P,0.0,0.0,,E,http://www.burke.k12.nc.us/icard/,PK-5,"Regular School, Traditional Calendar",R,https://goo.gl/M7c63B,Regular School,Traditional Calendar,Y,,,Y,,,Burke County Schools,Icard Elementary,State Of North Carolina,,250.0,369.0,490.0,,,http://www.burke.k12.nc.us/departments/testing-and-accountability/superintendent-letter
(828)879-4200,2015,120346,709 Lovelady Road NE,Valdese,NC,28690.0,P,0.0,0.0,,H,http://www.burke.k12.nc.us/dhs/,9-12,"Regular School, Traditional Calendar",R,https://goo.gl/M7c63B,Regular School,Traditional Calendar,,,,Y,,,Burke County Schools,Jimmy C Draughn High School,State Of North Carolina,,707.0,785.0,848.0,Y,,http://www.burke.k12.nc.us/departments/testing-and-accountability/superintendent-letter
(828)437-1330,2015,120350,529 Enola Road,Morganton,NC,28655.0,P,0.0,0.0,,M,http://www.burke.k12.nc.us/lms/,6-8,"Regular School, Traditional Calendar",R,https://goo.gl/M7c63B,Regular School,Traditional Calendar,,,,Y,,,Burke County Schools,Liberty Middle,State Of North Carolina,,559.0,564.0,659.0,,,http://www.burke.k12.nc.us/departments/testing-and-accountability/superintendent-letter
