digital_media,agency_code,category_code,device_access,device_access_grades,device_home,device_home_grades,BYOD,byod_grades,Book_TitlesPer_Student,wap,wap_class,media_school,devices
,850LEA,,,,,,,,27.04,694,1.44,1999.0,0.83
6,860302,E,Yes,03:04:05,No,-,Yes,PK:K:1:2:3:4:5,27.05,31,1.63,2000.0,0.72
4,860306,M,Yes,06:07:08,Yes,07:08:00,Yes,06:07:08,16.43,53,1.08,2002.0,0.86
1,860308,E,No,-,No,-,No,-,35.11,20,0.8,2001.0,0.55
2,860312,E,No,-,No,-,Yes,K:1:2:3:4:5,23.16,25,0.83,2005.0,0.59
20,860316,H,No,-,No,-,Yes,9:10:11:12,8.42,48,1.09,2007.0,0.7
1,860320,E,No,-,No,-,Yes,K:1:2:3:4:5,21.17,26,0.9,2003.0,0.46
1,860324,E,No,-,No,-,Yes,K:1:2:3:4:5,18.15,21,0.64,2006.0,0.67
5,860326,M,Yes,06:07:08,Yes,07:08:00,Yes,06:07:08,22.18,36,1.13,2000.0,0.67
1,860330,M,Yes,06:07:08,Yes,06:07:08,Yes,06:07:08,10.8,37,1.23,2008.0,0.58
0,860332,E,No,-,No,-,Yes,K:1:2:3:4:5,37.27,12,1.09,2000.0,0.7
3,860336,H,Yes,9:10:11:12,No,-,Yes,9:10:11:12,8.15,37,0.77,2011.0,0.7
1,860339,E,No,-,No,-,Yes,K:1:2:3:4:5,21.6,30,1.03,2007.0,1.25
3,860340,M,Yes,06:07:08,Yes,07:08:00,Yes,06:07:08,13.91,37,1.09,2002.0,0.84
1,860344,E,Yes,03:04:05,No,-,Yes,K:1:2:3:4:5,23.84,27,0.84,2006.0,1.03
10,860348,E,No,-,No,-,Yes,K:1:2:3:4:5,34.14,23,0.92,2002.0,2.38
1,860352,H,Yes,9:10:11:12,No,-,Yes,9:10:11:12,11.64,59,1.13,2005.0,0.75
-,860354,H,No,-,No,-,Yes,9:10:11:12:13,,,,,0.96
1,860356,E,Yes,2:3:4:5,No,-,No,-,49.98,23,0.96,2003.0,0.6
1,860360,E,No,-,No,-,No,-,18.76,30,1.11,2000.0,0.8
,860LEA,,,,,,,,18.79,575,1.0,2004.0,0.74
0,861304,E,Yes,2:3:4:5:6,No,-,Yes,3:4:5:6,22.67,65,1.35,1999.0,0.77
0,861308,H,Yes,09:10:11,No,-,Yes,9:10:11:12,22.98,51,1.55,1997.0,0.44
-,861312,M,Yes,07:08:00,No,-,Yes,07:08:00,,16,1.6,,0.71
,861LEA,,,,,,,,22.78,132,1.45,1998.0,0.63
0,862308,E,No,-,No,-,No,-,17.13,37,1.32,1991.0,1.04
0,862310,E,Yes,03:04:05,No,-,No,-,14.79,39,1.3,1992.0,0.78
0,862312,H,Yes,9:10:11:12,No,-,No,-,8.62,40,1.0,1993.0,0.9
1,862316,M,Yes,06:07:08,No,-,No,-,20.63,44,1.38,1994.0,0.81
,862LEA,,,,,,,,14.64,160,1.23,1993.0,0.87
5,86T000,A,Yes,6:7:8:9:10:11:12,Yes,6:7:8:9:10:11:12,Yes,9:10:11:12,11.29,26,0.41,2006.0,2.32
-,870312,,No,-,No,-,No,-,,,,,-
1,870314,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,14.59,55,1.22,2002.0,0.74
0,870318,I,Yes,06:07:08,No,-,Yes,PK:6:7:8,19.96,31,1.0,2004.0,0.7
0,870320,E,Yes,03:04:05,No,-,Yes,K:1:2:3:4:5,27.35,44,1.69,1997.0,1
5,870324,E,Yes,03:04:05,No,-,Yes,K:1:2:3:4:5,22.91,42,1.24,2001.0,1.02
,870LEA,,,,,,,,20.72,172,1.26,2001.0,0.88
,87A000,I,,,,,,,,,,,-
0,880304,E,Yes,2:3:4:5,No,-,No,-,29.94,50,1.35,2000.0,1.01
1,880308,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,18.6,74,1.28,1998.0,0.69
1,880312,M,Yes,06:07:08,Yes,06:07:08,No,-,28.35,53,1.29,2000.0,0.82
1,880318,E,Yes,2:3:4:5,No,-,No,-,21.78,38,1.09,2000.0,0.91
-,880320,H,Yes,9:10:11:12,No,-,No,-,,17,1.42,,0.58
1,880324,E,Yes,2:3:4:5,No,-,No,-,37.04,34,1.21,2001.0,0.91
5,880328,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,28.22,31,1.11,2005.0,0.68
5,880330,M,Yes,06:07:08,Yes,06:07:08,No,-,39.58,31,1.72,2006.0,0.7
1,880336,E,Yes,PK:K:1:2:3:5,No,-,No,-,91.45,16,1.23,1998.0,0.69
,880LEA,,,,,,,,29.12,344,1.27,2001.0,0.8
,88A000,I,,,,,,,,,,,-
0,890304,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,40.84,41,1.58,1993.0,0.44
0,890306,M,Yes,06:07:08,No,-,No,-,44.58,13,1.3,1993.0,0.84
0,890308,E,Yes,K:1:2:3:4:5,No,-,No,-,47.56,32,1.39,1993.0,0.66
,890LEA,,,,,,,,44.86,86,1.46,1993.0,0.61
1,900302,E,Yes,2:3:4:5,No,-,No,-,16.62,55,1.17,2004.0,1.01
6,900303,E,Yes,03:04:05,No,-,No,-,25.84,55,1.38,2003.0,0.98
5,900304,E,Yes,03:04:05,No,-,No,-,21.15,70,1.4,2005.0,1.14
4,900305,E,Yes,03:04:05,No,-,No,-,18.78,62,1.17,2003.0,0.88
1,900306,E,Yes,03:04:05,No,-,No,-,23.34,58,1.32,2003.0,0.89
5,900307,E,Yes,03:04:05,No,-,No,-,28.8,65,1.44,2003.0,0.75
1,900308,M,Yes,06:07:08,Yes,06:07:08,No,-,11.73,79,1.27,2005.0,0.94
1,900310,M,Yes,06:07:08,Yes,06:07:08,No,-,11.19,86,1.19,2005.0,0.84
2,900311,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,5.72,90,1.29,2006.0,0.82
3,900312,E,Yes,03:04:05,No,-,No,-,35.35,47,1.81,2002.0,0.84
4,900314,M,Yes,06:07:08,Yes,06:07:08,No,-,13.19,89,1.39,2004.0,0.89
7,900316,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,10.19,80,1.16,2006.0,0.82
5,900318,E,Yes,03:04:05,No,-,No,-,22.04,48,1.41,2000.0,0.87
1,900320,E,Yes,03:04:05,No,-,No,-,24.71,53,1.43,2001.0,1.03
4,900328,E,Yes,03:04:05,No,-,No,-,19.67,59,1.23,2003.0,1.16
5,900332,E,Yes,03:04:05,No,-,No,-,34,49,1.36,2002.0,0.49
5,900334,E,Yes,03:04:05,No,-,No,-,21.9,52,1.18,2003.0,1
4,900336,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,9.34,95,1.32,2002.0,0.83
1,900340,E,Yes,03:04:05,No,-,No,-,35.07,27,1.29,2000.0,0.66
1,900341,E,Yes,03:04:05,No,-,No,-,29.49,51,1.28,2001.0,1.03
7,900342,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,10.46,96,1.25,2005.0,0.94
2,900343,M,Yes,06:07:08,Yes,06:07:08,No,-,12.24,104,1.58,2003.0,0.86
2,900344,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,10.75,85,1.47,2005.0,0.83
1,900346,M,Yes,06:07:08,Yes,06:07:08,No,-,13.47,69,1.44,2005.0,0.85
4,900347,E,Yes,2:3:4:5,No,-,No,-,21.27,51,1.04,2004.0,0.99
1,900348,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,11.9,96,1.48,2002.0,0.8
4,900350,M,Yes,06:07:08,Yes,06:07:08,No,-,13.2,57,1.21,2004.0,0.86
5,900351,E,Yes,03:04:05,No,-,No,-,25.53,58,1.41,2003.0,0.95
4,900352,E,Yes,03:04:05,No,-,No,-,30.31,42,1.45,2000.0,0.86
3,900353,E,Yes,03:04:05,No,-,No,-,23.01,60,1.5,2003.0,0.96
4,900354,E,Yes,2:3:4:5,No,-,No,-,29.84,50,1.19,1999.0,0.99
5,900356,E,Yes,03:04:05,No,-,No,-,28.07,60,1.5,2002.0,0.85
7,900358,E,Yes,03:04:05,No,-,No,-,23.68,56,1.51,2006.0,1.03
3,900360,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,12.27,102,1.42,1999.0,0.95
3,900362,M,Yes,06:07:08,Yes,06:07:08,No,-,15.28,77,1.22,2005.0,0.87
6,900363,E,Yes,03:04:05,No,-,No,-,24.68,56,1.4,2004.0,0.96
7,900364,E,Yes,1:2:3:4:5,No,-,No,-,31.47,43,1.54,2005.0,0.7
1,900365,T,Yes,6:7:8:9:10:11:12,No,-,No,-,27.5,25,1.0,2006.0,0.57
1,900366,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,11.91,87,1.81,2004.0,0.79
-,900367,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,18,1.29,,0.71
4,900368,E,Yes,03:04:05,No,-,No,-,28.77,55,1.25,2002.0,1
6,900370,E,Yes,03:04:05,No,-,No,-,26.57,59,1.16,2003.0,0.69
3,900372,E,Yes,03:04:05,No,-,No,-,30.12,52,1.11,1999.0,0.86
5,900376,E,Yes,03:04:05,No,-,No,-,27.26,55,1.25,2002.0,0.94
4,900377,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,16.27,96,1.3,2002.0,0.95
4,900378,M,Yes,06:07:08,Yes,06:07:08,No,-,12.04,65,1.14,2002.0,0.94
6,900380,E,Yes,2:3:4:5,No,-,No,-,22.71,47,1.47,2004.0,1.06
6,900384,E,Yes,2:3:4:5,No,-,No,-,22.03,46,1.31,2004.0,0.89
6,900388,E,Yes,03:04:05,No,-,No,-,21.84,68,1.7,2002.0,0.84
1,900391,M,Yes,06:07:08,Yes,06:07:08,No,-,11.03,87,1.28,2004.0,0.87
-,900392,A,No,-,No,-,No,-,,10,0.83,,0.87
3,900393,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,7.48,98,1.27,2004.0,0.85
,900LEA,,,,,,,,17.11,"3,3",1.33,2003.0,0.47
1,90A000,A,Yes,8:9:10:11:12,Yes,8:9:10:11:12,No,-,11.2,122,1.09,2005.0,2.7
-,90B000,E,No,-,No,-,No,-,,16,1.23,,12.72
-,90C000,I,No,-,No,-,No,-,,27,0.68,,2.18
,90D000,,,,,,,,,,,,-
20,900,,Yes,3:4:5:6:7:8:9:10:11:12:13,Yes,3:4:5:6:7:8:9:10:11:12:13,No,-,,100,1.18,,
,90F000,,,,,,,,,,,,-
0,910304,E,No,-,No,-,No,-,28.41,37,1.28,1997.0,1.76
0,910308,E,No,-,No,-,No,-,35.2,36,2.25,2001.0,0.89
0,910311,E,No,-,No,-,No,-,23.46,60,1.43,1999.0,1.5
0,910314,E,No,-,No,-,No,-,14.81,42,1.14,1997.0,1.81
0,910316,M,No,-,No,-,No,-,7.92,100,1.75,2005.0,1.61
0,910320,,No,-,No,-,No,-,,,,1990.0,-
0,910340,E,No,-,No,-,No,-,44.94,26,1.53,2000.0,0.87
0,910346,E,No,-,No,-,No,-,37.44,30,1.43,1994.0,0.83
1,910356,E,No,-,No,-,No,-,73.15,33,1.14,1998.0,1.85
1,910360,E,No,-,No,-,No,-,41.38,47,1.04,1995.0,1.23
0,910364,,No,-,No,-,No,-,,,,1984.0,-
10,910368,T,No,-,No,-,No,-,,13,1.0,,1
1,910370,H,No,-,Yes,9:10:11:12,No,-,3.4,94,1.45,2002.0,2.02
3,910376,E,No,-,No,-,No,-,60,35,2.06,1994.0,1.37
0,910380,E,No,-,No,-,No,-,33.89,37,1.23,1996.0,1.41
-,910382,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,12,1.33,,0.91
-,910384,M,Yes,06:07:08,Yes,06:07:08,No,-,,14,0.88,,0.79
,910LEA,,,,,,,,23.97,616,1.39,1997.0,1.58
1,91A000,A,No,-,No,-,No,-,15.58,45,0.7,2005.0,3.34
-,91B000,A,No,-,No,-,No,-,,55,1.06,2016.0,4.35
0,920302,E,No,-,No,-,No,-,28.07,39,0.74,2001.0,1.28
10,920303,E,No,-,No,-,Yes,03:04:05,27.55,42,0.79,2008.0,1.4
0,920304,E,No,-,No,-,No,-,20.72,45,1.0,1999.0,1.45
0,920306,E,No,-,No,-,No,-,26.27,43,0.8,2004.0,1.5
1,920307,E,No,-,No,-,Yes,5,21.95,39,0.67,2004.0,1.06
0,920308,E,No,-,No,-,Yes,K:1:3:4:5,20.6,33,0.92,1999.0,0.97
1,920312,M,No,-,No,-,Yes,06:07:08,10.11,56,0.86,2002.0,1.11
8,920315,M,No,-,No,-,Yes,06:07:08,19.47,85,1.18,2012.0,1.42
0,920316,H,No,-,No,-,Yes,9:10:11:12,3.69,,,2002.0,1.37
2,920317,H,No,-,No,-,No,-,9.7,89,0.8,2010.0,1.66
0,920318,H,No,-,No,-,Yes,9:10:11:12,2.04,75,0.66,1994.0,1.01
1,920320,E,No,-,No,-,No,-,29.25,36,0.8,2004.0,1.16
0,920324,T,No,-,No,-,No,-,104.27,20,0.95,2004.0,0.16
0,920325,E,No,-,No,-,Yes,K:1:2:3:4:5,29.15,38,0.78,2004.0,1.25
0,920326,E,No,-,No,-,No,-,39.2,31,0.84,2001.0,1.19
0,920327,E,No,-,No,-,No,-,19.57,34,0.85,1999.0,2.13
1,920328,E,No,-,No,-,Yes,K:1:2:3:4:5,19.85,39,0.95,2003.0,2.07
0,920329,E,Yes,04:05:00,No,-,No,-,18.73,32,0.78,2001.0,0.64
10,920332,E,No,-,No,-,No,-,27.23,35,0.83,2010.0,1.56
1,920334,E,No,-,No,-,Yes,03:04:05,22.45,29,0.73,2002.0,1.12
1,920336,E,No,-,No,-,No,-,37.8,22,0.59,2000.0,1.35
0,920340,E,No,-,No,-,No,-,20.08,30,0.77,1997.0,1.17
0,920342,E,No,-,No,-,Yes,K:1:2:3:4:5,14.49,34,0.77,2000.0,2.25
1,920344,E,No,-,No,-,Yes,04:05:00,13.18,38,0.97,2005.0,0.95
1,920348,H,No,-,No,-,Yes,9:10:11:12,6.48,99,0.91,2009.0,1.37
1,920349,E,No,-,No,-,No,-,37.3,39,1.15,2011.0,1.15
4,920351,E,No,-,No,-,Yes,K:1:2:3:4:5,28.8,48,0.87,2010.0,0.79
1,920352,E,Yes,K:1:2:3:4:5,No,-,No,-,46.07,32,0.78,2005.0,0.36
1,920356,M,No,-,No,-,No,-,11.4,55,0.82,1998.0,1.38
0,920358,E,No,-,No,-,No,-,19.68,32,0.68,2002.0,1.17
0,920360,M,Yes,06:07:08,Yes,06:07:08,No,-,14.36,71,1.31,2016.0,0.58
0,920362,E,No,-,No,-,Yes,03:04:05,29.98,33,0.83,2002.0,1.45
2,920364,E,No,-,No,-,No,-,25.76,32,0.71,1998.0,1.07
0,920368,H,No,-,No,-,Yes,9:10:11:12,4.28,91,0.67,2002.0,1.25
0,920369,E,No,-,No,-,Yes,04:05:00,14.03,41,0.67,2001.0,2.32
1,920370,M,No,-,No,-,Yes,06:07:08,13.05,39,0.93,2005.0,0.61
0,920376,E,No,-,No,-,Yes,K:1:2:3:4:5,16.03,34,0.92,2004.0,0.87
0,920380,E,Yes,K:1:2:3:4:5,No,-,No,-,21.94,32,0.91,2003.0,0.7
-,920381,M,Yes,06:07:08,No,-,No,-,,10,1.0,,0.33
1,920384,E,No,-,No,-,No,-,29.54,33,0.79,2002.0,1.14
0,920386,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,0.18,6,1.0,2010.0,1.14
0,920388,M,No,-,No,-,Yes,06:07:08,9.82,66,0.96,2001.0,1.02
1,920390,E,No,-,No,-,Yes,5,15.05,39,0.68,1998.0,0.8
0,920391,M,No,-,No,-,Yes,06:07:08,7.98,52,0.8,2002.0,1.66
0,920393,E,No,-,No,-,Yes,K:3:4:5,17.9,30,0.55,2003.0,1.6
1,920394,M,No,-,No,-,Yes,06:07:08,11.37,43,0.65,2007.0,1.38
0,920396,E,No,-,No,-,No,-,16.65,30,0.71,1996.0,1.19
0,920398,E,No,-,No,-,Yes,04:05:00,19.93,41,0.73,2001.0,0.97
0,920399,M,No,-,No,-,Yes,06:07:08,15.79,30,0.46,2005.0,1.54
0,920400,M,No,-,No,-,Yes,06:07:08,6.55,39,0.85,2001.0,1.24
0,920402,M,No,-,No,-,Yes,06:07:08,13.32,47,0.84,2004.0,1.2
0,920403,E,No,-,No,-,No,-,28.9,38,0.78,2001.0,0.88
3,920404,M,No,-,No,-,No,-,8.05,57,0.74,2003.0,1.05
0,920408,M,No,-,No,-,No,-,17.1,42,0.7,2000.0,1.05
0,920410,M,No,-,No,-,No,-,10.75,47,0.89,2004.0,0.71
0,920411,H,Yes,9,No,-,Yes,9:10:11:12,10.59,80,1.03,1996.0,0.54
0,920412,H,No,-,No,-,No,-,6.16,118,0.91,1993.0,1.29
1,920413,E,No,-,No,-,Yes,K:1:2:3:4:5,22.39,35,0.74,2000.0,0.77
1,920414,E,No,-,No,-,No,-,27.08,42,0.82,2005.0,1.08
2,920415,E,No,-,No,-,No,-,47.85,36,1.0,2006.0,0.4
0,920416,E,No,-,No,-,No,-,17,30,0.73,1999.0,1.67
0,920417,E,No,-,No,-,Yes,04:05:00,25.11,30,0.71,1999.0,1.26
1,920420,E,No,-,No,-,Yes,03:04:05,14.27,32,0.59,2000.0,1.7
1,920424,M,No,-,No,-,Yes,06:07:08,13.5,48,0.84,2002.0,1.28
1,920428,H,No,-,No,-,Yes,9:10:11:12,4.27,76,0.6,2005.0,1.56
5,920436,H,No,-,No,-,Yes,9:10:11:12,9.45,115,1.42,2009.0,1.18
0,920438,M,No,-,No,-,No,-,51.47,12,0.75,2002.0,0.49
0,920439,E,No,-,No,-,Yes,K:1:2:3:4:5,32.44,26,0.54,2005.0,2.81
4,920440,E,Yes,K:1:2:3:4:5,No,-,No,-,40.79,35,0.81,2005.0,0.42
1,920441,H,No,-,No,-,Yes,9:10:11:12,4.48,80,0.66,2003.0,1.52
1,920442,I,Yes,06:07:08,No,-,Yes,K:1:2:3:4:5:6:7:8,23.67,43,0.83,2001.0,0.77
0,920443,E,No,-,No,-,No,-,17.94,43,0.75,2001.0,1.61
1,920444,M,No,-,No,-,Yes,06:07:08,10.87,48,0.84,2002.0,1.6
0,920445,H,No,-,No,-,Yes,9:10:11:12,8.54,69,0.84,2006.0,1.12
0,920446,E,No,-,No,-,No,-,33.05,34,0.87,1999.0,1.34
0,920447,E,No,-,No,-,Yes,K:1:2:3:4:5,20.87,34,0.65,1998.0,1.03
0,920448,E,No,-,No,-,Yes,K:1:2:3:4:5,14.75,36,1.09,1999.0,1.46
1,920449,E,No,-,No,-,No,-,22.6,34,0.68,2004.0,0.45
0,920450,M,No,-,No,-,Yes,06:07:08,9.68,47,0.69,2002.0,1.3
1,920451,E,No,-,No,-,Yes,K:1:2:3:4:5,16.92,37,0.69,2003.0,1.52
0,920452,E,No,-,No,-,No,-,22.16,33,0.94,1998.0,0.67
5,920453,E,No,-,No,-,Yes,K:1:2:3:4:5,24.92,31,0.67,2000.0,1.31
3,920454,E,No,-,No,-,Yes,03:04:05,19.66,38,0.86,1997.0,2.09
0,920455,H,No,-,No,-,Yes,9:10:11:12,7.66,79,0.94,2002.0,1.28
0,920456,E,No,-,No,-,No,-,24.68,32,0.74,2002.0,2.33
0,920457,E,No,-,No,-,No,-,21.61,43,0.93,2002.0,1.03
1,920458,M,No,-,No,-,Yes,06:07:08,11.83,63,0.83,2006.0,1.41
4,920459,E,No,-,No,-,Yes,K:1:2:3:4:5,20.28,40,0.78,2009.0,2.29
0,920460,E,No,-,No,-,No,-,22.24,25,0.76,2000.0,0.84
0,920464,E,No,-,No,-,No,-,20.45,31,0.56,1998.0,1.09
0,920466,H,No,-,No,-,Yes,9:10:11:12:13,10.19,70,0.73,2004.0,1.3
1,920467,E,No,-,No,-,Yes,5,21.86,32,0.7,2003.0,1.47
1,920468,E,No,-,No,-,Yes,03:04:05,32.53,34,0.74,2004.0,1.2
0,920469,E,No,-,No,-,No,-,13.68,38,0.66,2000.0,1.34
0,920470,E,No,-,No,-,No,-,35.12,23,0.52,1997.0,0.98
0,920471,M,No,-,No,-,Yes,06:07:08,11.32,52,0.83,2001.0,1.09
1,920472,M,No,-,No,-,Yes,06:07:08,13.91,59,0.91,1997.0,1.34
0,920473,H,No,-,No,-,Yes,9:10:11:12,6.52,112,0.94,1999.0,1.34
0,920474,E,No,-,No,-,Yes,K:1:2:3:4:5,34.27,36,0.72,2003.0,1.45
1,920476,E,No,-,No,-,No,-,39.81,35,1.03,2007.0,0.83
1,920480,E,No,-,No,-,Yes,1:2:3:5,21.44,41,0.93,2002.0,1.43
0,920484,M,No,-,No,-,Yes,06:07:08,8.79,40,0.65,2000.0,1.03
1,920488,E,No,-,No,-,No,-,22.14,29,0.76,2001.0,1.31
1,920492,M,No,-,No,-,No,-,15.27,62,0.89,2000.0,1.4
0,920494,E,No,-,No,-,Yes,K:1:2:3:4:5,15.75,31,0.58,2002.0,1.52
0,920495,H,No,-,No,-,Yes,9:10:11:12,6.2,96,0.87,2000.0,1.18
1,920496,E,Yes,K:1:2:3:4:5,No,-,No,-,26.79,38,0.83,2003.0,0.81
1,920500,H,No,-,No,-,Yes,9:10:11:12,6.57,88,0.75,2004.0,1.29
0,920501,E,No,-,No,-,Yes,04:05:00,22.06,42,0.7,2003.0,1.72
0,920502,M,No,-,No,-,Yes,06:07:08,11.08,62,0.74,2007.0,1.31
0,920504,E,No,-,No,-,Yes,K:1:2:3:4:5,14.27,29,0.57,2001.0,1.32
1,920506,M,No,-,No,-,No,-,22.63,40,0.95,2004.0,0.63
0,920508,I,No,-,No,-,No,-,63.55,21,1.5,2010.0,0.99
0,920512,M,No,-,No,-,No,-,13.83,53,1.02,1998.0,1.66
0,920514,E,No,-,No,-,Yes,K:1:2:3:4:5,25.06,30,0.68,2002.0,1.54
1,920516,E,No,-,No,-,No,-,19.05,,,2003.0,1.29
4,920518,H,No,-,No,-,Yes,9:10:11:12,55.79,20,0.69,2014.0,0.68
0,920520,E,No,-,No,-,Yes,5,21.06,31,0.86,2003.0,1.4
10,920521,E,No,-,No,-,Yes,K:1:2:3:4:5,23.72,44,0.94,2009.0,1.24
0,920522,E,No,-,No,-,Yes,04:05:00,23.72,32,0.8,1998.0,1.43
0,920523,E,No,-,No,-,Yes,04:05:00,14.35,40,0.77,2004.0,1.63
0,920524,E,No,-,No,-,Yes,03:04:05,40.5,16,0.73,1999.0,0.99
0,920525,E,No,-,No,-,No,-,26.89,20,0.83,1999.0,0.78
1,920526,H,No,-,No,-,Yes,9:10:11:12:13,4.6,80,0.7,2003.0,1.19
1,920528,H,No,-,No,-,No,-,23.89,17,0.81,2004.0,0.41
6,920529,M,No,-,No,-,Yes,06:07:08,19.74,46,0.77,2010.0,1.58
0,920530,E,No,-,No,-,Yes,K:1:2:3:4:5,22.83,28,0.72,1998.0,0.88
0,920531,E,No,-,No,-,Yes,1:2:3:4:5,21.9,24,0.63,2000.0,0.97
1,920532,E,No,-,No,-,No,-,39.96,23,0.74,2001.0,0.48
10,920533,E,No,-,No,-,No,-,36.66,44,0.83,2015.0,0.84
0,920536,E,No,-,No,-,No,-,26.07,24,0.69,2006.0,0.78
0,920540,E,No,-,No,-,Yes,03:04:05,32.11,31,0.84,1999.0,0.94
0,920542,E,No,-,No,-,Yes,K:1:2:3:4:5,27.61,36,0.71,2003.0,1.74
0,920543,E,No,-,No,-,Yes,04:05:00,40.19,33,0.66,2004.0,1.39
0,920544,E,No,-,No,-,Yes,K:1:2:3:4:5,23.42,34,0.83,1991.0,1.32
5,920545,M,No,-,No,-,Yes,06:07:08,20.88,58,0.73,2009.0,0.75
2,920546,H,No,-,No,-,Yes,9:10:11:12,16.05,88,0.8,2009.0,1.38
3,920547,E,No,-,No,-,No,-,23.42,34,0.58,2009.0,1.95
0,920548,E,No,-,No,-,Yes,5,23.15,34,0.92,2003.0,1.05
6,920549,M,No,-,No,-,Yes,06:07:08,17.8,36,0.4,2011.0,1.2
1,920550,E,No,-,No,-,Yes,K:1:2:3:4:5,23.72,36,0.72,2000.0,1.27
3,920551,M,No,-,No,-,Yes,06:07:08,8.71,42,0.71,2005.0,1.36
1,920552,H,No,-,No,-,Yes,9:10:11:12,5.74,89,0.92,2001.0,1.23
1,920554,E,No,-,No,-,Yes,K:1:2:3:4:5,25.77,35,0.76,2002.0,0.97
-,920556,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,,2,0.5,,0.4
10,920557,E,No,-,No,-,No,-,27.49,48,0.98,2008.0,1.67
0,920560,E,No,-,No,-,No,-,26.32,40,0.75,2001.0,0.83
12,920561,H,No,-,No,-,No,-,24.11,92,0.76,2014.0,0.8
1,920562,H,No,-,No,-,Yes,9:10:11:12,8.75,83,0.83,1999.0,0.69
0,920564,E,No,-,No,-,No,-,20.32,32,0.97,2001.0,0.98
1,920568,E,No,-,No,-,No,-,30.81,27,0.77,2003.0,0.74
0,920569,E,No,-,No,-,Yes,K:1:2:3:4:5,18.75,40,0.69,2003.0,1.71
1,920570,E,No,-,No,-,No,-,40.75,36,0.78,2005.0,0.64
0,920571,E,No,-,No,-,Yes,03:04:05,22.29,40,0.8,2000.0,3.34
0,920572,E,No,-,No,-,Yes,K:1:2:3:4:5,27.61,24,1.04,2000.0,1.23
0,920576,E,No,-,No,-,Yes,K:1:2:3:4:5,28.66,24,0.69,2002.0,1.18
0,920580,E,No,-,No,-,No,-,21.22,43,1.02,2009.0,0.81
9,920581,H,No,-,No,-,Yes,9:10:11:12:13,32.72,29,1.12,2011.0,0.64
-,920582,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,9,1.0,,1.9
-,920583,H,No,-,No,-,No,-,,14,1.27,2014.0,1.54
0,920584,E,No,-,No,-,No,-,39.66,38,1.15,1999.0,1.37
2,920585,T,Yes,6:7:8:9:10:11:12:13,No,-,Yes,6:7:8:9:10:11:12:13,28.13,11,0.73,2008.0,0.43
5,920586,T,Yes,10:11:12:13,Yes,10:11:12:13,Yes,6:7:8:9:10:11:12:13,22.88,15,1.07,2008.0,0.67
1,920588,H,No,-,No,-,Yes,9:10:11:12,4.5,107,0.95,2002.0,1.74
1,920592,M,No,-,No,-,Yes,06:07:08,9.67,54,0.87,2000.0,1.56
1,920593,E,Yes,04:05:00,No,-,No,-,27.93,37,0.84,1999.0,0.95
0,920594,M,No,-,No,-,Yes,06:07:08,9.81,55,0.93,2003.0,1.26
1,920595,H,No,-,No,-,Yes,9:10:11:12,8.5,83,0.86,1999.0,1.11
0,920596,E,No,-,No,-,No,-,22.11,36,0.72,2001.0,0.85
0,920597,E,No,-,No,-,No,-,28.37,37,0.77,2000.0,1.37
0,920598,E,No,-,No,-,Yes,PK:K:1:2:3:4:5,12.58,35,0.59,1999.0,1.03
3,920599,E,No,-,No,-,No,-,34.91,36,0.71,2004.0,0.74
1,920600,E,Yes,5,No,-,No,-,21.47,28,0.7,2002.0,1.39
1,920601,M,No,-,No,-,Yes,06:07:08,19.24,47,0.82,2004.0,1.11
0,920604,M,No,-,No,-,Yes,06:07:08,9.49,50,0.82,1995.0,1.96
1,920606,E,No,-,No,-,Yes,K:1:2:3:4:5,18.24,41,0.82,1998.0,2.6
0,920607,M,No,-,No,-,Yes,06:07:08,8.3,58,0.89,2000.0,1.58
0,920608,M,No,-,No,-,Yes,06:07:08,10.9,52,1.02,2000.0,1.36
10,920614,E,No,-,No,-,No,-,34.91,36,0.88,2008.0,1.19
0,920616,E,No,-,No,-,Yes,K:1:2:3:4:5,25.66,34,0.77,2001.0,0.73
0,920618,E,No,-,No,-,No,-,22.84,34,0.72,2000.0,1.34
0,920620,E,No,-,No,-,No,-,28.79,,,2001.0,0.97
2,920624,E,No,-,No,-,Yes,K:1:2:3:4:5,14.25,35,0.65,2005.0,0.92
