digital_media,agency_code,category_code,device_access,device_access_grades,device_home,device_home_grades,BYOD,byod_grades,Book_TitlesPer_Student,wap,wap_class,media_school,devices
1,740336,E,No,-,No,-,No,-,14.89,43,0.9,2001.0,1.76
1,740337,M,No,-,No,-,Yes,06:07:08,12.65,53,1.15,2003.0,0.57
2,740338,E,No,-,No,-,No,-,12.89,31,1.11,2005.0,0.79
0,740340,M,No,-,No,-,No,-,18.74,44,1.07,2001.0,0.68
1,740344,H,No,-,No,-,No,-,9.27,63,1.4,2000.0,0.41
1,740352,I,No,-,No,-,No,-,33.69,39,1.3,2002.0,0.64
0,740358,I,No,-,No,-,No,-,28.12,39,1.05,1999.0,0.91
0,740360,E,No,-,No,-,No,-,41.35,33,1.06,2002.0,0.51
0,740362,M,No,-,No,-,No,-,16.4,46,1.0,2005.0,1.34
1,740366,H,No,-,No,-,No,-,6.32,109,1.12,2001.0,0.7
0,740368,E,No,-,No,-,No,-,23.77,61,1.17,2005.0,0.85
2,740374,H,No,-,No,-,No,-,8.8,71,1.2,2004.0,0.44
0,740375,E,No,-,No,-,No,-,34.1,42,1.27,2003.0,0.5
1,740376,I,No,-,No,-,No,-,31.96,45,1.1,1999.0,1.1
,740378,A,,,,,,,,,,,-
1,740379,E,No,-,No,-,No,-,21.56,47,0.94,2005.0,0.99
0,740380,E,No,-,No,-,No,-,22.36,47,1.27,2001.0,0.97
0,740386,E,No,-,No,-,No,-,37.17,31,1.11,2002.0,0.91
0,740388,H,No,-,No,-,No,-,6.14,92,1.06,2001.0,0.71
1,740390,E,No,-,No,-,No,-,23.74,28,1.22,2012.0,0.51
1,740396,I,No,-,No,-,No,-,34.72,28,1.27,2000.0,1.02
1,740400,E,No,-,No,-,No,-,21.11,44,1.42,2002.0,0.68
0,740402,M,No,-,No,-,No,-,24.86,40,1.25,2005.0,0.62
1,740404,E,No,-,No,-,No,-,10.83,61,1.3,2008.0,0.93
1,740406,E,No,-,No,-,No,-,18.59,45,0.96,2002.0,1.05
-,740500,H,Yes,09:10:11,No,-,No,-,,6,0.6,,0.41
-,740501,H,Yes,9,Yes,9,Yes,9,,4,1.0,,0.9
,740LEA,,,,,,,,17.55,"1,7",1.15,2003.0,0.72
10,74B000,I,No,-,No,-,No,-,25.64,25,0.83,2007.0,2.23
-,74C000,I,No,-,No,-,No,-,,23,0.72,,3.44
,74Z000,,,,,,,,,,,,-
14,750304,E,No,-,No,-,No,-,40.89,36,1.03,2003.0,1.22
25,750314,E,No,-,No,-,No,-,43.58,38,1.81,1998.0,1.29
-,750317,H,No,-,No,-,Yes,9:10:11:12:13,,4,1.0,,0.95
2,750318,H,No,-,No,-,No,-,12.22,56,1.04,2002.0,1.09
5,750319,M,No,-,No,-,No,-,22.22,40,1.21,2011.0,1.38
1,750320,E,No,-,No,-,No,-,34.01,10,0.59,2001.0,1.52
1,750328,E,No,-,No,-,No,-,127.87,14,1.08,1996.0,1.1
,750LEA,,,,,,,,32.37,198,1.12,2002.0,1.22
1,760304,E,Yes,04:05:00,No,-,No,-,40.33,35,1.09,2001.0,1.1
4,760308,M,No,-,No,-,No,-,34.82,36,1.5,2003.0,1.58
3,760316,E,No,-,No,-,Yes,K:1:2:3:4:5,36,34,1.55,1998.0,1.57
6,760318,H,No,-,No,-,Yes,9:10:11:12,10.71,64,1.16,2000.0,1.24
2,760320,E,No,-,No,-,Yes,K:1:2:3:4:5,33.28,43,2.39,2001.0,1.75
1,760324,E,No,-,No,-,No,-,31.11,35,1.3,2002.0,1.22
2,760328,E,No,-,No,-,No,-,16.43,39,1.18,2004.0,2.27
2,760329,E,Yes,04:05:00,No,-,No,-,15,54,1.2,2003.0,1.29
1,760330,E,Yes,03:04:05,No,-,Yes,K:1:2:3:4:5,49.5,39,1.63,1998.0,1.16
2,760331,E,No,-,No,-,No,-,22.55,57,1.63,2000.0,2
1,760332,E,No,-,No,-,No,-,54.09,48,1.0,2000.0,1.52
2,760336,E,No,-,No,-,Yes,2:3:4:5,23.86,42,1.17,2001.0,1.83
2,760338,M,No,-,No,-,Yes,06:07:08,27.87,46,1.07,2000.0,1.82
0,760339,H,No,-,No,-,Yes,9:10:11:12:13,10.88,70,1.17,2002.0,1.81
1,760340,E,Yes,5,No,-,No,-,40.19,40,1.54,1999.0,1.45
3,760344,E,No,-,No,-,Yes,02:03:04,26.38,46,1.21,2003.0,1.2
2,760348,H,No,-,No,-,Yes,9:10:11:12,10.47,62,1.22,1998.0,1.71
97,760352,M,No,-,No,-,No,-,12.79,58,1.14,2000.0,2.53
-,760354,H,No,-,No,-,Yes,9:10:11:12:13,,19,1.58,,1.42
1,760356,E,No,-,No,-,No,-,37.43,48,1.41,1995.0,1.04
2,760357,M,No,-,No,-,Yes,06:07:08,24.82,2,0.05,2000.0,1.46
1,760358,H,No,-,No,-,Yes,9:10:11:12,8.84,69,1.17,2000.0,1.82
2,760359,E,Yes,04:05:00,No,-,No,-,25.05,58,1.26,2001.0,0.96
3,760360,M,No,-,No,-,Yes,06:07:08,15.41,56,1.93,1998.0,1.57
2,760364,E,No,-,No,-,Yes,K:1:2:3:4:5,30.15,36,1.5,2002.0,1.33
1,760368,E,Yes,03:04:05,No,-,No,-,46.8,38,1.27,2000.0,1.16
2,760376,E,Yes,04:05:00,No,-,No,-,29.12,41,1.14,2000.0,1
1,760378,M,No,-,No,-,Yes,07:08:00,26.17,53,1.18,2000.0,1.39
2,760380,H,No,-,No,-,Yes,9:10:11:12,13.27,61,1.02,1999.0,1.25
4,760382,T,Yes,6:7:8:9:10,No,-,Yes,6:7:8:9:10,21.41,49,1.53,2002.0,0.72
5,760388,H,No,-,No,-,Yes,9:10:11:12,10.51,62,1.32,2004.0,1.19
,760LEA,,,,,,,,22.89,"1,4",1.24,2000.0,1.4
3,761304,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,11.3,88,1.22,2003.0,0.83
1,761308,M,No,-,No,-,No,-,13.48,53,1.33,2003.0,0.72
0,761312,E,Yes,04:05:00,No,-,No,-,34.75,33,1.14,2000.0,1.55
0,761320,E,Yes,03:04:05,No,-,No,-,30.05,40,1.82,1999.0,1.24
1,761321,E,Yes,04:05:00,No,-,No,-,37.56,28,1.17,1999.0,0.79
1,761328,E,Yes,03:04:05,No,-,No,-,24.99,45,1.15,2001.0,1.23
1,761332,E,Yes,04:05:00,No,-,No,-,36.94,38,1.19,1996.0,1.65
1,761336,M,No,-,No,-,No,-,22.88,34,0.94,2000.0,0.69
,761LEA,,,,,,,,23.02,359,1.22,2000.0,0.94
-,76A000,A,Yes,5:6:7:8:9:10:11:12,Yes,9:10:11:12,Yes,5:6:7:8:9:10:11:12,,63,0.64,,2.93
5,770310,E,No,-,No,-,No,-,18.57,46,1.24,2010.0,1.62
0,770316,M,No,-,No,-,No,-,20.83,30,1.5,1999.0,0.35
1,770318,E,No,-,No,-,No,-,25.79,45,1.22,2001.0,1.07
2,770328,M,No,-,No,-,No,-,17.53,42,1.2,2005.0,0.85
0,770340,E,No,-,No,-,No,-,17.23,39,1.03,1993.0,1.65
0,770342,T,No,-,No,-,No,-,61.4,26,1.63,2004.0,0.38
1,770344,E,No,-,No,-,No,-,31.81,41,1.37,2003.0,0.99
1,770346,E,No,-,No,-,No,-,22.07,43,1.19,2000.0,1.06
1,770348,H,Yes,10:11:12,Yes,10:11:12,No,-,6.44,109,1.35,2007.0,0.72
-,770349,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,10,1.25,,0.5
1,770351,H,Yes,9,Yes,9,No,-,21.63,42,1.27,2005.0,0.54
5,770360,M,No,-,No,-,No,-,14.2,66,1.32,2000.0,0.7
5,770364,M,No,-,No,-,No,-,23.78,32,1.6,1998.0,0.39
1,770368,E,No,-,No,-,No,-,28.03,24,0.89,1999.0,1.01
10,770370,E,No,-,No,-,No,-,38.68,42,1.17,2000.0,0.76
,770LEA,,,,,,,,19.88,637,1.26,2002.0,0.76
2,780320,E,Yes,3:4:5:6,No,-,No,-,22.94,36,1.38,2005.0,0.84
6,780322,E,Yes,K:1:2:3,No,-,No,-,29.64,46,1.1,2005.0,0.79
3,780324,I,Yes,4:5:6:7:8,Yes,06:07:08,No,-,40.05,39,1.39,2002.0,0.29
3,780325,H,Yes,9:10:11:12,No,-,No,-,12.78,82,1.55,2002.0,0.41
10,780326,M,Yes,5:6:7:8,No,-,No,-,33.63,45,1.1,2001.0,0.62
2,780328,E,No,-,No,-,No,-,53.58,22,1.29,1996.0,0.62
7,780329,E,Yes,K:1:2:3:4,No,-,No,-,33.13,21,1.17,2003.0,0.33
5,780330,E,No,-,No,-,No,-,26.09,61,1.13,2000.0,0.87
-,780331,,No,-,No,-,No,-,,41,3.15,,-
6,780336,I,Yes,4:5:6:7:8,No,-,No,-,19.73,53,1.18,2002.0,0.68
68,780340,E,No,-,No,-,No,-,5.3,37,1.16,2012.0,0.66
5,780341,M,Yes,7,No,-,No,-,51.24,59,1.64,2000.0,0.52
4,780342,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,18,156,1.73,1999.0,0.54
5,780344,I,Yes,5:6:7:8,No,-,No,-,37.48,53,1.1,1999.0,0.58
2,780352,M,Yes,5:6:7:8,No,-,No,-,49.46,34,1.13,1999.0,0.65
5,780356,E,Yes,K:1:2:3:4:5:6,No,-,No,-,41.11,28,1.27,2009.0,0.66
7,780360,I,Yes,4:5:6:7:8,No,-,No,-,20.08,54,1.5,2001.0,0.61
1,780364,E,Yes,5,No,-,No,-,22.5,44,0.94,1998.0,0.94
1,780368,M,Yes,06:07:08,No,-,No,-,31,51,1.13,1998.0,0.58
5,780374,E,Yes,02:03:04,No,-,No,-,23.12,44,1.1,2001.0,0.54
5,780376,E,Yes,05:06:00,No,-,No,-,20.08,45,1.02,1999.0,0.7
2,780384,I,Yes,K:1:2:3:4:5:6:7:8:9:10:11:12:13,No,-,No,-,26.5,59,1.11,2004.0,0.67
-,780385,H,Yes,09:10:00,No,-,Yes,9:10:11:12:13,,18,2.0,,0.65
30,780390,E,Yes,K:1:2:3:4,No,-,No,-,43.74,33,1.5,1995.0,0.83
1,780391,H,No,-,No,-,No,-,17.65,58,1.29,1999.0,1.1
4,780392,E,Yes,K:1:2:3:4:5,No,-,No,-,36.7,32,1.1,2000.0,0.41
10,780393,M,Yes,5:6:7:8,No,-,Yes,5:6:7:8,23.4,45,1.18,2001.0,0.48
4,780394,E,Yes,4,No,-,No,-,27.58,42,1.17,1996.0,0.43
3,780396,M,No,-,No,-,No,-,61.59,21,1.4,2002.0,0.41
10,780398,E,Yes,02:03:00,No,-,No,-,24.92,36,1.24,2000.0,0.73
7,780400,E,Yes,03:04:05,No,-,No,-,15.89,58,1.09,2003.0,0.85
1,780401,H,Yes,9:10:11:12,No,-,No,-,14.6,82,1.39,1998.0,0.67
1,780402,H,No,-,No,-,No,-,19.08,56,1.37,2001.0,0.89
2,780403,M,Yes,06:07:08,No,-,No,-,20.18,43,1.19,2001.0,0.44
2,780407,E,Yes,K:1:2:3,No,-,No,-,30.49,38,1.46,2002.0,0.59
3,780408,,Yes,04:05:00,No,-,No,-,40.7,36,1.2,2000.0,0.79
18,780410,M,Yes,5:6:7:8,No,-,No,-,77.96,30,1.43,1997.0,0.29
1,780412,E,Yes,3:4:5:6:7,No,-,No,-,27.68,39,1.08,1999.0,0.71
3,780416,E,Yes,1:2:3:4:5:6,No,-,No,-,21.09,33,1.22,1998.0,0.68
3,780417,E,Yes,K:1:2:3:4,No,-,No,-,31.95,31,2.07,2004.0,0.71
5,780418,,No,-,No,-,No,-,81.51,17,1.7,1994.0,0.31
1,780420,H,Yes,9:10:11:12,No,-,No,-,16.01,115,1.49,2001.0,0.58
,780LEA,,,,,,,,25.6,"1,9",1.3,2001.0,0.6
0,78A000,M,No,-,No,-,No,-,21.52,6,0.75,2001.0,3.04
5,78B000,I,No,-,No,-,Yes,06:07:08,19.92,13,0.87,1999.0,3.72
35,790302,E,Yes,03:04:05,No,-,No,-,32.25,52,1.49,2002.0,1.08
33,790310,E,Yes,2:3:4:5,No,-,No,-,31.41,39,1.34,2005.0,0.87
38,790314,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,18.99,78,1.59,2000.0,0.81
10,790318,E,Yes,2:3:4:5,No,-,Yes,PK:K:1:2:3:4:5,45.88,47,1.57,2001.0,0.67
3,790322,,Yes,K:1:2:3:4:5,No,-,No,-,93,41,1.21,1997.0,0.57
32,790327,E,Yes,K:1:2:3:4:5,No,-,Yes,04:05:00,36.87,52,1.73,2002.0,0.67
35,790330,M,No,-,No,-,No,-,16.79,74,1.72,2000.0,0.75
32,790334,,Yes,03:04:05,No,-,No,-,71.82,42,1.2,1998.0,0.98
29,790344,E,Yes,K:1:2:3:4:5,No,-,No,-,39.97,57,1.68,2000.0,0.99
30,790347,E,Yes,2:3:4:5,No,-,No,-,14.73,44,1.38,1995.0,1.25
38,790350,E,Yes,03:04:05,No,-,No,-,30.53,52,1.63,1999.0,0.69
30,790354,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,26.47,90,1.5,1994.0,0.64
7,790358,,Yes,2:3:4:5,No,-,No,-,54.38,43,1.59,1998.0,0.42
20,790362,E,Yes,K:1:2:3:4:5,No,-,Yes,04:05:00,54.43,39,1.05,2000.0,0.95
43,790366,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,20.9,78,1.34,1996.0,0.66
36,790374,M,No,-,No,-,Yes,06:07:08,25.79,67,1.31,1999.0,0.55
30,790378,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,16.41,76,1.41,2002.0,0.84
100,790379,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,17.94,69,5.75,2012.0,0.75
45,790380,M,Yes,06:07:08,No,-,No,-,13.11,70,1.4,1999.0,0.85
43,790386,E,Yes,K:1:2:3:4:5,No,-,Yes,K:1:2:3:4:5,38.59,32,1.68,1997.0,0.5
32,790390,E,Yes,2:3:4:5,No,-,No,-,43.82,51,1.55,2001.0,0.97
54,790392,A,No,-,No,-,Yes,9:10:11:12,248.51,7,1.0,2001.0,0.46
15,790394,M,Yes,06:07:08,No,-,Yes,06:07:08,19.56,66,1.25,2004.0,0.84
36,790398,E,Yes,2:3:4:5,No,-,No,-,30.49,57,1.68,2000.0,0.93
34,790402,E,Yes,03:04:05,No,-,No,-,30.4,52,1.41,2000.0,0.71
,790LEA,,,,,,,,30.46,"1,3",1.5,2000.0,0.37
15,79A000,T,No,-,No,-,Yes,6:7:8:9:10,12.35,35,1.21,1999.0,6.85
,79Z000,,,,,,,,,,,,-
0,800308,T,Yes,6:7:8:9:10:11:12:13,No,-,No,-,47.3,40,2.22,2008.0,0.63
3,800312,E,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,20.67,50,2.0,2004.0,0.85
2,800314,M,Yes,06:07:08,Yes,06:07:08,No,-,12.53,93,1.66,2003.0,0.85
2,800315,E,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,26.36,38,1.73,2002.0,0.89
1,800316,E,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,18.61,80,1.86,2004.0,0.85
1,800320,M,Yes,06:07:08,Yes,06:07:08,No,-,6.09,72,2.32,2007.0,0.88
3,800324,,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,31.25,52,2.48,2003.0,0.74
2,800328,M,Yes,06:07:08,Yes,06:07:08,No,-,17,86,2.39,2006.0,0.76
1,800340,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,4.9,112,1.93,2010.0,0.8
2,800346,E,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,19.9,77,2.75,2004.0,0.83
2,800347,E,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,29.69,82,2.16,2003.0,0.83
5,800348,E,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,17.27,64,2.46,2000.0,0.87
1,800352,E,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,30.41,55,2.62,2005.0,0.94
3,800356,E,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,26.28,74,2.74,2001.0,0.93
6,800358,E,Yes,PK:K:1:2:3:4:5,Yes,03:04:05,No,-,29.43,63,2.63,1999.0,0.99
1,800359,E,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,16.55,80,2.16,2000.0,0.81
3,800360,E,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,18.52,66,2.28,2004.0,0.86
1,800361,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,4.77,131,1.9,2007.0,0.9
2,800362,E,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,22.79,87,2.29,2000.0,0.77
5,800363,M,Yes,06:07:08,Yes,06:07:08,No,-,27.54,101,2.66,2000.0,0.82
1,800364,E,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,23.84,78,1.9,2003.0,0.81
1,800366,E,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,24.66,74,1.95,2004.0,0.91
3,800368,E,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,22.14,55,1.96,2002.0,0.82
2,800372,E,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,40.18,54,3.38,2002.0,0.83
2,800373,E,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,21.57,78,2.6,2000.0,0.72
5,800376,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,7.8,97,3.88,2001.0,0.79
0,800377,M,Yes,06:07:08,Yes,06:07:08,No,-,15.85,67,2.09,2004.0,0.79
2,800392,E,Yes,PK:K:1:2:3:4:5,Yes,03:04:05,No,-,22.67,73,2.09,2003.0,0.86
-,800394,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,,15,1.88,,1.02
2,800396,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,5.73,144,2.18,2004.0,0.8
1,800398,M,Yes,06:07:08,Yes,06:07:08,No,-,12.41,89,1.93,2005.0,0.87
1,800400,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,4.97,133,2.22,2006.0,0.84
1,800406,E,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,27.62,71,1.69,2002.0,0.84
10,800408,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,8.08,126,1.8,2000.0,0.89
1,800410,M,Yes,06:07:08,Yes,06:07:08,No,-,20.62,75,1.74,2003.0,0.87
3,800412,,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,24.68,50,1.85,2000.0,0.85
,800LEA,,,,,,,,16.98,"2,7",2.15,2003.0,0.82
,80B000,E,,,,,,,,,,,-
1,810324,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,14.37,57,1.14,1996.0,1.08
3,810326,M,Yes,06:07:08,Yes,06:07:08,No,-,14.26,41,1.28,1997.0,0.97
5,810328,E,Yes,K:1:2:3:4:5,No,-,No,-,35.67,32,1.33,1994.0,0.86
5,810336,E,Yes,K:1:2:3:4:5,No,-,No,-,31.31,31,0.67,1994.0,0.93
18,810340,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,11.93,57,1.06,1997.0,0.96
0,810342,M,Yes,06:07:08,Yes,06:07:08,No,-,15.32,40,0.85,1994.0,1
2,810344,E,Yes,K:1:2:3:4:5,No,-,No,-,21.86,33,0.7,2004.0,0.95
0,810350,E,Yes,K:1:2:3:4:5,No,-,No,-,35.94,26,0.84,1998.0,0.94
1,810360,E,Yes,K:1:2:3:4:5,No,-,No,-,23.76,31,0.94,1995.0,0.95
1,810364,E,Yes,K:1:2:3:4:5,No,-,No,-,59.43,23,0.92,1997.0,1.03
3,810370,E,Yes,K:1:2:3:4:5,No,-,No,-,33.46,27,1.8,1995.0,0.96
1,810378,M,Yes,06:07:08,Yes,06:07:08,No,-,10.05,52,1.13,1997.0,0.96
0,810384,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,11.2,72,1.06,1997.0,0.88
0,810385,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,12,1.71,,0.92
0,810386,T,Yes,6:7:8:9:10:11:12,Yes,9:10:11:12,No,-,74.6,22,1.83,2001.0,0.73
0,810388,E,Yes,K:1:2:3:4:5,No,-,No,-,25.65,30,1.25,1994.0,0.97
1,810396,E,Yes,K:1:2:3:4:5,No,-,No,-,21.52,25,0.71,1997.0,0.97
1,810400,E,Yes,K:1:2:3:4:5,No,-,No,-,55.16,24,0.92,1996.0,0.94
,810LEA,,,,,,,,22.13,635,1.02,1997.0,0.95
0,81A000,A,No,-,No,-,No,-,7.29,20,0.29,2002.0,5.01
0,81B000,A,No,-,No,-,No,-,7.76,20,0.56,2015.0,5.87
1,820312,E,Yes,K:1:2,No,-,No,-,20.27,40,1.33,2003.0,0.66
2,820320,E,No,-,No,-,No,-,27.22,36,1.0,2006.0,0.64
-,820324,H,No,-,No,-,No,-,,5,0.5,,1.32
1,820340,E,No,-,No,-,No,-,22.69,38,1.46,2007.0,0.77
1,820346,E,No,-,No,-,No,-,16.83,43,1.34,2004.0,0.95
1,820347,M,No,-,No,-,No,-,16.32,39,1.39,2002.0,0.96
1,820348,H,No,-,No,-,No,-,11.83,52,1.41,1995.0,0.75
1,820349,H,No,-,No,-,No,-,10.49,50,1.16,1993.0,0.69
1,820350,E,No,-,No,-,No,-,20.8,40,1.21,2002.0,1.28
1,820352,H,No,-,No,-,No,-,8.58,60,1.4,1992.0,1.01
1,820354,M,No,-,No,-,No,-,17.78,47,1.21,2001.0,0.98
1,820364,E,No,-,No,-,No,-,33.1,36,1.2,2001.0,0.65
1,820370,M,Yes,7,No,-,No,-,32.19,45,1.61,2003.0,0.76
1,820372,M,No,-,No,-,No,-,21.09,40,1.29,2003.0,0.88
1,820376,E,No,-,No,-,No,-,19.77,42,1.2,2004.0,1.39
1,820384,E,No,-,No,-,No,-,19.13,57,1.33,2005.0,1.32
1,820385,E,Yes,04:05:00,No,-,No,-,27.15,39,1.95,2005.0,0.55
1,820388,H,No,-,No,-,No,-,22.28,60,1.5,2003.0,0.56
,820LEA,,,,,,,,19.25,769,1.32,2002.0,0.82
1,821304,E,No,-,No,-,No,-,34.43,50,1.14,2002.0,0.57
1,821308,H,No,-,No,-,No,-,12.12,84,1.27,1996.0,0.66
1,821316,E,No,-,No,-,No,-,32.57,53,1.2,2000.0,1.15
2,821320,M,No,-,No,-,No,-,11.67,62,1.41,2002.0,0.8
1,821330,E,No,-,No,-,No,-,23.38,56,1.33,2000.0,1
,821LEA,,,,,,,,20.75,305,1.27,2000.0,0.78
1,830304,M,Yes,06:07:08,Yes,06:07:08,No,-,13.31,55,1.34,2000.0,1.47
3,830312,E,No,-,No,-,No,-,21.74,34,1.36,1998.0,1.01
0,830316,T,Yes,6:7:8:9:10:11:12,Yes,6:7:8:9:10:11:12,No,-,22.73,29,2.42,1960.0,0.59
10,830320,E,Yes,03:04:05,Yes,03:04:05,No,-,27.86,51,2.68,2000.0,0.94
10,830328,E,Yes,03:04:05,Yes,03:04:05,No,-,18.4,58,1.49,2003.0,1.18
3,830336,,No,-,No,-,No,-,29.87,38,2.0,1997.0,0.97
0,830343,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,15.53,141,1.25,1991.0,0.87
-,830348,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,10,1.25,,0.95
1,830349,M,Yes,06:07:08,Yes,06:07:08,No,-,11.13,57,1.5,2002.0,1.13
3,830356,E,No,-,No,-,No,-,22.48,49,1.69,2004.0,0.75
0,830360,E,Yes,03:04:05,Yes,03:04:05,No,-,16.86,55,1.57,2002.0,0.93
0,830364,E,No,-,No,-,No,-,21.35,58,1.71,2003.0,0.81
,830LEA,,,,,,,,18.08,635,1.54,1996.0,0.51
1,840302,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,24.25,59,1.48,1994.0,0.83
5,840303,M,Yes,06:07:08,No,-,No,-,21.99,49,1.36,2005.0,0.97
1,840304,E,Yes,03:04:05,No,-,No,-,27.17,37,1.48,1997.0,1.23
0,840308,E,Yes,03:04:05,No,-,No,-,12.86,35,1.17,1998.0,1.26
1,840310,E,Yes,03:04:05,No,-,No,-,13.68,50,1.32,2003.0,1.11
1,840312,E,Yes,03:04:05,No,-,No,-,30.06,32,1.33,1997.0,0.99
1,840316,E,Yes,03:04:05,No,-,No,-,22.03,25,1.14,1995.0,1.29
1,840320,E,Yes,03:04:05,No,-,No,-,21.96,37,1.42,1997.0,1.17
1,840324,E,Yes,03:04:05,No,-,No,-,35.06,26,1.3,1998.0,1.1
2,840328,M,Yes,06:07:08,No,-,No,-,9.69,46,1.31,2000.0,0.75
1,840332,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,22.08,65,1.38,1990.0,0.81
1,840336,E,Yes,03:04:05,No,-,No,-,19.3,34,1.21,1996.0,1.31
2,840342,I,Yes,3:4:5:6:7:8,No,-,No,-,12.41,31,1.82,2000.0,1.2
1,840344,E,Yes,03:04:05,No,-,No,-,30.06,28,1.47,1995.0,1.22
1,840350,M,Yes,06:07:08,No,-,No,-,11.13,52,1.41,2001.0,0.86
7,840356,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,16.58,52,1.3,1995.0,0.89
6,840358,M,Yes,06:07:08,No,-,No,-,19.92,47,1.38,2003.0,0.91
2,840360,E,Yes,03:04:05,No,-,No,-,14.6,35,1.21,2003.0,0.9
-,840361,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,,,,1.43
-,840366,A,Yes,K:1:2:3:4:5:6:7:8:9:10:11:12,Yes,K:1:2:3:4:5:6:7:8:9:10:11:12,No,-,,,,,0.78
1,840368,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,10.63,64,1.19,1995.0,0.77
-,840370,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,,8,1.0,,0.92
,840LEA,,,,,,,,18.22,812,1.33,1998.0,0.5
-,84B000,T,Yes,06:07:00,No,-,Yes,8:9:10:11:12,,49,1.29,,4.1
0,850304,M,Yes,06:07:08,Yes,06:07:08,No,-,17.38,57,1.36,2001.0,1.22
1,850312,E,Yes,2:3:4:5,No,-,No,-,36.47,23,1.64,1997.0,0.66
5,850314,E,No,-,No,-,No,-,40.98,35,2.5,1995.0,1.69
2,850316,E,No,-,No,-,Yes,K:1:2:3:4:5,28.07,49,1.29,1997.0,1.34
0,850320,E,Yes,03:04:05,No,-,No,-,88.27,21,1.17,1999.0,0.57
0,850324,T,Yes,6:7:8:9:10:11:12,No,-,No,-,6.1,12,1.33,1990.0,0.26
1,850328,E,No,-,No,-,No,-,61.54,30,2.0,2000.0,1.59
0,850332,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,20.2,54,1.93,2002.0,0.45
0,850336,E,No,-,No,-,No,-,52.7,25,3.13,1996.0,1.44
0,850338,M,Yes,06:07:08,Yes,06:07:08,No,-,26.28,37,1.32,2002.0,0.67
0,850340,E,No,-,No,-,No,-,49.64,21,1.17,1997.0,0.96
1,850342,E,Yes,03:04:05,No,-,No,-,16.62,44,1.52,2008.0,1.1
0,850348,E,No,-,No,-,No,-,27.73,21,1.5,2004.0,0.69
1,850350,M,Yes,06:07:08,Yes,06:07:09,No,-,19.83,66,1.94,2000.0,1.03
0,850352,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,24.37,50,0.96,1996.0,0.63
2,850354,E,No,-,No,-,No,-,45.94,31,1.41,1996.0,1.87
1,850356,E,Yes,03:05:00,No,-,No,-,47.7,30,1.25,2000.0,1.47
4,850358,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,12.65,72,1.06,1999.0,0.69
0,850360,H,No,-,No,-,No,-,2.79,16,2.0,2010.0,0.59
