agency_code,target_list_ltg_detail,subgroup_list_ltg_detail
780322,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
780324,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,SWD"
780325,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,AM7,BL7,EDS,SWD,WH7"
780326,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,SWD,WH7"
780328,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS"
780329,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS"
780330,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,ELS,HI7,SWD,WH7"
780336,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
780340,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,SWD,WH7"
780341,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,ELS,HI7,SWD,WH7"
780342,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,AM7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
780344,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,ELS,HI7,SWD,WH7"
780352,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,SWD,WH7"
780356,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,EDS,SWD"
780360,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
780364,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,EDS,SWD"
780368,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,ELS,HI7,SWD"
780374,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,ELS,HI7"
780376,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,ELS,HI7,SWD"
780384,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,EDS,SWD"
780385,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10",ALL
780390,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS"
780391,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,AM7,BL7,EDS,HI7"
780392,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AM7,EDS,ELS,HI7"
780393,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,ELS,HI7,MU7,SWD"
780394,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,SWD"
780396,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS"
780398,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
780400,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,ELS,HI7,SWD,WH7"
780401,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,AM7,BL7,EDS,HI7,SWD,WH7"
780402,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,AM7,BL7,EDS"
780403,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,ELS,HI7,SWD,WH7"
780407,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
780408,,
780410,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,SWD"
780412,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AM7,EDS,ELS,HI7,SWD"
780416,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,EDS,SWD"
780417,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
780418,,
780420,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,AM7,BL7,EDS,SWD"
78A000,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,EDS"
78B000,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
790302,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
790310,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
790314,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,HI7,SWD,WH7"
790318,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
790322,,
790327,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
790330,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
790334,,
790344,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
790347,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
790350,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
790354,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,WH7"
790358,,
790362,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
790366,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
790374,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
790378,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,SWD,WH7"
790379,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,WH7"
790380,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
790386,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
790390,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
790392,,
790394,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
790398,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
790402,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
79A000,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
79Z000,,
800308,,
800312,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
800314,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
800315,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
800316,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,WH7"
800320,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
800324,,
800328,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
800340,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,SWD,WH7"
800346,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
800347,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
800348,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
800352,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
800356,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
800358,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
800359,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
800360,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
800361,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,EDS,HI7,SWD,WH7"
800362,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,WH7"
800363,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
800364,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
800366,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
800368,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
800372,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
800373,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
800376,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,WH7"
800377,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
800392,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
800394,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
800396,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,WH7"
800398,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
800400,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,EDS,HI7,SWD,WH7"
800406,,
800408,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,WH7"
800410,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
800412,,
80B000,,
810324,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,SWD,WH7"
810326,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
810328,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
810336,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
810340,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
810342,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
810344,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
810350,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
810360,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
810364,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
810370,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
810378,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
810384,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,SWD,WH7"
810385,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,WH7"
810386,4 Year Graduation Rate,"ALL,EDS,WH7"
810388,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
810396,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
810400,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
81A000,"4 Year Graduation Rate,Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
81B000,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
820312,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
820320,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,WH7"
820324,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,HI7"
820340,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,WH7"
820346,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
820347,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
820348,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,EDS,HI7,WH7"
820349,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,WH7"
820350,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,WH7"
820352,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,EDS,HI7,WH7"
820354,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
820364,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
820370,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
820372,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
820376,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,WH7"
820384,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,WH7"
820385,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,WH7"
820388,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,WH7"
821304,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,WH7"
821308,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,WH7"
821316,EL Progress,ALL
821320,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
821330,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
830304,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,MU7,SWD,WH7"
830312,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
830316,4 Year Graduation Rate,"ALL,BL7,EDS"
830320,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
830328,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,SWD,WH7"
830336,,
830343,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,AM7,BL7,EDS,SWD,WH7"
830348,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10",ALL
830349,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,SWD,WH7"
830356,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,SWD,WH7"
830360,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,SWD,WH7"
830364,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
840302,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,WH7"
840303,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
840304,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
840308,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
840310,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
840312,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
840316,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
840320,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
840324,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
840328,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
840332,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,SWD,WH7"
840336,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
840342,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
840344,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
840350,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
840356,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
840358,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
840360,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
840361,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10",ALL
840366,,
840368,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
840370,4 Year Graduation Rate,"ALL,EDS,WH7"
84B000,"4 Year Graduation Rate,Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,WH7"
850304,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
850312,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
850314,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
850316,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
850320,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
850324,4 Year Graduation Rate,"ALL,EDS,WH7"
850328,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
850332,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
850336,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
850338,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
850340,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
850342,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
850348,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
850350,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
850352,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
850354,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
850356,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
850358,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,SWD,WH7"
850360,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,WH7"
860302,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
860306,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
860308,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,WH7"
860312,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,WH7"
860316,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
860320,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
860324,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
860326,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
860330,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
860332,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
860336,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,SWD,WH7"
860339,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
860340,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
860344,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,WH7"
860348,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
860352,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,EDS,HI7,WH7"
860354,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
860356,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
860360,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
861304,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
861308,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
861312,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
862308,,
862310,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
862312,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
862316,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
86T000,"4 Year Graduation Rate,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
870314,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,AM7,EDS,WH7"
870318,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,EDS,SWD,WH7"
870320,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,EDS,WH7"
870324,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
87A000,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
880304,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
880308,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
880312,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
880318,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
880320,4 Year Graduation Rate,"ALL,EDS,WH7"
880324,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
880328,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
880330,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
880336,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
88A000,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
890304,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10",ALL
890306,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
890308,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
900302,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,SWD,WH7"
900303,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
900304,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
900305,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,SWD,WH7"
900306,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
900307,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
900308,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
900310,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,HI7,MU7,SWD,WH7"
900311,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,WH7"
900312,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
900314,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
900316,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
900318,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
900320,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
900328,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,HI7,SWD,WH7"
900332,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
900334,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,WH7"
900336,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
900340,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
900341,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
900342,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
900343,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
900344,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,SWD,WH7"
900346,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
900347,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
900348,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,HI7,SWD,WH7"
900350,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
900351,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
900352,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
900353,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,SWD,WH7"
900354,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
900356,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
900358,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
900360,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
900362,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
900363,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,WH7"
900364,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
900365,"4 Year Graduation Rate,Math Grades 3-8,Reading Grades 3-8","ALL,EDS"
900366,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
900367,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
900368,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
900370,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
900372,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
900376,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,WH7"
900377,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,WH7"
900378,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,HI7,SWD,WH7"
900380,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
900384,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
900388,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
900391,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,HI7,MU7,SWD,WH7"
900392,,
900393,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,AS7,WH7"
90A000,"4 Year Graduation Rate,Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
90B000,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
90C000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
