agency_code,target_list_ltg_detail,subgroup_list_ltg_detail
140336,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
140340,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
140344,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
140348,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
140352,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
140356,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
140360,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
140368,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
140372,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
140376,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
140384,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
140386,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,SWD,WH7"
140388,,
140390,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,SWD,WH7"
140392,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
140396,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
150304,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,WH7"
150308,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
150310,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
150312,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
150350,Reading Grade 10,"ALL,WH7"
160304,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
160306,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
160308,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
160309,,
160310,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
160311,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
160313,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
160314,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,SWD,WH7"
160316,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
160317,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
160318,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
160322,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
160324,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
160326,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,MU7,SWD,WH7"
160332,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
160343,,
160344,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,HI7,SWD,WH7"
160352,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
16B000,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
170316,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,WH7"
170334,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
170338,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
170339,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
170342,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
170344,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
180302,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
180304,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
180308,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
180312,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
180316,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,EDS,ELS,HI7,SWD,WH7"
180320,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,EDS,HI7,WH7"
180323,,
180324,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
180325,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
180326,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
180332,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
180336,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
180340,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
180342,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,EDS,HI7,SWD,WH7"
180343,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,EDS,ELS,HI7,SWD,WH7"
180344,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
180346,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
180348,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
180352,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
180356,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,MU7,SWD,WH7"
180360,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,EDS,ELS,HI7,SWD,WH7"
180364,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,EDS,ELS,HI7,SWD,WH7"
180368,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
180372,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
180376,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,EDS,ELS,HI7,WH7"
180379,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
180380,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
180388,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
181312,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
181316,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
181318,Reading Grade 10,ALL
181322,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
181326,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
181332,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
181336,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,WH7"
181342,EL Progress,ALL
181344,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,WH7"
182304,,
182316,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,EDS,HI7,WH7"
182321,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
182322,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,WH7"
182324,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
182328,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
182700,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,WH7"
190304,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
190308,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
190310,4 Year Graduation Rate,"ALL,EDS,WH7"
190312,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
190316,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
190328,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
190332,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
190336,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,EDS,ELS,HI7,WH7"
190339,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
190340,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
190341,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
190342,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
190346,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
190348,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
190350,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
190352,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
190370,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
190501,,
19A000,"4 Year Graduation Rate,Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,EDS,WH7"
19B000,"4 Year Graduation Rate,Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,SWD,WH7"
19C000,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
200304,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
200308,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
200310,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
200312,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
200314,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,WH7"
200320,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
200322,4 Year Graduation Rate,"ALL,EDS,WH7"
200324,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
200328,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
200330,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
200332,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
200336,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
200350,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,WH7"
20A000,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
210304,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
210306,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
210312,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,WH7"
210316,,
220308,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
220310,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
220312,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
230304,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
230308,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
230312,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD,WH7"
230316,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
230320,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
230322,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,WH7"
230324,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD,WH7"
230328,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
230330,"4 Year Graduation Rate,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
230334,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
230336,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
230340,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
230342,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
230344,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
230346,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
230348,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
230350,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD,WH7"
230351,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
230352,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,MU7,SWD,WH7"
230355,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
230357,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
230359,"Math Grades 3-8,Reading Grades 3-8","ALL,SWD"
230361,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD,WH7"
230362,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
230364,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
230368,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
230370,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
230376,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
230380,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
23A000,"Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
240304,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
240308,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
240328,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
240330,,
240332,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
240334,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,WH7"
240344,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
240352,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS"
240354,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS"
240356,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,WH7"
240368,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
240370,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
240371,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,WH7"
240372,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
240373,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
240376,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
240380,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,WH7"
240388,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
241304,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
241308,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
241312,4 Year Graduation Rate,"ALL,BL7,EDS"
241316,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,WH7"
241320,,
24B000,"4 Year Graduation Rate,Math Grades 3-8,Reading Grades 3-8","ALL,EDS"
24N000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
250304,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
250306,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
250308,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
250312,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
250314,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10",ALL
250316,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
250320,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
250321,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10",ALL
250324,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
250328,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
250332,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
250336,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
250340,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
250344,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
250348,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
250350,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
250356,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
250360,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,WH7"
250362,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
250364,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,WH7"
250368,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
250372,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD,WH7"
250376,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
250378,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
250380,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
260302,,
260306,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
260308,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
260310,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
260312,"Math Grades 3-8,Reading Grades 3-8",ALL
260316,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
260318,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260320,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD"
260321,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260322,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
260325,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
260326,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
260332,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
260336,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260338,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD"
260340,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
260342,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260344,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
260347,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS"
260348,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
260352,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
260354,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS"
260356,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
260357,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
260358,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260359,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD"
260361,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
260362,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
260363,,
260364,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
260365,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260366,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
260367,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260368,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260369,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
260370,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
260371,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
260372,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260373,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260374,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS"
260375,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
260380,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
260382,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
260383,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
260386,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
260388,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,WH7"
260396,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
260397,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260398,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
260400,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
260401,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD"
260402,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
260403,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260404,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7"
260405,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
260406,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260407,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260408,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260410,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7"
260411,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS"
260412,,
260413,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
260414,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD"
260415,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260416,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
260417,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260418,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,HI7,MU7,WH7"
260419,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
260424,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD"
260425,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
260426,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
260427,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260428,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260430,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
260432,,
260434,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,HI7,MU7,SWD,WH7"
260440,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
260444,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
260446,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
260448,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260449,Reading Grade 10,"ALL,BL7,EDS"
260450,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
260452,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD"
260454,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
260455,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD"
260459,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
260700,"Math Grade 11,Reading Grade 10","ALL,EDS"
26B000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
26C000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
270304,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
270306,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
270308,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,MU7,SWD,WH7"
270309,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
270310,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
270311,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,WH7"
270312,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
270316,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
