agency_code,pct_met_act workkeys_part,pct_met_biology_part,pct_met_english ii_part,pct_met_high school math_part,pct_met_math grades 3-8_part,pct_met_reading grades 3-8_part,pct_met_science grades 5&8_part,pct_met_the act_part,pct_met_total targets_part,target_assign_act workkeys_part,target_assign_biology_part,target_assign_english ii_part,target_assign_high school math_part,target_assign_math grades 3-8_part,target_assign_reading grades 3-8_part,target_assign_science grades 5&8_part,target_assign_the act_part,target_assign_total targets_part,target_met_act workkeys_part,target_met_biology_part,target_met_english ii_part,target_met_high school math_part,target_met_math grades 3-8_part,target_met_reading grades 3-8_part,target_met_science grades 5&8_part,target_met_the act_part,target_met_total targets_part
510325,,100.0,100.0,100.0,,,,100.0,100.0,,1.0,1.0,1.0,,,,1.0,4.0,,1.0,1.0,1.0,,,,1.0,4.0
510326,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,6.0,,20.0,,,,,7.0,7.0,6.0,,20.0
510327,100.0,100.0,100.0,100.0,,,,100.0,100.0,4.0,6.0,6.0,6.0,,,,6.0,28.0,4.0,6.0,6.0,6.0,,,,6.0,28.0
510328,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
510329,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,6.0,,22.0,,,,,8.0,8.0,6.0,,22.0
510330,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
510332,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
510333,100.0,100.0,100.0,100.0,,,,100.0,100.0,4.0,6.0,6.0,6.0,,,,6.0,28.0,4.0,6.0,6.0,6.0,,,,6.0,28.0
510334,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
510336,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,2.0,,14.0,,,,,6.0,6.0,2.0,,14.0
510340,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
510342,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
510343,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,2.0,,14.0,,,,,6.0,6.0,2.0,,14.0
510344,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
510356,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
510358,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
510359,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
510360,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,4.0,,16.0,,,,,6.0,6.0,4.0,,16.0
510364,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,7.0,,23.0,,,,,8.0,8.0,7.0,,23.0
510367,,100.0,100.0,100.0,,,,100.0,100.0,,1.0,1.0,1.0,,,,1.0,4.0,,1.0,1.0,1.0,,,,1.0,4.0
510368,66.7,100.0,100.0,100.0,,,,50.0,84.2,3.0,4.0,4.0,4.0,,,,4.0,19.0,2.0,4.0,4.0,4.0,,,,2.0,16.0
510372,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
510373,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,2.0,,14.0,,,,,6.0,6.0,2.0,,14.0
510374,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
510376,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,3.0,3.0,3.0,7.0,7.0,4.0,3.0,33.0,3.0,3.0,3.0,3.0,7.0,7.0,4.0,3.0,33.0
510377,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
510378,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
510379,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,6.0,,22.0,,,,,8.0,8.0,6.0,,22.0
510382,,,,,100.0,100.0,,,100.0,,,,,5.0,5.0,,,10.0,,,,,5.0,5.0,,,10.0
510388,,,,,100.0,100.0,,,100.0,,,,,7.0,7.0,,,14.0,,,,,7.0,7.0,,,14.0
510390,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,6.0,,20.0,,,,,7.0,7.0,6.0,,20.0
510396,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,4.0,,16.0,,,,,6.0,6.0,4.0,,16.0
510397,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,7.0,,21.0,,,,,7.0,7.0,7.0,,21.0
510399,100.0,100.0,100.0,100.0,,,,100.0,100.0,3.0,7.0,7.0,7.0,,,,7.0,31.0,3.0,7.0,7.0,7.0,,,,7.0,31.0
510402,100.0,100.0,100.0,100.0,,,,100.0,100.0,4.0,5.0,6.0,5.0,,,,5.0,25.0,4.0,5.0,6.0,5.0,,,,5.0,25.0
510404,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
510406,100.0,100.0,100.0,100.0,,,,100.0,100.0,4.0,6.0,6.0,6.0,,,,6.0,28.0,4.0,6.0,6.0,6.0,,,,6.0,28.0
510408,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
510410,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
510411,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,6.0,,22.0,,,,,8.0,8.0,6.0,,22.0
510412,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,6.0,,20.0,,,,,7.0,7.0,6.0,,20.0
510414,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
51A000,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,1.0,2.0,1.0,6.0,6.0,2.0,2.0,20.0,,1.0,2.0,1.0,6.0,6.0,2.0,2.0,20.0
51B000,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,2.0,,14.0,,,,,6.0,6.0,2.0,,14.0
520304,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
520308,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
520320,100.0,100.0,100.0,100.0,,,,100.0,100.0,2.0,4.0,4.0,4.0,,,,4.0,18.0,2.0,4.0,4.0,4.0,,,,4.0,18.0
520324,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,4.0,,12.0,,,,,4.0,4.0,4.0,,12.0
520328,,,,,100.0,100.0,,,100.0,,,,,4.0,4.0,,,8.0,,,,,4.0,4.0,,,8.0
520336,,,,,100.0,100.0,,,100.0,,,,,4.0,4.0,,,8.0,,,,,4.0,4.0,,,8.0
530302,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
530306,,,,,50.0,0.0,,,25.0,,,,,2.0,2.0,,,4.0,,,,,1.0,0.0,,,1.0
530308,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
530312,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
530314,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,5.0,,21.0,,,,,8.0,8.0,5.0,,21.0
530320,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
530335,,100.0,100.0,100.0,,,,100.0,100.0,,4.0,3.0,4.0,,,,4.0,15.0,,4.0,3.0,4.0,,,,4.0,15.0
530336,100.0,83.3,85.7,100.0,,,,100.0,93.3,5.0,6.0,7.0,6.0,,,,6.0,30.0,5.0,5.0,6.0,6.0,,,,6.0,28.0
530340,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
530341,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,6.0,,22.0,,,,,8.0,8.0,6.0,,22.0
530343,100.0,100.0,100.0,100.0,,,,100.0,100.0,4.0,6.0,7.0,6.0,,,,6.0,29.0,4.0,6.0,7.0,6.0,,,,6.0,29.0
530346,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
530354,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
530356,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,6.0,,22.0,,,,,8.0,8.0,6.0,,22.0
53B000,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
540304,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
540308,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
540312,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
540315,0.0,100.0,100.0,100.0,,,,100.0,80.0,3.0,3.0,3.0,3.0,,,,3.0,15.0,0.0,3.0,3.0,3.0,,,,3.0,12.0
540316,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
540317,,100.0,100.0,100.0,,,,100.0,100.0,,1.0,1.0,1.0,,,,1.0,4.0,,1.0,1.0,1.0,,,,1.0,4.0
540318,,,,,100.0,100.0,,,100.0,,,,,1.0,1.0,,,2.0,,,,,1.0,1.0,,,2.0
540320,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
540324,25.0,100.0,100.0,100.0,,,,75.0,81.8,4.0,4.0,6.0,4.0,,,,4.0,22.0,1.0,4.0,6.0,4.0,,,,3.0,18.0
540325,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
540326,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
540328,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
540330,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
540336,100.0,100.0,100.0,100.0,,,,100.0,100.0,3.0,3.0,6.0,3.0,,,,4.0,19.0,3.0,3.0,6.0,3.0,,,,4.0,19.0
540338,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
540340,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
540344,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,6.0,,20.0,,,,,7.0,7.0,6.0,,20.0
54A000,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
550312,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
550314,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,2.0,,12.0,,,,,5.0,5.0,2.0,,12.0
550316,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,2.0,,12.0,,,,,5.0,5.0,2.0,,12.0
550320,100.0,100.0,100.0,100.0,,,,100.0,100.0,2.0,3.0,3.0,3.0,,,,3.0,14.0,2.0,3.0,3.0,3.0,,,,3.0,14.0
550322,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
550328,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
550332,66.7,100.0,100.0,100.0,,,,100.0,95.2,3.0,4.0,5.0,4.0,,,,5.0,21.0,2.0,4.0,5.0,4.0,,,,5.0,20.0
550334,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,6.0,,22.0,,,,,8.0,8.0,6.0,,22.0
550336,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
550340,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
550342,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
550344,100.0,100.0,100.0,100.0,,,,100.0,100.0,2.0,3.0,3.0,3.0,,,,3.0,14.0,2.0,3.0,3.0,3.0,,,,3.0,14.0
550349,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
550350,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
550356,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,2.0,,10.0,,,,,4.0,4.0,2.0,,10.0
550360,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,1.0,,11.0,,,,,5.0,5.0,1.0,,11.0
550362,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,2.0,,10.0,,,,,4.0,4.0,2.0,,10.0
550364,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
550368,100.0,100.0,75.0,100.0,,,,100.0,93.3,2.0,3.0,4.0,3.0,,,,3.0,15.0,2.0,3.0,3.0,3.0,,,,3.0,14.0
550372,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
55A000,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,2.0,2.0,2.0,7.0,7.0,2.0,2.0,24.0,,2.0,2.0,2.0,7.0,7.0,2.0,2.0,24.0
560304,,,,,100.0,100.0,,,100.0,,,,,4.0,4.0,,,8.0,,,,,4.0,4.0,,,8.0
560316,,,,,100.0,100.0,,,100.0,,,,,5.0,5.0,,,10.0,,,,,5.0,5.0,,,10.0
560320,100.0,100.0,100.0,75.0,,,,100.0,94.7,3.0,4.0,4.0,4.0,,,,4.0,19.0,3.0,4.0,4.0,3.0,,,,4.0,18.0
560324,,100.0,100.0,0.0,100.0,100.0,100.0,100.0,92.9,,1.0,1.0,1.0,4.0,4.0,2.0,1.0,14.0,,1.0,1.0,0.0,4.0,4.0,2.0,1.0,13.0
560328,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
560329,,100.0,100.0,100.0,,,,100.0,100.0,,1.0,1.0,1.0,,,,1.0,4.0,,1.0,1.0,1.0,,,,1.0,4.0
560330,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,5.0,,17.0,,,,,6.0,6.0,5.0,,17.0
560331,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,6.0,,18.0,,,,,6.0,6.0,6.0,,18.0
560332,,,,,100.0,100.0,,,100.0,,,,,1.0,1.0,,,2.0,,,,,1.0,1.0,,,2.0
560338,,,,,100.0,100.0,,,100.0,,,,,6.0,6.0,,,12.0,,,,,6.0,6.0,,,12.0
570306,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
570312,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
570317,,100.0,100.0,100.0,,,,100.0,100.0,,2.0,3.0,2.0,,,,2.0,9.0,,2.0,3.0,2.0,,,,2.0,9.0
570318,0.0,100.0,100.0,100.0,,,,33.3,66.7,3.0,3.0,3.0,3.0,,,,3.0,15.0,0.0,3.0,3.0,3.0,,,,1.0,10.0
570319,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
570320,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
580312,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
580316,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
580324,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
580344,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.7,1.0,1.0,2.0,1.0,5.0,5.0,3.0,1.0,19.0,0.0,1.0,2.0,1.0,5.0,5.0,3.0,1.0,18.0
580356,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
580368,0.0,75.0,100.0,75.0,,,,25.0,64.7,1.0,4.0,4.0,4.0,,,,4.0,17.0,0.0,3.0,4.0,3.0,,,,1.0,11.0
580372,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,4.0,,16.0,,,,,6.0,6.0,4.0,,16.0
58B000,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,2.0,2.0,2.0,3.0,3.0,2.0,2.0,16.0,,2.0,2.0,2.0,3.0,3.0,2.0,2.0,16.0
590306,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
590310,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,5.0,,17.0,,,,,6.0,6.0,5.0,,17.0
590316,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
590320,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
590328,,100.0,100.0,100.0,,,,100.0,100.0,,2.0,3.0,2.0,,,,2.0,9.0,,2.0,3.0,2.0,,,,2.0,9.0
590330,100.0,100.0,100.0,100.0,,,,80.0,95.7,3.0,5.0,5.0,5.0,,,,5.0,23.0,3.0,5.0,5.0,5.0,,,,4.0,22.0
590332,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
590336,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,2.0,,10.0,,,,,4.0,4.0,2.0,,10.0
590340,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
590344,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
590352,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
590356,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,5.0,,17.0,,,,,6.0,6.0,5.0,,17.0
590393,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
600300,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
600301,,,,,75.0,87.5,57.1,,73.9,,,,,8.0,8.0,7.0,,23.0,,,,,6.0,7.0,4.0,,17.0
600302,100.0,100.0,100.0,75.0,,,,87.5,91.2,2.0,8.0,8.0,8.0,,,,8.0,34.0,2.0,8.0,8.0,6.0,,,,7.0,31.0
600303,,,,,100.0,100.0,,,100.0,,,,,5.0,5.0,,,10.0,,,,,5.0,5.0,,,10.0
600305,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,5.0,,21.0,,,,,8.0,8.0,5.0,,21.0
600308,,,,,80.0,100.0,100.0,,92.3,,,,,5.0,5.0,3.0,,13.0,,,,,4.0,5.0,3.0,,12.0
600311,,,,,80.0,100.0,100.0,,92.3,,,,,5.0,5.0,3.0,,13.0,,,,,4.0,5.0,3.0,,12.0
600312,100.0,83.3,85.7,100.0,,,,83.3,88.9,2.0,6.0,7.0,6.0,,,,6.0,27.0,2.0,5.0,6.0,6.0,,,,5.0,24.0
600313,,,,,100.0,100.0,100.0,,100.0,,,,,9.0,9.0,6.0,,24.0,,,,,9.0,9.0,6.0,,24.0
600314,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,2.0,,16.0,,,,,7.0,7.0,2.0,,16.0
600316,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
600317,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,5.0,,21.0,,,,,8.0,8.0,5.0,,21.0
600318,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,5.0,,17.0,,,,,6.0,6.0,5.0,,17.0
600319,,,,,85.7,85.7,100.0,,88.9,,,,,7.0,7.0,4.0,,18.0,,,,,6.0,6.0,4.0,,16.0
600322,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,2.0,,18.0,,,,,8.0,8.0,2.0,,18.0
600328,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,2.0,,12.0,,,,,5.0,5.0,2.0,,12.0
600329,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,5.0,,17.0,,,,,6.0,6.0,5.0,,17.0
600333,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,7.0,,21.0,,,,,7.0,7.0,7.0,,21.0
600334,,100.0,,100.0,,,,100.0,100.0,,3.0,,3.0,,,,3.0,9.0,,3.0,,3.0,,,,3.0,9.0
600336,,,,,100.0,100.0,100.0,,100.0,,,,,2.0,2.0,2.0,,6.0,,,,,2.0,2.0,2.0,,6.0
600338,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
600341,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,3.0,2.0,3.0,6.0,6.0,5.0,3.0,28.0,,3.0,2.0,3.0,6.0,6.0,5.0,3.0,28.0
600344,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
600345,,,,,100.0,100.0,100.0,,100.0,,,,,9.0,9.0,8.0,,26.0,,,,,9.0,9.0,8.0,,26.0
600346,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,2.0,,16.0,,,,,7.0,7.0,2.0,,16.0
600349,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
600351,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,4.0,,16.0,,,,,6.0,6.0,4.0,,16.0
600352,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
600353,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,5.0,,21.0,,,,,8.0,8.0,5.0,,21.0
600357,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,2.0,,14.0,,,,,6.0,6.0,2.0,,14.0
600361,100.0,100.0,100.0,100.0,,,,75.0,94.3,4.0,8.0,7.0,8.0,,,,8.0,35.0,4.0,8.0,7.0,8.0,,,,6.0,33.0
600362,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
600364,,100.0,100.0,100.0,,,,100.0,100.0,,1.0,1.0,1.0,,,,1.0,4.0,,1.0,1.0,1.0,,,,1.0,4.0
600365,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,5.0,,15.0,,,,,5.0,5.0,5.0,,15.0
600366,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,4.0,,14.0,,,,,5.0,5.0,4.0,,14.0
600367,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,4.0,,16.0,,,,,6.0,6.0,4.0,,16.0
600368,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
600369,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,4.0,,20.0,,,,,8.0,8.0,4.0,,20.0
600374,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
600377,100.0,71.4,75.0,100.0,,,,100.0,87.9,3.0,7.0,8.0,7.0,,,,8.0,33.0,3.0,5.0,6.0,7.0,,,,8.0,29.0
600379,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,2.0,,10.0,,,,,4.0,4.0,2.0,,10.0
600381,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
600382,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,3.0,,19.0,,,,,8.0,8.0,3.0,,19.0
600383,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
600384,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
600385,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
600386,100.0,100.0,100.0,100.0,,,,100.0,100.0,1.0,1.0,2.0,1.0,,,,1.0,6.0,1.0,1.0,2.0,1.0,,,,1.0,6.0
600392,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,3.0,,19.0,,,,,8.0,8.0,3.0,,19.0
600394,,,,,100.0,100.0,100.0,,100.0,,,,,9.0,9.0,6.0,,24.0,,,,,9.0,9.0,6.0,,24.0
600397,0.0,28.6,85.7,28.6,,,,14.3,35.5,3.0,7.0,7.0,7.0,,,,7.0,31.0,0.0,2.0,6.0,2.0,,,,1.0,11.0
600398,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,4.0,,14.0,,,,,5.0,5.0,4.0,,14.0
600399,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,7.0,,23.0,,,,,8.0,8.0,7.0,,23.0
600404,,100.0,,100.0,,,,100.0,100.0,,1.0,,1.0,,,,1.0,3.0,,1.0,,1.0,,,,1.0,3.0
600405,0.0,0.0,0.0,50.0,,,,0.0,11.5,2.0,6.0,6.0,6.0,,,,6.0,26.0,0.0,0.0,0.0,3.0,,,,0.0,3.0
600406,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,3.0,,19.0,,,,,8.0,8.0,3.0,,19.0
