agency_code,avg_size_00_sar,avg_size_01_sar,avg_size_02_sar,avg_size_03_sar,avg_size_04_sar,avg_size_05_sar,avg_size_06_sar,avg_size_07_sar,avg_size_08_sar,avg_size_biology_sar,avg_size_english ii_sar,avg_size_nc math 1_sar,avg_size_nc math 3_sar
920460,14.0,15.0,17.0,16.0,17.0,20.0,,,,,,,
920464,14.0,10.0,11.0,12.0,19.0,24.0,,,,,,,
920466,,,,,,,,,,26.0,22.0,19.0,25.0
920467,15.0,18.0,15.0,13.0,24.0,24.0,,,,,,,
920468,16.0,17.0,21.0,18.0,25.0,28.0,,,,,,,
920469,20.0,18.0,17.0,19.0,27.0,28.0,,,,,,,
920470,17.0,13.0,15.0,21.0,26.0,25.0,,,,,,,
920471,,,,,,,22.0,27.0,25.0,,,30.0,
920472,,,,,,,22.0,21.0,22.0,,,26.0,15.0
920473,,,,,,,,,,28.0,27.0,20.0,30.0
920474,,,,,23.0,20.0,,,,,,,
920476,,,,,26.0,23.0,,,,,,,
920480,17.0,14.0,13.0,13.0,19.0,20.0,,,,,,,
920484,,,,,,,23.0,23.0,22.0,,,29.0,
920488,13.0,18.0,13.0,12.0,14.0,21.0,,,,,,,
920492,,,,,,,24.0,25.0,24.0,,,29.0,
920494,16.0,17.0,15.0,15.0,21.0,23.0,,,,,,,
920495,,,,,,,,,,27.0,25.0,22.0,28.0
920496,,,,,20.0,25.0,,,,,,,
920500,,,,,,,,,,16.0,15.0,18.0,30.0
920501,16.0,16.0,17.0,16.0,27.0,28.0,,,,,,,
920502,,,,,,,23.0,23.0,24.0,,,31.0,
920504,20.0,20.0,18.0,19.0,23.0,18.0,,,,,,,
920506,,,,,,,20.0,20.0,20.0,,,27.0,
920508,,,6.0,,,6.0,,8.0,9.0,,,9.0,
920512,,,,,,,23.0,24.0,22.0,,,33.0,
920514,14.0,20.0,19.0,16.0,26.0,24.0,,,,,,,
920516,21.0,15.0,14.0,14.0,11.0,10.0,,,,,,,
920518,,,,,,,,,,17.0,24.0,28.0,30.0
920520,16.0,18.0,16.0,15.0,27.0,27.0,,,,,,,
920521,18.0,21.0,19.0,20.0,23.0,21.0,,,,,,,
920522,19.0,14.0,15.0,11.0,27.0,20.0,,,,,,,
920523,16.0,18.0,16.0,17.0,18.0,23.0,,,,,,,
920524,21.0,18.0,15.0,20.0,30.0,24.0,,,,,,,
920525,13.0,14.0,12.0,14.0,13.0,11.0,,,,,,,
920526,,,,,,,,,,30.0,26.0,18.0,28.0
920528,,,,,,,,,,9.0,8.0,7.0,10.0
920529,,,,,,,24.0,22.0,25.0,,,26.0,
920530,14.0,12.0,14.0,14.0,25.0,26.0,,,,,,,
920531,17.0,17.0,16.0,19.0,28.0,26.0,,,,,,,
920532,,,,,17.0,15.0,,,,,,,
920533,19.0,18.0,19.0,19.0,28.0,26.0,,,,,,,
920536,14.0,12.0,13.0,14.0,18.0,22.0,,,,,,,
920540,18.0,17.0,22.0,18.0,30.0,29.0,,,,,,,
920542,16.0,20.0,18.0,18.0,28.0,21.0,,,,,,,
920543,13.0,13.0,16.0,17.0,24.0,24.0,,,,,,,
920544,16.0,17.0,17.0,17.0,24.0,20.0,,,,,,,
920545,,,,,,,23.0,21.0,20.0,,,23.0,
920546,,,,,,,,,,26.0,23.0,20.0,31.0
920547,18.0,16.0,18.0,19.0,27.0,26.0,,,,,,,
920548,19.0,14.0,15.0,19.0,22.0,18.0,,,,,,,
920549,10.0,,,,,,22.0,20.0,24.0,,,40.0,
920550,19.0,19.0,16.0,15.0,24.0,18.0,,,,,,,
920551,,,,,,,24.0,24.0,25.0,,,30.0,
920552,,,,,,,,,,22.0,20.0,15.0,29.0
920554,21.0,16.0,15.0,14.0,21.0,22.0,,,,,,,
920556,,,,,,,,,,10.0,9.0,14.0,5.0
920557,20.0,15.0,19.0,17.0,27.0,27.0,,,,,,,
920560,,,,,20.0,18.0,,,,,,,
920561,,,,,,,,,,20.0,24.0,24.0,25.0
920562,,,,,,,,,,23.0,18.0,22.0,20.0
920564,15.0,20.0,28.0,14.0,27.0,16.0,,,,,,,
920568,19.0,18.0,19.0,20.0,23.0,29.0,,,,,,,
920569,18.0,16.0,18.0,17.0,25.0,25.0,,,,,,,
920570,16.0,10.0,14.0,12.0,20.0,21.0,,,,,,,
920571,15.0,15.0,13.0,14.0,24.0,23.0,,,,,,,
920572,22.0,17.0,19.0,17.0,26.0,24.0,,,,,,,
920576,17.0,16.0,15.0,12.0,26.0,22.0,,,,,,,
920580,15.0,15.0,18.0,17.0,24.0,19.0,,,,,,,
920581,,,,,,,,,,16.0,21.0,23.0,23.0
920582,,,,,,,,,,19.0,18.0,8.0,11.0
920583,,,,,,,,,,20.0,26.0,19.0,17.0
920584,12.0,13.0,14.0,15.0,24.0,26.0,,,,,,,
920585,,,,,,,20.0,21.0,16.0,19.0,20.0,16.0,17.0
920586,,,,,,,30.0,27.0,28.0,25.0,23.0,21.0,17.0
920588,,,,,,,,,,26.0,25.0,24.0,31.0
920592,,,,,,,23.0,24.0,24.0,,,30.0,
920593,10.0,12.0,11.0,14.0,24.0,26.0,,,,,,,
920594,,,,,,,27.0,29.0,28.0,,,27.0,
920595,,,,,,,,,,24.0,25.0,21.0,25.0
920596,15.0,18.0,14.0,18.0,22.0,22.0,,,,,,,
920597,18.0,19.0,21.0,19.0,22.0,23.0,,,,,,,
920598,19.0,16.0,16.0,15.0,22.0,23.0,,,,,,,
920599,,,,,22.0,21.0,,,,,,,
920600,15.0,17.0,19.0,20.0,27.0,24.0,,,,,,,
920601,,,,,,,25.0,26.0,25.0,,,28.0,
920604,,,,,,,28.0,25.0,26.0,,,31.0,
920606,18.0,17.0,15.0,15.0,22.0,22.0,,,,,,,
920607,,,,,,,26.0,27.0,25.0,,,31.0,
920608,,,,,,,21.0,23.0,24.0,,,33.0,
920614,19.0,17.0,22.0,18.0,29.0,31.0,,,,,,,
920616,,,,,23.0,18.0,,,,,,,
920618,15.0,15.0,15.0,12.0,27.0,22.0,,,,,,,
920620,16.0,13.0,15.0,13.0,24.0,21.0,,,,,,,
920624,18.0,19.0,18.0,18.0,25.0,25.0,,,,,,,
920626,19.0,13.0,14.0,17.0,21.0,28.0,,,,,,,
920628,18.0,18.0,20.0,18.0,28.0,24.0,,,,,,,
920632,22.0,12.0,15.0,12.0,27.0,20.0,,,,,,,
920636,,,,,,,20.0,19.0,20.0,,,29.0,
92B000,,,,,,,,,,,,33.0,
92D000,,,,,,,,,,,,12.0,
92E000,,,,,,,,,,,,13.0,
92F000,,,,,,,,,,21.0,19.0,22.0,19.0
92G000,,,,,,,,,,18.0,22.0,22.0,19.0
92K000,,,,,,,,,,20.0,18.0,10.0,18.0
92N000,,,,,,,,,,,,16.0,
92P000,,,,,,,,,,16.0,14.0,15.0,19.0
92S000,,,,,,,,,,,,25.0,
92T000,,,,,,,,,,21.0,18.0,18.0,17.0
92U000,,,,,,,,,,14.0,15.0,16.0,14.0
92V000,,,,,,,,,,,,25.0,
92W000,,,,,,,,,,,,23.0,
92Y000,,,,,,,,,,,,21.0,
930330,,,,,19.0,26.0,,,,,,,
930340,,,,,12.0,11.0,15.0,15.0,10.0,,,,
930344,,18.0,12.0,12.0,13.0,28.0,,,,,,,
930348,9.0,7.0,12.0,14.0,14.0,25.0,,,,,,,
930352,,,,,,,,,,16.0,21.0,18.0,21.0
930354,,,,,,,16.0,17.0,15.0,,,25.0,
930360,,,,,,,,,,14.0,14.0,10.0,7.0
930700,,,,,,,,,,13.0,11.0,16.0,11.0
93A000,,,,,,,,,,9.0,10.0,13.0,10.0
93L000,,,,,,,,,,8.0,8.0,8.0,
93M000,,,,,,,,,,,,11.0,
940306,,,,,17.0,20.0,,,,,,,
940314,,,,,20.0,22.0,,,,,,,
940316,,,,,,,,,,13.0,24.0,20.0,22.0
940328,,,,,,,21.0,24.0,21.0,,,,
940330,,,,,,,,,,8.0,11.0,8.0,11.0
94Z000,,,,,,,,,,14.0,22.0,19.0,15.0
950308,13.0,11.0,15.0,19.0,16.0,8.0,17.0,17.0,15.0,,,,
950312,22.0,12.0,14.0,20.0,20.0,16.0,18.0,15.0,20.0,,,15.0,
950316,21.0,15.0,13.0,15.0,15.0,10.0,15.0,16.0,12.0,,,8.0,
950320,14.0,15.0,21.0,14.0,16.0,15.0,14.0,22.0,24.0,,,9.0,
950322,14.0,15.0,15.0,18.0,23.0,22.0,23.0,17.0,20.0,,,30.0,
950324,17.0,19.0,18.0,21.0,11.0,19.0,14.0,8.0,14.0,,,9.0,
950328,17.0,17.0,17.0,18.0,19.0,22.0,21.0,14.0,14.0,,,12.0,
950332,18.0,14.0,17.0,16.0,15.0,19.0,23.0,19.0,21.0,,,7.0,
950336,,,,,,,,,,16.0,18.0,17.0,17.0
950338,,,,,,,,,,6.0,6.0,6.0,7.0
95A000,,,,,,,,,,,,5.0,
960312,,,,,,21.0,19.0,19.0,22.0,,,26.0,
960314,20.0,17.0,19.0,18.0,15.0,,,,,,,,
960316,16.0,19.0,15.0,17.0,25.0,,,,,,,,
960318,,,,17.0,23.0,25.0,,,,,,,
960324,,,,,,,,,,16.0,19.0,18.0,18.0
960326,,,,,,,20.0,15.0,17.0,,,,
960329,19.0,16.0,18.0,14.0,26.0,25.0,,,,,,,
960330,,,,,,,,,,14.0,19.0,17.0,22.0
960331,,,,,,,21.0,21.0,22.0,,,23.0,
960334,16.0,16.0,17.0,14.0,24.0,19.0,,,,,,,
960335,,,,,,,,,,10.0,17.0,15.0,14.0
960336,20.0,20.0,15.0,14.0,21.0,,,,,,,,
960338,,,,,,19.0,14.0,15.0,20.0,,,26.0,
960340,,,,,,18.0,21.0,19.0,25.0,,,13.0,
960344,14.0,11.0,15.0,17.0,20.0,,,,,,,,
960348,,,,,,22.0,25.0,28.0,19.0,,,17.0,
960360,,,,,,,22.0,23.0,22.0,,,25.0,
960370,19.0,18.0,17.0,14.0,22.0,26.0,,,,,,,
960372,,,,,,,,,,14.0,19.0,19.0,23.0
960374,,,,,,,25.0,20.0,19.0,,,26.0,
960380,,,,,,,,,,17.0,18.0,17.0,18.0
960382,16.0,17.0,16.0,16.0,26.0,,,,,,,,
960386,,,,,,,,,,18.0,19.0,17.0,24.0
960387,,,,,,21.0,22.0,22.0,20.0,,,29.0,
960388,19.0,17.0,16.0,20.0,26.0,23.0,,,,,,,
960390,19.0,18.0,19.0,,,,,,,,,,
960450,17.0,18.0,18.0,16.0,18.0,23.0,,,,,,,
960454,18.0,19.0,17.0,18.0,23.0,26.0,,,,,,,
960488,,,,,,,,5.0,9.0,9.0,8.0,17.0,12.0
960490,,,,,,,,,,14.0,14.0,12.0,14.0
960700,,,,,,,21.0,22.0,21.0,15.0,21.0,22.0,23.0
970308,6.0,8.0,7.0,18.0,9.0,24.0,,,,,,,
970310,17.0,20.0,22.0,14.0,19.0,17.0,,,,,,,
970312,10.0,8.0,8.0,6.0,20.0,17.0,,,,,,,
970315,,,,,,,19.0,27.0,23.0,,,,
970320,,,,,,,,,,18.0,20.0,18.0,17.0
970322,,,,,,,18.0,14.0,16.0,,,,
970337,14.0,17.0,14.0,13.0,23.0,17.0,,,,,,,
970340,14.0,13.0,13.0,11.0,16.0,16.0,,,,,,,
970344,17.0,10.0,9.0,11.0,19.0,16.0,,,,,,,
970348,14.0,11.0,10.0,10.0,20.0,23.0,,,,,,,
970352,11.0,12.0,11.0,15.0,18.0,17.0,,,,,,,
970356,,,,,,,,,,20.0,16.0,14.0,18.0
970358,,,,,,,25.0,23.0,24.0,,,,
970360,11.0,10.0,10.0,10.0,19.0,13.0,,,,,,,
970368,10.0,8.0,11.0,10.0,21.0,28.0,,,,,,,
970370,13.0,13.0,14.0,13.0,17.0,22.0,,,,,,,
970376,7.0,6.0,,5.0,6.0,11.0,,,,,,,
970388,,,,,,,,,,19.0,17.0,12.0,17.0
970389,,,,,,,21.0,20.0,25.0,,,,
970390,,,,,,,,,,21.0,18.0,14.0,17.0
970392,13.0,11.0,11.0,13.0,14.0,17.0,,,,,,,
970393,,,,,,,,,,14.0,20.0,13.0,20.0
980306,,,,,,,,,10.0,,,,
980308,19.0,17.0,16.0,14.0,16.0,19.0,,,,,,,
980317,,,,,,,16.0,14.0,16.0,,,23.0,
980318,,,,,,,,,,19.0,16.0,18.0,19.0
980320,14.0,20.0,21.0,23.0,24.0,19.0,,,,,,,
980324,,,,,,,22.0,23.0,19.0,,,31.0,
980336,,,,,,,,,,18.0,20.0,18.0,26.0
980338,,,,,,,23.0,24.0,19.0,,,28.0,
980340,18.0,19.0,22.0,18.0,17.0,21.0,,,,,,,
980342,,,,,,,,,,21.0,20.0,21.0,28.0
980344,14.0,17.0,19.0,19.0,14.0,15.0,,,,,,,
980348,12.0,14.0,16.0,18.0,22.0,17.0,,,,,,,
980352,21.0,16.0,18.0,19.0,24.0,21.0,,,,,,,
980356,14.0,16.0,13.0,14.0,15.0,9.0,,,,,,,
980357,20.0,16.0,15.0,18.0,17.0,22.0,,,,,,,
980360,18.0,19.0,14.0,22.0,21.0,25.0,,,,,,,
980364,19.0,19.0,20.0,17.0,25.0,21.0,,,,,,,
980380,,,,,,,24.0,23.0,19.0,,,17.0,
980384,,,,,,,27.0,27.0,25.0,,,24.0,
980388,16.0,17.0,14.0,17.0,24.0,32.0,,,,,,,
980390,,,,,,,25.0,20.0,17.0,,,23.0,
980392,11.0,15.0,14.0,19.0,31.0,29.0,,,,,,,
980396,15.0,14.0,10.0,19.0,15.0,20.0,,,,,,,
980397,,,,,,,,,,14.0,16.0,18.0,13.0
980398,,,,,,,,,,14.0,16.0,10.0,14.0
980400,20.0,18.0,15.0,16.0,16.0,22.0,,,,,,,
98A000,,,,,,,,,,,,12.0,
98B000,,,,,,,,,,13.0,14.0,20.0,12.0
990304,18.0,14.0,18.0,18.0,19.0,19.0,21.0,,,,,,
990308,16.0,16.0,21.0,16.0,27.0,21.0,22.0,,,,,,
990312,14.0,12.0,16.0,16.0,21.0,25.0,21.0,,,,,,
990316,16.0,14.0,14.0,17.0,25.0,18.0,23.0,,,,,,
990320,12.0,15.0,16.0,13.0,19.0,20.0,23.0,,,,,,
990321,18.0,,,,,,,22.0,22.0,,,,
990322,,,,,,,,,,20.0,20.0,20.0,24.0
990324,14.0,11.0,18.0,13.0,22.0,21.0,21.0,,,,,,
990325,,,,,,,,19.0,18.0,,,,
990326,,,,,,,,,,17.0,21.0,19.0,18.0
990328,18.0,19.0,18.0,18.0,23.0,20.0,26.0,,,,,,
990332,,,,,,,,,,19.0,23.0,13.0,20.0
990336,16.0,18.0,16.0,16.0,17.0,19.0,24.0,,,,,,
990340,,,,,,,,,5.0,5.0,6.0,,
995304,17.0,16.0,15.0,20.0,13.0,20.0,,,,,,,
995312,15.0,19.0,15.0,15.0,27.0,19.0,,,,,,,
995316,,,,,,,18.0,18.0,17.0,,,23.0,
995320,9.0,21.0,18.0,15.0,24.0,15.0,,,,,,,
995324,,,,,,,22.0,19.0,18.0,,,23.0,
995328,13.0,11.0,14.0,17.0,16.0,29.0,,,,,,,
995330,,,,,,,,,,17.0,16.0,18.0,20.0
995336,16.0,18.0,19.0,19.0,16.0,22.0,,,,,,,
