agency_code,count_2018_enroll_am7_college,count_2018_enroll_as7_college,count_2018_enroll_all_college,count_2018_enroll_bl7_college,count_2018_enroll_eds_college,count_2018_enroll_els_college,count_2018_enroll_fem_college,count_2018_enroll_hi7_college,count_2018_enroll_male_college,count_2018_enroll_mu7_college,count_2018_enroll_pi7_college,count_2018_enroll_swd_college,count_2018_enroll_wh7_college,count_2018_noenro_am7_college,count_2018_noenro_as7_college,count_2018_noenro_all_college,count_2018_noenro_bl7_college,count_2018_noenro_eds_college,count_2018_noenro_els_college,count_2018_noenro_fem_college,count_2018_noenro_hi7_college,count_2018_noenro_male_college,count_2018_noenro_mu7_college,count_2018_noenro_pi7_college,count_2018_noenro_swd_college,count_2018_noenro_wh7_college,pct_enrolled_2018_enroll_am7_college,pct_enrolled_2018_enroll_as7_college,pct_enrolled_2018_enroll_all_college,pct_enrolled_2018_enroll_bl7_college,pct_enrolled_2018_enroll_eds_college,pct_enrolled_2018_enroll_els_college,pct_enrolled_2018_enroll_fem_college,pct_enrolled_2018_enroll_hi7_college,pct_enrolled_2018_enroll_male_college,pct_enrolled_2018_enroll_mu7_college,pct_enrolled_2018_enroll_swd_college,pct_enrolled_2018_enroll_wh7_college,pct_enrolled_2018_noenro_am7_college,pct_enrolled_2018_noenro_as7_college,pct_enrolled_2018_noenro_all_college,pct_enrolled_2018_noenro_bl7_college,pct_enrolled_2018_noenro_eds_college,pct_enrolled_2018_noenro_els_college,pct_enrolled_2018_noenro_fem_college,pct_enrolled_2018_noenro_hi7_college,pct_enrolled_2018_noenro_male_college,pct_enrolled_2018_noenro_mu7_college,pct_enrolled_2018_noenro_swd_college,pct_enrolled_2018_noenro_wh7_college
360378,,4.0,136.0,16.0,33.0,1.0,71.0,5.0,65.0,5.0,,5.0,106.0,,0.0,104.0,19.0,46.0,2.0,41.0,9.0,63.0,2.0,,18.0,74.0,,,0.5666666667,0.4571428571,0.417721519,,0.6339285714,,0.5078125,,,0.5888888889,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
360390,1.0,1.0,107.0,7.0,25.0,0.0,61.0,7.0,46.0,4.0,,3.0,87.0,0.0,1.0,103.0,15.0,41.0,1.0,44.0,9.0,59.0,1.0,,19.0,77.0,,,0.5095238095,,0.3787878788,,0.580952381,,0.4380952381,,,0.5304878049,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
360394,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,13.0,2.0,10.0,1.0,5.0,,8.0,1.0,,13.0,9.0,,,,,,,,,,,,,,,0.05,,0.05,,,,,,0.05,
360396,,5.0,160.0,27.0,36.0,1.0,90.0,19.0,70.0,9.0,,3.0,100.0,,0.0,84.0,19.0,31.0,2.0,39.0,11.0,45.0,2.0,,17.0,52.0,,,0.6557377049,0.5869565217,0.5373134328,,0.6976744186,0.6333333333,0.6086956522,,,0.6578947368,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
360418,2.0,4.0,120.0,11.0,28.0,,69.0,7.0,51.0,9.0,1.0,1.0,86.0,0.0,0.0,15.0,2.0,6.0,,7.0,2.0,8.0,2.0,0.0,0.0,9.0,,,0.8888888889,0.8461538462,0.8235294118,,0.9078947368,,0.8644067797,,,0.9052631579,,,0.05,,,,,,,,,
360428,2.0,0.0,80.0,33.0,53.0,1.0,50.0,10.0,30.0,5.0,,5.0,30.0,0.0,3.0,178.0,82.0,126.0,8.0,77.0,33.0,101.0,5.0,,33.0,55.0,,,0.3100775194,0.2869565217,0.2960893855,,0.3937007874,0.2325581395,0.2290076336,,,0.3529411765,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
360470,,0.0,116.0,14.0,38.0,1.0,56.0,11.0,60.0,7.0,,7.0,84.0,,3.0,139.0,25.0,79.0,2.0,56.0,13.0,83.0,7.0,,21.0,91.0,,,0.4549019608,0.358974359,0.3247863248,,0.5,0.4583333333,0.4195804196,,,0.48,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
360494,1.0,7.0,188.0,13.0,26.0,1.0,86.0,8.0,102.0,10.0,,2.0,149.0,0.0,3.0,71.0,5.0,31.0,2.0,33.0,10.0,38.0,2.0,,8.0,51.0,,,0.7258687259000001,0.7222222222,0.4561403509000001,,0.7226890756000001,,0.7285714286,0.8333333333,,0.745,,,0.05,,0.05,,0.05,0.05,0.05,,,0.05
36B000,,,45.0,8.0,,,33.0,4.0,12.0,0.0,,3.0,33.0,,,35.0,2.0,,,13.0,4.0,22.0,1.0,,5.0,28.0,,,0.5625,,,,0.7173913043000001,,0.3529411765,,,0.5409836066,,,0.05,,,,0.05,,0.05,,,0.05
36C000,0.0,1.0,64.0,20.0,9.0,,36.0,5.0,28.0,7.0,,1.0,31.0,1.0,0.0,41.0,11.0,8.0,,12.0,0.0,29.0,1.0,,4.0,28.0,,,0.6095238095000001,0.6451612903,,,0.75,,0.4912280702,,,0.5254237288,,,0.05,0.05,,,0.05,,0.05,,,0.05
370312,,,54.0,15.0,16.0,,32.0,,22.0,3.0,,3.0,36.0,,,68.0,36.0,34.0,,32.0,,36.0,3.0,,16.0,29.0,,,0.4426229508,0.2941176471,0.32,,0.5,,0.3793103448,,,0.5538461538,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
380308,10.0,,45.0,,14.0,0.0,24.0,1.0,21.0,0.0,,5.0,34.0,5.0,,44.0,,24.0,1.0,15.0,3.0,29.0,1.0,,9.0,35.0,0.6666666667,,0.5056179775,,0.3684210526,,0.6153846154,,0.42,,,0.4927536232,,,0.05,,0.05,,0.05,,0.05,,,0.05
390322,,,47.0,14.0,14.0,0.0,30.0,3.0,17.0,1.0,,1.0,29.0,,,79.0,18.0,44.0,5.0,20.0,24.0,59.0,3.0,,16.0,34.0,,,0.373015873,0.4375,0.2413793103,,0.6,,0.2236842105,,,0.4603174603,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
390323,,,34.0,9.0,9.0,,20.0,7.0,14.0,1.0,,,17.0,,,15.0,2.0,5.0,,10.0,4.0,5.0,0.0,,,9.0,,,0.6938775509999999,,,,0.6666666667,,0.7368421053,,,0.6538461538,,,0.05,,,,0.05,,,,,
390324,,1.0,40.0,27.0,21.0,0.0,22.0,1.0,18.0,2.0,,1.0,9.0,,0.0,79.0,43.0,49.0,2.0,26.0,7.0,53.0,3.0,,9.0,26.0,,,0.3361344538,0.3857142857,0.3,,0.4583333333,,0.2535211268,,,,,,0.05,0.05,0.05,,0.05,,0.05,,,0.05
390352,1.0,,123.0,32.0,22.0,,79.0,11.0,44.0,6.0,,6.0,73.0,0.0,,76.0,16.0,31.0,,23.0,16.0,53.0,2.0,,12.0,42.0,,,0.6180904522999999,0.6666666667,0.4150943396,,0.7745098039,0.4074074074,0.4536082474,,,0.6347826087,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
390700,,1.0,49.0,12.0,10.0,1.0,35.0,1.0,14.0,,,0.0,35.0,,0.0,23.0,10.0,7.0,1.0,15.0,3.0,8.0,,,2.0,10.0,,,0.6805555556,0.5454545454999999,0.5882352941,,0.7,,0.6363636364,,,0.7777777778,,,0.05,0.05,,,0.05,,,,,0.05
39B000,,1.0,38.0,5.0,,,25.0,1.0,13.0,3.0,,1.0,28.0,,0.0,11.0,1.0,,,5.0,0.0,6.0,0.0,,0.0,10.0,,,0.7755102040999999,,,,0.8333333333,,0.6842105262999999,,,0.7368421053,,,0.05,,,,,,,,,0.05
400308,,,109.0,37.0,,1.0,56.0,18.0,53.0,2.0,,3.0,52.0,,,110.0,44.0,,10.0,42.0,35.0,68.0,1.0,,15.0,30.0,,,0.497716895,0.4567901235,,,0.5714285714,0.3396226415,0.4380165289,,,0.6341463414999999,,,0.05,0.05,,0.05,0.05,0.05,0.05,,0.05,0.05
400315,,,17.0,4.0,,,9.0,8.0,8.0,,,,5.0,,,13.0,1.0,,,12.0,7.0,1.0,,,,5.0,,,0.5666666667,,,,,,,,,,,,0.05,,,,0.05,,,,,
410319,,6.0,108.0,86.0,,6.0,61.0,6.0,47.0,5.0,,10.0,5.0,,4.0,115.0,79.0,,5.0,60.0,16.0,55.0,5.0,,24.0,11.0,,,0.4843049327,0.5212121211999999,,,0.5041322314,,0.4607843137,,0.2941176471,,,,0.05,0.05,,,0.05,0.05,0.05,,0.05,0.05
410326,1.0,,13.0,11.0,,,13.0,1.0,,,,,0.0,0.0,,2.0,1.0,,,2.0,0.0,,,,,1.0,,,0.8666666667,0.9166666667,,,0.8666666667,,,,,,,,,,,,,,,,,
410355,,2.0,158.0,145.0,0.0,7.0,93.0,7.0,65.0,4.0,0.0,12.0,,,3.0,169.0,130.0,2.0,10.0,83.0,28.0,86.0,7.0,1.0,30.0,,,,0.4831804281,0.5272727273,,,0.5284090909,,0.4304635762,,0.2857142857,,,,0.05,0.05,,0.05,0.05,0.05,0.05,,0.05,
410358,0.0,9.0,132.0,83.0,66.0,4.0,76.0,6.0,56.0,7.0,,15.0,27.0,2.0,6.0,131.0,62.0,74.0,5.0,53.0,23.0,78.0,4.0,,35.0,34.0,,,0.5019011407,0.5724137931000001,0.4714285714,,0.5891472868,,0.4179104478,,0.3,0.4426229508,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
410379,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,5.0,1.0,2.0,,3.0,2.0,2.0,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
410390,,1.0,53.0,27.0,14.0,,42.0,2.0,11.0,2.0,,3.0,21.0,,0.0,14.0,5.0,5.0,,12.0,2.0,2.0,1.0,,0.0,6.0,,,0.7910447761,0.84375,0.7368421053,,0.7777777778,,0.8461538462,,,0.7777777778,,,0.05,,,,0.05,,,,,
410391,,,32.0,8.0,6.0,,24.0,4.0,8.0,1.0,,,19.0,,,2.0,1.0,1.0,,1.0,0.0,1.0,0.0,,,1.0,,,0.9411764706,,,,0.95,,,,,0.95,,,,,,,,,,,,
410394,1.0,12.0,277.0,70.0,63.0,3.0,137.0,12.0,140.0,8.0,,11.0,174.0,1.0,3.0,123.0,71.0,71.0,6.0,52.0,9.0,71.0,3.0,,25.0,36.0,,0.8,0.6925,0.4964539007,0.4701492537,,0.7248677249,0.5714285714,0.663507109,,0.3055555556,0.8285714286,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
410395,,18.0,45.0,8.0,2.0,,27.0,,18.0,1.0,,,18.0,,1.0,2.0,0.0,0.0,,0.0,,2.0,0.0,,,1.0,,0.9473684211,0.95,,,,0.95,,0.9,,,0.9473684211,,,,,,,,,,,,
410399,,0.0,17.0,10.0,6.0,,12.0,1.0,5.0,2.0,,,4.0,,1.0,7.0,4.0,1.0,,4.0,1.0,3.0,1.0,,,0.0,,,0.7083333333,0.7142857143000001,,,0.75,,,,,,,,,,,,,,,,,
410401,,4.0,42.0,15.0,16.0,,20.0,3.0,22.0,2.0,,5.0,18.0,,3.0,15.0,3.0,3.0,,3.0,1.0,12.0,1.0,,2.0,7.0,,,0.7368421053,0.8333333333,0.8421052631999999,,0.8695652173999999,,0.6470588235,,,0.72,,,0.05,,,,,,0.05,,,
410406,,23.0,181.0,57.0,73.0,10.0,105.0,15.0,76.0,5.0,,7.0,81.0,,16.0,162.0,69.0,90.0,18.0,60.0,32.0,102.0,7.0,,35.0,38.0,,0.5897435897,0.5276967929999999,0.4523809524,0.4478527607,0.3571428571,0.6363636364,0.3191489362,0.4269662921,,,0.6806722689,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
410407,,1.0,22.0,6.0,,,19.0,11.0,3.0,1.0,,2.0,3.0,,0.0,10.0,4.0,,,5.0,3.0,5.0,0.0,,0.0,3.0,,,0.6875,,,,0.7916666667,0.7857142856999999,,,,,,,0.05,,,,,,,,,
410408,,0.0,18.0,8.0,7.0,,12.0,3.0,6.0,2.0,,2.0,5.0,,1.0,15.0,5.0,7.0,,10.0,3.0,5.0,0.0,,1.0,6.0,,,0.5454545454999999,,,,0.5454545454999999,,,,,,,,0.05,,,,0.05,,,,,
410458,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,1.0,10.0,2.0,,,1.0,1.0,9.0,,,10.0,6.0,,,,,,,,,,,,,,,0.05,,,,,,,,0.05,
410464,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,4.0,2.0,2.0,,2.0,,2.0,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
410483,0.0,,25.0,25.0,9.0,0.0,,0.0,25.0,0.0,,1.0,0.0,1.0,,9.0,5.0,4.0,1.0,,1.0,9.0,1.0,,1.0,1.0,,,0.7352941176000001,0.8333333333,,,,,0.7352941176000001,,,,,,,,,,,,,,,
410484,4.0,1.0,112.0,61.0,59.0,0.0,60.0,7.0,52.0,7.0,,7.0,32.0,1.0,1.0,151.0,89.0,104.0,11.0,66.0,23.0,85.0,7.0,,33.0,30.0,,,0.4258555133,0.4066666667,0.3619631902,,0.4761904762,,0.3795620438,,,0.5161290323,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
410489,3.0,6.0,289.0,39.0,28.0,0.0,165.0,10.0,124.0,9.0,1.0,9.0,221.0,0.0,0.0,57.0,18.0,17.0,3.0,20.0,9.0,37.0,4.0,0.0,13.0,26.0,,,0.8352601156,0.6842105262999999,0.6222222222,,0.8918918919,0.5263157895,0.7701863354,,,0.8947368420999999,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
410490,0.0,19.0,374.0,29.0,25.0,2.0,181.0,17.0,193.0,11.0,,12.0,298.0,1.0,1.0,79.0,6.0,10.0,0.0,30.0,10.0,49.0,1.0,,13.0,60.0,,0.95,0.8256070640000001,0.8285714286,0.7142857143000001,,0.8578199052,0.6296296296,0.7975206612000001,0.9166666667,0.48,0.8324022346,,,0.05,,0.05,,0.05,0.05,0.05,,0.05,0.05
410508,0.0,12.0,320.0,105.0,98.0,6.0,173.0,25.0,147.0,17.0,,14.0,161.0,1.0,17.0,148.0,74.0,85.0,14.0,70.0,21.0,78.0,6.0,,27.0,29.0,,0.4137931034,0.6837606838,0.5865921788,0.5355191257,,0.7119341564,0.5434782609000001,0.6533333333,0.7391304348000001,0.3414634146,0.8473684211,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
410529,0.0,32.0,216.0,66.0,79.0,7.0,118.0,15.0,98.0,10.0,,8.0,93.0,1.0,11.0,124.0,59.0,77.0,5.0,57.0,24.0,67.0,7.0,,17.0,22.0,,0.7441860465000001,0.6352941176,0.528,0.5064102564,,0.6742857143000001,0.3846153846,0.5939393939000001,0.5882352941,,0.8086956522,,0.05,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
410544,0.0,7.0,100.0,72.0,,5.0,57.0,16.0,43.0,2.0,,10.0,3.0,1.0,12.0,180.0,92.0,,21.0,91.0,63.0,89.0,5.0,,34.0,7.0,,,0.3571428571,0.4390243902000001,,,0.3851351351,0.2025316456,0.3257575758,,0.2272727273,,,0.05,0.05,0.05,,0.05,0.05,0.05,0.05,,0.05,
410545,,7.0,45.0,27.0,30.0,,21.0,8.0,24.0,1.0,,,2.0,,1.0,12.0,7.0,4.0,,6.0,3.0,6.0,1.0,,,0.0,,,0.7894736842,0.7941176470999999,0.8823529412000001,,0.7777777778,,0.8,,,,,,0.05,,,,,,,,,
410547,3.0,6.0,216.0,72.0,48.0,3.0,131.0,7.0,85.0,3.0,,13.0,125.0,0.0,0.0,115.0,33.0,40.0,1.0,42.0,7.0,73.0,3.0,,21.0,72.0,,,0.6525679758,0.6857142856999999,0.5454545454999999,,0.7572254334999999,,0.5379746835,,0.3823529412,0.6345177665,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
410556,1.0,20.0,144.0,55.0,77.0,5.0,76.0,24.0,68.0,2.0,,13.0,42.0,2.0,4.0,125.0,50.0,86.0,15.0,45.0,41.0,80.0,2.0,,26.0,26.0,,0.8333333333,0.5353159851,0.5238095238,0.472392638,,0.6280991736,0.3692307692,0.4594594595000001,,0.3333333333,0.6176470588,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
410562,0.0,30.0,293.0,84.0,75.0,10.0,151.0,21.0,142.0,6.0,,15.0,152.0,1.0,13.0,108.0,53.0,67.0,12.0,45.0,11.0,63.0,2.0,,21.0,28.0,,0.6976744186,0.7306733167,0.6131386861,0.5281690141,0.4545454545000001,0.7704081633,0.65625,0.6926829268000001,,0.4166666667,0.8444444444,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
410569,,8.0,48.0,23.0,8.0,,22.0,,26.0,4.0,,,13.0,,1.0,2.0,1.0,0.0,,1.0,,1.0,0.0,,,0.0,,,0.95,0.95,,,0.95,,0.95,,,0.95,,,,,,,,,,,,
410579,,7.0,45.0,17.0,15.0,,28.0,5.0,17.0,1.0,,1.0,15.0,,0.0,6.0,4.0,5.0,,2.0,1.0,4.0,0.0,,0.0,1.0,,,0.8823529412000001,0.8095238095,0.75,,0.9333333333,,0.8095238095,,,0.9375,,,,,,,,,,,,
410589,,1.0,52.0,9.0,8.0,,39.0,2.0,13.0,7.0,1.0,,32.0,,0.0,4.0,1.0,4.0,,2.0,1.0,2.0,0.0,0.0,,2.0,,,0.9285714286,,,,0.95,,0.8666666667,,,0.9411764706,,,,,,,,,,,,
410595,1.0,12.0,182.0,59.0,52.0,3.0,111.0,26.0,71.0,12.0,0.0,4.0,72.0,0.0,5.0,125.0,56.0,56.0,14.0,62.0,28.0,63.0,3.0,1.0,22.0,32.0,,0.7058823529000001,0.5928338761999999,0.5130434783,0.4814814815,,0.6416184971,0.4814814815,0.5298507463000001,0.8,,0.6923076923,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
41F000,,5.0,52.0,26.0,21.0,2.0,23.0,5.0,29.0,1.0,,3.0,15.0,,0.0,14.0,4.0,6.0,0.0,8.0,3.0,6.0,0.0,,0.0,7.0,,,0.7878787879000001,0.8666666667,0.7777777778,,0.7419354839,,0.8285714286,,,0.6818181818000001,,,0.05,,,,,,,,,
41K000,,,33.0,13.0,,,14.0,1.0,19.0,1.0,,1.0,18.0,,,9.0,5.0,,,3.0,0.0,6.0,0.0,,1.0,4.0,,,0.7857142856999999,0.7222222222,,,0.8235294118,,0.76,,,0.8181818181999999,,,,,,,,,,,,
420346,1.0,,36.0,31.0,,0.0,27.0,2.0,9.0,1.0,,2.0,1.0,4.0,,59.0,48.0,,1.0,24.0,2.0,35.0,1.0,,22.0,4.0,,,0.3789473684,0.3924050633,,,0.5294117647,,,,,,,,0.05,0.05,,,0.05,,0.05,,0.05,
420358,,,34.0,30.0,,1.0,18.0,4.0,16.0,,,0.0,0.0,,,39.0,35.0,,0.0,21.0,3.0,18.0,,,5.0,1.0,,,0.4657534247,0.4615384615,,,0.4615384615,,0.4705882353,,,,,,0.05,0.05,,,0.05,,0.05,,,
421316,1.0,3.0,118.0,25.0,34.0,0.0,72.0,3.0,46.0,3.0,,5.0,83.0,0.0,0.0,98.0,40.0,53.0,4.0,38.0,5.0,60.0,2.0,,22.0,51.0,,,0.5462962963,0.3846153846,0.3908045977,,0.6545454545,,0.4339622642,,,0.6194029851,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
422310,,,32.0,27.0,,,23.0,,9.0,3.0,,,2.0,,,6.0,6.0,,,2.0,,4.0,0.0,,,0.0,,,0.8421052631999999,0.8181818181999999,,,0.92,,,,,,,,,,,,,,,,,
422315,,,14.0,14.0,,,6.0,,8.0,,,1.0,,,,20.0,20.0,,,7.0,,13.0,,,2.0,,,,0.4117647059,0.4117647059,,,,,,,,,,,0.05,0.05,,,,,0.05,,,
430346,0.0,2.0,186.0,33.0,54.0,1.0,98.0,36.0,88.0,4.0,,8.0,111.0,1.0,0.0,196.0,52.0,108.0,4.0,87.0,46.0,109.0,12.0,,32.0,85.0,,,0.4869109948,0.3882352941,0.3333333333,,0.5297297297,0.4390243902000001,0.4467005076,,,0.5663265306,,,0.05,0.05,0.05,,0.05,0.05,0.05,0.05,0.05,0.05
430371,4.0,2.0,183.0,67.0,65.0,1.0,118.0,27.0,65.0,18.0,2.0,4.0,63.0,3.0,1.0,206.0,70.0,87.0,6.0,93.0,37.0,113.0,11.0,5.0,22.0,79.0,,,0.470437018,0.4890510949,0.4276315789,,0.5592417062,0.421875,0.3651685393,0.6206896552000001,,0.4436619718,,,0.05,0.05,0.05,,0.05,0.05,0.05,0.05,0.05,0.05
430378,4.0,5.0,151.0,37.0,55.0,2.0,85.0,10.0,66.0,5.0,1.0,3.0,89.0,0.0,2.0,153.0,44.0,103.0,14.0,67.0,40.0,86.0,14.0,0.0,22.0,53.0,,,0.4967105263,0.4567901235,0.3481012658,,0.5592105263,0.2,0.4342105263,,,0.6267605634000001,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
430384,2.0,1.0,166.0,32.0,67.0,3.0,92.0,27.0,74.0,7.0,,3.0,97.0,0.0,1.0,174.0,43.0,102.0,7.0,66.0,33.0,108.0,10.0,,18.0,87.0,,,0.4882352941,0.4266666667,0.3964497041,,0.582278481,0.45,0.4065934066,,,0.5271739129999999,,,0.05,0.05,0.05,,0.05,0.05,0.05,0.05,0.05,0.05
440326,,,10.0,0.0,,,7.0,1.0,3.0,0.0,,1.0,9.0,,,39.0,2.0,,,20.0,2.0,19.0,2.0,,5.0,33.0,,,0.2040816327,,,,,,,,,,,,0.05,,,,0.05,,0.05,,,0.05
440346,,,20.0,,8.0,,12.0,1.0,8.0,0.0,,,19.0,,,11.0,,2.0,,5.0,0.0,6.0,1.0,,,10.0,,,0.6451612903,,,,0.7058823529000001,,,,,0.6551724138,,,0.05,,,,,,,,,0.05
440378,0.0,2.0,146.0,,36.0,,79.0,11.0,67.0,6.0,,6.0,127.0,1.0,0.0,82.0,,51.0,,29.0,9.0,53.0,1.0,,16.0,71.0,,,0.6403508772,,0.4137931034,,0.7314814815,0.55,0.5583333333,,,0.6414141414,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
440390,2.0,0.0,139.0,3.0,31.0,0.0,74.0,4.0,65.0,1.0,,5.0,129.0,1.0,1.0,74.0,1.0,38.0,3.0,34.0,9.0,40.0,2.0,,15.0,60.0,,,0.6525821596,,0.4492753623,,0.6851851851999999,,0.6190476189999999,,,0.6825396825,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
450316,,4.0,99.0,4.0,35.0,1.0,62.0,17.0,37.0,1.0,,6.0,73.0,,1.0,92.0,1.0,45.0,5.0,41.0,31.0,51.0,2.0,,12.0,57.0,,,0.5183246073,,0.4375,,0.6019417476,0.3541666667,0.4204545455,,,0.5615384615,,,0.05,,0.05,,0.05,0.05,0.05,,0.05,0.05
450334,,,129.0,12.0,37.0,1.0,70.0,6.0,59.0,2.0,1.0,10.0,108.0,,,74.0,8.0,33.0,2.0,31.0,19.0,43.0,12.0,0.0,13.0,35.0,,,0.6354679803,0.6,0.5285714286,,0.6930693069,,0.5784313725,,0.4347826087,0.7552447552,,,0.05,,0.05,,0.05,0.05,0.05,0.05,0.05,0.05
450341,,3.0,123.0,3.0,38.0,0.0,63.0,19.0,60.0,1.0,,8.0,97.0,,2.0,120.0,9.0,65.0,10.0,52.0,37.0,68.0,5.0,,23.0,67.0,,,0.5061728395,,0.3689320388,,0.547826087,0.3392857143,0.46875,,,0.5914634146,,,0.05,,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
450343,,,4.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,3.0,,,71.0,3.0,2.0,6.0,27.0,15.0,44.0,8.0,,9.0,45.0,,,,,,,,,,,,,,,0.05,,,,0.05,0.05,0.05,,,0.05
450352,,4.0,158.0,0.0,21.0,2.0,79.0,9.0,79.0,3.0,0.0,6.0,142.0,,1.0,91.0,2.0,36.0,2.0,38.0,8.0,53.0,4.0,2.0,19.0,74.0,,,0.6345381526,,0.3684210526,,0.6752136752,,0.5984848485,,,0.6574074074,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
450354,,,32.0,1.0,11.0,,19.0,5.0,13.0,,,,26.0,,,9.0,0.0,5.0,,2.0,1.0,7.0,,,,8.0,,,0.7804878048999999,,0.6875,,0.9047619048,,0.65,,,0.7647058823999999,,,,,,,,,,,,
460320,0.0,1.0,84.0,68.0,,0.0,48.0,4.0,36.0,1.0,,5.0,10.0,1.0,0.0,74.0,56.0,,1.0,26.0,6.0,48.0,2.0,,14.0,9.0,,,0.5316455696,0.5483870968,,,0.6486486486,,0.4285714286,,,0.5263157895,,,0.05,0.05,,,0.05,,0.05,,0.05,
460322,,,28.0,15.0,,,19.0,0.0,9.0,1.0,,,12.0,,,7.0,6.0,,,4.0,1.0,3.0,0.0,,,0.0,,,0.8,0.7142857143000001,,,0.8260869565000001,,,,,0.95,,,,,,,,,,,,
460340,,,13.0,12.0,,,5.0,0.0,8.0,1.0,,0.0,,,,7.0,6.0,,,5.0,1.0,2.0,0.0,,1.0,,,,0.65,0.6666666667,,,,,,,,,,,,,,,,,,,,
470312,16.0,1.0,192.0,91.0,93.0,1.0,113.0,24.0,79.0,13.0,2.0,10.0,45.0,29.0,2.0,264.0,118.0,160.0,7.0,99.0,54.0,165.0,12.0,0.0,38.0,49.0,0.3555555556,,0.4210526316,0.4354066986,0.3675889328,,0.5330188679,0.3076923077,0.3237704918,0.52,0.2083333333,0.4787234043,0.05,,0.05,0.05,0.05,,0.05,0.05,0.05,0.05,0.05,0.05
470443,7.0,1.0,47.0,16.0,18.0,,31.0,3.0,16.0,0.0,,,20.0,1.0,0.0,24.0,5.0,12.0,,13.0,10.0,11.0,1.0,,,7.0,,,0.661971831,0.7619047619,0.6,,0.7045454545000001,,0.5925925926,,,0.7407407407,,,0.05,,0.05,,0.05,0.05,0.05,,,
480316,,,2.0,,,,0.0,0.0,2.0,,,,2.0,,,4.0,,,,2.0,3.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
480318,,,11.0,3.0,,,6.0,2.0,5.0,,,1.0,6.0,,,9.0,3.0,,,3.0,1.0,6.0,,,6.0,5.0,,,0.55,,,,,,,,,,,,,,,,,,,,,
490310,,,14.0,2.0,,,11.0,0.0,3.0,1.0,,0.0,11.0,,,10.0,0.0,,,4.0,1.0,6.0,2.0,,2.0,7.0,,,0.5833333333,,,,0.7333333333,,,,,0.6111111111,,,0.05,,,,,,,,,
490320,,3.0,33.0,3.0,10.0,,16.0,2.0,17.0,3.0,,0.0,22.0,,0.0,13.0,3.0,3.0,,5.0,3.0,8.0,0.0,,1.0,7.0,,,0.7173913043000001,,0.7692307692,,0.7619047619,,0.68,,,0.7586206897,,,0.05,,,,,,,,,
490335,1.0,14.0,344.0,5.0,10.0,5.0,186.0,18.0,158.0,6.0,1.0,18.0,299.0,1.0,1.0,132.0,8.0,17.0,1.0,56.0,23.0,76.0,5.0,1.0,8.0,93.0,,0.9333333333,0.7226890756000001,,0.3703703704,,0.7685950413,0.4390243902000001,0.6752136752,,0.6923076923,0.7627551020000001,,,0.05,,0.05,,0.05,0.05,0.05,,,0.05
490346,,0.0,128.0,3.0,30.0,0.0,79.0,3.0,49.0,4.0,,0.0,118.0,,1.0,140.0,8.0,63.0,3.0,53.0,24.0,87.0,4.0,,20.0,103.0,,,0.4776119403,,0.3225806452,,0.5984848485,,0.3602941176,,,0.5339366515999999,,,0.05,,0.05,,0.05,0.05,0.05,,0.05,0.05
