agency_code,count_2018_enroll_am7_college,count_2018_enroll_as7_college,count_2018_enroll_all_college,count_2018_enroll_bl7_college,count_2018_enroll_eds_college,count_2018_enroll_els_college,count_2018_enroll_fem_college,count_2018_enroll_hi7_college,count_2018_enroll_male_college,count_2018_enroll_mu7_college,count_2018_enroll_pi7_college,count_2018_enroll_swd_college,count_2018_enroll_wh7_college,count_2018_noenro_am7_college,count_2018_noenro_as7_college,count_2018_noenro_all_college,count_2018_noenro_bl7_college,count_2018_noenro_eds_college,count_2018_noenro_els_college,count_2018_noenro_fem_college,count_2018_noenro_hi7_college,count_2018_noenro_male_college,count_2018_noenro_mu7_college,count_2018_noenro_pi7_college,count_2018_noenro_swd_college,count_2018_noenro_wh7_college,pct_enrolled_2018_enroll_am7_college,pct_enrolled_2018_enroll_as7_college,pct_enrolled_2018_enroll_all_college,pct_enrolled_2018_enroll_bl7_college,pct_enrolled_2018_enroll_eds_college,pct_enrolled_2018_enroll_els_college,pct_enrolled_2018_enroll_fem_college,pct_enrolled_2018_enroll_hi7_college,pct_enrolled_2018_enroll_male_college,pct_enrolled_2018_enroll_mu7_college,pct_enrolled_2018_enroll_swd_college,pct_enrolled_2018_enroll_wh7_college,pct_enrolled_2018_noenro_am7_college,pct_enrolled_2018_noenro_as7_college,pct_enrolled_2018_noenro_all_college,pct_enrolled_2018_noenro_bl7_college,pct_enrolled_2018_noenro_eds_college,pct_enrolled_2018_noenro_els_college,pct_enrolled_2018_noenro_fem_college,pct_enrolled_2018_noenro_hi7_college,pct_enrolled_2018_noenro_male_college,pct_enrolled_2018_noenro_mu7_college,pct_enrolled_2018_noenro_swd_college,pct_enrolled_2018_noenro_wh7_college
780391,33.0,,71.0,21.0,,2.0,49.0,11.0,22.0,2.0,,2.0,4.0,41.0,,108.0,19.0,,15.0,52.0,36.0,56.0,3.0,,13.0,9.0,0.4459459459,,0.3966480447,0.525,,,0.4851485149,0.2340425532,0.2820512821,,,,0.05,,0.05,0.05,,0.05,0.05,0.05,0.05,,0.05,
780401,12.0,1.0,72.0,22.0,,1.0,46.0,9.0,26.0,4.0,,2.0,24.0,26.0,0.0,133.0,33.0,,6.0,55.0,42.0,78.0,4.0,,26.0,28.0,0.3157894737,,0.3512195122,0.4,,,0.4554455446,,0.25,,,0.4615384615,0.05,,0.05,0.05,,,0.05,0.05,0.05,,0.05,0.05
780402,27.0,,45.0,14.0,,,30.0,1.0,15.0,1.0,,0.0,2.0,49.0,,77.0,17.0,,,32.0,5.0,45.0,5.0,,20.0,1.0,0.3552631579,,0.368852459,0.4516129032,,,0.4838709677,,0.25,,,,0.05,,0.05,0.05,,,0.05,,0.05,,0.05,
780420,168.0,,181.0,9.0,,0.0,108.0,3.0,73.0,0.0,,5.0,1.0,211.0,,248.0,23.0,,1.0,91.0,2.0,157.0,1.0,,44.0,11.0,0.4432717678,,0.4219114219,,,,0.5427135678,,0.3173913043,,,,0.05,,0.05,0.05,,,0.05,,0.05,,0.05,0.05
790314,1.0,,113.0,19.0,29.0,0.0,61.0,11.0,52.0,12.0,,3.0,70.0,2.0,,115.0,12.0,53.0,3.0,43.0,26.0,72.0,4.0,,24.0,71.0,,,0.4956140351,0.6129032258,0.3536585366,,0.5865384615,0.2972972973,0.4193548387,0.75,,0.4964539007,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
790354,,3.0,122.0,27.0,41.0,3.0,70.0,11.0,52.0,7.0,,1.0,74.0,,1.0,89.0,18.0,53.0,5.0,35.0,16.0,54.0,4.0,,11.0,50.0,,,0.5781990521,0.6,0.4361702128,,0.6666666667,0.4074074074,0.4905660377,,,0.5967741935,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
790366,0.0,1.0,76.0,41.0,27.0,0.0,42.0,5.0,34.0,6.0,,3.0,23.0,2.0,1.0,113.0,43.0,68.0,5.0,51.0,25.0,62.0,4.0,,22.0,38.0,,,0.4021164021,0.4880952381000001,0.2842105263,,0.4516129032,,0.3541666667,,,0.3770491803,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
790378,1.0,1.0,135.0,7.0,30.0,1.0,73.0,12.0,62.0,5.0,0.0,3.0,109.0,0.0,0.0,100.0,13.0,39.0,3.0,47.0,8.0,53.0,7.0,1.0,19.0,71.0,,,0.5744680851,,0.4347826087,,0.6083333333,0.6,0.5391304348,,,0.6055555556000001,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
790379,,1.0,49.0,9.0,6.0,,37.0,3.0,12.0,2.0,,,34.0,,0.0,29.0,10.0,13.0,,15.0,4.0,14.0,1.0,,,14.0,,,0.6282051282,,,,0.7115384615000001,,0.4615384615,,,0.7083333333,,,0.05,0.05,0.05,,0.05,,0.05,,,0.05
800308,,,2.0,1.0,,,2.0,,0.0,1.0,,0.0,0.0,,,6.0,4.0,,,2.0,,4.0,0.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
800340,,1.0,120.0,11.0,31.0,1.0,59.0,9.0,61.0,1.0,,7.0,98.0,,1.0,105.0,12.0,46.0,0.0,38.0,12.0,67.0,1.0,,15.0,79.0,,,0.5333333333,0.4782608696,0.4025974026,,0.6082474227,,0.4765625,,,0.5536723164,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
800361,1.0,2.0,173.0,9.0,27.0,0.0,104.0,10.0,69.0,4.0,0.0,1.0,147.0,0.0,0.0,126.0,8.0,53.0,1.0,48.0,21.0,78.0,2.0,1.0,23.0,94.0,,,0.5785953177000001,,0.3375,,0.6842105262999999,0.3225806452,0.4693877551,,,0.6099585062,,,0.05,,0.05,,0.05,0.05,0.05,,0.05,0.05
800376,,2.0,71.0,31.0,44.0,1.0,37.0,6.0,34.0,3.0,1.0,3.0,28.0,,4.0,73.0,33.0,45.0,3.0,32.0,9.0,41.0,5.0,0.0,17.0,22.0,,,0.4930555556,0.484375,0.4943820225,,0.5362318841,,0.4533333333,,,0.56,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
800394,,2.0,40.0,9.0,19.0,,27.0,8.0,13.0,,,,21.0,,0.0,12.0,0.0,8.0,,9.0,7.0,3.0,,,,5.0,,,0.7692307692,,0.7037037037,,0.75,,0.8125,,,0.8076923077,,,0.05,,,,,,,,,
800396,0.0,6.0,95.0,34.0,45.0,1.0,52.0,15.0,43.0,8.0,,2.0,32.0,1.0,0.0,88.0,48.0,65.0,9.0,38.0,22.0,50.0,4.0,,9.0,13.0,,,0.5191256831000001,0.4146341463,0.4090909091,,0.5777777778000001,0.4054054054,0.4623655914,,,0.7111111111,,,0.05,0.05,0.05,,0.05,0.05,0.05,,,0.05
800400,,1.0,106.0,8.0,31.0,0.0,70.0,9.0,36.0,1.0,,5.0,87.0,,2.0,117.0,8.0,61.0,6.0,49.0,20.0,68.0,7.0,,16.0,80.0,,,0.4753363229,,0.3369565217,,0.5882352941,,0.34615384619999995,,,0.5209580838,,,0.05,,0.05,,0.05,0.05,0.05,,0.05,0.05
800408,,6.0,141.0,23.0,56.0,0.0,71.0,18.0,70.0,3.0,,9.0,91.0,,1.0,128.0,23.0,75.0,5.0,52.0,24.0,76.0,6.0,,18.0,74.0,,,0.5241635688,0.5,0.427480916,,0.5772357724,0.4285714286,0.4794520548,,,0.5515151515,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
810324,0.0,,93.0,7.0,,,55.0,6.0,38.0,7.0,,4.0,73.0,1.0,,61.0,2.0,,,28.0,9.0,33.0,4.0,,11.0,45.0,,,0.6038961039,,,,0.6626506024000001,,0.5352112675999999,,,0.6186440678,,,0.05,,,,0.05,,0.05,,0.05,0.05
810340,,,92.0,12.0,,0.0,48.0,2.0,44.0,6.0,,3.0,72.0,,,56.0,8.0,,1.0,25.0,6.0,31.0,6.0,,11.0,36.0,,,0.6216216216,0.6,,,0.6575342465999999,,0.5866666667,,,0.6666666667,,,0.05,,,,0.05,,0.05,,0.05,0.05
810384,,3.0,120.0,20.0,,,62.0,3.0,58.0,4.0,,6.0,90.0,,0.0,69.0,6.0,,,28.0,5.0,41.0,2.0,,17.0,56.0,,,0.6349206349000001,0.7692307692,,,0.6888888889,,0.5858585859000001,,,0.6164383562,,,0.05,,,,0.05,,0.05,,0.05,0.05
810385,1.0,,24.0,,,,14.0,5.0,10.0,0.0,,,18.0,0.0,,13.0,,,,6.0,4.0,7.0,1.0,,,8.0,,,0.6486486486,,,,0.7,,0.5882352941,,,0.6923076923,,,0.05,,,,,,,,,
810386,,,16.0,0.0,,,6.0,1.0,10.0,0.0,,0.0,15.0,,,67.0,7.0,,,20.0,0.0,47.0,5.0,,12.0,55.0,,,0.1927710843,,,,,,0.1754385965,,,0.2142857143,,,0.05,,,,0.05,,0.05,,0.05,0.05
81A000,,1.0,79.0,4.0,,,37.0,4.0,42.0,3.0,,1.0,67.0,,0.0,3.0,0.0,,,2.0,0.0,1.0,0.0,,0.0,3.0,,,0.95,,,,0.9487179487,,0.95,,,0.95,,,,,,,,,,,,
81B000,,,16.0,,,,9.0,0.0,7.0,1.0,,1.0,15.0,,,3.0,,,,2.0,1.0,1.0,0.0,,0.0,2.0,,,0.8421052631999999,,,,,,,,,0.8823529412000001,,,,,,,,,,,,
820324,,,36.0,7.0,,,30.0,20.0,6.0,,,1.0,9.0,,,15.0,4.0,,,7.0,6.0,8.0,,,0.0,5.0,,,0.7058823529000001,,,,0.8108108108,0.7692307692,,,,,,,0.05,,,,,,,,,
820348,2.0,,71.0,14.0,,0.0,37.0,22.0,34.0,1.0,,2.0,32.0,0.0,,65.0,13.0,,8.0,22.0,32.0,43.0,1.0,,14.0,19.0,,,0.5220588235,0.5185185185,,,0.6271186441,0.4074074074,0.4415584416,,,0.6274509804,,,0.05,0.05,,,0.05,0.05,0.05,,0.05,0.05
820349,,,58.0,12.0,,1.0,36.0,7.0,22.0,0.0,,7.0,39.0,,,64.0,18.0,,2.0,27.0,12.0,37.0,3.0,,9.0,31.0,,,0.4754098361,0.4,,,0.5714285714,,0.3728813559,,,0.5571428571,,,0.05,0.05,,,0.05,0.05,0.05,,,0.05
820352,1.0,,101.0,5.0,,1.0,55.0,13.0,46.0,6.0,,2.0,76.0,1.0,,71.0,10.0,,7.0,29.0,17.0,42.0,4.0,,10.0,39.0,,,0.5872093023,,,,0.6547619048,0.4333333333,0.5227272727000001,,,0.6608695652000001,,,0.05,0.05,,,0.05,0.05,0.05,,0.05,0.05
820388,0.0,1.0,64.0,26.0,,3.0,38.0,19.0,26.0,3.0,,1.0,15.0,1.0,1.0,61.0,15.0,,7.0,27.0,32.0,34.0,1.0,,7.0,11.0,,,0.512,0.6341463414999999,,,0.5846153846,0.3725490196,0.4333333333,,,0.5769230769,,,0.05,0.05,,,0.05,0.05,0.05,,,0.05
821308,1.0,,117.0,38.0,,2.0,66.0,16.0,51.0,3.0,,1.0,59.0,4.0,,73.0,41.0,,3.0,30.0,19.0,43.0,2.0,,5.0,7.0,,,0.6157894736999999,0.4810126582,,,0.6875,0.4571428571,0.5425531915,,,0.8939393939,,,0.05,0.05,,,0.05,0.05,0.05,,,
830316,0.0,,1.0,0.0,,,1.0,1.0,0.0,,,1.0,0.0,1.0,,19.0,13.0,,,7.0,0.0,12.0,,,4.0,5.0,,,,,,,,,,,,,,,0.05,0.05,,,,,0.05,,,
830343,26.0,1.0,198.0,92.0,,2.0,102.0,6.0,96.0,7.0,,8.0,66.0,35.0,1.0,169.0,76.0,,2.0,60.0,8.0,109.0,4.0,,33.0,45.0,0.4262295082,,0.5395095368,0.5476190476,,,0.6296296296,,0.4682926829,,,0.5945945946,0.05,,0.05,0.05,,,0.05,,0.05,,0.05,0.05
830348,2.0,1.0,26.0,12.0,,,17.0,1.0,9.0,3.0,,0.0,7.0,3.0,1.0,16.0,3.0,,,13.0,0.0,3.0,1.0,,4.0,8.0,,,0.6190476189999999,0.8,,,0.5666666667,,,,,,,,0.05,,,,0.05,,,,,
840302,1.0,2.0,30.0,14.0,14.0,,13.0,1.0,17.0,2.0,,7.0,10.0,0.0,2.0,55.0,29.0,40.0,,26.0,4.0,29.0,2.0,,11.0,18.0,,,0.3529411765,0.3255813953,0.2592592593,,0.3333333333,,0.3695652174,,,0.3571428571,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
840332,0.0,7.0,71.0,3.0,18.0,0.0,37.0,0.0,34.0,3.0,,11.0,58.0,1.0,1.0,74.0,11.0,24.0,1.0,29.0,3.0,45.0,6.0,,11.0,52.0,,,0.4896551724,,0.4285714286,,0.5606060606000001,,0.4303797468,,0.5,0.5272727273,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
840356,,1.0,54.0,1.0,14.0,0.0,33.0,2.0,21.0,0.0,,3.0,50.0,,3.0,48.0,6.0,18.0,1.0,18.0,3.0,30.0,1.0,,8.0,35.0,,,0.5294117647,,0.4375,,0.6470588235,,0.4117647059,,,0.5882352941,,,0.05,,0.05,,0.05,,0.05,,,0.05
840361,,6.0,40.0,5.0,14.0,,28.0,4.0,12.0,2.0,1.0,1.0,22.0,,1.0,8.0,2.0,4.0,,6.0,2.0,2.0,0.0,0.0,1.0,3.0,,,0.8333333333,,0.7777777778,,0.8235294118,,0.8571428570999999,,,0.88,,,,,,,,,,,,
840368,1.0,,95.0,1.0,16.0,1.0,52.0,7.0,43.0,0.0,,6.0,86.0,0.0,,58.0,2.0,23.0,1.0,21.0,12.0,37.0,4.0,,18.0,40.0,,,0.6209150327,,0.4102564103,,0.7123287670999999,,0.5375,,,0.6825396825,,,0.05,,0.05,,0.05,0.05,0.05,,0.05,0.05
840370,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,18.0,5.0,,,6.0,1.0,12.0,4.0,,6.0,8.0,,,,,,,,,,,,,,,0.05,,,,,,0.05,,,
84B000,,7.0,98.0,4.0,,,52.0,2.0,46.0,1.0,,1.0,84.0,,0.0,6.0,0.0,,,4.0,0.0,2.0,0.0,,1.0,6.0,,,0.9423076923,,,,0.9285714286,,0.95,,,0.9333333333,,,,,,,,,,,,
850324,,,3.0,,2.0,,2.0,2.0,1.0,0.0,,1.0,1.0,,,15.0,,9.0,,10.0,1.0,5.0,1.0,,2.0,13.0,,,,,,,,,,,,,,,0.05,,,,0.05,,,,,0.05
850332,,,58.0,,19.0,,41.0,0.0,17.0,1.0,,4.0,57.0,,,35.0,,20.0,,15.0,1.0,20.0,0.0,,13.0,34.0,,,0.623655914,,0.4871794872,,0.7321428570999999,,0.4594594595000001,,,0.6263736264,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
850352,1.0,1.0,72.0,3.0,19.0,,33.0,2.0,39.0,4.0,,4.0,61.0,0.0,0.0,47.0,2.0,23.0,,20.0,0.0,27.0,4.0,,12.0,41.0,,,0.6050420168,,0.4523809524,,0.6226415094,,0.5909090909,,,0.5980392157,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
850358,,2.0,110.0,2.0,23.0,1.0,58.0,2.0,52.0,1.0,,5.0,103.0,,0.0,80.0,1.0,36.0,0.0,27.0,6.0,53.0,1.0,,27.0,72.0,,,0.5789473684,,0.3898305085,,0.6823529412,,0.4952380952,,,0.5885714286,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
850360,,,22.0,1.0,8.0,,15.0,2.0,7.0,0.0,,0.0,19.0,,,10.0,1.0,3.0,,3.0,0.0,7.0,1.0,,1.0,8.0,,,0.6875,,,,0.8333333333,,,,,0.7037037037,,,0.05,,,,,,,,,
860316,,,92.0,1.0,28.0,1.0,47.0,5.0,45.0,1.0,,2.0,85.0,,,56.0,4.0,25.0,0.0,26.0,3.0,30.0,1.0,,7.0,48.0,,,0.6216216216,,0.5283018868,,0.6438356164,,0.6,,,0.6390977444,,,0.05,,0.05,,0.05,,0.05,,,0.05
860336,1.0,,113.0,6.0,41.0,,72.0,9.0,41.0,3.0,,10.0,94.0,0.0,,91.0,3.0,55.0,,30.0,15.0,61.0,3.0,,17.0,70.0,,,0.5539215686,,0.4270833333,,0.7058823529000001,,0.4019607843,,0.3703703704,0.5731707317,,,0.05,,0.05,,0.05,0.05,0.05,,0.05,0.05
860352,,,91.0,,34.0,1.0,53.0,23.0,38.0,0.0,,2.0,68.0,,,129.0,,87.0,13.0,52.0,47.0,77.0,3.0,,21.0,79.0,,,0.4136363636,,0.2809917355,,0.5047619047999999,0.3285714286,0.33043478260000003,,,0.462585034,,,0.05,,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
860354,,2.0,52.0,1.0,25.0,,37.0,12.0,15.0,1.0,,0.0,36.0,,1.0,44.0,1.0,21.0,,24.0,18.0,20.0,0.0,,3.0,24.0,,,0.5416666667,,0.5434782609000001,,0.606557377,0.4,0.4285714286,,,0.6,,,0.05,,0.05,,0.05,0.05,0.05,,,0.05
861308,,1.0,74.0,4.0,16.0,1.0,40.0,9.0,34.0,0.0,,3.0,60.0,,0.0,19.0,1.0,10.0,0.0,5.0,4.0,14.0,3.0,,4.0,11.0,,,0.7956989247,,0.6153846154,,0.8888888889,,0.7083333333,,,0.8450704225,,,0.05,,0.05,,,,0.05,,,0.05
862312,,,73.0,8.0,21.0,,35.0,8.0,38.0,3.0,,4.0,54.0,,,36.0,4.0,20.0,,13.0,6.0,23.0,4.0,,7.0,22.0,,,0.6697247706,,0.5121951220000001,,0.7291666667,,0.6229508197,,,0.7105263158,,,0.05,,0.05,,0.05,,0.05,,,0.05
86T000,,,16.0,,,,8.0,0.0,8.0,0.0,,3.0,16.0,,,8.0,,,,5.0,1.0,3.0,1.0,,2.0,6.0,,,0.6666666667,,,,,,,,,0.7272727273,,,,,,,,,,,,
870314,13.0,1.0,72.0,0.0,22.0,0.0,43.0,2.0,29.0,6.0,,3.0,50.0,10.0,0.0,44.0,1.0,28.0,2.0,19.0,5.0,25.0,1.0,,10.0,27.0,0.5652173913,,0.6206896552000001,,0.44,,0.6935483870999999,,0.537037037,,,0.6493506494,0.05,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
880308,,2.0,118.0,6.0,26.0,1.0,73.0,3.0,45.0,5.0,,8.0,102.0,,0.0,63.0,8.0,31.0,1.0,23.0,4.0,40.0,2.0,,24.0,49.0,,,0.6519337017,,0.4561403509000001,,0.7604166667,,0.5294117647,,,0.6754966887,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
880320,,,6.0,0.0,0.0,,3.0,0.0,3.0,2.0,,0.0,4.0,,,13.0,1.0,1.0,,6.0,1.0,7.0,2.0,,3.0,9.0,,,,,,,,,,,,,,,0.05,,,,,,,,,
880328,,,43.0,,12.0,0.0,27.0,0.0,16.0,0.0,,1.0,43.0,,,29.0,,20.0,1.0,11.0,5.0,18.0,1.0,,9.0,23.0,,,0.5972222222,,0.375,,0.7105263158,,0.4705882353,,,0.6515151515,,,0.05,,0.05,,0.05,,0.05,,,0.05
890304,,0.0,20.0,4.0,,0.0,11.0,3.0,9.0,1.0,,0.0,12.0,,1.0,23.0,4.0,,1.0,12.0,3.0,11.0,3.0,,1.0,12.0,,,0.4651162791,,,,0.4782608696,,,,,0.5,,,0.05,,,,0.05,,0.05,,,0.05
900311,,12.0,295.0,20.0,16.0,0.0,156.0,14.0,139.0,4.0,,10.0,245.0,,2.0,53.0,7.0,11.0,1.0,22.0,4.0,31.0,1.0,,6.0,39.0,,0.8571428570999999,0.8477011494,0.7407407407,0.5925925926,,0.8764044944,0.7777777778,0.8176470588,,0.625,0.8626760563,,,0.05,,0.05,,0.05,,0.05,,,0.05
900316,,0.0,76.0,41.0,39.0,1.0,43.0,6.0,33.0,3.0,,3.0,26.0,,1.0,112.0,36.0,69.0,4.0,50.0,29.0,62.0,1.0,,19.0,45.0,,,0.4042553191,0.5324675325,0.3611111111,,0.4623655914,,0.3473684211,,,0.3661971831000001,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
900336,,1.0,90.0,36.0,53.0,1.0,44.0,33.0,46.0,4.0,,7.0,16.0,,0.0,148.0,46.0,110.0,23.0,70.0,78.0,78.0,1.0,,20.0,23.0,,,0.3781512605,0.4390243902000001,0.3251533742,,0.3859649123,0.2972972973,0.3709677419,,,0.4102564103,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
900342,0.0,8.0,259.0,39.0,46.0,1.0,137.0,23.0,122.0,5.0,1.0,10.0,183.0,1.0,1.0,134.0,21.0,41.0,2.0,63.0,28.0,71.0,3.0,0.0,15.0,80.0,,,0.6590330789,0.65,0.5287356322,,0.685,0.4509803922,0.6321243523,,0.4,0.6958174905,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
900344,,0.0,156.0,15.0,21.0,,90.0,10.0,66.0,4.0,,5.0,127.0,,3.0,120.0,11.0,34.0,,43.0,13.0,77.0,5.0,,22.0,88.0,,,0.5652173913,0.5769230769,0.3818181818,,0.6766917293000001,0.4347826087,0.4615384615,,,0.5906976744,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
900348,1.0,4.0,237.0,17.0,20.0,1.0,126.0,11.0,111.0,2.0,,10.0,202.0,0.0,1.0,96.0,6.0,26.0,2.0,47.0,13.0,49.0,1.0,,21.0,75.0,,,0.7117117117,0.7391304348000001,0.4347826087,,0.7283236994,0.4583333333,0.69375,,0.3225806452,0.7292418773,,,0.05,,0.05,,0.05,0.05,0.05,,0.05,0.05
900360,1.0,5.0,262.0,49.0,53.0,1.0,144.0,30.0,118.0,12.0,,25.0,165.0,1.0,4.0,115.0,14.0,41.0,4.0,56.0,19.0,59.0,7.0,,20.0,70.0,,,0.6949602122,0.7777777778,0.5638297872,,0.72,0.6122448979999999,0.6666666667,0.6315789474,0.5555555556,0.7021276595999999,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
900365,0.0,,26.0,5.0,13.0,1.0,9.0,6.0,17.0,1.0,,2.0,14.0,1.0,,142.0,28.0,69.0,7.0,58.0,35.0,84.0,4.0,,39.0,74.0,,,0.15476190480000002,,0.1585365854,,,,0.16831683170000006,,,0.1590909091,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
900366,1.0,2.0,164.0,26.0,15.0,,88.0,16.0,76.0,3.0,,4.0,116.0,0.0,0.0,20.0,1.0,7.0,,7.0,3.0,13.0,1.0,,0.0,15.0,,,0.8913043478,0.95,0.6818181818000001,,0.9263157895,0.8421052631999999,0.8539325843000001,,,0.8854961831999999,,,0.05,,,,,,0.05,,,0.05
900367,,1.0,50.0,4.0,14.0,,35.0,14.0,15.0,3.0,,1.0,28.0,,0.0,18.0,3.0,3.0,,12.0,5.0,6.0,0.0,,0.0,10.0,,,0.7352941176000001,,0.8235294118,,0.7446808511,0.7368421053,0.7142857143000001,,,0.7368421053,,,0.05,,,,0.05,,,,,0.05
900377,,12.0,214.0,13.0,7.0,,96.0,4.0,118.0,3.0,,9.0,182.0,,3.0,64.0,4.0,1.0,,20.0,2.0,44.0,0.0,,11.0,55.0,,0.8,0.7697841727,0.7647058823999999,,,0.8275862069,,0.7283950617,,,0.7679324895,,,0.05,,,,0.05,,0.05,,0.05,0.05
900393,,31.0,388.0,18.0,5.0,1.0,205.0,9.0,183.0,18.0,,13.0,312.0,,0.0,36.0,1.0,6.0,0.0,13.0,5.0,23.0,2.0,,3.0,28.0,,0.95,0.9150943396,0.9473684211,,,0.9403669725,,0.8883495145999999,0.9,0.8125,0.9176470588,,,0.05,,,,0.05,,0.05,,,0.05
90A000,,2.0,98.0,10.0,,,70.0,15.0,28.0,1.0,,6.0,70.0,,0.0,21.0,1.0,,,8.0,5.0,13.0,0.0,,2.0,15.0,,,0.8235294118,0.9090909091,,,0.8974358974,0.75,0.6829268293,,,0.8235294118,,,0.05,,,,,,0.05,,,0.05
910368,,,13.0,10.0,,0.0,9.0,0.0,4.0,0.0,,2.0,3.0,,,104.0,78.0,,2.0,36.0,10.0,68.0,1.0,,23.0,15.0,,,0.1111111111,0.1136363636,,,,,,,,,,,0.05,0.05,,,0.05,0.05,0.05,,0.05,0.05
910370,0.0,1.0,78.0,52.0,,2.0,48.0,2.0,30.0,7.0,,4.0,16.0,1.0,1.0,94.0,73.0,,2.0,46.0,8.0,48.0,2.0,,14.0,9.0,,,0.4534883721,0.416,,,0.5106382979,,0.3846153846,,,0.64,,,0.05,0.05,,,0.05,,0.05,,0.05,
910382,,0.0,33.0,12.0,,,21.0,5.0,12.0,1.0,,,15.0,,1.0,6.0,0.0,,,4.0,1.0,2.0,0.0,,,4.0,,,0.8461538462,0.95,,,0.84,,0.8571428570999999,,,0.7894736842,,,,,,,,,,,,
920316,1.0,26.0,315.0,21.0,20.0,2.0,159.0,28.0,156.0,4.0,1.0,13.0,234.0,0.0,10.0,147.0,20.0,24.0,5.0,65.0,23.0,82.0,6.0,0.0,24.0,88.0,,0.7222222222,0.6818181818000001,0.5121951220000001,0.4545454545000001,,0.7098214286,0.5490196078,0.6554621849,,0.3513513514,0.7267080745000001,,0.05,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
920317,,19.0,361.0,37.0,23.0,2.0,175.0,24.0,186.0,16.0,,15.0,265.0,,0.0,59.0,13.0,10.0,2.0,25.0,9.0,34.0,1.0,,14.0,36.0,,0.95,0.8595238095000001,0.74,0.696969697,,0.875,0.7272727273,0.8454545455,0.9411764706,0.5172413793,0.8803986711,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
920318,3.0,15.0,266.0,44.0,50.0,14.0,138.0,17.0,128.0,11.0,0.0,14.0,176.0,0.0,7.0,149.0,53.0,85.0,21.0,59.0,49.0,90.0,6.0,1.0,30.0,33.0,,0.6818181818000001,0.6409638554,0.4536082474,0.3703703704,0.4,0.7005076142000001,0.2575757576,0.5871559633,0.6470588235,0.3181818182,0.8421052631999999,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
920324,,0.0,1.0,0.0,0.0,,1.0,,0.0,,,0.0,1.0,,1.0,7.0,3.0,3.0,,2.0,,5.0,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
920348,,14.0,312.0,57.0,43.0,6.0,170.0,18.0,142.0,5.0,1.0,30.0,217.0,,5.0,137.0,67.0,86.0,22.0,61.0,33.0,76.0,4.0,0.0,34.0,28.0,,0.7368421053,0.6948775056000001,0.4596774194,0.3333333333,,0.7359307359,0.3529411765,0.6513761468,,0.46875,0.8857142856999999,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
920368,0.0,39.0,401.0,78.0,77.0,9.0,220.0,40.0,181.0,21.0,,32.0,223.0,2.0,7.0,190.0,38.0,79.0,25.0,94.0,70.0,96.0,7.0,,37.0,66.0,,0.8478260870000001,0.6785109983,0.6724137931,0.4935897436,,0.7006369427,0.3636363636,0.6534296029,0.75,0.4637681159000001,0.7716262976,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
920386,,1.0,16.0,1.0,,,10.0,2.0,6.0,,,1.0,12.0,,0.0,11.0,0.0,,,8.0,1.0,3.0,,,0.0,10.0,,,0.5925925926,,,,0.5555555556,,,,,0.5454545454999999,,,0.05,,,,,,,,,0.05
920411,1.0,1.0,131.0,45.0,51.0,1.0,69.0,26.0,62.0,6.0,,9.0,52.0,1.0,3.0,172.0,68.0,97.0,16.0,72.0,55.0,100.0,8.0,,29.0,37.0,,,0.4323432343,0.3982300885,0.3445945946,,0.4893617021,0.3209876543,0.3827160494,,,0.5842696629,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
