agency_code,adm_central expense_funds2,adm_employee benefits_funds2,adm_instructional equip._funds2,adm_other objects_funds2,adm_purchased services_funds2,adm_salaries_funds2,adm_supplies & materials_funds2,adm_total_funds2,federal_funds_central expense_funds2,federal_funds_employee benefits_funds2,federal_funds_instructional equip._funds2,federal_funds_other objects_funds2,federal_funds_purchased services_funds2,federal_funds_salaries_funds2,federal_funds_supplies & materials_funds2,federal_funds_total_funds2,federal_ppe_central expense_funds2,federal_ppe_employee benefits_funds2,federal_ppe_instructional equip._funds2,federal_ppe_other objects_funds2,federal_ppe_purchased services_funds2,federal_ppe_salaries_funds2,federal_ppe_supplies & materials_funds2,federal_ppe_total_funds2,local_funds_central expense_funds2,local_funds_employee benefits_funds2,local_funds_instructional equip._funds2,local_funds_other objects_funds2,local_funds_purchased services_funds2,local_funds_salaries_funds2,local_funds_supplies & materials_funds2,local_funds_total_funds2,local_ppe_central expense_funds2,local_ppe_employee benefits_funds2,local_ppe_instructional equip._funds2,local_ppe_other objects_funds2,local_ppe_purchased services_funds2,local_ppe_salaries_funds2,local_ppe_supplies & materials_funds2,local_ppe_total_funds2,state_funds_central expense_funds2,state_funds_employee benefits_funds2,state_funds_instructional equip._funds2,state_funds_other objects_funds2,state_funds_purchased services_funds2,state_funds_salaries_funds2,state_funds_supplies & materials_funds2,state_funds_total_funds2,state_ppe_central expense_funds2,state_ppe_employee benefits_funds2,state_ppe_instructional equip._funds2,state_ppe_other objects_funds2,state_ppe_purchased services_funds2,state_ppe_salaries_funds2,state_ppe_supplies & materials_funds2,state_ppe_total_funds2,total_funds_central expense_funds2,total_funds_employee benefits_funds2,total_funds_instructional equip._funds2,total_funds_other objects_funds2,total_funds_purchased services_funds2,total_funds_salaries_funds2,total_funds_supplies & materials_funds2,total_funds_total_funds2,total_ppe_central expense_funds2,total_ppe_employee benefits_funds2,total_ppe_instructional equip._funds2,total_ppe_other objects_funds2,total_ppe_purchased services_funds2,total_ppe_salaries_funds2,total_ppe_supplies & materials_funds2,total_ppe_total_funds2
840312,273,273,273,273,273,273,273,273,5378.1,42833.7,586.95,0.0,20248.41,121233.84,70616.91,260894.0,19.7,156.9,2.15,0.0,74.17,444.08,258.67,955.67,30805.32,39544.05,466.83,0.0,129849.72,90977.25,61940.97,353581.0,112.84,144.85,1.71,0.0,475.64,333.25,226.89,1295.18,51438.66,472917.9,6939.66,0.0,64321.53,1229602.92,46819.5,1872036.0,188.42,1732.3,25.42,0.0,235.61,4504.04,171.5,6857.29,87621,555294,7991,0,214418,1441812,179375,2486511,320.96,2034.05,29.28,0.0,785.42,5281.37,657.06,9108.14
840316,333,333,333,333,333,333,333,333,6560.1,82833.75,715.95,0.0,42793.83,229094.01,148058.46,510053.0,19.7,248.75,2.15,0.0,128.51,687.97,444.62,1531.7,37575.72,52594.02,569.43,0.0,153403.11,125880.66,80632.62,450653.0,112.84,157.94,1.71,0.0,460.67,378.02,242.14,1353.32,62743.86,605220.84,8464.86,0.0,78458.13,1558077.03,57755.52,2370717.0,188.42,1817.48,25.42,0.0,235.61,4678.91,173.44,7119.28,106878,740647,9748,0,274654,1913051,286445,3331423,320.96,2224.17,29.28,0.0,824.79,5744.9,860.2,10004.3
840320,427,427,427,427,427,427,427,427,8411.9,36260.84,918.05,0.0,25824.96,123488.4,71629.25,266530.0,19.7,84.92,2.15,0.0,60.48,289.2,167.75,624.2,48182.68,89332.67,730.17,0.0,210609.21,218867.39,89657.19,657377.0,112.84,209.21,1.71,0.0,493.23,512.57,209.97,1539.53,80455.34,596275.61,10854.34,0.0,133941.36,1617198.45,71642.06,2510365.0,188.42,1396.43,25.42,0.0,313.68,3787.35,167.78,5879.08,137048,721867,12502,0,370374,1959553,232928,3434272,320.96,1690.56,29.28,0.0,867.39,4589.12,545.5,8042.81
840324,215,215,215,215,215,215,215,215,4235.5,41729.35,462.25,0.0,18526.55,137344.15,68064.7,270360.0,19.7,194.09,2.15,0.0,86.17,638.81,316.58,1257.5,24260.6,52793.25,367.65,0.0,118697.2,125140.75,47869.75,369126.0,112.84,245.55,1.71,0.0,552.08,582.05,222.65,1716.88,40510.3,414790.9,5465.3,0.0,50656.15,1109124.8,36962.8,1657507.0,188.42,1929.26,25.42,0.0,235.61,5158.72,171.92,7709.35,69005,509312,6294,0,187879,1371608,152895,2296993,320.96,2368.9,29.28,0.0,873.86,6379.58,711.15,10683.73
840328,502,502,502,502,502,502,502,502,9889.4,49637.76,1079.3,0.0,29397.12,155333.86,89044.76,334379.0,19.7,98.88,2.15,0.0,58.56,309.43,177.38,666.1,56645.68,75139.36,858.42,0.0,256662.56,195865.34,106544.48,691713.0,112.84,149.68,1.71,0.0,511.28,390.17,212.24,1377.92,94586.84,806206.98,12760.84,0.0,118276.22,2133349.4,85083.98,3250260.0,188.42,1605.99,25.42,0.0,235.61,4249.7,169.49,6474.63,161120,930982,14697,0,404335,2484547,280671,4276352,320.96,1854.55,29.28,0.0,805.45,4949.3,559.11,8518.65
840332,583,583,583,583,583,583,583,583,11485.1,44663.63,1253.45,0.0,33784.85,159619.57,87321.74,338125.0,19.7,76.61,2.15,0.0,57.95,273.79,149.78,579.98,65785.72,99121.66,996.93,0.0,336863.23,307060.27,122482.47,932307.0,112.84,170.02,1.71,0.0,577.81,526.69,210.09,1599.16,109848.86,956289.07,14819.86,0.0,137360.63,2533140.83,98567.81,3850023.0,188.42,1640.29,25.42,0.0,235.61,4345.01,169.07,6603.82,187118,1100073,17068,0,508007,2999819,308370,5120455,320.96,1886.92,29.28,0.0,871.37,5145.49,528.94,8782.96
840336,407,407,407,407,407,407,407,407,8017.9,49169.67,875.05,0.0,49133.04,150158.58,123308.79,380660.0,19.7,120.81,2.15,0.0,120.72,368.94,302.97,935.29,45925.88,59824.93,695.97,0.0,188929.4,153894.84,88021.89,537288.0,112.84,146.99,1.71,0.0,464.2,378.12,216.27,1320.13,76686.94,638131.23,10345.94,0.0,95893.27,1652244.99,68400.42,2541699.0,188.42,1567.89,25.42,0.0,235.61,4059.57,168.06,6244.97,130628,747124,11915,0,333955,1956296,279729,3459647,320.96,1835.69,29.28,0.0,820.53,4806.63,687.3,8500.39
840342,336,336,336,336,336,336,336,336,6619.2,45057.6,722.4,0.0,19377.12,136439.52,70045.92,278259.0,19.7,134.1,2.15,0.0,57.67,406.07,208.47,828.16,37914.24,68708.64,574.56,0.0,138300.96,174904.8,90404.16,510804.0,112.84,204.49,1.71,0.0,411.61,520.55,269.06,1520.26,63309.12,495976.32,8541.12,0.0,98938.56,1309207.2,55114.08,2031085.0,188.42,1476.12,25.42,0.0,294.46,3896.45,164.03,6044.9,107842,609741,9837,0,256615,1620550,215563,2820148,320.96,1814.71,29.28,0.0,763.74,4823.07,641.56,8393.32
840344,309,309,309,309,309,309,309,309,6087.3,56991.96,664.35,0.0,19303.23,164619.75,65183.55,312847.0,19.7,184.44,2.15,0.0,62.47,532.75,210.95,1012.46,34867.56,39310.98,528.39,0.0,139192.14,99837.9,67226.04,380960.0,112.84,127.22,1.71,0.0,450.46,323.1,217.56,1232.89,58221.78,551679.33,7854.78,0.0,72803.49,1444568.82,52653.6,2187778.0,188.42,1785.37,25.42,0.0,235.61,4674.98,170.4,7080.2,99175,647980,9046,0,231298,1709024,185062,2881585,320.96,2097.03,29.28,0.0,748.54,5530.83,598.91,9325.55
840350,575,575,575,575,575,575,575,575,11327.5,50329.75,1236.25,0.0,33430.5,163875.0,89544.75,349741.0,19.7,87.53,2.15,0.0,58.14,285.0,155.73,608.25,64883.0,98169.75,983.25,0.0,285884.25,263787.0,114189.25,827895.0,112.84,170.73,1.71,0.0,497.19,458.76,198.59,1439.82,108341.5,905607.75,14616.5,0.0,135475.75,2439040.75,96991.0,3700070.0,188.42,1574.97,25.42,0.0,235.61,4241.81,168.68,6434.91,184551,1054105,16835,0,454789,2866702,300724,4877706,320.96,1833.23,29.28,0.0,790.94,4985.57,523.0,8482.98
