agency_code,adm_central expense_funds2,adm_employee benefits_funds2,adm_instructional equip._funds2,adm_other objects_funds2,adm_purchased services_funds2,adm_salaries_funds2,adm_supplies & materials_funds2,adm_total_funds2,federal_funds_central expense_funds2,federal_funds_employee benefits_funds2,federal_funds_instructional equip._funds2,federal_funds_other objects_funds2,federal_funds_purchased services_funds2,federal_funds_salaries_funds2,federal_funds_supplies & materials_funds2,federal_funds_total_funds2,federal_ppe_central expense_funds2,federal_ppe_employee benefits_funds2,federal_ppe_instructional equip._funds2,federal_ppe_other objects_funds2,federal_ppe_purchased services_funds2,federal_ppe_salaries_funds2,federal_ppe_supplies & materials_funds2,federal_ppe_total_funds2,local_funds_central expense_funds2,local_funds_employee benefits_funds2,local_funds_instructional equip._funds2,local_funds_other objects_funds2,local_funds_purchased services_funds2,local_funds_salaries_funds2,local_funds_supplies & materials_funds2,local_funds_total_funds2,local_ppe_central expense_funds2,local_ppe_employee benefits_funds2,local_ppe_instructional equip._funds2,local_ppe_other objects_funds2,local_ppe_purchased services_funds2,local_ppe_salaries_funds2,local_ppe_supplies & materials_funds2,local_ppe_total_funds2,state_funds_central expense_funds2,state_funds_employee benefits_funds2,state_funds_instructional equip._funds2,state_funds_other objects_funds2,state_funds_purchased services_funds2,state_funds_salaries_funds2,state_funds_supplies & materials_funds2,state_funds_total_funds2,state_ppe_central expense_funds2,state_ppe_employee benefits_funds2,state_ppe_instructional equip._funds2,state_ppe_other objects_funds2,state_ppe_purchased services_funds2,state_ppe_salaries_funds2,state_ppe_supplies & materials_funds2,state_ppe_total_funds2,total_funds_central expense_funds2,total_funds_employee benefits_funds2,total_funds_instructional equip._funds2,total_funds_other objects_funds2,total_funds_purchased services_funds2,total_funds_salaries_funds2,total_funds_supplies & materials_funds2,total_funds_total_funds2,total_ppe_central expense_funds2,total_ppe_employee benefits_funds2,total_ppe_instructional equip._funds2,total_ppe_other objects_funds2,total_ppe_purchased services_funds2,total_ppe_salaries_funds2,total_ppe_supplies & materials_funds2,total_ppe_total_funds2
600509,1158,1158,1158,1158,1158,1158,1158,1158,148907.22,141368.64,3508.74,68032.5,98082.6,406515.9,198886.5,1065298.0,128.59,122.08,3.03,58.75,84.7,351.05,171.75,919.95,792164.64,448887.12,636.9,12321.12,243110.52,1404955.08,164586.54,3066659.0,684.08,387.64,0.55,10.64,209.94,1213.26,142.13,2648.24,443317.14,1259869.26,40159.44,0.0,170689.2,3271847.94,135486.0,5321367.0,382.83,1087.97,34.68,0.0,147.4,2825.43,117.0,4595.31,1384388,1850124,44303,80353,511881,5083317,498958,9453324,1195.5,1597.69,38.26,69.39,442.04,4389.74,430.88,8163.5
600512,538,538,538,538,538,538,538,538,69181.42,88737.72,2636.2,41678.86,32446.78,299187.18,186330.92,720195.0,128.59,164.94,4.9,77.47,60.31,556.11,346.34,1338.66,368035.04,202110.46,478.82,7548.14,175651.62,740126.6,95107.64,1589055.0,684.08,375.67,0.89,14.03,326.49,1375.7,176.78,2953.64,205962.54,1015033.84,18657.84,0.0,67648.12,2616848.14,69590.3,3993738.0,382.83,1886.68,34.68,0.0,125.74,4864.03,129.35,7423.31,643178,1305880,21771,49226,275745,3656161,351027,6302988,1195.5,2427.29,40.47,91.5,512.54,6795.84,652.47,11715.61
600513,1169,1169,1169,1169,1169,1169,1169,1169,150321.71,37080.68,15804.88,48969.41,32568.34,124112.73,143646.72,552500.0,128.59,31.72,13.52,41.89,27.86,106.17,122.88,472.63,799689.52,377283.06,2864.05,8872.71,295944.04,1268704.01,162444.24,2915800.0,684.08,322.74,2.45,7.59,253.16,1085.29,138.96,2494.27,447528.27,1465072.63,40540.92,0.0,182574.42,3820163.41,130004.49,6085881.0,382.83,1253.27,34.68,0.0,156.18,3267.89,111.21,5206.06,1397538,1879435,59208,57841,511086,5212979,436094,9554181,1195.5,1607.73,50.65,49.48,437.2,4459.35,373.05,8172.96
600514,1119,1119,1119,1119,1119,1119,1119,1119,143892.21,222904.8,3994.83,87461.04,51474.0,693824.76,287336.82,1490885.0,128.59,199.2,3.57,78.16,46.0,620.04,256.78,1332.34,765485.52,602100.33,727.35,15845.04,324767.37,1888234.17,183549.57,3780707.0,684.08,538.07,0.65,14.16,290.23,1687.43,164.03,3378.65,428386.77,1125993.75,38806.92,0.0,180561.84,2870481.18,123369.75,4767596.0,382.83,1006.25,34.68,0.0,161.36,2565.22,110.25,4260.59,1337763,1950997,43527,103306,556802,5452539,594254,10039188,1195.5,1743.52,38.9,92.32,497.59,4872.69,531.06,8971.58
600515,560,560,560,560,560,560,560,560,72010.4,97367.2,18149.6,46530.4,112033.6,321081.6,206808.0,873978.0,128.59,173.87,32.41,83.09,200.06,573.36,369.3,1560.68,383084.8,301756.0,3287.2,8428.0,139137.6,966739.2,93284.8,1895715.0,684.08,538.85,5.87,15.05,248.46,1726.32,166.58,3385.21,214384.8,701030.4,19420.8,0.0,122886.4,1820649.6,69848.8,2948217.0,382.83,1251.84,34.68,0.0,219.44,3251.16,124.73,5264.68,669478,1100153,40856,54958,374056,3108469,369940,5717910,1195.5,1964.56,72.96,98.14,667.96,5550.84,660.61,10210.57
600516,794,794,794,794,794,794,794,794,102100.46,56381.94,7336.56,44662.5,24089.96,189710.42,170606.78,594884.0,128.59,71.01,9.24,56.25,30.34,238.93,214.87,749.23,543159.52,209012.56,1325.98,8090.86,219358.38,777691.24,113383.2,1872018.0,684.08,263.24,1.67,10.19,276.27,979.46,142.8,2357.71,303967.02,1290662.88,27535.92,0.0,70157.84,3357452.82,106904.16,5156677.0,382.83,1625.52,34.68,0.0,88.36,4228.53,134.64,6494.56,949226,1556055,36196,52752,313604,4324853,390893,7623579,1195.5,1959.77,45.59,66.44,394.97,5446.92,492.31,9601.5
600517,422,422,422,422,422,422,422,422,54264.98,130149.02,5836.26,30806.0,70136.4,456641.98,176467.74,924299.0,128.59,308.41,13.83,73.0,166.2,1082.09,418.17,2190.29,288681.76,92730.28,1055.0,5578.84,88771.92,333143.68,59025.14,868983.0,684.08,219.74,2.5,13.22,210.36,789.44,139.87,2059.21,161554.26,945330.64,14634.96,0.0,185325.52,2400952.12,145205.98,3853000.0,382.83,2240.12,34.68,0.0,439.16,5689.46,344.09,9130.34,504499,1168209,21525,36384,344232,3190736,380697,5646282,1195.5,2768.27,51.01,86.22,815.72,7560.99,902.13,13379.84
600518,1289,1289,1289,1289,1289,1289,1289,1289,165752.51,92253.73,18561.6,58662.39,65081.61,253649.42,209191.81,863149.0,128.59,71.57,14.4,45.51,50.49,196.78,162.29,669.63,881779.12,459863.64,3364.29,10621.36,254616.17,1467242.92,175110.65,3252595.0,684.08,356.76,2.61,8.24,197.53,1138.28,135.85,2523.35,493467.87,1493731.87,44702.52,0.0,186286.28,3901068.27,141532.2,6260786.0,382.83,1158.83,34.68,0.0,144.52,3026.43,109.8,4857.09,1540998,2045847,66627,69283,505983,5621959,525833,10376530,1195.5,1587.16,51.69,53.75,392.54,4361.49,407.94,8050.07
600519,316,316,316,316,316,316,316,316,40634.44,32374.2,0.0,8626.8,11935.32,119865.12,77508.48,290942.0,128.59,102.45,0.0,27.3,37.77,379.32,245.28,920.71,216169.28,94291.24,0.0,1561.04,34140.64,313187.6,28926.64,688274.0,684.08,298.39,0.0,4.94,108.04,991.1,91.54,2178.09,120974.28,833980.88,10958.88,0.0,159264.0,2236132.92,124462.92,3485770.0,382.83,2639.18,34.68,0.0,504.0,7076.37,393.87,11030.93,377777,960645,10958,10187,205339,2669184,230896,4464986,1195.5,3040.02,34.68,32.24,649.81,8446.79,730.69,14129.73
600520,528,528,528,528,528,528,528,528,67895.52,73656.0,1795.2,41284.32,45075.36,220931.04,233286.24,683922.0,128.59,139.5,3.4,78.19,85.37,418.43,441.83,1295.31,361194.24,279137.76,327.36,7476.48,202609.44,925230.24,100478.4,1876451.0,684.08,528.67,0.62,14.16,383.73,1752.33,190.3,3553.89,202134.24,1042224.48,18311.04,0.0,121080.96,2672524.8,60698.88,4116971.0,382.83,1973.91,34.68,0.0,229.32,5061.6,114.96,7797.3,631223,1395017,20433,48760,368764,3818685,394462,6677344,1195.5,2642.08,38.7,92.35,698.42,7232.36,747.09,12646.5
600521,744,744,744,744,744,744,744,744,95670.96,62793.6,13868.16,48032.64,50175.36,215544.24,199191.12,685273.0,128.59,84.4,18.64,64.56,67.44,289.71,267.73,921.07,508955.52,139075.92,2514.72,8697.36,57273.12,485184.72,82130.16,1283828.0,684.08,186.93,3.38,11.69,76.98,652.13,110.39,1725.58,284825.52,1243700.16,25801.92,0.0,164379.36,3389686.32,215767.44,5324158.0,382.83,1671.64,34.68,0.0,220.94,4556.03,290.01,7156.13,889450,1445568,42183,56729,271827,4090414,497088,7293259,1195.5,1942.97,56.7,76.25,365.36,5497.87,668.13,9802.78
600522,808,808,808,808,808,808,808,808,103900.72,32756.32,0.0,17477.04,38517.36,87619.52,66724.64,346993.0,128.59,40.54,0.0,21.63,47.67,108.44,82.58,429.45,552736.64,285143.2,0.0,3167.36,213215.04,1034530.88,92055.44,2180846.0,684.08,352.9,0.0,3.92,263.88,1280.36,113.93,2699.07,309326.64,1185723.84,28021.44,0.0,70417.2,3058102.24,97654.88,4749243.0,382.83,1467.48,34.68,0.0,87.15,3784.78,120.86,5877.78,965962,1503622,28021,20644,322149,4180251,256433,7277082,1195.5,1860.92,34.68,25.55,398.7,5173.58,317.37,9006.3
600527,484,484,484,484,484,484,484,484,62237.56,65901.44,822.8,31614.88,45597.64,247265.92,123134.44,576570.0,128.59,136.16,1.7,65.32,94.21,510.88,254.41,1191.27,331094.72,220505.56,150.04,5725.72,137112.36,739445.52,72522.56,1506553.0,684.08,455.59,0.31,11.83,283.29,1527.78,149.84,3112.72,185289.72,790251.0,16785.12,0.0,42737.2,2067376.96,62890.96,3165328.0,382.83,1632.75,34.68,0.0,88.3,4271.44,129.94,6539.94,578620,1076657,17757,37339,225446,3054086,258546,5248451,1195.5,2224.5,36.69,77.15,465.8,6310.1,534.19,10843.93
600530,907,907,907,907,907,907,907,907,116631.13,24371.09,734.67,13940.59,28126.07,69240.38,54565.12,307607.0,128.59,26.87,0.81,15.37,31.01,76.34,60.16,339.15,620460.56,224627.62,136.05,2530.53,220727.52,867545.5,102971.71,2038996.0,684.08,247.66,0.15,2.79,243.36,956.5,113.53,2248.07,347226.81,1217892.39,31454.76,0.0,79407.85,3141684.74,115615.29,4933278.0,382.83,1342.77,34.68,0.0,87.55,3463.82,127.47,5439.12,1084317,1466890,32324,16470,328260,4078469,273151,7279881,1195.5,1617.3,35.64,18.16,361.92,4496.66,301.16,8026.34
600532,1367,1367,1367,1367,1367,1367,1367,1367,175782.53,53805.12,3198.78,37729.2,28132.86,180020.23,121375.93,600041.0,128.59,39.36,2.34,27.6,20.58,131.69,88.79,438.95,935137.36,358099.32,574.14,6835.0,638703.41,1348559.17,206840.77,3494747.0,684.08,261.96,0.42,5.0,467.23,986.51,151.31,2556.51,523328.61,2064033.3,47407.56,0.0,186445.13,5726417.68,157341.7,8704971.0,382.83,1509.9,34.68,0.0,136.39,4189.04,115.1,6367.94,1634247,2475937,51179,44564,853280,7254996,485556,12799759,1195.5,1811.22,37.44,32.6,624.2,5307.24,355.2,9363.4
600534,634,634,634,634,634,634,634,634,81526.06,21315.08,2624.76,25493.14,19628.64,76530.14,98802.56,325918.0,128.59,33.62,4.14,40.21,30.96,120.71,155.84,514.07,433706.72,236209.38,475.5,4615.52,268378.54,809402.44,89343.28,1842128.0,684.08,372.57,0.75,7.28,423.31,1276.66,140.92,2905.57,242714.22,912921.96,21987.12,0.0,55557.42,2360122.06,78723.78,3672024.0,382.83,1439.94,34.68,0.0,87.63,3722.59,124.17,5791.84,757946,1170445,25086,30108,343563,3246054,266868,5840070,1195.5,1846.13,39.57,47.49,541.9,5119.96,420.93,9211.48
600535,3013,3013,3013,3013,3013,3013,3013,3013,387441.67,89395.71,19795.41,72643.43,112686.2,286536.3,267072.32,1235568.0,128.59,29.67,6.57,24.11,37.4,95.1,88.64,410.08,2061133.04,890823.58,10334.59,13166.81,861748.13,3067565.43,426911.97,7331680.0,684.08,295.66,3.43,4.37,286.01,1018.11,141.69,2433.35,1153466.79,3741814.57,104490.84,0.0,349477.87,9982460.69,371864.46,15703571.0,382.83,1241.89,34.68,0.0,115.99,3313.13,123.42,5211.94,3602040,4722032,134619,85809,1323911,13336561,1065847,24270819,1195.5,1567.22,44.68,28.48,439.4,4426.34,353.75,8055.37
600537,974,974,974,974,974,974,974,974,125246.66,71569.52,3477.18,25879.18,33641.96,184358.72,87523.64,531693.0,128.59,73.48,3.57,26.57,34.54,189.28,89.86,545.89,666293.92,294605.78,633.1,4684.94,358607.32,1014167.76,126152.48,2465141.0,684.08,302.47,0.65,4.81,368.18,1041.24,129.52,2530.95,372876.42,1100805.06,33778.32,0.0,153989.4,2859352.32,115857.3,4636657.0,382.83,1130.19,34.68,0.0,158.1,2935.68,118.95,4760.43,1164415,1466979,37888,30563,546237,4057877,329532,7633491,1195.5,1506.14,38.9,31.38,560.82,4166.2,338.33,7837.27
600538,1433,1433,1433,1433,1433,1433,1433,1433,184269.47,87713.93,2980.64,78900.98,40252.97,287617.43,195389.55,877120.0,128.59,61.21,2.08,55.06,28.09,200.71,136.35,612.09,980286.64,465452.73,544.54,14287.01,340710.08,1554045.51,199530.92,3554854.0,684.08,324.81,0.38,9.97,237.76,1084.47,139.24,2480.71,548595.39,1585757.8,49696.44,0.0,193182.73,4109242.14,172891.45,6659363.0,382.83,1106.6,34.68,0.0,134.81,2867.58,120.65,4647.15,1713150,2138922,53220,93187,574144,5950904,567810,11091337,1195.5,1492.62,37.14,65.03,400.66,4152.76,396.24,7739.95
600545,470,470,470,470,470,470,470,470,60437.3,56489.3,3717.7,29887.3,42990.9,166436.4,189457.0,549413.0,128.59,120.19,7.91,63.59,91.47,354.12,403.1,1168.97,321517.6,191783.5,672.1,5414.4,35113.7,648947.8,80233.7,1283679.0,684.08,408.05,1.43,11.52,74.71,1380.74,170.71,2731.24,179930.1,681227.4,16299.6,0.0,41223.7,1776040.7,61255.1,2755974.0,382.83,1449.42,34.68,0.0,87.71,3778.81,130.33,5863.78,561884,929499,20688,35301,119326,2591423,330945,4589066,1195.5,1977.66,44.02,75.11,253.89,5513.67,704.14,9763.99
600546,580,580,580,580,580,580,580,580,74582.2,102950.0,13050.0,43940.8,17057.8,328082.8,143869.0,723530.0,128.59,177.5,22.5,75.76,29.41,565.66,248.05,1247.47,396766.4,309575.0,2366.4,7957.6,146212.2,953125.6,93815.0,1909816.0,684.08,533.75,4.08,13.72,252.09,1643.32,161.75,3292.79,222041.4,823518.8,20114.4,0.0,59368.8,2112458.6,72958.2,3310457.0,382.83,1419.86,34.68,0.0,102.36,3642.17,125.79,5707.69,693389,1236043,35530,51897,222637,3393665,310642,5943803,1195.5,2131.11,61.26,89.48,383.86,5851.15,535.59,10247.95
600549,724,724,724,724,724,724,724,724,93099.16,34216.24,6139.52,45510.64,38755.72,128278.32,159033.84,505030.0,128.59,47.26,8.48,62.86,53.53,177.18,219.66,697.56,495273.92,265527.0,1107.72,8246.36,145089.6,890845.8,144727.6,1950814.0,684.08,366.75,1.53,11.39,200.4,1230.45,199.9,2694.5,277168.92,1105417.68,25108.32,0.0,63871.28,2850511.08,87256.48,4409331.0,382.83,1526.82,34.68,0.0,88.22,3937.17,120.52,6090.24,865540,1405160,32354,53756,247715,3869634,391016,6865175,1195.5,1940.83,44.69,74.25,342.15,5344.8,540.08,9482.3
600550,643,643,643,643,643,643,643,643,82683.37,82856.98,424.38,49864.65,57934.3,300480.33,225159.31,799400.0,128.59,128.86,0.66,77.55,90.1,467.31,350.17,1243.24,439863.44,165868.28,77.16,9034.15,137312.65,547630.24,68749.56,1368533.0,684.08,257.96,0.12,14.05,213.55,851.68,106.92,2128.36,246159.69,1044739.97,22299.24,0.0,201008.23,2772268.78,189517.82,4475990.0,382.83,1624.79,34.68,0.0,312.61,4311.46,294.74,6961.11,768705,1293463,22800,58898,396254,3620378,483425,6643923,1195.5,2011.61,35.46,91.6,616.26,5630.45,751.83,10332.71
600553,594,594,594,594,594,594,594,594,76382.46,96192.36,944.46,47935.8,37445.76,297362.34,204698.34,760958.0,128.59,161.94,1.59,80.7,63.04,500.61,344.61,1281.08,406343.52,409028.4,172.26,8684.28,273174.66,1317640.5,106510.14,2521551.0,684.08,688.6,0.29,14.62,459.89,2218.25,179.31,4245.04,227401.02,975763.8,20599.92,0.0,125399.34,2511235.98,74707.38,3935104.0,382.83,1642.7,34.68,0.0,211.11,4227.67,125.77,6624.76,710126,1480983,21715,56619,436018,4126237,385915,7217613,1195.5,2493.24,36.56,95.32,734.04,6946.53,649.69,12150.88
600557,780,780,780,780,780,780,780,780,100300.2,69903.6,0.0,28220.4,29975.4,186069.0,92398.8,506865.0,128.59,89.62,0.0,36.18,38.43,238.55,118.46,649.83,533582.4,228251.4,0.0,5109.0,222799.2,782199.6,113279.4,1885219.0,684.08,292.63,0.0,6.55,285.64,1002.82,145.23,2416.95,298607.4,1252079.4,27050.4,0.0,70090.8,3368094.6,103732.2,5119652.0,382.83,1605.23,34.68,0.0,89.86,4318.07,132.99,6563.66,932489,1550233,27050,33329,322864,4336362,309409,7511736,1195.5,1987.48,34.68,42.73,413.93,5559.44,396.68,9630.44
600558,580,580,580,580,580,580,580,580,74582.2,63359.2,11362.2,18565.8,20491.4,182549.2,67645.4,438553.0,128.59,109.24,19.59,32.01,35.33,314.74,116.63,756.13,396766.4,179608.6,2059.0,3364.0,136752.4,597661.0,84465.4,1400675.0,684.08,309.67,3.55,5.8,235.78,1030.45,145.63,2414.96,222041.4,921724.4,20114.4,0.0,52675.6,2426053.0,84558.2,3727165.0,382.83,1589.18,34.68,0.0,90.82,4182.85,145.79,6426.15,693389,1164691,33535,21929,209918,3206263,236668,5566393,1195.5,2008.09,57.82,37.81,361.93,5528.04,408.05,9597.24
600562,683,683,683,683,683,683,683,683,87826.97,81659.48,4125.32,49080.38,74194.29,258078.38,240593.58,795555.0,128.59,119.56,6.04,71.86,108.63,377.86,352.26,1164.8,467226.64,122980.98,744.47,8892.66,53157.89,458081.27,81215.53,1192295.0,684.08,180.06,1.09,13.02,77.83,670.69,118.91,1745.68,261472.89,1230267.41,23686.44,0.0,206785.08,3177917.04,184000.2,5084127.0,382.83,1801.27,34.68,0.0,302.76,4652.88,269.4,7443.82,816524,1434906,28555,57972,334136,3894076,505808,7071977,1195.5,2100.89,41.81,84.88,489.22,5701.43,740.57,10354.3
600565,429,429,429,429,429,429,429,429,55165.11,31484.31,3723.72,33607.86,25671.36,136413.42,185027.7,471090.0,128.59,73.39,8.68,78.34,59.84,317.98,431.3,1098.12,293470.32,256919.52,673.53,6087.51,165885.72,889175.43,78309.66,1690518.0,684.08,598.88,1.57,14.19,386.68,2072.67,182.54,3940.61,164234.07,799518.72,14877.72,0.0,38644.32,2144785.5,67610.4,3229668.0,382.83,1863.68,34.68,0.0,90.08,4999.5,157.6,7528.37,512869,1087921,19273,39694,230200,3170373,330946,5391276,1195.5,2535.95,44.93,92.53,536.6,7390.15,771.44,12567.1
600566,644,644,644,644,644,644,644,644,82811.96,130113.76,4887.96,45865.68,36553.44,418413.24,220421.88,939063.0,128.59,202.04,7.59,71.22,56.76,649.71,342.27,1458.18,440547.52,276752.56,882.28,8307.6,186985.4,878654.28,124407.92,1916534.0,684.08,429.74,1.37,12.9,290.35,1364.37,193.18,2975.99,246542.52,952836.64,22333.92,0.0,60639.04,2415747.04,81343.64,3779440.0,382.83,1479.56,34.68,0.0,94.16,3751.16,126.31,5868.7,769900,1359701,28102,54172,284177,3712814,426171,6635037,1195.5,2111.34,43.64,84.12,441.27,5765.24,661.76,10302.87
600567,314,314,314,314,314,314,314,314,40377.26,2587.36,0.0,0.0,10873.82,30461.14,33167.82,117465.0,128.59,8.24,0.0,0.0,34.63,97.01,105.63,374.1,214801.12,91072.56,0.0,0.0,20482.22,358591.14,43960.0,728906.0,684.08,290.04,0.0,0.0,65.23,1142.01,140.0,2321.36,120208.62,426352.34,10889.52,0.0,127003.58,1124553.32,224676.42,2033681.0,382.83,1357.81,34.68,0.0,404.47,3581.38,715.53,6476.7,375386,520011,10889,0,158358,1513605,301803,2880052,1195.5,1656.09,34.68,0.0,504.33,4820.4,961.16,9172.16
600569,100,100,100,100,100,100,100,100,12859.0,4.0,0.0,0.0,1417.0,-147.0,32983.0,47116.0,128.59,0.04,0.0,0.0,14.17,-1.47,329.83,471.16,68408.0,23032.0,0.0,0.0,8082.0,82695.0,21803.0,204020.0,684.08,230.32,0.0,0.0,80.82,826.95,218.03,2040.2,38283.0,155934.0,3468.0,0.0,96897.0,419843.0,49082.0,763507.0,382.83,1559.34,34.68,0.0,968.97,4198.43,490.82,7635.07,119550,178970,3468,0,106396,502391,103868,1014643,1195.5,1789.7,34.68,0.0,1063.96,5023.91,1038.68,10146.43
600571,377,377,377,377,377,377,377,377,48478.43,17089.41,444.86,16621.93,11637.99,75848.63,56531.15,226648.0,128.59,45.33,1.18,44.09,30.87,201.19,149.95,601.2,257898.16,153831.08,79.17,3012.23,245826.62,540421.96,47569.86,1248636.0,684.08,408.04,0.21,7.99,652.06,1433.48,126.18,3312.04,144326.91,681717.79,13074.36,0.0,34442.72,1799209.88,61956.18,2734724.0,382.83,1808.27,34.68,0.0,91.36,4772.44,164.34,7253.92,450702,852637,13597,19633,291905,2415478,166056,4210008,1195.5,2261.64,36.07,52.08,774.29,6407.11,440.47,11167.16
600574,308,308,308,308,308,308,308,308,39605.72,95409.16,1832.6,29515.64,32303.04,320089.0,150972.36,669725.0,128.59,309.77,5.95,95.83,104.88,1039.25,490.17,2174.44,210696.64,100389.52,332.64,5346.88,44074.8,392838.6,57947.12,811622.0,684.08,325.94,1.08,17.36,143.1,1275.45,188.14,2635.15,117911.64,882096.6,10681.44,0.0,203551.04,2381677.76,149376.92,3745292.0,382.83,2863.95,34.68,0.0,660.88,7732.72,484.99,12160.05,368212,1077894,12845,34861,279928,3094604,358295,5226639,1195.5,3499.66,41.71,113.19,908.86,10047.42,1163.3,16969.64
600576,1278,1278,1278,1278,1278,1278,1278,1278,164338.02,255510.54,7348.5,53305.38,223062.12,826073.64,238909.32,1768545.0,128.59,199.93,5.75,41.71,174.54,646.38,186.94,1383.84,874254.24,794545.38,1329.12,9648.9,758786.94,2530925.64,447542.82,5417029.0,684.08,621.71,1.04,7.55,593.73,1980.38,350.19,4238.68,489256.74,2064915.72,44321.04,0.0,215700.84,5378590.8,325711.08,8518493.0,382.83,1615.74,34.68,0.0,168.78,4208.6,254.86,6665.49,1527848,3114970,52998,62953,1197548,8735588,1012162,15704067,1195.5,2437.38,41.47,49.26,937.05,6835.36,791.99,12288.01
600577,501,501,501,501,501,501,501,501,64423.59,140515.47,5511.0,39523.89,63917.58,407313.0,175810.92,897012.0,128.59,280.47,11.0,78.89,127.58,813.0,350.92,1790.45,342724.08,259362.69,996.99,7159.29,281306.49,820497.72,92254.14,1804298.0,684.08,517.69,1.99,14.29,561.49,1637.72,184.14,3601.4,191797.83,708479.13,17374.68,0.0,120700.92,1848644.91,63581.91,2950575.0,382.83,1414.13,34.68,0.0,240.92,3689.91,126.91,5889.38,598944,1108356,23881,46682,465923,3076454,331645,5651885,1195.5,2212.29,47.67,93.18,929.99,6140.63,661.97,11281.23
600579,1250,1250,1250,1250,1250,1250,1250,1250,160737.5,235937.5,4750.0,50662.5,123937.5,716037.5,284987.5,1577047.0,128.59,188.75,3.8,40.53,99.15,572.83,227.99,1261.64,855100.0,583675.0,862.5,9175.0,514700.0,1946100.0,212900.0,4122512.0,684.08,466.94,0.69,7.34,411.76,1556.88,170.32,3298.01,478537.5,2151212.5,93262.5,0.0,222175.0,5603675.0,165137.5,8713998.0,382.83,1720.97,74.61,0.0,177.74,4482.94,132.11,6971.2,1494374,2970824,98874,59837,860812,8265812,663024,14413557,1195.5,2376.66,79.1,47.87,688.65,6612.65,530.42,11530.85
600582,212,212,212,212,212,212,212,212,27261.08,23428.12,334.96,13207.6,15397.56,59741.6,63432.52,202800.0,128.59,110.51,1.58,62.3,72.63,281.8,299.21,956.62,145024.96,144329.6,61.48,2391.36,79336.76,470495.84,29315.36,870951.0,684.08,680.8,0.29,11.28,374.23,2219.32,138.28,4108.28,81159.96,417438.6,7352.16,0.0,87683.2,1117560.12,100413.8,1811605.0,382.83,1969.05,34.68,0.0,413.6,5271.51,473.65,8545.32,253444,585195,7747,15598,182416,1647796,193160,2885356,1195.5,2760.36,36.55,73.58,860.46,7772.63,911.14,13610.22
600583,469,469,469,469,469,469,469,469,60308.71,62953.87,684.74,29153.04,90742.12,178510.78,106026.83,528376.0,128.59,134.23,1.46,62.16,193.48,380.62,226.07,1126.61,320833.52,250019.21,121.94,5280.94,72380.77,839411.51,148086.75,1636130.0,684.08,533.09,0.26,11.26,154.33,1789.79,315.75,3488.56,179547.27,620895.03,16264.92,0.0,113061.83,1720249.79,65772.56,2715788.0,382.83,1323.87,34.68,0.0,241.07,3667.91,140.24,5790.6,560688,933867,17069,34433,276183,2738170,319884,4880294,1195.5,1991.19,36.4,73.42,588.88,5838.32,682.06,10405.77
600586,781,781,781,781,781,781,781,781,100428.79,104474.37,4537.61,57723.71,29279.69,325395.84,200920.06,822756.0,128.59,133.77,5.81,73.91,37.49,416.64,257.26,1053.47,534266.48,301184.84,820.05,10457.59,182152.63,1006888.63,104435.32,2140202.0,684.08,385.64,1.05,13.39,233.23,1289.23,133.72,2740.34,298990.23,1107723.54,27085.08,0.0,67884.52,2985770.81,95352.29,4582804.0,382.83,1418.34,34.68,0.0,86.92,3823.01,122.09,5867.87,933684,1513381,32442,68180,279315,4318053,400707,7545762,1195.5,1937.75,41.54,87.3,357.64,5528.88,513.07,9661.68
600587,601,601,601,601,601,601,601,601,77282.59,105493.53,1833.05,44630.26,26798.59,363472.78,162967.16,782475.0,128.59,175.53,3.05,74.26,44.59,604.78,271.16,1301.96,411132.08,236703.85,330.55,8083.45,195883.93,784178.79,95234.46,1731543.0,684.08,393.85,0.55,13.45,325.93,1304.79,158.46,2881.11,230080.83,1022853.92,20842.68,0.0,52455.28,2595063.91,76393.11,3997686.0,382.83,1701.92,34.68,0.0,87.28,4317.91,127.11,6651.73,718494,1365049,23005,52713,275136,3742713,334594,6511704,1195.5,2271.3,38.28,87.71,457.8,6227.48,556.73,10834.8
600588,664,664,664,664,664,664,664,664,85383.76,80689.28,1865.84,30816.24,22350.24,234850.16,113404.56,569357.0,128.59,121.52,2.81,46.41,33.66,353.69,170.79,857.47,454229.12,273129.76,338.64,5584.24,153244.56,883571.52,91552.32,1861647.0,684.08,411.34,0.51,8.41,230.79,1330.68,137.88,2803.69,254199.12,984214.0,23027.52,0.0,57854.32,2485909.76,82276.24,3887479.0,382.83,1482.25,34.68,0.0,87.13,3743.84,123.91,5854.64,793811,1338032,25230,36400,233448,3604330,287232,6318483,1195.5,2015.11,38.0,54.82,351.58,5428.21,432.58,9515.8
600589,636,636,636,636,636,636,636,636,81783.24,73000.08,4254.84,44977.92,64757.52,237806.76,255970.92,762547.0,128.59,114.78,6.69,70.72,101.82,373.91,402.47,1198.98,435074.88,319348.32,769.56,8147.16,302615.16,988706.52,104641.08,2159300.0,684.08,502.12,1.21,12.81,475.81,1554.57,164.53,3395.13,243479.88,981182.64,22056.48,0.0,55452.84,2537970.72,77916.36,3918055.0,382.83,1542.74,34.68,0.0,87.19,3990.52,122.51,6160.47,760336,1373530,27079,53124,422824,3764482,438527,6839902,1195.5,2159.64,42.58,83.53,664.82,5919.0,689.51,10754.58
