agency_code,den_aig_elp,den_all_elp,den_as7_elp,den_bl7_elp,den_eds_elp,den_els_elp,den_fem_elp,den_hi7_elp,den_hms_elp,den_male_elp,den_mig_elp,den_mil_elp,den_neds_elp,den_nswd_elp,den_swd_elp,den_wh7_elp,pct_aig_elp,pct_all_elp,pct_as7_elp,pct_bl7_elp,pct_eds_elp,pct_els_elp,pct_fem_elp,pct_hi7_elp,pct_hms_elp,pct_male_elp,pct_mig_elp,pct_mil_elp,pct_neds_elp,pct_nswd_elp,pct_swd_elp,pct_wh7_elp
320388,,72.0,,,29.0,72.0,43.0,69.0,,29.0,,,43.0,70.0,,,,52.8,,,48.3,52.8,51.2,53.6,,55.2,,,55.8,52.9,,
320400,,79.0,,,44.0,79.0,38.0,72.0,,41.0,,,35.0,75.0,,,,58.2,,,56.8,58.2,50.0,59.7,,65.9,,,60.0,58.7,,
320701,,12.0,,,10.0,12.0,,10.0,,,,,,10.0,,,,41.7,,,40.0,41.7,,40.0,,,,,,40.0,,
32A000,,146.0,,,144.0,146.0,70.0,141.0,,76.0,,,,124.0,22.0,,,30.1,,,30.6,30.1,37.1,30.5,,23.7,,,,29.8,31.8,
32B000,,76.0,,,38.0,76.0,39.0,73.0,,37.0,,,38.0,66.0,10.0,,,32.9,,,31.6,32.9,33.3,32.9,,32.4,,,34.2,33.3,30.0,
32C000,,19.0,,,,19.0,11.0,18.0,,,,,14.0,19.0,,,,31.6,,,,31.6,36.4,33.3,,,,,35.7,31.6,,
32D000,,31.0,,,,31.0,13.0,28.0,,18.0,,,23.0,24.0,,,,45.2,,,,45.2,46.2,42.9,,44.4,,,47.8,41.7,,
32H000,,47.0,,,36.0,47.0,18.0,39.0,,29.0,,,11.0,43.0,,,,70.2,,,72.2,70.2,55.6,71.8,,79.3,,,63.6,72.1,,
32K000,,16.0,,,,16.0,,13.0,,10.0,,,,12.0,,,,25.0,,,,25.0,,30.8,,10.0,,,,25.0,,
32L000,,12.0,,,,12.0,,,,,,,,,,,,33.3,,,,33.3,,,,,,,,,,
32M000,,29.0,,,26.0,29.0,13.0,29.0,,16.0,,,,24.0,,,,34.5,,,38.5,34.5,23.1,34.5,,43.8,,,,29.2,,
32P000,,51.0,,,13.0,51.0,20.0,48.0,,31.0,,,38.0,44.0,,,,47.1,,,46.2,47.1,40.0,43.8,,51.6,,,47.4,45.5,,
32Q000,,88.0,,,15.0,88.0,46.0,86.0,,42.0,,,73.0,77.0,11.0,,,42.0,,,20.0,42.0,41.3,41.9,,42.9,,,46.6,46.8,9.1,
32R000,,17.0,,,,17.0,,15.0,,10.0,,,15.0,14.0,,,,41.2,,,,41.2,,46.7,,30.0,,,46.7,50.0,,
32S000,,70.0,,,38.0,70.0,31.0,69.0,,39.0,,,32.0,56.0,14.0,,,34.3,,,44.7,34.3,35.5,33.3,,33.3,,,21.9,41.1,7.1,
330304,,15.0,,,,15.0,,15.0,,,,,,13.0,,,,20.0,,,,20.0,,20.0,,,,,,15.4,,
330308,,54.0,,,11.0,54.0,25.0,54.0,,29.0,,,43.0,48.0,,,,42.6,,,45.5,42.6,48.0,42.6,,37.9,,,41.9,45.8,,
330312,,28.0,,,11.0,28.0,13.0,28.0,,15.0,,,17.0,25.0,,,,50.0,,,63.6,50.0,46.2,50.0,,53.3,,,41.2,56.0,,
330328,,11.0,,,,11.0,,11.0,,,,,,,,,,9.1,,,,9.1,,9.1,,,,,,,,
330334,,13.0,,,,13.0,,13.0,,,,,,13.0,,,,23.1,,,,23.1,,23.1,,,,,,23.1,,
330340,,18.0,,,,18.0,,18.0,,17.0,,,13.0,15.0,,,,5.6,,,,5.6,,5.6,,5.9,,,7.7,5.0,,
330344,,10.0,,,,10.0,,10.0,,,,,,,,,,20.0,,,,20.0,,20.0,,,,,,,,
330350,,22.0,,,,22.0,10.0,21.0,,12.0,,,14.0,20.0,,,,13.6,,,,13.6,10.0,9.5,,16.7,,,14.3,15.0,,
330354,,25.0,,,12.0,25.0,13.0,25.0,,12.0,,,13.0,23.0,,,,52.0,,,50.0,52.0,53.8,52.0,,50.0,,,53.8,52.2,,
330358,,13.0,,,,13.0,,13.0,,,,,,10.0,,,,7.7,,,,7.7,,7.7,,,,,,10.0,,
330360,,25.0,,,13.0,25.0,10.0,25.0,,15.0,,,12.0,23.0,,,,24.0,,,15.4,24.0,20.0,24.0,,26.7,,,33.3,26.1,,
33A000,,34.0,,,26.0,34.0,13.0,28.0,,21.0,,,,31.0,,,,14.7,,,19.2,14.7,23.1,14.3,,9.5,,,,12.9,,
340308,,105.0,,,84.0,105.0,55.0,102.0,,50.0,,,21.0,95.0,10.0,,,31.4,,,33.3,31.4,29.1,31.4,,34.0,,,23.8,33.7,10.0,
340311,,18.0,,,12.0,18.0,,16.0,,12.0,,,,14.0,,,,33.3,,,25.0,33.3,,37.5,,41.7,,,,35.7,,
340314,,80.0,,,45.0,80.0,32.0,72.0,,48.0,,,35.0,68.0,12.0,,,45.0,,,46.7,45.0,46.9,45.8,,43.8,,,42.9,47.1,33.3,
340320,,85.0,12.0,,60.0,85.0,41.0,59.0,,44.0,,,25.0,75.0,10.0,,,58.8,58.3,,61.7,58.8,65.9,54.2,,52.3,,,52.0,64.0,20.0,
340326,,23.0,,,15.0,23.0,12.0,15.0,,11.0,,,,16.0,,,,56.5,,,60.0,56.5,50.0,53.3,,63.6,,,,68.8,,
340330,,74.0,,,47.0,74.0,31.0,72.0,,43.0,,,27.0,56.0,18.0,,,9.5,,,10.6,9.5,16.1,8.3,,5.0,,,7.4,12.5,5.0,
340334,,16.0,,,13.0,16.0,,11.0,,13.0,,,,12.0,,,,37.5,,,46.2,37.5,,18.2,,38.5,,,,41.7,,
340336,,25.0,,,11.0,25.0,13.0,25.0,,12.0,,,14.0,,25.0,,,20.0,,,9.1,20.0,15.4,20.0,,25.0,,,28.6,,20.0,
340348,,22.0,,,13.0,22.0,12.0,19.0,,10.0,,,,20.0,,,,59.1,,,61.5,59.1,41.7,52.6,,80.0,,,,60.0,,
340350,,80.0,13.0,,68.0,80.0,31.0,62.0,,49.0,,,12.0,49.0,31.0,,,16.3,30.8,,16.2,16.3,22.6,14.5,,12.2,,,16.7,22.4,6.5,
340364,,105.0,,,69.0,105.0,50.0,102.0,,55.0,,,36.0,74.0,31.0,,,17.1,,,20.3,17.1,24.0,16.7,,10.9,,,11.1,21.6,6.5,
340366,,97.0,,,58.0,97.0,35.0,91.0,,62.0,,,39.0,68.0,29.0,,,5.2,,,5.0,5.2,8.6,5.0,,5.0,,,7.7,7.4,5.0,
340368,,197.0,,,141.0,197.0,99.0,190.0,,98.0,,,56.0,178.0,19.0,,,43.7,,,36.2,43.7,55.6,43.2,,31.6,,,62.5,48.3,5.0,
340372,,133.0,,,77.0,133.0,60.0,125.0,,73.0,,,56.0,107.0,26.0,,,5.0,,,5.0,5.0,5.0,5.0,,5.5,,,7.1,5.6,5.0,
340376,,288.0,,,197.0,288.0,134.0,284.0,,154.0,,,91.0,276.0,12.0,,,42.0,,,42.6,42.0,42.5,41.9,,41.6,,,40.7,42.4,33.3,
340380,,128.0,,,70.0,128.0,66.0,124.0,,62.0,,,58.0,117.0,11.0,,,45.3,,,42.9,45.3,47.0,43.5,,43.5,,,48.3,48.7,9.1,
340382,,206.0,,,157.0,206.0,88.0,198.0,,118.0,,,49.0,172.0,34.0,,,5.3,,,5.7,5.3,5.7,5.1,,5.1,,,5.0,5.8,5.0,
340384,,179.0,,,95.0,179.0,83.0,171.0,,96.0,,,84.0,156.0,23.0,,,38.5,,,33.7,38.5,43.4,38.0,,34.4,,,44.0,41.0,21.7,
340385,,14.0,,,10.0,14.0,,14.0,,13.0,,,,10.0,,,,5.0,,,5.0,5.0,,5.0,,5.0,,,,5.0,,
340390,,215.0,,,132.0,215.0,97.0,213.0,,118.0,,,83.0,200.0,15.0,,,34.4,,,31.8,34.4,40.2,34.3,,29.7,,,38.6,35.5,20.0,
340392,,38.0,,,37.0,38.0,12.0,33.0,,26.0,,,,29.0,,,,5.0,,,5.0,5.0,5.0,5.0,,5.0,,,,5.0,,
340400,,46.0,,,23.0,46.0,19.0,43.0,,27.0,,,23.0,40.0,,,,47.8,,,43.5,47.8,42.1,46.5,,51.9,,,52.2,47.5,,
340403,,20.0,,,17.0,20.0,10.0,,,10.0,,,,15.0,,,,55.0,,,58.8,55.0,60.0,,,50.0,,,,66.7,,
340406,,46.0,,,31.0,46.0,17.0,28.0,,29.0,,,15.0,35.0,11.0,,,19.6,,,22.6,19.6,23.5,5.0,,17.2,,,13.3,25.7,5.0,
340416,,194.0,,,79.0,194.0,93.0,190.0,,101.0,,,115.0,152.0,42.0,,,46.9,,,48.1,46.9,49.5,46.8,,44.6,,,46.1,49.3,38.1,
340420,,44.0,,,31.0,44.0,19.0,41.0,,25.0,,,13.0,30.0,14.0,,,20.5,,,12.9,20.5,26.3,19.5,,16.0,,,38.5,23.3,14.3,
340424,,26.0,,,21.0,26.0,20.0,26.0,,,,,,26.0,,,,38.5,,,28.6,38.5,35.0,38.5,,,,,,38.5,,
340426,,56.0,,,21.0,56.0,28.0,50.0,,28.0,,,35.0,49.0,,,,62.5,,,47.6,62.5,71.4,64.0,,53.6,,,71.4,65.3,,
340428,,172.0,,,83.0,172.0,58.0,167.0,,114.0,,,89.0,155.0,17.0,,,52.9,,,55.4,52.9,53.4,52.1,,52.6,,,50.6,54.2,41.2,
340430,,132.0,10.0,,81.0,132.0,56.0,117.0,,76.0,,,51.0,111.0,21.0,,,42.4,60.0,,39.5,42.4,33.9,41.0,,48.7,,,47.1,43.2,38.1,
340436,,14.0,,,14.0,14.0,,13.0,,,,,,,14.0,,,21.4,,,21.4,21.4,,23.1,,,,,,,21.4,
340440,,36.0,14.0,,15.0,36.0,15.0,,,21.0,,,21.0,29.0,,14.0,,80.6,64.3,,86.7,80.6,80.0,,,81.0,,,76.2,82.8,,85.7
340442,,24.0,,,18.0,24.0,,15.0,,15.0,,,,15.0,,,,16.7,,,16.7,16.7,,6.7,,13.3,,,,26.7,,
340448,,163.0,,,92.0,163.0,71.0,162.0,,92.0,,,71.0,125.0,38.0,,,46.6,,,38.0,46.6,53.5,46.9,,41.3,,,57.7,53.6,23.7,
340452,,64.0,,,46.0,64.0,34.0,60.0,,30.0,,,18.0,41.0,23.0,,,12.5,,,6.5,12.5,11.8,13.3,,13.3,,,27.8,19.5,5.0,
340453,,26.0,,,17.0,26.0,11.0,14.0,,15.0,,,,22.0,,,,46.2,,,47.1,46.2,45.5,50.0,,46.7,,,,50.0,,
340454,,72.0,,,56.0,72.0,35.0,65.0,,37.0,,,16.0,53.0,19.0,,,15.3,,,12.5,15.3,14.3,12.3,,16.2,,,25.0,18.9,5.3,
340457,,101.0,13.0,,87.0,101.0,42.0,82.0,,59.0,,,14.0,80.0,21.0,,,46.5,53.8,,44.8,46.5,52.4,46.3,,42.4,,,57.1,53.8,19.0,
340460,,114.0,,,43.0,114.0,58.0,108.0,,56.0,,,71.0,98.0,16.0,,,11.4,,,11.6,11.4,13.8,11.1,,8.9,,,11.3,12.2,6.3,
340462,,115.0,,,82.0,115.0,47.0,111.0,,68.0,,,33.0,100.0,15.0,,,45.2,,,40.2,45.2,51.1,45.0,,41.2,,,57.6,45.0,46.7,
340464,,102.0,,,46.0,102.0,39.0,93.0,,63.0,,,56.0,81.0,21.0,,,5.0,,,5.0,5.0,5.1,5.0,,5.0,,,5.0,5.0,5.0,
340472,,30.0,,,29.0,30.0,14.0,25.0,,16.0,,,,25.0,,,,33.3,,,34.5,33.3,42.9,36.0,,25.0,,,,36.0,,
340476,,192.0,,,108.0,192.0,84.0,185.0,,108.0,,,84.0,154.0,38.0,,,56.3,,,52.8,56.3,58.3,55.7,,54.6,,,60.7,57.1,52.6,
340480,,27.0,,,24.0,27.0,11.0,26.0,,16.0,,,,19.0,,,,14.8,,,16.7,14.8,18.2,15.4,,12.5,,,,21.1,,
340486,,248.0,,,137.0,248.0,106.0,229.0,,142.0,,,111.0,205.0,43.0,,,12.5,,,10.9,12.5,15.1,10.9,,10.6,,,14.4,14.1,5.0,
340488,,60.0,,,39.0,60.0,32.0,60.0,,28.0,,,21.0,54.0,,,,18.3,,,17.9,18.3,12.5,18.3,,25.0,,,19.0,16.7,,
340490,,73.0,,,53.0,73.0,35.0,70.0,,38.0,,,20.0,68.0,,,,39.7,,,37.7,39.7,28.6,37.1,,50.0,,,45.0,36.8,,
340492,,100.0,,,71.0,100.0,40.0,96.0,,60.0,,,29.0,78.0,22.0,,,5.0,,,5.0,5.0,5.0,5.0,,5.0,,,5.0,5.0,5.0,
340494,,25.0,,,23.0,25.0,13.0,23.0,,12.0,,,,18.0,,,,48.0,,,43.5,48.0,53.8,43.5,,41.7,,,,44.4,,
340495,,40.0,,,29.0,40.0,16.0,29.0,,24.0,,,11.0,32.0,,,,35.0,,,27.6,35.0,31.3,34.5,,37.5,,,54.5,43.8,,
340496,,148.0,24.0,,117.0,148.0,66.0,108.0,,82.0,,,31.0,124.0,24.0,,,17.6,20.8,,16.2,17.6,18.2,13.0,,17.1,,,22.6,19.4,8.3,
340504,,80.0,,,69.0,80.0,35.0,74.0,,45.0,,,11.0,62.0,18.0,,,48.8,,,46.4,48.8,51.4,45.9,,46.7,,,63.6,56.5,22.2,
340508,,75.0,,,62.0,75.0,32.0,69.0,,43.0,,,13.0,62.0,13.0,,,52.0,,,50.0,52.0,43.8,49.3,,58.1,,,61.5,53.2,46.2,
340514,,73.0,,,38.0,73.0,33.0,69.0,,40.0,,,35.0,61.0,12.0,,,41.1,,,36.8,41.1,33.3,42.0,,47.5,,,45.7,44.3,25.0,
340516,,89.0,,,72.0,89.0,48.0,81.0,,41.0,,,17.0,62.0,27.0,,,6.7,,,5.6,6.7,10.4,5.0,,5.0,,,11.8,9.7,5.0,
340520,,92.0,28.0,,57.0,92.0,44.0,60.0,,48.0,,,35.0,70.0,22.0,,,62.0,64.3,,59.6,62.0,70.5,60.0,,54.2,,,65.7,68.6,40.9,
340528,,24.0,,,19.0,24.0,11.0,19.0,,13.0,,,,13.0,11.0,,,33.3,,,31.6,33.3,36.4,31.6,,30.8,,,,53.8,9.1,
340530,,78.0,,,47.0,78.0,31.0,72.0,,47.0,,,31.0,67.0,11.0,,,47.4,,,48.9,47.4,61.3,45.8,,38.3,,,45.2,50.7,27.3,
340532,,56.0,,,52.0,56.0,21.0,55.0,,35.0,,,,43.0,13.0,,,23.2,,,25.0,23.2,19.0,23.6,,25.7,,,,27.9,7.7,
340536,,34.0,11.0,,16.0,34.0,18.0,18.0,,16.0,,,18.0,27.0,,,,55.9,54.5,,62.5,55.9,55.6,55.6,,56.3,,,50.0,66.7,,
340540,,42.0,,,22.0,42.0,19.0,37.0,,23.0,,,20.0,38.0,,,,40.5,,,54.5,40.5,42.1,43.2,,39.1,,,25.0,44.7,,
340542,,31.0,,,19.0,31.0,14.0,31.0,,17.0,,,12.0,22.0,,,,38.7,,,31.6,38.7,35.7,38.7,,41.2,,,50.0,45.5,,
340544,,28.0,,,27.0,28.0,10.0,26.0,,18.0,,,,18.0,10.0,,,14.3,,,11.1,14.3,20.0,11.5,,11.1,,,,22.2,5.0,
340548,,84.0,,,73.0,84.0,40.0,72.0,,44.0,,,11.0,62.0,22.0,,,29.8,,,30.1,29.8,30.0,31.9,,29.5,,,27.3,35.5,13.6,
340556,,95.0,12.0,,75.0,95.0,32.0,74.0,,63.0,,,20.0,71.0,24.0,,,20.0,25.0,,18.7,20.0,18.8,13.5,,20.6,,,25.0,19.7,20.8,
340564,,76.0,,,51.0,76.0,32.0,61.0,,44.0,,,25.0,56.0,20.0,,,21.1,,,21.6,21.1,15.6,18.0,,25.0,,,20.0,26.8,5.0,
340568,,34.0,,,30.0,34.0,20.0,33.0,,14.0,,,,23.0,11.0,,,14.7,,,10.0,14.7,25.0,15.2,,5.0,,,,13.0,18.2,
34B000,,47.0,,,24.0,47.0,22.0,46.0,,25.0,,,23.0,37.0,10.0,,,36.2,,,41.7,36.2,36.4,37.0,,36.0,,,30.4,40.5,20.0,
34D000,,115.0,,,87.0,115.0,54.0,112.0,,61.0,,,28.0,103.0,12.0,,,33.0,,,31.0,33.0,42.6,33.0,,24.6,,,39.3,34.0,25.0,
34F000,,134.0,,,122.0,134.0,57.0,132.0,,77.0,,,12.0,103.0,31.0,,,56.0,,,57.4,56.0,50.9,56.1,,59.7,,,41.7,61.2,38.7,
34Z000,,72.0,,,,72.0,37.0,69.0,,35.0,,,71.0,67.0,,,,44.4,,,,44.4,35.1,42.0,,54.3,,,43.7,44.8,,
350304,,82.0,,,72.0,82.0,36.0,78.0,,46.0,,,10.0,73.0,,,,51.2,,,48.6,51.2,41.7,50.0,,58.7,,,70.0,54.8,,
350308,,22.0,,,17.0,22.0,,21.0,,14.0,,,,11.0,11.0,,,13.6,,,11.8,13.6,,14.3,,14.3,,,,18.2,9.1,
350310,,15.0,,,15.0,15.0,,15.0,,10.0,,,,10.0,,,,5.0,,,5.0,5.0,,5.0,,5.0,,,,5.0,,
350312,,18.0,,,13.0,18.0,,14.0,,13.0,,,,12.0,,,,5.0,,,5.0,5.0,,5.0,,5.0,,,,5.0,,
350316,,51.0,,,48.0,51.0,28.0,49.0,,23.0,,,,46.0,,,,54.9,,,54.2,54.9,53.6,53.1,,56.5,,,,60.9,,
350318,,39.0,,,32.0,39.0,12.0,31.0,,27.0,,,,37.0,,,,48.7,,,43.8,48.7,41.7,41.9,,51.9,,,,51.4,,
350321,,29.0,,,22.0,29.0,10.0,26.0,,19.0,,,,20.0,,,,17.2,,,18.2,17.2,40.0,15.4,,5.3,,,,25.0,,
350324,,11.0,,,11.0,11.0,,,,,,,,11.0,,,,5.0,,,5.0,5.0,,,,,,,,5.0,,
350331,,33.0,,,29.0,33.0,10.0,24.0,,23.0,,,,29.0,,,,60.6,,,62.1,60.6,60.0,62.5,,60.9,,,,65.5,,
350332,,61.0,,,59.0,61.0,28.0,58.0,,33.0,,,,56.0,,,,52.5,,,52.5,52.5,46.4,50.0,,57.6,,,,53.6,,
350336,,15.0,,,14.0,15.0,,14.0,,,,,,11.0,,,,5.0,,,5.0,5.0,,5.0,,,,,,5.0,,
350338,,11.0,,,11.0,11.0,,11.0,,,,,,,,,,5.0,,,5.0,5.0,,5.0,,,,,,,,
350339,,33.0,,,32.0,33.0,15.0,33.0,,18.0,,,,30.0,,,,51.5,,,50.0,51.5,66.7,51.5,,38.9,,,,53.3,,
350340,,23.0,,,19.0,23.0,11.0,13.0,,12.0,,,,21.0,,,,65.2,,,68.4,65.2,63.6,46.2,,66.7,,,,71.4,,
360310,,62.0,,,43.0,62.0,28.0,55.0,,34.0,,,19.0,49.0,13.0,,,19.4,,,23.3,19.4,28.6,16.4,,11.8,,,10.5,24.5,5.0,
360320,,20.0,,,13.0,20.0,12.0,12.0,,,,,,13.0,,,,55.0,,,61.5,55.0,66.7,41.7,,,,,,61.5,,
360324,,10.0,,,,10.0,,,,,,,,,,,,20.0,,,,20.0,,,,,,,,,,
360332,,32.0,,,15.0,32.0,14.0,32.0,,18.0,,,17.0,25.0,,,,34.4,,,33.3,34.4,50.0,34.4,,22.2,,,35.3,44.0,,
360336,,18.0,,,15.0,18.0,,18.0,,,,,,15.0,,,,16.7,,,6.7,16.7,,16.7,,,,,,20.0,,
360338,,16.0,,,,16.0,,15.0,,,,,,11.0,,,,56.3,,,,56.3,,53.3,,,,,,63.6,,
360340,,33.0,,,16.0,33.0,12.0,31.0,,21.0,,,17.0,31.0,,,,36.4,,,18.8,36.4,41.7,35.5,,33.3,,,52.9,38.7,,
360344,,42.0,,,22.0,42.0,22.0,37.0,,20.0,,,20.0,37.0,,,,40.5,,,40.9,40.5,36.4,45.9,,45.0,,,40.0,45.9,,
360348,,31.0,,,27.0,31.0,13.0,30.0,,18.0,,,,21.0,10.0,,,58.1,,,63.0,58.1,61.5,60.0,,55.6,,,,66.7,40.0,
360352,,24.0,,,10.0,24.0,,23.0,,15.0,,,14.0,21.0,,,,54.2,,,50.0,54.2,,52.2,,60.0,,,57.1,57.1,,
360364,,10.0,,,,10.0,,10.0,,,,,,,,,,70.0,,,,70.0,,70.0,,,,,,,,
360378,,23.0,,,16.0,23.0,,18.0,,16.0,,,,14.0,,,,5.0,,,5.0,5.0,,5.0,,5.0,,,,5.0,,
360390,,11.0,,,10.0,11.0,,,,,,,,,,,,5.0,,,5.0,5.0,,,,,,,,,,
360392,,60.0,,,28.0,60.0,29.0,60.0,,31.0,,,32.0,56.0,,,,36.7,,,32.1,36.7,34.5,36.7,,38.7,,,40.6,39.3,,
360396,,30.0,,,17.0,30.0,14.0,25.0,,15.0,,,13.0,26.0,,,,16.7,,,17.6,16.7,21.4,16.0,,13.3,,,15.4,19.2,,
360400,,71.0,,,23.0,71.0,31.0,65.0,,40.0,,,48.0,59.0,12.0,,,59.2,,,56.5,59.2,45.2,58.5,,70.0,,,60.4,57.6,66.7,
360408,,34.0,,,16.0,34.0,17.0,33.0,,17.0,,,18.0,25.0,,,,11.8,,,5.0,11.8,11.8,12.1,,11.8,,,22.2,16.0,,
360426,,49.0,,,45.0,49.0,15.0,41.0,,34.0,,,,31.0,18.0,,,26.5,,,28.9,26.5,26.7,24.4,,26.5,,,,41.9,5.0,
360428,,65.0,,,50.0,65.0,27.0,60.0,,38.0,,,15.0,43.0,22.0,,,13.8,,,16.0,13.8,11.1,13.3,,15.8,,,6.7,18.6,5.0,
360432,,11.0,,,10.0,11.0,,10.0,,,,,,,,,,54.5,,,50.0,54.5,,50.0,,,,,,,,
360436,,17.0,,,,17.0,11.0,16.0,,,,,12.0,12.0,,,,5.9,,,,5.9,5.0,6.3,,,,,8.3,8.3,,
360438,,50.0,,,33.0,50.0,26.0,42.0,,24.0,,,17.0,45.0,,,,46.0,,,33.3,46.0,46.2,45.2,,45.8,,,70.6,48.9,,
360440,,44.0,,,40.0,44.0,30.0,41.0,,14.0,,,,34.0,10.0,,,47.7,,,47.5,47.7,50.0,43.9,,42.9,,,,55.9,20.0,
360456,,14.0,,,12.0,14.0,,12.0,,,,,,,,,,7.1,,,8.3,7.1,,8.3,,,,,,,,
360464,,10.0,,,,10.0,,,,,,,,,,,,60.0,,,,60.0,,,,,,,,,,
360468,,61.0,,,31.0,61.0,28.0,56.0,,33.0,,,30.0,53.0,,,,57.4,,,61.3,57.4,53.6,57.1,,60.6,,,53.3,62.3,,
360470,,38.0,,,27.0,38.0,13.0,37.0,,25.0,,,11.0,28.0,10.0,,,7.9,,,7.4,7.9,7.7,8.1,,8.0,,,9.1,10.7,5.0,
360478,,18.0,,,13.0,18.0,,15.0,,12.0,,,,16.0,,,,61.1,,,69.2,61.1,,66.7,,66.7,,,,62.5,,
360480,,90.0,,,35.0,90.0,38.0,81.0,,52.0,,,55.0,80.0,10.0,,,33.3,,,28.6,33.3,34.2,34.6,,32.7,,,36.4,33.8,30.0,
360482,,13.0,,,,13.0,10.0,12.0,,,,,,,,,,69.2,,,,69.2,80.0,66.7,,,,,,,,
360488,,10.0,,,,10.0,,,,,,,,,,,,60.0,,,,60.0,,,,,,,,,,
360490,,65.0,,,57.0,65.0,28.0,57.0,,37.0,,,,55.0,10.0,,,46.2,,,47.4,46.2,46.4,45.6,,45.9,,,,43.6,60.0,
360492,,90.0,,,41.0,90.0,44.0,86.0,,46.0,,,49.0,81.0,,,,45.6,,,29.3,45.6,50.0,43.0,,41.3,,,59.2,48.1,,
360494,,13.0,,,,13.0,,,,,,,,,,,,15.4,,,,15.4,,,,,,,,,,
360498,,61.0,,,27.0,61.0,22.0,60.0,,39.0,,,34.0,43.0,18.0,,,11.5,,,7.4,11.5,9.1,11.7,,12.8,,,14.7,16.3,5.0,
360499,,13.0,,,,13.0,,11.0,,,,,11.0,12.0,,,,76.9,,,,76.9,,81.8,,,,,72.7,75.0,,
360510,,20.0,,,13.0,20.0,,15.0,,12.0,,,,19.0,,,,75.0,,,84.6,75.0,,73.3,,58.3,,,,78.9,,
360514,,20.0,,,16.0,20.0,10.0,20.0,,10.0,,,,14.0,,,,5.0,,,6.3,5.0,10.0,5.0,,5.0,,,,7.1,,
360520,,49.0,,,17.0,49.0,24.0,47.0,,25.0,,,32.0,44.0,,,,40.8,,,35.3,40.8,50.0,42.6,,32.0,,,43.8,43.2,,
360526,,35.0,,,17.0,35.0,16.0,35.0,,19.0,,,18.0,23.0,12.0,,,5.0,,,5.0,5.0,6.3,5.0,,5.0,,,5.6,5.0,5.0,
36B000,,31.0,,,,31.0,,25.0,,22.0,,,25.0,23.0,,,,48.4,,,,48.4,,52.0,,45.5,,,52.0,60.9,,
380306,,11.0,,,10.0,11.0,,10.0,,,,,,11.0,,,,63.6,,,70.0,63.6,,60.0,,,,,,63.6,,
390309,,43.0,,,34.0,43.0,22.0,42.0,,21.0,,,,29.0,14.0,,,11.6,,,8.8,11.6,18.2,11.9,,5.0,,,,17.2,5.0,
390311,,61.0,,,55.0,61.0,30.0,57.0,,31.0,,,,56.0,,,,63.9,,,63.6,63.9,63.3,61.4,,64.5,,,,64.3,,
390312,,18.0,,,14.0,18.0,10.0,15.0,,,,,,17.0,,,,55.6,,,57.1,55.6,50.0,53.3,,,,,,58.8,,
390316,,39.0,,,37.0,39.0,17.0,39.0,,22.0,,,,31.0,,,,56.4,,,56.8,56.4,58.8,56.4,,54.5,,,,51.6,,
390320,,13.0,,,10.0,13.0,,13.0,,,,,,,,,,23.1,,,20.0,23.1,,23.1,,,,,,,,
390322,,59.0,,,50.0,59.0,19.0,56.0,,40.0,,,,33.0,26.0,,,16.9,,,16.0,16.9,21.1,17.9,,15.0,,,,24.2,7.7,
390324,,13.0,,,11.0,13.0,,12.0,,,,,,,,,,46.2,,,45.5,46.2,,41.7,,,,,,,,
390333,,11.0,,,11.0,11.0,,,,,,,,,,,,72.7,,,72.7,72.7,,,,,,,,,,
390334,,13.0,,,,13.0,,10.0,,,,,,11.0,,,,23.1,,,,23.1,,10.0,,,,,,27.3,,
390352,,11.0,,,,11.0,,11.0,,,,,,,,,,27.3,,,,27.3,,27.3,,,,,,,,
390362,,16.0,,,14.0,16.0,,15.0,,11.0,,,,10.0,,,,50.0,,,42.9,50.0,,46.7,,45.5,,,,80.0,,
390364,,54.0,,,50.0,54.0,30.0,44.0,,24.0,,,,44.0,10.0,,,68.5,,,68.0,68.5,73.3,68.2,,62.5,,,,77.3,30.0,
390368,,14.0,,,12.0,14.0,,14.0,,,,,,13.0,,,,78.6,,,75.0,78.6,,78.6,,,,,,76.9,,
400308,,53.0,,,34.0,53.0,20.0,52.0,,33.0,,,19.0,36.0,17.0,,,5.7,,,8.8,5.7,5.0,5.8,,6.1,,,5.0,8.3,5.0,
400312,,38.0,,,29.0,38.0,14.0,38.0,,24.0,,,,28.0,10.0,,,5.3,,,6.9,5.3,7.1,5.3,,5.0,,,,7.1,5.0,
400318,,69.0,,,55.0,69.0,27.0,69.0,,42.0,,,14.0,59.0,10.0,,,69.6,,,70.9,69.6,70.4,69.6,,69.0,,,64.3,76.3,30.0,
400321,,35.0,,,27.0,35.0,17.0,34.0,,18.0,,,,34.0,,,,60.0,,,63.0,60.0,58.8,58.8,,61.1,,,,58.8,,
400332,,106.0,,,86.0,106.0,53.0,105.0,,53.0,,,20.0,99.0,,,,36.8,,,39.5,36.8,39.6,36.2,,34.0,,,25.0,39.4,,
410307,,92.0,11.0,,40.0,92.0,35.0,74.0,,57.0,,,52.0,74.0,18.0,,,46.7,45.5,,55.0,46.7,51.4,44.6,,43.9,,,40.4,52.7,22.2,
410310,,144.0,73.0,,76.0,144.0,54.0,68.0,,90.0,,,68.0,128.0,16.0,,,44.4,41.1,,38.2,44.4,42.6,48.5,,45.6,,,51.5,45.3,37.5,
