agency_code,den_aig_elp,den_all_elp,den_as7_elp,den_bl7_elp,den_eds_elp,den_els_elp,den_fem_elp,den_hi7_elp,den_hms_elp,den_male_elp,den_mig_elp,den_mil_elp,den_neds_elp,den_nswd_elp,den_swd_elp,den_wh7_elp,pct_aig_elp,pct_all_elp,pct_as7_elp,pct_bl7_elp,pct_eds_elp,pct_els_elp,pct_fem_elp,pct_hi7_elp,pct_hms_elp,pct_male_elp,pct_mig_elp,pct_mil_elp,pct_neds_elp,pct_nswd_elp,pct_swd_elp,pct_wh7_elp
470346,,56.0,,,40.0,56.0,19.0,52.0,,37.0,,,16.0,51.0,,,,46.4,,,47.5,46.4,63.2,42.3,,37.8,,,43.8,49.0,,
470441,,31.0,,,30.0,31.0,15.0,29.0,,16.0,,,,25.0,,,,41.9,,,43.3,41.9,53.3,44.8,,31.3,,,,48.0,,
470442,,23.0,,,18.0,23.0,,19.0,,15.0,,,,14.0,,,,13.0,,,16.7,13.0,,15.8,,13.3,,,,21.4,,
480306,,10.0,,,,10.0,,10.0,,,,,,,,,,40.0,,,,40.0,,40.0,,,,,,,,
480316,,12.0,,,11.0,12.0,,12.0,,,,,,11.0,,,,58.3,,,54.5,58.3,,58.3,,,,,,63.6,,
490308,,11.0,,,,11.0,,,,,,,,,,,,45.5,,,,45.5,,,,,,,,,,
490312,,21.0,,,17.0,21.0,,15.0,,16.0,,,,17.0,,,,38.1,,,35.3,38.1,,40.0,,31.3,,,,35.3,,
490316,,12.0,,,11.0,12.0,,12.0,,,,,,12.0,,,,33.3,,,27.3,33.3,,33.3,,,,,,33.3,,
490318,,27.0,11.0,,,27.0,12.0,13.0,,15.0,,,18.0,26.0,,,,74.1,90.9,,,74.1,75.0,53.8,,73.3,,,77.8,73.1,,
490319,,38.0,,,31.0,38.0,19.0,30.0,,19.0,,,,36.0,,,,44.7,,,45.2,44.7,42.1,53.3,,47.4,,,,44.4,,
490324,,34.0,,,31.0,34.0,22.0,34.0,,12.0,,,,30.0,,,,64.7,,,64.5,64.7,59.1,64.7,,75.0,,,,63.3,,
490326,,117.0,,,96.0,117.0,48.0,101.0,,69.0,,,21.0,101.0,16.0,,,51.3,,,52.1,51.3,50.0,50.5,,52.2,,,47.6,55.4,25.0,
490327,,39.0,,,30.0,39.0,16.0,31.0,,23.0,,,,29.0,10.0,,,10.3,,,5.0,10.3,12.5,6.5,,8.7,,,,10.3,10.0,
490332,,36.0,,,33.0,36.0,14.0,36.0,,22.0,,,,34.0,,,,66.7,,,69.7,66.7,71.4,66.7,,63.6,,,,67.6,,
490335,,30.0,,,10.0,30.0,,23.0,,21.0,,,20.0,18.0,12.0,,,40.0,,,10.0,40.0,,30.4,,23.8,,,55.0,55.6,16.7,
490336,,25.0,,,,25.0,,,,19.0,,,21.0,25.0,,,,68.0,,,,68.0,,,,63.2,,,71.4,68.0,,
490337,,23.0,,,12.0,23.0,11.0,17.0,,12.0,,,11.0,22.0,,,,73.9,,,75.0,73.9,81.8,76.5,,66.7,,,72.7,72.7,,
490345,,54.0,,,50.0,54.0,24.0,52.0,,30.0,,,,51.0,,,,38.9,,,38.0,38.9,50.0,36.5,,30.0,,,,41.2,,
490346,,42.0,,,31.0,42.0,19.0,41.0,,23.0,,,11.0,33.0,,,,11.9,,,6.5,11.9,15.8,12.2,,8.7,,,27.3,15.2,,
490348,,23.0,,,21.0,23.0,,19.0,,16.0,,,,21.0,,,,69.6,,,66.7,69.6,,63.2,,68.8,,,,71.4,,
490349,,21.0,,,21.0,21.0,,21.0,,15.0,,,,10.0,11.0,,,5.0,,,5.0,5.0,,5.0,,6.7,,,,10.0,5.0,
490352,,33.0,,,30.0,33.0,17.0,28.0,,16.0,,,,26.0,,,,9.1,,,10.0,9.1,5.9,10.7,,12.5,,,,11.5,,
490354,,66.0,,,51.0,66.0,25.0,57.0,,41.0,,,15.0,54.0,12.0,,,10.6,,,7.8,10.6,5.0,10.5,,14.6,,,20.0,11.1,8.3,
490356,,10.0,,,,10.0,,,,,,,,,,,,50.0,,,,50.0,,,,,,,,,,
490360,,12.0,,,10.0,12.0,,10.0,,,,,,11.0,,,,41.7,,,40.0,41.7,,30.0,,,,,,36.4,,
490362,,36.0,,,17.0,36.0,20.0,27.0,,16.0,,,19.0,33.0,,,,27.8,,,23.5,27.8,30.0,22.2,,25.0,,,31.6,27.3,,
490363,,84.0,,,74.0,84.0,36.0,77.0,,48.0,,,10.0,68.0,16.0,,,56.0,,,54.1,56.0,44.4,54.5,,64.6,,,70.0,57.4,50.0,
490364,,53.0,,,47.0,53.0,20.0,49.0,,33.0,,,,43.0,10.0,,,37.7,,,29.8,37.7,35.0,34.7,,39.4,,,,37.2,40.0,
490368,,28.0,,,26.0,28.0,11.0,28.0,,17.0,,,,23.0,,,,53.6,,,50.0,53.6,54.5,53.6,,52.9,,,,60.9,,
490380,,29.0,,,20.0,29.0,11.0,21.0,,18.0,,,,23.0,,,,13.8,,,5.0,13.8,27.3,9.5,,5.6,,,,13.0,,
490384,,27.0,,,25.0,27.0,11.0,19.0,,16.0,,,,17.0,10.0,,,11.1,,,8.0,11.1,9.1,10.5,,12.5,,,,17.6,5.0,
490390,,11.0,,,,11.0,,,,,,,,,,,,54.5,,,,54.5,,,,,,,,,,
491303,,27.0,,,16.0,27.0,15.0,19.0,,12.0,,,11.0,24.0,,,,22.2,,,12.5,22.2,33.3,21.1,,8.3,,,36.4,25.0,,
491306,,26.0,,,16.0,26.0,10.0,23.0,,16.0,,,10.0,13.0,13.0,,,50.0,,,37.5,50.0,60.0,43.5,,43.8,,,70.0,61.5,38.5,
491308,,26.0,,,21.0,26.0,,19.0,,17.0,,,,14.0,12.0,,,7.7,,,5.0,7.7,,5.3,,5.0,,,,7.1,8.3,
491312,,46.0,,,31.0,46.0,17.0,36.0,,29.0,,,15.0,35.0,11.0,,,19.6,,,16.1,19.6,23.5,16.7,,17.2,,,26.7,25.7,5.0,
491316,,34.0,,,24.0,34.0,17.0,23.0,,17.0,,,10.0,30.0,,,,38.2,,,33.3,38.2,41.2,30.4,,35.3,,,50.0,40.0,,
491318,,17.0,,,,17.0,,,,,,,,11.0,,,,52.9,,,,52.9,,,,,,,,36.4,,
491320,,36.0,,,29.0,36.0,19.0,29.0,,17.0,,,,32.0,,,,50.0,,,62.1,50.0,47.4,55.2,,52.9,,,,50.0,,
49F000,,20.0,,,,20.0,10.0,,,10.0,,,16.0,18.0,,,,50.0,,,,50.0,40.0,,,60.0,,,43.8,50.0,,
49G000,,20.0,,,11.0,20.0,14.0,18.0,,,,,,17.0,,,,40.0,,,36.4,40.0,28.6,38.9,,,,,,41.2,,
500304,,52.0,,,46.0,52.0,21.0,48.0,,31.0,,,,43.0,,,,53.8,,,52.2,53.8,66.7,52.1,,45.2,,,,60.5,,
500314,,30.0,,,30.0,30.0,16.0,30.0,,14.0,,,,22.0,,,,36.7,,,36.7,36.7,43.8,36.7,,28.6,,,,40.9,,
500316,,17.0,,,,17.0,,17.0,,11.0,,,12.0,15.0,,,,35.3,,,,35.3,,35.3,,45.5,,,33.3,26.7,,
500332,,10.0,,,,10.0,,,,,,,,,,,,50.0,,,,50.0,,,,,,,,,,
500340,,13.0,,,11.0,13.0,,13.0,,10.0,,,,,,,,46.2,,,36.4,46.2,,46.2,,40.0,,,,,,
50A000,,21.0,,,,21.0,,17.0,,14.0,,,20.0,19.0,,,,42.9,,,,42.9,,41.2,,35.7,,,45.0,42.1,,
510308,,61.0,,,53.0,61.0,29.0,61.0,,32.0,,,,50.0,11.0,,,44.3,,,41.5,44.3,51.7,44.3,,37.5,,,,40.0,63.6,
510310,,42.0,,,39.0,42.0,20.0,42.0,,22.0,,,,26.0,16.0,,,23.8,,,25.6,23.8,35.0,23.8,,13.6,,,,34.6,6.3,
510324,,50.0,,,27.0,50.0,23.0,41.0,,27.0,,,23.0,31.0,19.0,,,16.0,,,14.8,16.0,8.7,12.2,,22.2,,,17.4,12.9,21.1,
510326,,109.0,,,80.0,109.0,58.0,102.0,,51.0,,,29.0,85.0,24.0,,,56.0,,,57.5,56.0,69.0,55.9,,41.2,,,51.7,61.2,37.5,
510327,,37.0,,,24.0,37.0,19.0,34.0,,18.0,,,13.0,28.0,,,,21.6,,,16.7,21.6,15.8,17.6,,27.8,,,30.8,28.6,,
510328,,51.0,,,26.0,51.0,19.0,43.0,,32.0,,,25.0,41.0,10.0,,,51.0,,,30.8,51.0,63.2,48.8,,43.8,,,72.0,53.7,40.0,
510329,,15.0,,,,15.0,,10.0,,,,,,,,,,26.7,,,,26.7,,30.0,,,,,,,,
510330,,64.0,,,50.0,64.0,23.0,61.0,,41.0,,,14.0,53.0,11.0,,,56.3,,,50.0,56.3,47.8,55.7,,61.0,,,78.6,60.4,36.4,
510332,,107.0,,,86.0,107.0,39.0,101.0,,68.0,,,21.0,94.0,13.0,,,43.0,,,44.2,43.0,33.3,43.6,,48.5,,,38.1,46.8,15.4,
510333,,63.0,,,42.0,63.0,26.0,55.0,,37.0,,,21.0,35.0,28.0,,,15.9,,,9.5,15.9,15.4,14.5,,16.2,,,28.6,22.9,7.1,
510334,,38.0,,,35.0,38.0,15.0,38.0,,23.0,,,,21.0,17.0,,,42.1,,,45.7,42.1,33.3,42.1,,47.8,,,,52.4,29.4,
510336,,40.0,,,26.0,40.0,24.0,34.0,,16.0,,,14.0,31.0,,,,67.5,,,69.2,67.5,75.0,67.6,,56.3,,,64.3,71.0,,
510340,,155.0,,,144.0,155.0,66.0,155.0,,89.0,,,11.0,126.0,29.0,,,58.1,,,58.3,58.1,54.5,58.1,,60.7,,,54.5,59.5,51.7,
510342,,23.0,,,19.0,23.0,,23.0,,16.0,,,,11.0,12.0,,,21.7,,,21.1,21.7,,21.7,,25.0,,,,36.4,8.3,
510343,,51.0,,,45.0,51.0,25.0,49.0,,26.0,,,,36.0,15.0,,,43.1,,,46.7,43.1,48.0,42.9,,38.5,,,,52.8,20.0,
510344,,31.0,,,28.0,31.0,10.0,28.0,,21.0,,,,18.0,13.0,,,9.7,,,10.7,9.7,10.0,7.1,,9.5,,,,16.7,5.0,
510356,,76.0,,,61.0,76.0,35.0,70.0,,41.0,,,15.0,65.0,11.0,,,61.8,,,60.7,61.8,71.4,61.4,,53.7,,,66.7,64.6,45.5,
510358,,73.0,,,58.0,73.0,36.0,71.0,,37.0,,,15.0,57.0,16.0,,,37.0,,,39.7,37.0,47.2,38.0,,27.0,,,26.7,43.9,12.5,
510359,,28.0,,,20.0,28.0,12.0,27.0,,16.0,,,,14.0,14.0,,,14.3,,,5.0,14.3,16.7,11.1,,12.5,,,,28.6,5.0,
510360,,60.0,,,59.0,60.0,23.0,58.0,,37.0,,,,37.0,23.0,,,51.7,,,52.5,51.7,60.9,53.4,,45.9,,,,62.2,34.8,
510364,,25.0,,,22.0,25.0,,23.0,,18.0,,,,12.0,13.0,,,12.0,,,13.6,12.0,,13.0,,16.7,,,,25.0,5.0,
510368,,45.0,,,39.0,45.0,26.0,42.0,,19.0,,,,32.0,13.0,,,20.0,,,20.5,20.0,30.8,21.4,,5.3,,,,21.9,15.4,
510372,,59.0,,,58.0,59.0,30.0,58.0,,29.0,,,,47.0,12.0,,,62.7,,,63.8,62.7,63.3,63.8,,62.1,,,,66.0,50.0,
510373,,33.0,,,10.0,33.0,12.0,15.0,,21.0,,,23.0,23.0,10.0,17.0,,63.6,,,50.0,63.6,58.3,60.0,,66.7,,,69.6,69.6,50.0,70.6
510374,,59.0,,,51.0,59.0,27.0,55.0,,32.0,,,,44.0,15.0,,,52.5,,,51.0,52.5,63.0,50.9,,43.8,,,,59.1,33.3,
510376,,29.0,,,17.0,29.0,12.0,28.0,,17.0,,,12.0,16.0,13.0,,,5.0,,,5.9,5.0,5.0,5.0,,5.9,,,5.0,6.3,5.0,
510377,,29.0,,,16.0,29.0,13.0,22.0,,16.0,,,13.0,21.0,,,,65.5,,,56.3,65.5,76.9,59.1,,56.3,,,76.9,71.4,,
510378,,31.0,,,25.0,31.0,13.0,27.0,,18.0,,,,22.0,,,,67.7,,,68.0,67.7,76.9,63.0,,61.1,,,,72.7,,
510379,,33.0,,,22.0,33.0,18.0,25.0,,15.0,,,11.0,25.0,,,,24.2,,,18.2,24.2,33.3,16.0,,13.3,,,36.4,24.0,,
510388,,156.0,,,105.0,156.0,75.0,150.0,,81.0,,,51.0,125.0,31.0,,,58.3,,,59.0,58.3,60.0,58.0,,56.8,,,56.9,65.6,29.0,
510390,,98.0,,,63.0,98.0,44.0,93.0,,54.0,,,35.0,64.0,34.0,,,24.5,,,25.4,24.5,29.5,23.7,,20.4,,,22.9,32.8,8.8,
510396,,132.0,,,91.0,132.0,59.0,130.0,,73.0,,,41.0,113.0,19.0,,,48.5,,,49.5,48.5,47.5,48.5,,49.3,,,46.3,49.6,42.1,
510397,,54.0,,,47.0,54.0,23.0,51.0,,31.0,,,,30.0,24.0,,,7.4,,,6.4,7.4,13.0,7.8,,5.0,,,,13.3,5.0,
510399,,148.0,,,124.0,148.0,50.0,142.0,,98.0,,,24.0,107.0,41.0,,,11.5,,,12.9,11.5,6.0,10.6,,14.3,,,5.0,14.0,5.0,
510402,,80.0,,,64.0,80.0,34.0,75.0,,46.0,,,16.0,50.0,30.0,,,8.8,,,7.8,8.8,11.8,8.0,,6.5,,,12.5,12.0,5.0,
510404,,100.0,,,75.0,100.0,43.0,95.0,,57.0,,,25.0,73.0,27.0,,,47.0,,,48.0,47.0,58.1,45.3,,38.6,,,44.0,50.7,37.0,
510406,,73.0,,,46.0,73.0,28.0,65.0,,45.0,,,27.0,47.0,26.0,,,5.5,,,5.0,5.5,5.0,5.0,,6.7,,,7.4,8.5,5.0,
510408,,116.0,,,98.0,116.0,47.0,115.0,,69.0,,,18.0,86.0,30.0,,,45.7,,,45.9,45.7,42.6,45.2,,47.8,,,44.4,52.3,26.7,
510410,,84.0,,,59.0,84.0,50.0,80.0,,34.0,,,25.0,68.0,16.0,,,59.5,,,59.3,59.5,64.0,61.3,,52.9,,,60.0,64.7,37.5,
510411,,33.0,,,23.0,33.0,15.0,33.0,,18.0,,,10.0,12.0,21.0,,,5.0,,,5.0,5.0,5.0,5.0,,5.6,,,5.0,8.3,5.0,
510412,,29.0,,,20.0,29.0,10.0,27.0,,19.0,,,,14.0,15.0,,,6.9,,,10.0,6.9,5.0,7.4,,10.5,,,,14.3,5.0,
510414,,45.0,,,32.0,45.0,23.0,38.0,,22.0,,,13.0,32.0,13.0,,,62.2,,,62.5,62.2,69.6,60.5,,54.5,,,61.5,75.0,30.8,
51A000,,11.0,,,,11.0,,10.0,,,,,10.0,,,,,36.4,,,,36.4,,30.0,,,,,30.0,,,
51B000,,10.0,,,,10.0,,,,,,,,,,,,40.0,,,,40.0,,,,,,,,,,
530302,,105.0,,,101.0,105.0,50.0,98.0,,55.0,,,,95.0,10.0,,,61.9,,,62.4,61.9,60.0,61.2,,63.6,,,,65.3,30.0,
530308,,111.0,,,102.0,111.0,57.0,110.0,,54.0,,,,96.0,15.0,,,58.6,,,58.8,58.6,59.6,58.2,,57.4,,,,62.5,33.3,
530312,,112.0,,,108.0,112.0,56.0,112.0,,56.0,,,,97.0,15.0,,,60.7,,,61.1,60.7,62.5,60.7,,58.9,,,,61.9,53.3,
530314,,51.0,,,48.0,51.0,16.0,51.0,,35.0,,,,37.0,14.0,,,5.9,,,6.3,5.9,12.5,5.9,,5.0,,,,8.1,5.0,
530320,,94.0,,,91.0,94.0,48.0,91.0,,46.0,,,,79.0,15.0,,,67.0,,,65.9,67.0,72.9,67.0,,60.9,,,,70.9,46.7,
530336,,120.0,,,109.0,120.0,47.0,117.0,,73.0,,,11.0,97.0,23.0,,,10.0,,,9.2,10.0,10.6,9.4,,9.6,,,18.2,11.3,5.0,
530340,,165.0,,,156.0,165.0,74.0,161.0,,91.0,,,,141.0,24.0,,,49.7,,,50.0,49.7,54.1,50.3,,46.2,,,,53.9,25.0,
530341,,43.0,,,41.0,43.0,13.0,41.0,,30.0,,,,34.0,,,,14.0,,,9.8,14.0,15.4,9.8,,13.3,,,,17.6,,
530343,,77.0,,,71.0,77.0,24.0,76.0,,53.0,,,,57.0,20.0,,,24.7,,,23.9,24.7,25.0,25.0,,24.5,,,,29.8,10.0,
530346,,48.0,,,45.0,48.0,21.0,48.0,,27.0,,,,41.0,,,,50.0,,,53.3,50.0,47.6,50.0,,51.9,,,,56.1,,
530354,,55.0,,,50.0,55.0,24.0,48.0,,31.0,,,,49.0,,,,63.6,,,64.0,63.6,75.0,60.4,,54.8,,,,67.3,,
530356,,51.0,,,49.0,51.0,22.0,49.0,,29.0,,,,33.0,18.0,,,9.8,,,8.2,9.8,13.6,8.2,,6.9,,,,9.1,11.1,
540304,,39.0,,,37.0,39.0,10.0,39.0,,29.0,,,,29.0,10.0,,,38.5,,,37.8,38.5,30.0,38.5,,41.4,,,,44.8,20.0,
540308,,47.0,,,39.0,47.0,24.0,46.0,,23.0,,,,30.0,17.0,,,51.1,,,48.7,51.1,50.0,52.2,,52.2,,,,63.3,29.4,
540312,,27.0,,,20.0,27.0,13.0,26.0,,14.0,,,,18.0,,,,5.0,,,5.0,5.0,7.7,5.0,,5.0,,,,5.0,,
540316,,50.0,,,36.0,50.0,17.0,45.0,,33.0,,,14.0,44.0,,,,60.0,,,50.0,60.0,70.6,60.0,,54.5,,,85.7,61.4,,
540320,,23.0,,,23.0,23.0,,23.0,,15.0,,,,17.0,,,,56.5,,,56.5,56.5,,56.5,,60.0,,,,70.6,,
540324,,22.0,,,17.0,22.0,,19.0,,13.0,,,,16.0,,,,13.6,,,17.6,13.6,,15.8,,23.1,,,,12.5,,
540326,,17.0,,,,17.0,,,,11.0,,,10.0,16.0,,,,41.2,,,,41.2,,,,27.3,,,50.0,43.8,,
540328,,61.0,,,60.0,61.0,31.0,58.0,,30.0,,,,49.0,12.0,,,62.3,,,61.7,62.3,61.3,60.3,,63.3,,,,61.2,66.7,
540336,,28.0,,,22.0,28.0,14.0,25.0,,14.0,,,,16.0,12.0,,,35.7,,,22.7,35.7,57.1,32.0,,14.3,,,,50.0,16.7,
540340,,24.0,,,17.0,24.0,16.0,21.0,,,,,,18.0,,,,58.3,,,58.8,58.3,62.5,57.1,,,,,,61.1,,
540344,,18.0,,,16.0,18.0,,18.0,,11.0,,,,,10.0,,,16.7,,,18.8,16.7,,16.7,,9.1,,,,,20.0,
550312,,55.0,,,30.0,55.0,23.0,53.0,,32.0,,,25.0,42.0,13.0,,,47.3,,,46.7,47.3,47.8,49.1,,46.9,,,48.0,42.9,61.5,
550314,,15.0,,,15.0,15.0,,12.0,,10.0,,,,13.0,,,,26.7,,,26.7,26.7,,33.3,,30.0,,,,30.8,,
550316,,39.0,,,39.0,39.0,13.0,37.0,,26.0,,,,29.0,10.0,,,48.7,,,48.7,48.7,53.8,48.6,,46.2,,,,48.3,50.0,
550320,,10.0,,,,10.0,,,,,,,,,,,,40.0,,,,40.0,,,,,,,,,,
550322,,12.0,,,11.0,12.0,,11.0,,,,,,,,,,16.7,,,9.1,16.7,,18.2,,,,,,,,
550328,,16.0,,,13.0,16.0,,13.0,,,,,,12.0,,,,75.0,,,69.2,75.0,,69.2,,,,,,75.0,,
550332,,31.0,,,27.0,31.0,17.0,30.0,,14.0,,,,21.0,10.0,,,16.1,,,14.8,16.1,17.6,16.7,,14.3,,,,23.8,5.0,
550334,,33.0,,,32.0,33.0,15.0,33.0,,18.0,,,,22.0,11.0,,,9.1,,,9.4,9.1,6.7,9.1,,11.1,,,,13.6,5.0,
550340,,28.0,,,26.0,28.0,14.0,27.0,,14.0,,,,19.0,,,,35.7,,,38.5,35.7,57.1,33.3,,14.3,,,,36.8,,
550360,,14.0,,,,14.0,,13.0,,,,,,12.0,,,,14.3,,,,14.3,,15.4,,,,,,16.7,,
550372,,13.0,,,12.0,13.0,,11.0,,,,,,,,,,15.4,,,8.3,15.4,,9.1,,,,,,,,
55A000,,12.0,,,,12.0,,,,,,,10.0,,,,,41.7,,,,41.7,,,,,,,40.0,,,
560304,,19.0,,,18.0,19.0,,19.0,,10.0,,,,15.0,,,,21.1,,,22.2,21.1,,21.1,,30.0,,,,26.7,,
560316,,56.0,,,20.0,56.0,23.0,52.0,,33.0,,,36.0,47.0,,,,51.8,,,50.0,51.8,47.8,51.9,,54.5,,,52.8,55.3,,
560320,,27.0,,,22.0,27.0,10.0,26.0,,17.0,,,,17.0,10.0,,,11.1,,,9.1,11.1,30.0,11.5,,5.0,,,,17.6,5.0,
560324,,31.0,,,29.0,31.0,12.0,29.0,,19.0,,,,26.0,,,,48.4,,,44.8,48.4,50.0,51.7,,47.4,,,,53.8,,
560328,,18.0,,,16.0,18.0,,17.0,,10.0,,,,16.0,,,,38.9,,,43.8,38.9,,41.2,,40.0,,,,37.5,,
560330,,13.0,,,13.0,13.0,,13.0,,10.0,,,,10.0,,,,15.4,,,15.4,15.4,,15.4,,10.0,,,,20.0,,
560331,,45.0,,,40.0,45.0,21.0,43.0,,24.0,,,,34.0,11.0,,,46.7,,,47.5,46.7,52.4,44.2,,41.7,,,,58.8,9.1,
560338,,58.0,,,54.0,58.0,29.0,58.0,,29.0,,,,44.0,14.0,,,67.2,,,64.8,67.2,82.8,67.2,,51.7,,,,72.7,50.0,
570306,,10.0,,,10.0,10.0,,10.0,,,,,,10.0,,,,40.0,,,40.0,40.0,,40.0,,,,,,40.0,,
580312,,11.0,,,,11.0,,10.0,,,,,,10.0,,,,9.1,,,,9.1,,10.0,,,,,,10.0,,
580316,,20.0,,,13.0,20.0,,20.0,,12.0,,,,19.0,,,,30.0,,,23.1,30.0,,30.0,,25.0,,,,31.6,,
590306,,68.0,,,63.0,68.0,29.0,65.0,,39.0,,,,57.0,11.0,,,42.6,,,41.3,42.6,48.3,43.1,,38.5,,,,42.1,45.5,
590310,,27.0,,,24.0,27.0,12.0,25.0,,15.0,,,,18.0,,,,7.4,,,8.3,7.4,16.7,8.0,,5.0,,,,11.1,,
590320,,39.0,,,36.0,39.0,14.0,34.0,,25.0,,,,32.0,,,,41.0,,,36.1,41.0,21.4,38.2,,52.0,,,,43.8,,
590330,,59.0,,,50.0,59.0,32.0,56.0,,27.0,,,,36.0,23.0,,,5.0,,,5.0,5.0,6.3,5.0,,5.0,,,,5.0,5.0,
590332,,13.0,,,13.0,13.0,,10.0,,,,,,,,,,38.5,,,38.5,38.5,,40.0,,,,,,,,
590336,,16.0,,,15.0,16.0,,16.0,11.0,10.0,,,,13.0,,,,75.0,,,73.3,75.0,,75.0,72.7,80.0,,,,69.2,,
590344,,18.0,,,15.0,18.0,,16.0,,11.0,,,,15.0,,,,44.4,,,46.7,44.4,,50.0,,45.5,,,,46.7,,
590352,,26.0,,,25.0,26.0,,24.0,,19.0,,,,19.0,,,,26.9,,,28.0,26.9,,29.2,,31.6,,,,36.8,,
590356,,22.0,,,21.0,22.0,11.0,20.0,,11.0,,,,11.0,11.0,,,5.0,,,5.0,5.0,5.0,5.0,,5.0,,,,5.0,5.0,
600300,,317.0,66.0,12.0,177.0,317.0,126.0,234.0,,191.0,,,140.0,293.0,24.0,,,65.6,63.6,83.3,63.8,65.6,68.3,65.8,,63.9,,,67.9,67.2,45.8,
600301,,200.0,33.0,,98.0,200.0,89.0,158.0,,111.0,,,102.0,164.0,36.0,,,11.5,6.1,,6.1,11.5,14.6,12.7,,9.0,,,16.7,14.0,5.0,
600302,,85.0,22.0,,24.0,85.0,31.0,41.0,,54.0,,,61.0,68.0,17.0,20.0,,56.5,54.5,,41.7,56.5,54.8,48.8,,57.4,,,62.3,67.6,11.8,70.0
600303,,159.0,33.0,,99.0,159.0,74.0,119.0,,85.0,,,60.0,148.0,11.0,,,45.3,51.5,,43.4,45.3,55.4,41.2,,36.5,,,48.3,48.0,9.1,
600305,,40.0,,,29.0,40.0,14.0,37.0,,26.0,,,11.0,30.0,10.0,,,10.0,,,6.9,10.0,7.1,8.1,,11.5,,,18.2,10.0,10.0,
600308,,42.0,18.0,,20.0,42.0,17.0,24.0,,25.0,,,22.0,39.0,,,,26.2,16.7,,20.0,26.2,35.3,33.3,,20.0,,,31.8,28.2,,
600311,,20.0,,,11.0,20.0,,16.0,,11.0,,,,18.0,,,,25.0,,,9.1,25.0,,25.0,,36.4,,,,27.8,,
600312,,65.0,,,31.0,65.0,31.0,47.0,,34.0,,,34.0,55.0,10.0,10.0,,33.8,,,29.0,33.8,29.0,29.8,,38.2,,,38.2,40.0,5.0,40.0
600313,,43.0,,,29.0,43.0,21.0,28.0,,22.0,,,14.0,30.0,13.0,13.0,,44.2,,,31.0,44.2,47.6,35.7,,40.9,,,71.4,56.7,15.4,61.5
600314,,50.0,11.0,,25.0,50.0,23.0,21.0,,27.0,,,25.0,49.0,,17.0,,50.0,45.5,,44.0,50.0,52.2,42.9,,48.1,,,56.0,51.0,,64.7
600316,,16.0,,,,16.0,,,,,,,,15.0,,,,37.5,,,,37.5,,,,,,,,40.0,,
600317,,81.0,,,22.0,81.0,32.0,66.0,,49.0,,,59.0,60.0,21.0,,,13.6,,,9.1,13.6,15.6,13.6,,12.2,,,15.3,18.3,5.0,
600318,,94.0,14.0,,39.0,94.0,42.0,77.0,,52.0,,,55.0,78.0,16.0,,,39.4,42.9,,23.1,39.4,45.2,40.3,,34.6,,,50.9,43.6,18.8,
600319,,137.0,,,46.0,137.0,71.0,131.0,,66.0,,,91.0,107.0,30.0,,,40.9,,,34.8,40.9,46.5,40.5,,34.8,,,44.0,46.7,20.0,
600322,,36.0,24.0,,,36.0,,,,28.0,,,28.0,30.0,,,,47.2,54.2,,,47.2,,,,42.9,,,53.6,56.7,,
600328,,25.0,,,16.0,25.0,12.0,20.0,,13.0,,,,22.0,,,,44.0,,,37.5,44.0,41.7,40.0,,46.2,,,,40.9,,
600329,,205.0,23.0,,108.0,205.0,100.0,172.0,,105.0,,,97.0,187.0,18.0,,,53.2,73.9,,48.1,53.2,57.0,49.4,,49.5,,,58.8,54.5,38.9,
600333,,98.0,,,80.0,98.0,36.0,92.0,,62.0,,,18.0,76.0,22.0,,,5.1,,,5.0,5.1,8.3,5.0,,5.0,,,5.6,6.6,5.0,
600335,,20.0,,,11.0,20.0,,12.0,,11.0,,,,15.0,,,,45.0,,,45.5,45.0,,33.3,,27.3,,,,60.0,,
600338,,69.0,,,53.0,69.0,32.0,60.0,,37.0,,,16.0,61.0,,,,43.5,,,37.7,43.5,43.8,38.3,,43.2,,,62.5,45.9,,
600341,,175.0,11.0,11.0,84.0,175.0,88.0,147.0,,87.0,,,91.0,150.0,25.0,,,20.0,18.2,18.2,15.5,20.0,21.6,20.4,,18.4,,,24.2,22.7,5.0,
600344,,103.0,,,84.0,103.0,47.0,101.0,,56.0,,,19.0,90.0,13.0,,,45.6,,,44.0,45.6,51.1,45.5,,41.1,,,52.6,48.9,23.1,
600345,,79.0,34.0,,26.0,79.0,24.0,30.0,,55.0,,,53.0,67.0,12.0,11.0,,50.6,67.6,,38.5,50.6,66.7,30.0,,43.6,,,56.6,59.7,5.0,54.5
600346,,42.0,,,30.0,42.0,16.0,33.0,,26.0,,,12.0,34.0,,,,42.9,,,40.0,42.9,50.0,36.4,,38.5,,,50.0,52.9,,
600349,,34.0,,,16.0,34.0,14.0,26.0,,20.0,,,18.0,31.0,,,,35.3,,,18.8,35.3,50.0,34.6,,25.0,,,50.0,35.5,,
600351,,37.0,,,11.0,37.0,12.0,29.0,,25.0,,,26.0,31.0,,,,21.6,,,18.2,21.6,33.3,20.7,,16.0,,,23.1,25.8,,
600352,,107.0,13.0,11.0,84.0,107.0,46.0,67.0,,61.0,,,23.0,96.0,11.0,16.0,,54.2,69.2,27.3,53.6,54.2,54.3,52.2,,54.1,,,56.5,56.3,36.4,68.8
