agency_code,asm_option,subgroup,ma_score,ma_score_masking,ma_grade,rd_score,rd_score_masking,rd_grade,sc_score,sc_score_masking,m1_score,m1_score_masking,e2_score,e2_score_masking,bi_score,bi_score_masking,act_score,act_score_masking,wk_score,wk_score_masking,mcr_score,mcr_score_masking,cgrs_score,cgrs_score_masking,ach_score,ach_score_masking,eg_status,eg_score,spg_score,spg_grade,ma_spg_score,rd_spg_score,ma_eg_status,rd_eg_status,ma_eg_score,rd_eg_score
410583,,ALL,32.0,,F,45.0,,D,47.0,,,,,,,,,,,,,,,,40.0,,Met,74.9,47.0,D,39.0,52.0,Met,Met,70.0,80.5
410586,,ALL,31.0,,D,29.0,,F,44.0,,,,,,,,,,,,,,,,32.0,,Met,77.3,41.0,D,41.0,39.0,Met,Met,80.8,76.2
410589,,ALL,,,,,,,,,91.0,,95.0,1.0,89.0,,94.0,,,,95.0,1.0,95.0,1.0,95.0,,Met,72.7,90.0,A,,,,,,
410592,,ALL,16.0,,F,28.0,,F,39.0,,75.0,,,,,,,,,,,,,,25.0,,NotMet,54.8,31.0,F,24.0,35.0,NotMet,NotMet,57.1,61.1
410595,,ALL,,,,,,,,,50.0,,62.0,,46.0,,58.0,,83.0,,95.0,,92.0,,67.0,,NotMet,68.1,67.0,C,,,,,,
410598,,ALL,35.0,,D,28.0,,F,65.0,,,,,,,,,,,,,,,,36.0,,Met,78.2,45.0,D,45.0,36.0,Met,Met,81.3,70.6
600300,,ALL,52.0,,C,38.0,,D,74.0,,,,,,,,,,,,,,,,49.0,,Exceeded,86.3,57.0,C,58.0,47.0,Met,Met,82.4,83.4
600301,,ALL,33.0,,F,33.0,,F,66.0,,95.0,1.0,,,,,,,,,,,,,39.0,,NotMet,59.5,43.0,D,39.0,38.0,NotMet,NotMet,62.1,59.3
600302,,ALL,,,,,,,,,91.0,,91.0,,92.0,,88.0,,92.0,,95.0,1.0,95.0,1.0,93.0,,Exceeded,100.0,94.0,A,,,,,,
600305,,ALL,49.0,,D,57.0,,C,69.0,,94.0,,,,,,,,,,,,,,57.0,,NotMet,60.5,58.0,C,54.0,60.0,Met,Met,74.8,72.2
600308,,ALL,50.0,,D,30.0,,D,36.0,,,,,,,,,,,,,,,,40.0,,NotMet,67.7,45.0,D,53.0,40.0,NotMet,Met,66.4,79.2
600311,,ALL,34.0,,D,26.0,,F,61.0,,,,,,,,,,,,,,,,34.0,,Met,74.5,42.0,D,44.0,34.0,Met,NotMet,80.7,68.7
600312,,ALL,,,,,,,,,82.0,,81.0,,79.0,,81.0,,88.0,,95.0,1.0,93.0,,86.0,,Exceeded,88.4,86.0,A,,,,,,
600313,,ALL,81.0,,B,81.0,,B,93.0,,95.0,1.0,,,,,,,,,,,,,84.0,,Exceeded,90.6,85.0,A,82.0,81.0,Exceeded,Met,86.8,82.0
600314,,ALL,86.0,,A,82.0,,B,93.0,,,,,,,,,,,,,,,,85.0,,Exceeded,88.9,86.0,A+NG,85.0,83.0,Met,Exceeded,83.8,86.5
600316,,ALL,61.0,,C,65.0,,C,72.0,,,,,,,,,,,,,,,,64.0,,Met,78.0,67.0,C,65.0,67.0,Met,Met,81.3,75.6
600317,,ALL,38.0,,D,36.0,,D,62.0,,95.0,1.0,,,,,,,,,,,,,42.0,,Exceeded,86.2,51.0,D,49.0,43.0,Exceeded,Met,91.1,73.2
600318,,ALL,53.0,,C,44.0,,D,69.0,,,,,,,,,,,,,,,,51.0,,Exceeded,90.1,59.0,C,61.0,52.0,Exceeded,Met,91.8,81.6
600319,,ALL,42.0,,D,39.0,,D,53.0,,71.0,,,,,,,,,,,,,,43.0,,NotMet,59.2,46.0,D,45.0,47.0,NotMet,Met,55.8,79.1
600322,,ALL,87.0,,A,85.0,,A,86.0,,,,,,,,,,,,,,,,86.0,,Exceeded,85.8,86.0,A+NG,86.0,85.0,Met,Exceeded,81.5,86.1
600328,,ALL,64.0,,C,69.0,,C,82.0,,,,,,,,,,,,,,,,68.0,,NotMet,67.6,68.0,C,65.0,69.0,Met,NotMet,70.8,68.2
600329,,ALL,48.0,,C,35.0,,D,49.0,,,,,,,,,,,,,,,,43.0,,Met,80.1,50.0,D,55.0,44.0,Met,Met,81.2,79.4
600333,,ALL,69.0,,B,65.0,,C,75.0,,95.0,1.0,,,,,,,,,,,,,70.0,,Exceeded,87.6,74.0,B,74.0,68.0,Exceeded,Met,93.7,81.5
600334,,ALL,,,,,,,,,,,,,,,95.0,,95.0,1.0,95.0,1.0,95.0,1.0,95.0,1.0,,,98.0,A,,,,,,
600335,,ALL,53.0,,C,33.0,,D,63.0,,,,,,,,,,,,,,,,45.0,,Exceeded,88.8,54.0,D,61.0,43.0,Exceeded,Met,90.6,82.9
600336,,ALL,76.0,,B,82.0,,B,80.0,,,,,,,,,,,,,,,,79.0,,NotMet,59.6,75.0,B,75.0,78.0,NotMet,NotMet,68.4,63.6
600338,,ALL,66.0,,C,58.0,,C,90.0,,,,,,,,,,,,,,,,66.0,,Met,81.5,69.0,C,69.0,61.0,Met,Met,81.8,73.8
600341,,ALL,24.0,,F,33.0,,D,60.0,,51.0,,51.0,,24.0,,61.0,,77.0,,95.0,1.0,78.0,,37.0,,NotMet,67.2,43.0,D,32.0,42.0,NotMet,Met,61.9,80.5
600344,,ALL,66.0,,C,70.0,,B,86.0,,94.0,,,,,,,,,,,,,,72.0,,NotMet,68.3,71.0,B,65.0,72.0,NotMet,Met,59.8,81.4
600345,,ALL,82.0,,A,78.0,,B,91.0,,95.0,1.0,,,,,,,,,,,,,83.0,,Exceeded,95.9,86.0,A,86.0,79.0,Exceeded,Met,99.9,80.5
600346,,ALL,80.0,,B,73.0,,B,79.0,,,,,,,,,,,,,,,,77.0,,Exceeded,91.2,80.0,B,83.0,75.0,Exceeded,Met,93.3,83.9
600349,,ALL,70.0,,B,66.0,,C,79.0,,,,,,,,,,,,,,,,70.0,,Met,77.6,71.0,B,73.0,67.0,Met,NotMet,83.3,69.5
600351,,ALL,54.0,,C,47.0,,C,72.0,,95.0,1.0,,,,,,,,,,,,,55.0,,Exceeded,89.7,62.0,C,61.0,55.0,Exceeded,Exceeded,86.6,85.4
600352,,ALL,69.0,,B,58.0,,C,71.0,,,,,,,,,,,,,,,,64.0,,Met,71.9,66.0,C,70.0,61.0,Met,Met,74.6,74.9
600353,,ALL,76.0,,B,79.0,,B,88.0,,95.0,1.0,,,,,,,,,,,,,81.0,,NotMet,62.2,77.0,B,77.0,75.0,Met,NotMet,81.0,60.9
600357,,ALL,78.0,,B,81.0,,B,81.0,,,,,,,,,,,,,,,,80.0,,Met,77.0,79.0,B,79.0,80.0,Met,Met,84.3,72.9
600361,,ALL,,,,,,,,,70.0,,69.0,,68.0,,58.0,,91.0,,95.0,1.0,93.0,,77.0,,Exceeded,95.1,80.0,B,,,,,,
600362,,ALL,55.0,,C,44.0,,D,55.0,,,,,,,,,,,,,,,,50.0,,Met,82.6,57.0,C,61.0,50.0,Exceeded,Met,87.5,74.7
600364,,ALL,31.0,,F,45.0,,D,73.0,,46.0,,66.0,,46.0,,59.0,,67.0,,95.0,1.0,90.0,,47.0,,NotMet,62.9,50.0,D,37.0,51.0,NotMet,Met,59.4,75.0
600365,,ALL,67.0,,B,37.0,,D,43.0,,,,,,,,,,,,,,,,51.0,,Met,80.6,57.0,C,71.0,46.0,Met,Met,83.6,80.5
600367,,ALL,87.0,,A,82.0,,B,86.0,,,,,,,,,,,,,,,,85.0,,Exceeded,85.8,85.0,A+NG,87.0,82.0,Exceeded,Met,87.6,82.7
600368,,ALL,68.0,,C,50.0,,D,66.0,,,,,,,,,,,,,,,,60.0,,NotMet,64.4,61.0,C,68.0,54.0,NotMet,NotMet,69.1,67.4
600369,,ALL,65.0,,C,54.0,,C,68.0,,,,,,,,,,,,,,,,61.0,,Met,83.7,65.0,C,69.0,59.0,Met,Met,84.3,81.1
600374,,ALL,31.0,,F,31.0,,D,62.0,,,,,,,,,,,,,,,,35.0,,Met,82.4,45.0,D,39.0,41.0,Met,Met,71.9,83.0
600377,,ALL,,,,,,,,,63.0,,72.0,,58.0,,55.0,,85.0,,95.0,1.0,91.0,,71.0,,Exceeded,95.3,76.0,B,,,,,,
600379,,ALL,66.0,,B,75.0,,B,90.0,,,,,,,,,,,,,,,,73.0,,Met,79.0,74.0,B,70.0,74.0,Met,Met,83.3,70.2
600381,,ALL,30.0,,D,23.0,,F,38.0,,86.0,,,,,,,,,,,,,,29.0,,NotMet,54.6,34.0,F,40.0,29.0,Met,NotMet,80.1,54.5
600382,,ALL,91.0,,A,85.0,,A,91.0,,,,,,,,,,,,,,,,89.0,,Met,80.3,87.0,A,90.0,85.0,Met,Met,83.8,73.4
600383,,ALL,92.0,,A,85.0,,A,95.0,,,,,,,,,,,,,,,,90.0,,Exceeded,85.8,89.0,A+NG,91.0,85.0,Exceeded,Met,85.1,82.7
600384,,ALL,71.0,,B,66.0,,C,68.0,,,,,,,,,,,,,,,,69.0,,NotMet,64.9,68.0,C,71.0,67.0,Met,Met,72.1,71.0
600385,,ALL,73.0,,B,71.0,,B,79.0,,,,,,,,,,,,,,,,73.0,,Met,75.9,73.0,B,73.0,72.0,Met,Met,75.6,76.0
600386,,ALL,,,,,,,,,80.0,,83.0,,75.0,,62.0,,87.0,,95.0,1.0,95.0,1.0,80.0,,Met,84.3,81.0,B,,,,,,
600392,,ALL,92.0,,A,89.0,,A,95.0,1.0,,,,,,,,,,,,,,,92.0,,Exceeded,88.5,91.0,A+NG,91.0,88.0,Met,Exceeded,84.1,86.5
600394,,ALL,69.0,,B,62.0,,C,78.0,,95.0,1.0,,,,,,,,,,,,,69.0,,Met,74.2,70.0,B,73.0,61.0,Exceeded,NotMet,89.9,59.9
600397,,ALL,,,,,,,,,33.0,,30.0,,33.0,,19.0,,60.0,,95.0,1.0,76.0,,47.0,,Exceeded,96.8,57.0,C,,,,,,
600398,,ALL,56.0,,C,41.0,,D,56.0,,,,,,,,,,,,,,,,50.0,,Met,76.2,55.0,C,60.0,48.0,Met,Met,76.7,77.6
600399,,ALL,68.0,,B,72.0,,B,80.0,,95.0,1.0,,,,,,,,,,,,,73.0,,Exceeded,90.8,76.0,B,73.0,74.0,Exceeded,Met,92.5,82.1
600404,,ALL,,,,,,,,,,,,,,,95.0,1.0,,,95.0,1.0,,,95.0,1.0,,,98.0,A,,,,,,
600405,,ALL,,,,,,,,,33.0,,35.0,,20.0,,22.0,,49.0,,95.0,1.0,77.0,,49.0,,Met,77.6,55.0,C,,,,,,
600406,,ALL,86.0,,A,84.0,,B,95.0,,,,,,,,,,,,,,,,86.0,,Exceeded,90.5,87.0,A+NG,87.0,84.0,Exceeded,Met,91.6,82.8
600408,,ALL,70.0,,B,47.0,,D,80.0,,,,,,,,,,,,,,,,61.0,,Exceeded,89.1,67.0,C,74.0,53.0,Exceeded,Met,90.5,80.2
600409,,ALL,63.0,,C,56.0,,C,75.0,,,,,,,,,,,,,,,,62.0,,Met,74.1,64.0,C,67.0,58.0,Met,NotMet,83.2,65.2
600410,,ALL,57.0,,C,44.0,,D,73.0,,,,,,,,,,,,,,,,54.0,,Exceeded,92.0,61.0,C,64.0,52.0,Exceeded,Exceeded,90.8,85.6
600411,,ALL,73.0,,B,71.0,,B,78.0,,,,,,,,,,,,,,,,73.0,,Met,82.8,75.0,B,73.0,74.0,Met,Exceeded,71.2,86.1
600412,,ALL,54.0,,C,30.0,,F,68.0,,,,,,,,,,,,,,,,45.0,,Met,78.1,52.0,D,59.0,38.0,Met,Met,77.3,73.0
600413,,ALL,77.0,,B,81.0,,B,95.0,1.0,,,,,,,,,,,,,,,81.0,,Met,77.8,81.0,B,77.0,81.0,Met,Met,77.3,77.6
600414,,ALL,46.0,,D,32.0,,D,39.0,,,,,,,,,,,,,,,,39.0,,NotMet,69.7,45.0,D,51.0,40.0,Met,Met,74.1,73.9
600415,,ALL,,,,,,,,,53.0,,53.0,,50.0,,41.0,,83.0,,95.0,1.0,89.0,,65.0,,NotMet,69.6,66.0,C,,,,,,
600416,,ALL,55.0,,C,40.0,,D,61.0,,,,,,,,,,,,,,,,49.0,,NotMet,62.8,52.0,D,56.0,46.0,NotMet,Met,61.2,73.7
600418,,ALL,61.0,,C,63.0,,C,62.0,,,,,,,,,,,,,,,,62.0,,Met,71.6,64.0,C,65.0,64.0,Met,NotMet,80.6,68.4
600420,,ALL,89.0,,A,82.0,,B,92.0,,,,,,,,,,,,,,,,86.0,,Met,78.1,85.0,A+NG,88.0,79.0,Met,Met,82.5,70.7
600422,,ALL,58.0,,C,49.0,,C,73.0,,,,,,,,,,,,,,,,57.0,,Met,76.4,60.0,C,59.0,55.0,NotMet,Met,64.5,80.6
600424,,ALL,71.0,,B,56.0,,C,74.0,,,,,,,,,,,,,,,,65.0,,Met,82.4,68.0,C,70.0,63.0,NotMet,Exceeded,65.5,89.7
600426,,ALL,,,,,,,,,57.0,,63.0,,55.0,,53.0,,76.0,,95.0,1.0,89.0,,69.0,,Exceeded,100.0,75.0,B,,,,,,
600428,,ALL,22.0,,F,38.0,,D,59.0,,95.0,1.0,,,,,,,,,,,,,36.0,,NotMet,67.7,42.0,D,30.0,46.0,NotMet,Met,59.3,77.4
600429,,ALL,69.0,,C,70.0,,B,95.0,,92.0,,,,,,,,,,,,,,74.0,,Met,74.7,74.0,B,68.0,72.0,NotMet,Met,64.8,77.6
600431,,ALL,90.0,,A,85.0,,A,95.0,1.0,95.0,1.0,,,,,,,,,,,,,89.0,,Exceeded,93.5,90.0,A,91.0,85.0,Exceeded,Met,98.1,79.0
600432,,ALL,57.0,,C,48.0,,D,65.0,,,,,,,,,,,,,,,,54.0,,NotMet,62.7,56.0,C,57.0,53.0,NotMet,Met,58.6,76.0
600433,,ALL,81.0,,B,77.0,,B,83.0,,,,,,,,,,,,,,,,80.0,,Met,83.8,80.0,B,78.0,80.0,NotMet,Exceeded,64.7,90.6
600434,,ALL,43.0,,D,54.0,,C,65.0,,95.0,1.0,,,,,,,,,,,,,52.0,,NotMet,63.3,54.0,D,46.0,59.0,NotMet,Met,58.5,80.0
600435,,ALL,76.0,,B,86.0,,A,,,,,,,,,,,,,,,,,81.0,,Met,81.2,81.0,B,78.0,86.0,Met,Met,84.9,76.6
600436,,ALL,60.0,,C,53.0,,C,82.0,,,,,,,,,,,,,,,,60.0,,Exceeded,86.6,66.0,C,65.0,59.0,Exceeded,Met,86.0,80.1
600437,,ALL,85.0,,A,83.0,,B,90.0,,,,,,,,,,,,,,,,85.0,,Exceeded,89.7,86.0,A+NG,86.0,83.0,Exceeded,Met,90.3,83.4
600438,,ALL,65.0,,C,66.0,,C,64.0,,,,,,,,,,,,,,,,65.0,,Met,79.4,68.0,C,69.0,68.0,Met,Met,84.7,74.7
600439,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600440,,ALL,65.0,,C,53.0,,C,78.0,,,,,,,,,,,,,,,,62.0,,Met,80.4,65.0,C,65.0,59.0,NotMet,Exceeded,62.6,85.6
600442,,ALL,66.0,,B,59.0,,C,71.0,,,,,,,,,,,,,,,,64.0,,Met,76.4,66.0,C,70.0,61.0,Met,NotMet,84.1,69.7
600443,,ALL,,,,,,,,,,,,,,,95.0,1.0,95.0,1.0,95.0,1.0,95.0,1.0,95.0,1.0,,,98.0,A,,,,,,
600444,,ALL,68.0,,B,61.0,,C,72.0,,,,,,,,,,,,,,,,65.0,,Met,77.7,68.0,C,70.0,64.0,Met,Met,81.8,74.4
600445,,ALL,,,,,,,,,61.0,,65.0,,51.0,,51.0,,71.0,,95.0,1.0,95.0,1.0,70.0,,Exceeded,86.9,73.0,B,,,,,,
600446,,ALL,53.0,,D,58.0,,C,53.0,,,,,,,,,,,,,,,,55.0,,NotMet,62.1,56.0,C,54.0,61.0,NotMet,Met,60.6,76.2
600447,,ALL,80.0,,B,69.0,,B,91.0,,,,,,,,,,,,,,,,77.0,,Met,76.7,77.0,B,79.0,70.0,Met,Met,74.7,73.9
600448,,ALL,22.0,,F,28.0,,D,57.0,,73.0,,,,,,,,,,,,,,32.0,,Met,74.6,40.0,D,29.0,40.0,NotMet,Exceeded,57.6,87.1
600449,,ALL,83.0,,B,75.0,,B,86.0,,,,,,,,,,,,,,,,80.0,,Met,73.6,79.0,B,80.0,76.0,NotMet,Met,67.0,81.5
600450,,ALL,43.0,,D,43.0,,D,65.0,,95.0,,,,,,,,,,,,,,48.0,,NotMet,69.7,52.0,D,52.0,45.0,Exceeded,NotMet,89.3,56.7
600451,,ALL,91.0,,A,87.0,,A,95.0,,,,,,,,,,,,,,,,90.0,,Exceeded,89.2,90.0,A+NG,90.0,87.0,Met,Exceeded,84.7,85.3
600453,,ALL,65.0,,C,41.0,,D,63.0,,,,,,,,,,,,,,,,54.0,,Exceeded,91.3,62.0,C,66.0,52.0,Met,Exceeded,71.1,96.1
600454,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600455,,ALL,66.0,,C,67.0,,C,80.0,,95.0,1.0,,,,,,,,,,,,,70.0,,NotMet,58.8,68.0,C,65.0,69.0,NotMet,Met,59.0,75.7
600457,,ALL,,,,,,,,,39.0,,46.0,,38.0,,24.0,,60.0,,95.0,1.0,94.0,,57.0,,Met,77.2,61.0,C,,,,,,
600459,,ALL,44.0,,D,39.0,,D,65.0,,,,,,,,,,,,,,,,45.0,,Exceeded,89.8,54.0,D,53.0,48.0,Exceeded,Exceeded,89.0,85.2
600461,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600462,,ALL,45.0,,D,47.0,,D,60.0,,95.0,1.0,,,,,,,,,,,,,48.0,,Met,72.6,53.0,D,52.0,53.0,Met,Met,76.9,76.9
600463,,ALL,58.0,,C,50.0,,C,65.0,,,,,,,,,,,,,,,,56.0,,Met,81.1,61.0,C,61.0,57.0,Met,Met,76.8,82.2
600464,,ALL,66.0,,C,63.0,,C,75.0,,,,,,,,,,,,,,,,66.0,,NotMet,68.5,67.0,C,66.0,65.0,NotMet,Met,65.7,74.6
600466,,ALL,,,,,,,,,77.0,,78.0,,71.0,,76.0,,74.0,,95.0,,94.0,,82.0,,Exceeded,87.5,83.0,B,,,,,,
600468,,ALL,55.0,,C,46.0,,D,66.0,,,,,,,,,,,,,,,,53.0,,Met,78.6,58.0,C,60.0,52.0,Met,Met,80.4,76.1
600471,,ALL,53.0,,C,34.0,,D,73.0,,,,,,,,,,,,,,,,47.0,,Exceeded,92.5,56.0,C,62.0,43.0,Exceeded,Met,95.4,82.0
600474,,ALL,50.0,,C,38.0,,D,59.0,,,,,,,,,,,,,,,,46.0,,Met,83.0,53.0,D,57.0,46.0,Met,Met,84.7,79.5
600478,,ALL,47.0,,D,38.0,,D,52.0,,,,,,,,,,,,,,,,44.0,,NotMet,64.3,48.0,D,49.0,46.0,NotMet,Met,58.0,80.1
600479,,ALL,35.0,,D,45.0,,D,63.0,,95.0,1.0,,,,,,,,,,,,,45.0,,NotMet,68.4,50.0,D,43.0,51.0,Met,Met,73.2,75.4
600480,,ALL,,,,,,,,,45.0,,60.0,,46.0,,43.0,,59.0,,95.0,1.0,95.0,1.0,61.0,,NotMet,68.0,63.0,C,,,,,,
600481,,ALL,38.0,,D,43.0,,D,64.0,,89.0,,,,,,,,,,,,,,45.0,,NotMet,61.4,49.0,D,42.0,50.0,NotMet,Met,58.1,79.2
600482,,ALL,69.0,,B,72.0,,B,87.0,,80.0,,91.0,,72.0,,76.0,,,,95.0,1.0,95.0,1.0,79.0,,Met,84.3,80.0,B,73.0,74.0,Exceeded,Met,89.2,80.7
600484,,ALL,59.0,,C,45.0,,D,63.0,,,,,,,,,,,,,,,,54.0,,Met,81.7,59.0,C,64.0,51.0,Met,Met,82.4,77.8
600485,,ALL,36.0,,D,36.0,,D,46.0,,,,,,,,,,,,,,,,37.0,,NotMet,66.8,43.0,D,43.0,42.0,Met,NotMet,73.4,68.0
600488,,ALL,76.0,,B,64.0,,C,64.0,,95.0,1.0,,,,,,,,,,,,,70.0,,NotMet,59.1,68.0,C,73.0,65.0,NotMet,NotMet,64.4,69.5
600489,,ALL,12.0,,F,17.0,,F,42.0,,,,,,,,,,,,,,,,18.0,,Met,79.2,30.0,F,25.0,30.0,Met,Met,75.8,80.8
600491,,ALL,90.0,,A,86.0,,A,85.0,,,,,,,,,,,,,,,,87.0,,Met,82.0,86.0,A+NG,90.0,86.0,Exceeded,Met,89.4,80.0
600492,,ALL,78.0,,B,89.0,,A,85.0,,,,,,,,,,,,,,,,84.0,,Met,77.8,83.0,B,79.0,87.0,Met,Met,80.6,79.0
600493,,ALL,86.0,,A,74.0,,B,93.0,,,,,,,,,,,,,,,,82.0,,Exceeded,89.2,83.0,B,85.0,77.0,Met,Exceeded,83.0,86.9
600494,,ALL,58.0,,C,40.0,,D,76.0,,,,,,,,,,,,,,,,53.0,,Met,83.1,59.0,C,63.0,48.0,Exceeded,Met,85.2,77.0
600496,,ALL,,,,,,,,,77.0,,81.0,,70.0,,56.0,,76.0,,95.0,1.0,95.0,1.0,79.0,,Met,78.2,79.0,B,,,,,,
600497,,ALL,80.0,,B,84.0,,B,95.0,1.0,95.0,1.0,,,,,,,,,,,,,85.0,,Met,80.8,85.0,A+NG,81.0,80.0,Met,NotMet,83.0,61.5
600498,,ALL,,,,,,,,,27.0,,44.0,,17.0,,38.0,,,,91.0,,93.0,,45.0,,NotMet,58.0,48.0,D,,,,,,
600499,,ALL,,,,,,,,,50.0,,70.0,,31.0,,77.0,,,,95.0,1.0,95.0,1.0,73.0,,NotMet,58.7,70.0,B,,,,,,
600500,,ALL,67.0,,B,62.0,,C,81.0,,,,,,,,,,,,,,,,67.0,,Exceeded,93.9,72.0,B,73.0,66.0,Exceeded,Exceeded,93.7,86.0
600501,,ALL,53.0,,C,40.0,,D,59.0,,,,,,,,,,,,,,,,48.0,,Met,82.8,55.0,C,59.0,47.0,Met,Met,84.3,76.6
600503,,ALL,59.0,,C,35.0,,D,43.0,,,,,,,,,,,,,,,,46.0,,Met,79.6,53.0,D,65.0,42.0,Exceeded,Met,87.8,73.5
600507,,ALL,95.0,1.0,A,94.0,,A,95.0,1.0,,,,,,,,,,,,,,,95.0,,Exceeded,86.3,94.0,A+NG,94.0,92.0,Exceeded,Met,85.3,84.2
600508,,ALL,,,,,,,,,92.0,,89.0,,86.0,,91.0,,95.0,1.0,95.0,1.0,95.0,1.0,93.0,,Exceeded,95.4,93.0,A+NG,,,,,,
600509,,ALL,44.0,,D,46.0,,D,72.0,,92.0,,,,,,,,,,,,,,51.0,,NotMet,69.5,54.0,D,51.0,50.0,Met,NotMet,77.9,66.3
600512,,ALL,47.0,,D,40.0,,D,67.0,,,,,,,,,,,,,,,,46.0,,Met,84.2,54.0,D,54.0,47.0,Exceeded,Met,85.7,77.0
600513,,ALL,76.0,,B,84.0,,B,95.0,,95.0,,,,95.0,1.0,,,,,,,,,83.0,,NotMet,66.3,80.0,B,73.0,83.0,NotMet,Met,62.4,79.7
600514,,ALL,32.0,,F,42.0,,D,55.0,,85.0,,,,,,,,,,,,,,41.0,,Met,74.5,48.0,D,38.0,51.0,NotMet,Exceeded,62.6,86.4
600516,,ALL,64.0,,C,55.0,,C,83.0,,,,,,,,,,,,,,,,63.0,,Met,83.0,67.0,C,66.0,60.0,Met,Met,74.9,82.9
600517,,ALL,32.0,,D,25.0,,F,44.0,,,,,,,,,,,,,,,,31.0,,Met,77.0,40.0,D,43.0,34.0,Met,Met,84.2,70.1
600518,,ALL,47.0,,D,54.0,,C,79.0,,95.0,1.0,,,,,,,,,,,,,56.0,,Met,81.5,61.0,C,54.0,58.0,Met,Met,80.8,76.0
600519,,ALL,40.0,,D,30.0,,F,45.0,,,,,,,,,,,,,,,,36.0,,NotMet,59.1,41.0,D,45.0,37.0,NotMet,NotMet,67.4,63.6
600520,,ALL,24.0,,F,34.0,,D,48.0,,70.0,,,,,,,,,,,,,,33.0,,NotMet,57.7,38.0,F,32.0,41.0,NotMet,NotMet,63.6,68.9
600521,,ALL,57.0,,C,43.0,,D,71.0,,,,,,,,,,,,,,,,53.0,,Met,81.6,58.0,C,62.0,49.0,Met,Met,84.0,76.2
600522,,ALL,84.0,,B,87.0,,A,86.0,,,,,,,,,,,,,,,,86.0,,Met,78.0,86.0,A,83.0,86.0,Met,Met,79.8,78.5
600527,,ALL,64.0,,C,59.0,,C,73.0,,,,,,,,,,,,,,,,63.0,,Met,83.7,67.0,C,68.0,63.0,Met,Met,82.3,83.2
600530,,ALL,83.0,,B,82.0,,B,92.0,,,,,,,,,,,,,,,,84.0,,Met,83.2,84.0,B,83.0,82.0,Met,Met,83.7,80.6
600532,,ALL,77.0,,B,78.0,,B,84.0,,95.0,1.0,,,,,,,,,,,,,79.0,,NotMet,57.6,75.0,B,74.0,76.0,NotMet,Met,62.4,70.3
600534,,ALL,65.0,,C,65.0,,C,77.0,,,,,,,,,,,,,,,,67.0,,Met,80.4,69.0,C,69.0,67.0,Met,Met,83.1,74.6
600535,,ALL,,,,,,,,,71.0,,72.0,,64.0,,63.0,,81.0,,95.0,1.0,93.0,,76.0,,Exceeded,98.3,81.0,B,,,,,,
600537,,ALL,85.0,,A,84.0,,B,95.0,1.0,95.0,1.0,,,,,,,,,,,,,87.0,,Exceeded,85.3,86.0,A+NG,86.0,81.0,Exceeded,NotMet,92.4,69.8
600538,,ALL,48.0,,C,49.0,,C,71.0,,95.0,1.0,,,,,,,,,,,,,54.0,,Exceeded,88.8,61.0,C,56.0,55.0,Exceeded,Met,89.5,79.5
600545,,ALL,42.0,,D,33.0,,D,26.0,,,,,,,,,,,,,,,,36.0,,Met,75.3,44.0,D,48.0,43.0,Met,Met,72.0,82.8
600546,,ALL,57.0,,C,43.0,,D,85.0,,,,,,,,,,,,,,,,54.0,,NotMet,66.2,56.0,C,58.0,48.0,NotMet,NotMet,63.9,68.7
600549,,ALL,68.0,,B,40.0,,D,76.0,,,,,,,,,,,,,,,,57.0,,Met,82.0,62.0,C,70.0,48.0,Met,Met,82.0,80.1
600550,,ALL,36.0,,D,35.0,,D,39.0,,,,,,,,,,,,,,,,36.0,,Met,80.6,45.0,D,45.0,43.0,Met,Met,84.0,76.6
600553,,ALL,28.0,,F,23.0,,F,57.0,,,,,,,,,,,,,,,,30.0,,NotMet,65.1,37.0,F,35.0,33.0,NotMet,Met,61.8,71.1
600557,,ALL,78.0,,B,76.0,,B,86.0,,,,,,,,,,,,,,,,78.0,,Met,83.4,79.0,B,79.0,77.0,Met,Met,83.7,81.0
600558,,ALL,88.0,,A,85.0,,A,93.0,,,,,,,,,,,,,,,,87.0,,Met,81.8,86.0,A+NG,87.0,85.0,Met,Met,82.2,78.8
600562,,ALL,42.0,,D,37.0,,D,29.0,,,,,,,,,,,,,,,,38.0,,NotMet,59.7,42.0,D,47.0,44.0,NotMet,NotMet,69.4,69.4
600565,,ALL,62.0,,C,46.0,,D,45.0,,,,,,,,,,,,,,,,53.0,,Met,76.6,57.0,C,66.0,53.0,Met,Met,81.5,79.1
600566,,ALL,59.0,,C,49.0,,D,61.0,,,,,,,,,,,,,,,,55.0,,NotMet,67.5,57.0,C,61.0,53.0,NotMet,Met,68.4,72.6
600567,,ALL,,,,,,,,,78.0,,86.0,,68.0,,78.0,,,,,,,,77.0,,Met,74.0,77.0,B,,,,,,
600571,,ALL,82.0,,B,84.0,,B,86.0,,,,,,,,,,,,,,,,83.0,,Met,80.3,83.0,B,83.0,81.0,Exceeded,Met,85.2,72.0
600574,,ALL,24.0,,F,30.0,,D,35.0,,,,,,,,,,,,,,,,28.0,,Met,76.8,38.0,F,34.0,40.0,Met,Met,72.9,82.4
