agency_code,asm_option,subgroup,ma_score,ma_score_masking,ma_grade,rd_score,rd_score_masking,rd_grade,sc_score,sc_score_masking,m1_score,m1_score_masking,e2_score,e2_score_masking,bi_score,bi_score_masking,act_score,act_score_masking,wk_score,wk_score_masking,mcr_score,mcr_score_masking,cgrs_score,cgrs_score_masking,ach_score,ach_score_masking,eg_status,eg_score,spg_score,spg_grade,ma_spg_score,rd_spg_score,ma_eg_status,rd_eg_status,ma_eg_score,rd_eg_score
900310,,ALL,88.0,,A,84.0,,B,95.0,,95.0,1.0,,,,,,,,,,,,,88.0,,Exceeded,90.2,88.0,A,89.0,83.0,Exceeded,Met,93.4,80.6
900311,,ALL,,,,,,,,,94.0,,90.0,,85.0,,89.0,,90.0,,95.0,1.0,95.0,1.0,92.0,,Exceeded,100.0,94.0,A+NG,,,,,,
900312,,ALL,71.0,,B,71.0,,B,79.0,,,,,,,,,,,,,,,,72.0,,Met,81.2,74.0,B,72.0,74.0,Met,Met,75.7,83.9
900314,,ALL,41.0,,D,37.0,,D,47.0,,95.0,,,,,,,,,,,,,,42.0,,NotMet,65.8,47.0,D,49.0,45.0,Met,Met,80.7,78.5
900316,,ALL,,,,,,,,,47.0,,46.0,,30.0,,39.0,,64.0,,95.0,1.0,81.0,,54.0,,NotMet,60.3,56.0,C,,,,,,
900318,,ALL,71.0,,B,68.0,,B,74.0,,,,,,,,,,,,,,,,70.0,,Met,79.3,72.0,B,74.0,70.0,Exceeded,Met,85.3,76.0
900320,,ALL,77.0,,B,73.0,,B,82.0,,,,,,,,,,,,,,,,76.0,,Met,84.1,78.0,B,78.0,76.0,Met,Exceeded,80.0,88.0
900328,,ALL,91.0,,A,84.0,,B,87.0,,,,,,,,,,,,,,,,88.0,,Met,83.5,87.0,A+NG,89.0,84.0,Met,Met,81.8,83.6
900332,,ALL,63.0,,C,53.0,,C,57.0,,,,,,,,,,,,,,,,58.0,,Met,84.9,63.0,C,68.0,58.0,Exceeded,Met,90.8,79.6
900334,,ALL,91.0,,A,88.0,,A,85.0,,,,,,,,,,,,,,,,89.0,,Met,73.2,86.0,A+NG,87.0,87.0,Met,Met,73.1,83.2
900336,,ALL,,,,,,,,,37.0,,41.0,,24.0,,46.0,,47.0,,95.0,1.0,83.0,,51.0,,NotMet,59.5,53.0,D,,,,,,
900340,,ALL,69.0,,C,66.0,,C,67.0,,,,,,,,,,,,,,,,67.0,,NotMet,64.6,67.0,C,68.0,68.0,NotMet,Met,64.1,77.6
900341,,ALL,65.0,,C,64.0,,C,66.0,,,,,,,,,,,,,,,,65.0,,Met,80.2,68.0,C,68.0,68.0,Met,Met,77.5,83.4
900342,,ALL,,,,,,,,,62.0,,71.0,,68.0,,68.0,,74.0,,95.0,1.0,94.0,,76.0,,Exceeded,92.4,79.0,B,,,,,,
900343,,ALL,67.0,,C,71.0,,B,87.0,,95.0,1.0,,,,,,,,,,,,,73.0,,Met,70.9,72.0,B,69.0,71.0,Met,Met,77.2,72.6
900344,,ALL,,,,,,,,,69.0,,63.0,,53.0,,69.0,,71.0,,95.0,1.0,91.0,,72.0,,Met,73.7,72.0,B,,,,,,
900346,,ALL,59.0,,C,62.0,,C,84.0,,95.0,1.0,,,,,,,,,,,,,65.0,,Met,83.0,68.0,C,64.0,63.0,Exceeded,NotMet,87.5,69.2
900347,,ALL,88.0,,B,79.0,,B,73.0,,,,,,,,,,,,,,,,82.0,,Met,73.7,80.0,B,83.0,80.0,NotMet,Met,65.5,83.3
900348,,ALL,,,,,,,,,79.0,,75.0,,74.0,,77.0,,84.0,,95.0,1.0,95.0,,82.0,,Exceeded,99.5,86.0,A+NG,,,,,,
900350,,ALL,65.0,,C,71.0,,B,86.0,,95.0,1.0,,,,,,,,,,,,,71.0,,Met,81.9,73.0,B,68.0,73.0,Met,Met,79.1,82.1
900351,,ALL,82.0,,B,51.0,,C,79.0,,,,,,,,,,,,,,,,68.0,,Met,77.2,70.0,B,80.0,57.0,Met,Met,70.5,81.8
900352,,ALL,56.0,,C,55.0,,C,47.0,,,,,,,,,,,,,,,,54.0,,Met,70.0,57.0,C,60.0,60.0,Met,Met,74.7,80.5
900353,,ALL,91.0,,A,90.0,,A,95.0,1.0,,,,,,,,,,,,,,,91.0,,Exceeded,94.3,92.0,A+NG,91.0,90.0,Exceeded,Exceeded,92.6,89.7
900354,,ALL,80.0,,B,59.0,,C,77.0,,,,,,,,,,,,,,,,71.0,,Exceeded,93.6,75.0,B,83.0,65.0,Exceeded,Exceeded,91.5,87.9
900356,,ALL,80.0,,B,68.0,,B,81.0,,,,,,,,,,,,,,,,75.0,,Met,75.9,75.0,B,79.0,70.0,Met,Met,77.4,77.6
900358,,ALL,77.0,,B,75.0,,B,87.0,,,,,,,,,,,,,,,,77.0,,Exceeded,85.1,79.0,B,76.0,77.0,Met,Exceeded,74.3,86.2
900360,,ALL,,,,,,,,,65.0,,73.0,,64.0,,67.0,,81.0,,95.0,1.0,88.0,,74.0,,Met,84.8,76.0,B,,,,,,
900362,,ALL,56.0,,C,70.0,,B,88.0,,95.0,1.0,,,,,,,,,,,,,67.0,,NotMet,59.7,66.0,C,56.0,70.0,NotMet,NotMet,55.7,69.9
900363,,ALL,77.0,,B,72.0,,B,84.0,,,,,,,,,,,,,,,,76.0,,Exceeded,90.6,79.0,B,79.0,76.0,Met,Exceeded,84.4,90.6
900364,,ALL,69.0,,B,59.0,,C,79.0,,,,,,,,,,,,,,,,66.0,,Exceeded,89.9,71.0,B,74.0,64.0,Exceeded,Met,92.8,82.2
900365,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900366,,ALL,,,,,,,,,95.0,1.0,95.0,1.0,95.0,1.0,95.0,1.0,92.0,,95.0,1.0,95.0,1.0,95.0,1.0,Exceeded,100.0,98.0,A+NG,,,,,,
900367,,ALL,,,,,,,,,90.0,,94.0,,90.0,,95.0,1.0,,,95.0,1.0,95.0,1.0,94.0,,Exceeded,91.0,94.0,A+NG,,,,,,
900368,,ALL,84.0,,A,77.0,,B,89.0,,,,,,,,,,,,,,,,82.0,,Exceeded,93.8,84.0,B,85.0,80.0,Exceeded,Exceeded,90.4,92.3
900370,,ALL,32.0,,F,26.0,,F,54.0,,,,,,,,,,,,,,,,33.0,,NotMet,61.2,38.0,F,39.0,34.0,NotMet,NotMet,68.3,64.5
900372,,ALL,62.0,,C,66.0,,C,61.0,,,,,,,,,,,,,,,,63.0,,NotMet,66.1,64.0,C,62.0,68.0,NotMet,Met,66.4,77.4
900376,,ALL,95.0,1.0,A,94.0,,A,95.0,1.0,,,,,,,,,,,,,,,95.0,1.0,Met,83.3,93.0,A+NG,93.0,91.0,Met,Met,81.6,80.5
900377,,ALL,,,,,,,,,92.0,,95.0,,90.0,,89.0,,91.0,,95.0,1.0,95.0,1.0,95.0,,Exceeded,90.4,94.0,A,,,,,,
900378,,ALL,93.0,,A,92.0,,A,95.0,1.0,95.0,1.0,,,,,,,,,,,,,94.0,,Exceeded,93.4,94.0,A,92.0,91.0,Exceeded,Exceeded,85.5,89.3
900380,,ALL,81.0,,B,79.0,,B,81.0,,,,,,,,,,,,,,,,80.0,,Met,74.8,79.0,B,79.0,80.0,Met,Met,73.6,81.0
900384,,ALL,72.0,,B,66.0,,B,85.0,,,,,,,,,,,,,,,,71.0,,Exceeded,90.5,75.0,B,75.0,70.0,Exceeded,Exceeded,87.7,86.4
900388,,ALL,66.0,,C,53.0,,C,59.0,,,,,,,,,,,,,,,,59.0,,Exceeded,91.1,65.0,C,69.0,60.0,Exceeded,Exceeded,85.0,90.8
900391,,ALL,90.0,,A,87.0,,A,95.0,1.0,95.0,1.0,,,,,,,,,,,,,90.0,,Exceeded,88.2,90.0,A,90.0,87.0,Exceeded,Met,89.5,83.9
900392,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900393,,ALL,,,,,,,,,95.0,1.0,95.0,,90.0,,94.0,,95.0,1.0,95.0,1.0,95.0,1.0,95.0,1.0,Exceeded,100.0,96.0,A,,,,,,
410304,,ALL,70.0,,B,67.0,,C,77.0,,,,,,,,,,,,,,,,70.0,,Met,83.7,72.0,B,74.0,69.0,Exceeded,Met,88.0,78.7
410307,,ALL,52.0,,C,41.0,,D,51.0,,,,,,,,,,,,,,,,47.0,,NotMet,65.7,51.0,D,58.0,45.0,Met,NotMet,79.5,64.3
410310,,ALL,46.0,,D,39.0,,D,47.0,,,,,,,,,,,,,,,,43.0,,NotMet,67.8,48.0,D,51.0,46.0,Met,Met,71.3,73.3
410311,,ALL,44.0,,D,57.0,,C,78.0,,95.0,1.0,,,,,,,,,,,,,58.0,,Met,82.7,63.0,C,48.0,62.0,NotMet,Met,62.9,84.7
410313,,ALL,39.0,,D,43.0,,D,69.0,,95.0,1.0,,,,,,,,,,,,,47.0,,Exceeded,87.4,55.0,C,47.0,52.0,Met,Exceeded,80.3,86.9
410316,,ALL,39.0,,D,36.0,,D,60.0,,89.0,,,,,,,,,,,,,,43.0,,Met,84.9,51.0,D,49.0,45.0,Exceeded,Met,86.4,81.6
410319,,ALL,,,,,,,,,34.0,,37.0,,26.0,,32.0,,56.0,,95.0,1.0,91.0,,55.0,,Met,81.8,61.0,C,,,,,,
410322,,ALL,63.0,,C,48.0,,C,68.0,,,,,,,,,,,,,,,,57.0,,Exceeded,88.6,63.0,C,67.0,56.0,Met,Exceeded,82.7,88.0
410325,,ALL,30.0,,F,44.0,,D,50.0,,95.0,1.0,,,,,,,,,,,,,41.0,,Met,76.6,48.0,D,37.0,53.0,NotMet,Exceeded,67.0,89.1
410326,,ALL,,,,,,,,,84.0,,85.0,,86.0,,73.0,,,,95.0,1.0,95.0,1.0,89.0,,Exceeded,93.3,90.0,A,,,,,,
410328,,ALL,37.0,,D,29.0,,F,32.0,,,,,,,,,,,,,,,,33.0,,Met,76.5,42.0,D,46.0,39.0,Met,Met,79.9,80.5
410331,,ALL,28.0,,F,24.0,,F,61.0,,,,,,,,,,,,,,,,31.0,,Met,76.3,40.0,D,37.0,34.0,Met,Met,74.7,75.8
410334,,ALL,40.0,,D,40.0,,D,47.0,,,,,,,,,,,,,,,,41.0,,Met,81.9,49.0,D,49.0,48.0,Met,Met,82.3,80.1
410337,,ALL,80.0,,B,81.0,,B,86.0,,,,,,,,,,,,,,,,81.0,,Met,82.9,82.0,B,81.0,81.0,Exceeded,Met,87.8,79.2
410340,,ALL,49.0,,C,44.0,,D,54.0,,,,,,,,,,,,,,,,48.0,,Met,77.1,53.0,D,55.0,51.0,Met,Met,79.6,78.8
410341,,ALL,95.0,1.0,A,95.0,1.0,A,95.0,1.0,95.0,1.0,,,,,,,,,,,,,95.0,1.0,Exceeded,89.4,98.0,A+NG,97.0,97.0,Met,Exceeded,83.3,86.5
410343,,ALL,71.0,,B,70.0,,B,79.0,,,,,,,,,,,,,,,,72.0,,Met,83.2,74.0,B,74.0,71.0,Exceeded,Met,87.3,75.9
410346,,ALL,82.0,,B,75.0,,B,85.0,,,,,,,,,,,,,,,,80.0,,Exceeded,91.1,82.0,B,83.0,78.0,Exceeded,Exceeded,88.1,88.1
410349,,ALL,23.0,,F,24.0,,F,36.0,,,,,,,,,,,,,,,,25.0,,NotMet,66.7,34.0,F,35.0,31.0,Met,NotMet,83.4,59.1
410355,,ALL,,,,,,,,,30.0,,44.0,,32.0,,27.0,,48.0,,95.0,1.0,83.0,,53.0,,Exceeded,91.9,61.0,C,,,,,,
410358,,ALL,,,,,,,,,39.0,,57.0,,38.0,,41.0,,68.0,,95.0,1.0,88.0,,59.0,,Exceeded,97.5,67.0,C,,,,,,
410361,,ALL,60.0,,C,62.0,,C,50.0,,,,,,,,,,,,,,,,60.0,,Met,83.2,64.0,C,65.0,66.0,Exceeded,Met,87.4,82.0
410364,,ALL,29.0,,F,28.0,,F,36.0,,,,,,,,,,,,,,,,30.0,,Met,70.1,38.0,F,37.0,38.0,NotMet,Met,66.5,79.5
410366,,ALL,35.0,,D,28.0,,F,42.0,,,,,,,,,,,,,,,,33.0,,Met,74.0,41.0,D,43.0,38.0,Met,Met,77.7,76.1
410367,,ALL,34.0,,D,39.0,,D,56.0,,95.0,1.0,,,,,,,,,,,,,41.0,,Exceeded,91.6,51.0,D,46.0,49.0,Exceeded,Exceeded,91.2,88.8
410370,,ALL,72.0,,B,68.0,,C,78.0,,,,,,,,,,,,,,,,71.0,,NotMet,68.4,71.0,B,71.0,69.0,NotMet,Met,66.1,74.5
410373,,ALL,36.0,,D,33.0,,D,67.0,,,,,,,,,,,,,,,,39.0,,Met,83.3,48.0,D,46.0,42.0,Met,Met,84.0,80.1
410376,,ALL,34.0,,D,33.0,,D,31.0,,,,,,,,,,,,,,,,33.0,,Met,84.5,43.0,D,45.0,42.0,Exceeded,Met,91.4,76.9
410379,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410382,,ALL,55.0,,C,57.0,,C,79.0,,,,,,,,,,,,,,,,59.0,,Met,72.1,62.0,C,60.0,59.0,Met,NotMet,80.0,66.3
410385,,ALL,22.0,,F,21.0,,F,42.0,,,,,,,,,,,,,,,,25.0,,NotMet,68.7,33.0,F,32.0,31.0,Met,NotMet,71.1,69.4
410388,,ALL,56.0,,C,65.0,,C,66.0,,,,,,,,,,,,,,,,61.0,,Met,82.8,65.0,C,62.0,68.0,Met,Met,84.9,80.4
410390,,ALL,,,,,,,,,,,,,,,78.0,,,,95.0,1.0,95.0,1.0,93.0,,,,93.0,A,,,,,,
410391,,ALL,37.0,,D,53.0,,C,59.0,,95.0,1.0,93.0,,91.0,,95.0,1.0,,,95.0,1.0,95.0,1.0,57.0,,Met,80.3,61.0,C,44.0,60.0,Met,Exceeded,72.7,87.3
410394,,ALL,,,,,,,,,72.0,,72.0,,64.0,,74.0,,69.0,,93.0,,90.0,,77.0,,Exceeded,89.4,79.0,B,,,,,,
410395,,ALL,,,,,,,,,95.0,1.0,95.0,1.0,95.0,1.0,95.0,1.0,,,95.0,1.0,95.0,1.0,95.0,1.0,NotMet,64.4,93.0,A,,,,,,
410396,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410397,,ALL,47.0,,C,44.0,,D,61.0,,95.0,1.0,,,,,,,,,,,,,50.0,,Met,80.3,56.0,C,55.0,50.0,Exceeded,Met,85.3,74.4
410398,,ALL,11.0,,F,5.0,,F,14.0,,15.0,,,,,,,,,,,,5.0,2.0,9.0,,,,9.0,F,11.0,5.0,,,,
410399,,ALL,,,,,,,,,95.0,1.0,90.0,,95.0,1.0,91.0,,,,95.0,1.0,95.0,1.0,95.0,1.0,Exceeded,95.2,96.0,A,,,,,,
410400,,ALL,63.0,,C,51.0,,C,71.0,,,,,,,,,,,,,,,,59.0,,Exceeded,90.4,65.0,C,68.0,58.0,Exceeded,Met,89.0,83.8
410401,,ALL,,,,,,,,,71.0,,76.0,,76.0,,84.0,,,,95.0,1.0,95.0,1.0,85.0,,Met,74.2,85.0,A,,,,,,
410402,,ALL,20.0,,F,28.0,,F,53.0,,95.0,1.0,,,,,,,,,,,,,30.0,,Met,73.5,39.0,F,28.0,39.0,NotMet,Met,61.8,83.2
410403,,ALL,27.0,,F,27.0,,F,45.0,,,,,,,,,,,,,,,,30.0,,Met,77.7,39.0,F,37.0,38.0,Met,Met,77.1,81.1
410406,,ALL,,,,,,,,,53.0,,41.0,,30.0,,49.0,,72.0,,95.0,1.0,88.0,,58.0,,Exceeded,89.3,65.0,C,,,,,,
410407,,ALL,,,,,,,,,87.0,,65.0,,61.0,,53.0,,74.0,,95.0,1.0,95.0,1.0,78.0,,Exceeded,90.1,80.0,B,,,,,,
410408,,ALL,,,,,,,,,88.0,,79.0,,66.0,,69.0,,,,95.0,1.0,95.0,1.0,83.0,,Exceeded,86.1,84.0,B,,,,,,
410409,,ALL,60.0,,C,34.0,,D,54.0,,,,,,,,,,,,,,,,48.0,,Exceeded,85.6,55.0,C,65.0,44.0,Exceeded,Met,85.1,83.4
410412,,ALL,48.0,,D,47.0,,D,56.0,,,,,,,,,,,,,,,,48.0,,NotMet,60.4,51.0,D,52.0,50.0,NotMet,NotMet,69.4,62.8
410415,,ALL,29.0,,D,34.0,,D,67.0,,72.0,,,,,,,,,,,,,,38.0,,Exceeded,92.4,49.0,D,41.0,44.0,Exceeded,Met,89.9,84.7
410418,,ALL,62.0,,C,51.0,,C,81.0,,,,,,,,,,,,,,,,59.0,,Exceeded,92.3,66.0,C,69.0,56.0,Exceeded,Met,96.3,78.5
410421,,ALL,49.0,,D,56.0,,C,77.0,,85.0,,,,,,,,,,,,,,58.0,,Met,84.3,63.0,C,52.0,63.0,NotMet,Exceeded,67.1,90.5
410423,,ALL,60.0,,C,57.0,,C,57.0,,,,,,,,,,,,,,,,58.0,,Met,78.9,62.0,C,62.0,63.0,Met,Met,73.1,84.1
410424,,ALL,68.0,,B,69.0,,B,79.0,,,,,,,,,,,,,,,,70.0,,Exceeded,86.3,73.0,B,72.0,71.0,Exceeded,Met,87.1,82.1
410427,,ALL,37.0,,D,42.0,,D,48.0,,95.0,1.0,,,,,,,,,,,,,41.0,,Met,83.8,50.0,D,48.0,49.0,Exceeded,Met,91.9,73.9
410430,,ALL,56.0,,C,59.0,,C,69.0,,,,,,,,,,,,,,,,59.0,,Met,72.9,62.0,C,61.0,60.0,Met,NotMet,83.3,66.6
410436,,ALL,46.0,,D,49.0,,D,58.0,,,,,,,,,,,,,,,,49.0,,NotMet,66.8,53.0,D,50.0,54.0,NotMet,Met,66.0,74.5
410437,,ALL,70.0,,B,76.0,,B,83.0,,95.0,1.0,,,,,,,,,,,,,76.0,,Exceeded,91.4,79.0,B,75.0,78.0,Exceeded,Exceeded,93.3,85.0
410439,,ALL,38.0,,D,37.0,,D,36.0,,,,,,,,,,,,,,,,37.0,,Met,80.4,46.0,D,47.0,46.0,Met,Met,81.7,81.2
410442,,ALL,57.0,,C,63.0,,B,81.0,,95.0,1.0,,,,,,,,,,,,,65.0,,Exceeded,100.0,72.0,B,66.0,70.0,Exceeded,Exceeded,100.0,99.2
410448,,ALL,59.0,,C,70.0,,B,84.0,,95.0,,,,,,,,,,,,,,69.0,,Met,80.5,71.0,B,62.0,72.0,Met,Met,73.0,80.1
410451,,ALL,67.0,,B,63.0,,C,71.0,,,,,,,,,,,,,,,,66.0,,Met,80.1,69.0,C,71.0,66.0,Met,Met,83.5,76.8
410454,,ALL,47.0,,C,39.0,,D,47.0,,,,,,,,,,,,,,,,44.0,,Met,78.2,50.0,D,55.0,45.0,Met,Met,84.8,70.6
410457,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410458,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410460,,ALL,36.0,,D,44.0,,D,66.0,,95.0,1.0,,,,,,,,,,,,,47.0,,Exceeded,91.1,55.0,C,46.0,54.0,Met,Exceeded,83.5,90.2
410461,,ALL,41.0,,D,44.0,,D,43.0,,,,,,,,,,,,,,,,43.0,,Met,80.8,50.0,D,50.0,51.0,Exceeded,Met,85.7,76.7
410462,,ALL,40.0,,D,37.0,,D,44.0,,,,,,,,,,,,,,,,40.0,,Met,84.2,49.0,D,50.0,46.0,Exceeded,Met,88.0,79.3
410463,,ALL,46.0,,D,53.0,,C,71.0,,95.0,1.0,,,,,,,,,,,,,56.0,,Exceeded,87.5,62.0,C,54.0,60.0,Met,Met,84.5,84.9
410464,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410466,,ALL,72.0,,B,71.0,,B,75.0,,,,,,,,,,,,,,,,72.0,,Met,75.4,73.0,B,73.0,73.0,Met,Met,74.3,80.0
410469,,ALL,45.0,,D,36.0,,D,72.0,,,,,,,,,,,,,,,,44.0,,Met,80.6,52.0,D,52.0,43.0,Met,Met,80.5,74.5
410472,,ALL,69.0,,B,60.0,,C,81.0,,,,,,,,,,,,,,,,66.0,,Met,83.6,70.0,B,72.0,64.0,Exceeded,Met,85.0,80.9
410478,,ALL,37.0,,D,40.0,,D,51.0,,,,,,,,,,,,,,,,40.0,,NotMet,64.9,45.0,D,43.0,47.0,NotMet,Met,63.4,71.5
410481,,ALL,54.0,,C,54.0,,C,55.0,,,,,,,,,,,,,,,,54.0,,Met,75.2,58.0,C,58.0,59.0,Met,Met,75.6,79.2
410483,,ALL,,,,,,,,,81.0,,57.0,,57.0,,68.0,,57.0,,95.0,1.0,95.0,1.0,75.0,,Exceeded,90.2,78.0,B,,,,,,
410484,,ALL,,,,,,,,,41.0,,46.0,,69.0,,30.0,,45.0,,93.0,,89.0,,60.0,,Exceeded,100.0,68.0,C,,,,,,
410486,,ALL,85.0,,B,83.0,,B,88.0,,,,,,,,,,,,,,,,85.0,,Met,78.2,85.0,A+NG,80.0,84.0,NotMet,Met,62.0,84.9
410487,,ALL,23.0,,F,34.0,,D,57.0,,95.0,1.0,,,,,,,,,,,,,35.0,,Met,78.6,44.0,D,33.0,44.0,Met,Met,74.0,84.5
410488,,ALL,66.0,,C,69.0,,C,81.0,,95.0,1.0,,,,,,,,,,,,,72.0,,NotMet,59.3,70.0,B,65.0,69.0,NotMet,NotMet,60.7,66.4
410489,,ALL,,,,,,,,,77.0,,79.0,,70.0,,80.0,,78.0,,95.0,1.0,95.0,1.0,82.0,,Met,79.3,82.0,B,,,,,,
410490,,ALL,,,,,,,,,86.0,,84.0,,76.0,,80.0,,83.0,,95.0,1.0,95.0,1.0,86.0,,Exceeded,90.5,87.0,A+NG,,,,,,
410491,,ALL,80.0,,B,81.0,,B,89.0,,,,,,,,,,,,,,,,82.0,,Met,79.9,81.0,B,81.0,79.0,Exceeded,Met,86.0,70.1
410493,,ALL,77.0,,B,81.0,,B,91.0,,95.0,1.0,,,,,,,,,,,,,82.0,,Exceeded,92.4,84.0,B,80.0,81.0,Exceeded,Met,90.5,83.7
410496,,ALL,43.0,,D,34.0,,D,69.0,,,,,,,,,,,,,,,,42.0,,NotMet,64.5,47.0,D,46.0,41.0,NotMet,Met,58.6,72.4
410499,,ALL,58.0,,C,36.0,,D,67.0,,,,,,,,,,,,,,,,50.0,,Met,82.2,56.0,C,62.0,45.0,Met,Met,78.0,82.0
410502,,ALL,88.0,,A,81.0,,B,92.0,,,,,,,,,,,,,,,,86.0,,Met,80.5,85.0,A+NG,88.0,79.0,Exceeded,NotMet,85.8,69.1
410505,,ALL,43.0,,D,41.0,,D,65.0,,,,,,,,,,,,,,,,45.0,,Met,78.3,52.0,D,51.0,47.0,Met,NotMet,84.0,67.5
410508,,ALL,,,,,,,,,56.0,,64.0,,59.0,,63.0,,77.0,,95.0,1.0,93.0,,73.0,,Exceeded,100.0,78.0,B,,,,,,
410511,,ALL,41.0,,D,35.0,,D,74.0,,,,,,,,,,,,,,,,43.0,,Met,78.0,50.0,D,49.0,42.0,Met,Met,80.3,71.2
410514,,ALL,40.0,,D,38.0,,D,59.0,,,,,,,,,,,,,,,,42.0,,Exceeded,91.4,52.0,D,50.0,48.0,Exceeded,Exceeded,91.2,86.4
410517,,ALL,31.0,,F,43.0,,D,51.0,,,,,,,,,,,,,,,,39.0,,NotMet,59.8,43.0,D,37.0,47.0,NotMet,NotMet,63.8,66.4
410522,,ALL,55.0,,C,51.0,,C,64.0,,,,,,,,,,,,,,,,54.0,,Met,82.5,60.0,C,61.0,57.0,Exceeded,Met,85.6,80.5
410523,,ALL,55.0,,C,60.0,,C,79.0,,,,,,,,,,,,,,,,61.0,,Met,78.4,64.0,C,59.0,63.0,Met,Met,76.4,76.6
410529,,ALL,,,,,,,,,51.0,,57.0,,52.0,,54.0,,70.0,,95.0,1.0,93.0,,67.0,,Exceeded,88.3,71.0,B,,,,,,
410530,,ALL,52.0,,C,43.0,,D,49.0,,,,,,,,,,,,,,,,48.0,,Exceeded,85.4,55.0,C,60.0,50.0,Exceeded,Met,89.6,80.2
410532,,ALL,38.0,,D,35.0,,D,50.0,,,,,,,,,,,,,,,,38.0,,Met,84.6,47.0,D,47.0,44.0,Exceeded,Met,87.4,80.3
410533,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410534,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410535,,ALL,62.0,,C,58.0,,C,75.0,,,,,,,,,,,,,,,,62.0,,Exceeded,86.7,67.0,C,67.0,62.0,Exceeded,Met,88.3,80.6
410538,,ALL,55.0,,C,42.0,,D,71.0,,,,,,,,,,,,,,,,52.0,,Exceeded,92.3,60.0,C,63.0,51.0,Exceeded,Exceeded,91.7,85.7
410541,,ALL,58.0,,C,53.0,,C,67.0,,,,,,,,,,,,,,,,57.0,,Met,81.2,62.0,C,62.0,59.0,Met,Met,80.0,81.0
410542,,ALL,48.0,,C,42.0,,D,52.0,,,,,,,,,,,,,,,,46.0,,Met,78.5,52.0,D,55.0,48.0,Met,Met,84.1,71.9
410544,,ALL,,,,,,,,,36.0,,33.0,,41.0,,22.0,,40.0,,95.0,1.0,81.0,,51.0,,Exceeded,91.0,59.0,C,,,,,,
410545,,ALL,,,,,,,,,83.0,,83.0,,67.0,,75.0,,92.0,,95.0,1.0,95.0,1.0,86.0,,Exceeded,91.2,87.0,A,,,,,,
410547,,ALL,,,,,,,,,55.0,,65.0,,55.0,,68.0,,72.0,,95.0,,93.0,,71.0,,Exceeded,92.0,75.0,B,,,,,,
410550,,ALL,52.0,,C,58.0,,C,74.0,,91.0,,,,,,,,,,,,,,59.0,,Met,84.8,64.0,C,58.0,62.0,Exceeded,Met,85.8,81.6
410553,,ALL,67.0,,B,57.0,,C,70.0,,,,,,,,,,,,,,,,63.0,,Met,82.2,67.0,C,70.0,61.0,Met,Met,83.8,77.7
410556,,ALL,,,,,,,,,54.0,,48.0,,46.0,,50.0,,74.0,,95.0,1.0,92.0,,65.0,,Exceeded,93.2,70.0,B,,,,,,
410559,,ALL,79.0,,B,76.0,,B,90.0,,,,,,,,,,,,,,,,79.0,,Met,81.9,80.0,B,80.0,76.0,Met,Met,82.7,74.5
410562,,ALL,,,,,,,,,61.0,,68.0,,58.0,,62.0,,77.0,,95.0,1.0,95.0,,73.0,,Exceeded,87.7,76.0,B,,,,,,
410565,,ALL,52.0,,D,60.0,,C,77.0,,92.0,,,,,,,,,,,,,,61.0,,NotMet,59.3,61.0,C,52.0,64.0,NotMet,Met,54.0,80.5
410568,,ALL,74.0,,B,76.0,,B,83.0,,,,,,,,,,,,,,,,76.0,,Met,81.2,77.0,B,76.0,76.0,Met,Met,84.1,75.9
410569,,ALL,,,,,,,,,95.0,1.0,95.0,1.0,95.0,1.0,95.0,1.0,95.0,1.0,95.0,1.0,95.0,1.0,95.0,1.0,Met,84.8,97.0,A,,,,,,
410571,,ALL,74.0,,B,75.0,,B,78.0,,,,,,,,,,,,,,,,75.0,,Met,70.2,74.0,B,73.0,76.0,NotMet,Met,68.8,77.3
410574,,ALL,85.0,,A,80.0,,B,93.0,,,,,,,,,,,,,,,,84.0,,Exceeded,86.5,85.0,A+NG,85.0,81.0,Met,Met,82.9,83.2
410577,,ALL,46.0,,D,39.0,,D,54.0,,,,,,,,,,,,,,,,44.0,,Met,82.3,52.0,D,52.0,48.0,Met,Met,74.4,84.2
410578,,ALL,55.0,,C,49.0,,D,59.0,,,,,,,,,,,,,,,,53.0,,NotMet,69.9,56.0,C,60.0,53.0,Met,NotMet,80.8,68.7
410579,,ALL,,,,,,,,,81.0,,77.0,,64.0,,86.0,,95.0,1.0,95.0,1.0,95.0,1.0,85.0,,Met,84.1,85.0,A,,,,,,
410580,,ALL,41.0,,D,34.0,,D,58.0,,,,,,,,,,,,,,,,40.0,,Met,84.2,49.0,D,49.0,44.0,Met,Met,77.6,84.7
