agency_code,pct_ALL_PK_ENROLL,pct_AM7_PK_ENROLL,pct_AS7_PK_ENROLL,pct_BL7_PK_ENROLL,pct_ELS_PK_ENROLL,pct_FEM_PK_ENROLL,pct_HI7_PK_ENROLL,pct_MALE_PK_ENROLL,pct_MU7_PK_ENROLL,pct_PI7_PK_ENROLL,pct_SWD_PK_ENROLL,pct_WH7_PK_ENROLL
010304,1.0,,,0.2,1.0,0.2,0.333,0.8,0.133,,0.0,0.333
010320,1.0,,,0.2,1.0,0.4,0.2,0.6,,,0.1,0.6
010326,1.0,,,0.333,1.0,0.5329999999999999,0.5,0.467,0.067,,0.0,0.1
010340,1.0,,,0.091,1.0,0.364,0.273,0.636,,,0.0,0.636
010347,1.0,,,,1.0,0.444,0.556,0.556,,,0.0,0.444
010351,1.0,,,0.6,1.0,0.467,0.133,0.5329999999999999,0.067,,0.0,0.2
010354,1.0,,,0.233,1.0,0.5,0.633,0.5,,,0.033,0.133
010357,1.0,,,0.32,1.0,0.453,0.52,0.547,0.04,,0.04,0.12
010358,1.0,,,0.267,1.0,0.5329999999999999,0.5329999999999999,0.467,,0.067,0.067,0.133
010362,1.0,,0.067,0.067,1.0,0.467,0.467,0.5329999999999999,,,0.0,0.4
010364,1.0,,,0.125,1.0,0.5,0.5,0.5,0.25,,0.125,0.125
010372,1.0,,,0.267,1.0,0.667,0.2,0.333,,0.067,0.0,0.467
010374,1.0,,,0.35700000000000004,1.0,0.429,0.5710000000000001,0.5710000000000001,,,0.071,0.071
010380,1.0,0.02,,0.224,1.0,0.28600000000000003,0.327,0.7140000000000001,0.041,0.02,0.061,0.3670000000000001
010392,1.0,,,,1.0,0.4,0.067,0.6,,,0.0,0.933
010LEA,1.0,0.003,0.003,0.252,1.0,0.436,0.42,0.564,0.037000000000000005,0.009000000000000001,0.034,0.276
020304,1.0,,,,1.0,0.444,0.111,0.556,0.111,,0.0,0.778
020316,1.0,,,0.111,1.0,0.667,0.16699999999999998,0.333,,,0.0,0.722
020320,1.0,,,,1.0,0.4,0.333,0.6,0.2,,0.0,0.467
020328,1.0,,,0.133,1.0,0.4,0.333,0.6,,,0.0,0.5329999999999999
020332,1.0,,,,1.0,0.545,0.182,0.455,0.091,,0.0,0.727
020LEA,1.0,,,0.059,1.0,0.5,0.235,0.5,0.07400000000000001,,0.0,0.632
030308,1.0,,,,1.0,0.444,0.389,0.556,,,0.0,0.611
030316,1.0,,,,1.0,0.583,0.083,0.417,,,0.0,0.917
030320,1.0,,,,1.0,0.465,0.3720000000000001,0.535,0.047,,0.0,0.581
030LEA,1.0,,,,1.0,0.479,0.329,0.521,0.027000000000000003,,0.0,0.644
050330,1.0,0.015,,,1.0,0.523,0.123,0.477,0.015,,0.0,0.846
050LEA,1.0,0.015,,,1.0,0.523,0.123,0.477,0.015,,0.0,0.846
060304,1.0,,,,1.0,0.333,0.267,0.667,,,0.0,0.733
060316,1.0,,,,1.0,0.941,0.059,0.059,,,0.0,0.941
060322,1.0,,,,1.0,0.467,,0.5329999999999999,,,0.0,1.0
060328,1.0,,,,1.0,0.516,0.258,0.484,,,0.065,0.742
060332,1.0,,,,1.0,0.6,,0.4,,,0.0,1.0
060LEA,1.0,,,,1.0,0.57,0.14,0.43,,,0.022,0.86
070302,1.0,,0.011,0.443,1.0,0.466,0.227,0.534,0.057,,0.0,0.261
070326,1.0,,,0.212,1.0,0.5760000000000001,0.182,0.424,0.121,,0.0,0.485
070329,1.0,,,0.172,1.0,0.448,0.207,0.552,0.034,0.034,0.0,0.552
070340,1.0,,,0.556,1.0,0.556,,0.444,0.278,,0.0,0.16699999999999998
070LEA,1.0,,0.006,0.363,1.0,0.494,0.19,0.506,0.08900000000000001,0.006,0.0,0.345
080348,1.0,,,0.733,1.0,0.6,,0.4,,,0.0,0.267
080356,1.0,,,0.833,1.0,0.389,0.111,0.611,,,0.0,0.056
080360,1.0,,,0.778,1.0,0.389,0.056,0.611,,,0.0,0.16699999999999998
080362,1.0,,0.025,0.675,1.0,0.55,,0.45,0.05,,0.0,0.25
080LEA,1.0,,0.011,0.736,1.0,0.495,0.033,0.505,0.022,,0.0,0.198
090304,1.0,0.111,,0.611,1.0,0.556,0.111,0.444,,,0.0,0.16699999999999998
090317,1.0,0.058,,0.212,1.0,0.5,0.077,0.5,0.096,,0.0,0.5579999999999999
090318,1.0,0.029,,0.314,1.0,0.5710000000000001,0.28600000000000003,0.429,0.057,,0.0,0.314
090324,1.0,0.061,,0.242,1.0,0.515,0.182,0.485,,,0.0,0.515
090333,1.0,,,0.491,1.0,0.4,0.2,0.6,0.036000000000000004,,0.0,0.273
090352,1.0,,,0.222,1.0,0.389,0.556,0.611,0.056,,0.0,0.16699999999999998
090LEA,1.0,0.038,,0.341,1.0,0.483,0.204,0.517,0.047,,0.0,0.37
100320,1.0,,,,1.0,,0.333,1.0,,,0.0,0.667
100338,1.0,,,,1.0,0.5,0.16699999999999998,0.5,,,0.0,0.833
100339,1.0,,,0.222,1.0,0.333,,0.667,,,0.0,0.778
100342,1.0,,,0.2,1.0,0.4,0.2,0.6,,,0.0,0.6
100LEA,1.0,,,0.115,1.0,0.308,0.154,0.6920000000000001,,,0.0,0.731
111304,1.0,,,0.308,1.0,0.6920000000000001,0.077,0.308,0.231,,0.0,0.385
111306,1.0,,,0.278,1.0,0.722,0.222,0.278,0.056,,0.0,0.444
111307,1.0,,0.016,0.438,1.0,0.516,0.094,0.484,0.078,0.016,0.0,0.359
111332,1.0,,0.077,0.154,1.0,0.462,,0.5379999999999999,0.077,,0.0,0.6920000000000001
111LEA,1.0,,0.019,0.361,1.0,0.565,0.102,0.435,0.093,0.009000000000000001,0.0,0.417
120304,1.0,0.059,0.118,,1.0,0.529,,0.471,0.118,,0.0,0.706
120312,1.0,,0.071,0.071,1.0,0.5,0.179,0.5,,,0.0,0.679
120316,1.0,,0.158,,1.0,0.526,0.632,0.474,0.053,,0.105,0.158
120320,1.0,,0.118,,1.0,0.647,,0.353,,,0.0,0.882
120324,1.0,,0.029,0.029,1.0,0.486,0.14300000000000002,0.514,0.057,,0.0,0.743
120338,1.0,,0.156,,1.0,0.5,0.094,0.5,0.031,,0.125,0.7190000000000001
120340,1.0,,,0.027000000000000003,1.0,0.378,0.784,0.622,,,0.054000000000000006,0.189
120344,1.0,,0.263,,1.0,0.632,,0.368,,,0.0,0.737
120352,1.0,,0.2,,1.0,0.2,,0.8,,,0.0,0.8
120360,1.0,,,,1.0,0.556,,0.444,,,0.056,1.0
120364,1.0,,,0.118,1.0,0.529,0.118,0.471,,,0.0,0.765
120368,1.0,,0.059,,1.0,0.588,0.029,0.412,,,0.0,0.912
120372,1.0,,0.053,0.053,1.0,0.421,0.053,0.579,,,0.0,0.8420000000000001
120374,1.0,,0.079,,1.0,0.447,0.105,0.5529999999999999,0.053,,0.0,0.763
120380,1.0,,0.053,,1.0,0.316,0.105,0.684,,,0.0,0.8420000000000001
120386,1.0,,,,1.0,0.5,,0.5,0.056,,0.0,0.944
120LEA,1.0,0.003,0.075,0.019,1.0,0.4920000000000001,0.172,0.508,0.024,,0.024,0.7070000000000001
130321,1.0,,,0.444,1.0,0.556,0.444,0.444,,,0.0,0.111
130329,1.0,,,0.25,1.0,0.556,0.417,0.444,0.028,,0.0,0.306
130340,1.0,,0.028,0.389,1.0,0.5,0.278,0.5,0.139,,0.0,0.16699999999999998
130342,1.0,,,0.222,1.0,0.778,0.222,0.222,0.16699999999999998,,0.0,0.389
130LEA,1.0,,0.009000000000000001,0.324,1.0,0.574,0.343,0.426,0.083,,0.0,0.241
132308,1.0,,,0.75,1.0,0.5,0.25,0.5,,,0.0,
132336,1.0,,0.028,0.417,1.0,0.5,0.236,0.5,0.069,,0.0,0.25
132LEA,1.0,,0.026,0.434,1.0,0.5,0.237,0.5,0.066,,0.0,0.237
140304,1.0,,,,1.0,0.4,0.067,0.6,0.133,,0.0,0.8
140312,1.0,,,0.28600000000000003,1.0,0.5710000000000001,0.28600000000000003,0.429,0.14300000000000002,,0.0,0.28600000000000003
140316,1.0,,,,1.0,0.462,0.077,0.5379999999999999,,,0.0,0.923
140324,1.0,,,,1.0,0.333,,0.667,0.133,,0.0,0.867
140340,1.0,,,0.067,1.0,0.2,0.067,0.8,,,0.067,0.867
140344,1.0,,,,1.0,0.364,,0.636,,,0.0,1.0
140352,1.0,,,,1.0,0.34600000000000003,0.192,0.654,0.038,,0.038,0.769
140360,1.0,,,0.2,1.0,0.4,,0.6,,,0.0,0.8
140384,1.0,,,,1.0,0.333,0.208,0.667,0.042,,0.0,0.75
140388,1.0,,,0.071,1.0,0.5710000000000001,0.214,0.429,,,0.0,0.7140000000000001
140396,1.0,,,,1.0,0.458,0.125,0.542,0.042,,0.0,0.833
140LEA,1.0,,,0.027000000000000003,1.0,0.396,0.121,0.604,0.044,,0.011,0.8079999999999999
150308,1.0,,0.021,0.106,1.0,0.426,0.064,0.574,0.128,,0.0,0.6809999999999999
150LEA,1.0,,0.021,0.106,1.0,0.426,0.064,0.574,0.128,,0.0,0.6809999999999999
160304,1.0,,0.111,,1.0,0.778,0.111,0.222,,,0.0,0.778
160306,1.0,,,,1.0,0.35700000000000004,0.214,0.643,0.071,,0.0,0.7140000000000001
160308,1.0,,,0.429,1.0,0.7140000000000001,,0.28600000000000003,0.14300000000000002,,0.0,0.429
160322,1.0,,0.071,0.071,1.0,0.5,0.429,0.5,0.14300000000000002,,0.0,0.28600000000000003
160324,1.0,,,0.071,1.0,0.35700000000000004,0.071,0.643,,,0.0,0.857
160332,1.0,,,,1.0,0.5,0.071,0.5,,,0.0,0.929
160352,1.0,,,,1.0,0.5,0.071,0.5,0.071,,0.0,0.857
160LEA,1.0,,0.022,0.086,1.0,0.516,0.14,0.484,0.065,,0.0,0.688
170334,1.0,,,0.111,1.0,0.778,0.16699999999999998,0.222,0.16699999999999998,,0.0,0.556
170339,1.0,,,0.44,1.0,0.32,0.08,0.68,,,0.0,0.48
170342,1.0,,,0.294,1.0,0.471,0.17600000000000002,0.529,,,0.0,0.529
170LEA,1.0,,,0.3,1.0,0.5,0.133,0.5,0.05,,0.0,0.517
180304,1.0,,,,1.0,0.5,0.16699999999999998,0.5,0.16699999999999998,,0.0,0.667
180324,1.0,,,,1.0,0.588,0.059,0.412,,,0.059,0.941
180332,1.0,,0.188,0.125,1.0,0.313,0.313,0.688,0.063,,0.0,0.313
180343,1.0,,0.235,,1.0,0.765,,0.235,,,0.0,0.765
180356,1.0,,0.111,0.056,1.0,0.444,0.056,0.556,0.222,,0.0,0.556
180360,1.0,,0.091,0.061,1.0,0.545,0.212,0.455,0.152,,0.0,0.485
180372,1.0,,0.043,0.174,1.0,0.478,0.348,0.522,,,0.043,0.435
180379,1.0,,,0.056,1.0,0.444,0.222,0.556,0.111,,0.0,0.611
180380,1.0,,0.056,0.056,1.0,0.556,0.111,0.444,0.111,,0.0,0.667
180388,1.0,,0.063,,1.0,0.438,0.563,0.563,,,0.125,0.375
180LEA,1.0,,0.077,0.057,1.0,0.51,0.206,0.49,0.08800000000000001,,0.021,0.5720000000000001
181336,1.0,,,0.192,1.0,0.385,0.34600000000000003,0.615,,,0.0,0.462
181342,1.0,,0.036000000000000004,0.036000000000000004,1.0,0.464,0.536,0.536,0.071,,0.0,0.321
181344,1.0,,0.063,0.188,1.0,0.438,0.5,0.563,0.063,,0.0,0.188
181LEA,1.0,,0.029,0.129,1.0,0.429,0.457,0.5710000000000001,0.043,,0.0,0.343
182304,1.0,,,,1.0,0.667,0.333,0.333,,,0.0,0.667
182322,1.0,,,0.071,1.0,0.5710000000000001,0.429,0.429,,,0.0,0.5
182324,1.0,,0.059,0.118,1.0,0.647,0.294,0.353,0.118,,0.0,0.412
182328,1.0,,,0.111,1.0,0.5,0.556,0.5,0.056,,0.0,0.278
182LEA,1.0,,0.019,0.096,1.0,0.5770000000000001,0.423,0.423,0.058,,0.0,0.404
190304,1.0,,,,1.0,0.45,0.1,0.55,,,0.0,0.9
190340,1.0,,,0.125,1.0,0.625,0.188,0.375,0.188,,0.0,0.5
190341,1.0,,,0.16,1.0,0.4,0.34,0.6,0.02,,0.0,0.48
190346,1.0,,0.081,0.081,1.0,0.4320000000000001,0.189,0.568,0.081,,0.0,0.568
190348,1.0,,0.095,0.14300000000000002,1.0,0.619,0.238,0.381,0.048,,0.0,0.476
190350,1.0,,,0.16699999999999998,1.0,0.444,0.685,0.556,0.019,,0.0,0.13
190370,1.0,0.022,,0.156,1.0,0.5329999999999999,0.578,0.467,0.044,,0.0,0.2
190LEA,1.0,0.004,0.021,0.132,1.0,0.477,0.399,0.523,0.045,,0.0,0.399
200304,1.0,0.036000000000000004,,0.036000000000000004,1.0,0.429,0.036000000000000004,0.5710000000000001,0.14300000000000002,,0.0,0.75
200312,1.0,,,,1.0,0.5,0.125,0.5,,,0.0,0.875
200320,1.0,0.071,,,1.0,0.7140000000000001,,0.28600000000000003,,,0.0,0.929
200324,1.0,0.029,,,1.0,0.457,0.029,0.5429999999999999,0.029,,0.0,0.914
200332,1.0,0.056,,,1.0,0.611,0.111,0.389,,,0.0,0.833
200336,1.0,,,,1.0,0.529,0.059,0.471,0.059,,0.0,0.882
200LEA,1.0,0.033,,0.008,1.0,0.517,0.05,0.483,0.05,,0.0,0.858
210316,1.0,,0.017,0.417,1.0,0.433,0.2,0.5670000000000001,0.05,,0.0,0.317
210LEA,1.0,,0.017,0.417,1.0,0.433,0.2,0.5670000000000001,0.05,,0.0,0.317
220308,1.0,,,0.031,1.0,0.438,0.063,0.563,,,0.0,0.906
220LEA,1.0,,,0.031,1.0,0.438,0.063,0.563,,,0.0,0.906
230304,1.0,,0.033,0.3670000000000001,1.0,0.5,0.16699999999999998,0.5,,,0.0,0.433
230308,1.0,,,0.273,1.0,0.636,,0.364,0.091,,0.0,0.636
230320,1.0,,,,1.0,0.375,,0.625,0.063,,0.0,0.938
230334,1.0,,,0.375,1.0,0.438,0.063,0.563,,,0.0,0.563
230340,1.0,,,0.17600000000000002,1.0,0.618,0.029,0.382,0.029,,0.0,0.765
230342,1.0,,,0.6970000000000001,1.0,0.364,0.121,0.636,0.091,0.03,0.0,0.061
230344,1.0,,,0.185,1.0,0.444,0.037000000000000005,0.556,0.037000000000000005,,0.0,0.741
230346,1.0,,,0.754,1.0,0.557,0.033,0.443,,0.016,0.0,0.197
230348,1.0,,,0.478,1.0,0.478,0.13,0.522,0.087,,0.0,0.304
230355,1.0,,0.034,0.483,1.0,0.483,0.069,0.517,0.103,,0.0,0.31
230357,1.0,,,0.563,1.0,0.375,0.063,0.625,,,0.0,0.375
230368,1.0,,,0.524,1.0,0.5479999999999999,0.024,0.452,0.048,,0.0,0.405
230370,1.0,,,0.31,1.0,0.345,0.034,0.655,0.069,,0.0,0.586
230376,1.0,,,0.25,1.0,0.375,,0.625,0.125,,0.0,0.625
230380,1.0,,,0.438,1.0,0.438,,0.563,,,0.0,0.563
230LEA,1.0,,0.005,0.436,1.0,0.489,0.053,0.511,0.046,0.005,0.0,0.455
240308,1.0,0.031,,0.344,1.0,0.625,0.188,0.375,0.063,,0.0,0.375
240328,1.0,,,0.16699999999999998,1.0,0.556,,0.444,0.16699999999999998,,0.0,0.667
240332,1.0,,,0.5329999999999999,1.0,0.467,0.067,0.5329999999999999,0.133,,0.0,0.267
240344,1.0,0.056,,0.333,1.0,0.556,0.056,0.444,0.056,,0.0,0.5
240352,1.0,,,0.308,1.0,0.308,0.462,0.6920000000000001,,,0.0,0.231
240354,1.0,0.375,,0.281,1.0,0.625,0.063,0.375,0.063,,0.0,0.219
240370,1.0,,,0.034,1.0,0.552,0.345,0.448,0.034,,0.0,0.586
240372,1.0,,,0.633,1.0,0.633,,0.3670000000000001,,0.02,0.0,0.34700000000000003
240388,1.0,,0.031,0.156,1.0,0.375,0.063,0.625,,,0.0,0.75
240LEA,1.0,0.059,0.004,0.328,1.0,0.546,0.118,0.454,0.046,0.004,0.0,0.441
241320,1.0,0.017,,0.4,1.0,0.433,0.233,0.5670000000000001,0.117,,0.0,0.233
241LEA,1.0,0.017,,0.4,1.0,0.433,0.233,0.5670000000000001,0.117,,0.0,0.233
250306,1.0,,,0.4,1.0,0.4,0.2,0.6,0.2,,0.0,0.2
250308,1.0,,,0.083,1.0,0.417,0.083,0.583,,,0.0,0.833
250320,1.0,,,0.235,1.0,0.588,0.118,0.412,0.118,,0.0,0.529
250328,1.0,,,0.12,1.0,0.28,0.16,0.72,0.2,,0.0,0.52
250348,1.0,,0.118,0.412,1.0,0.412,,0.588,0.118,,0.0,0.353
250350,1.0,,,0.37,1.0,0.333,0.29600000000000004,0.667,,,0.0,0.333
250LEA,1.0,,0.017,0.258,1.0,0.417,0.15,0.583,0.1,,0.0,0.475
260306,1.0,,,0.2,1.0,0.4,0.267,0.6,0.133,,0.0,0.4
260310,1.0,,0.071,0.5710000000000001,1.0,0.429,,0.5710000000000001,0.214,0.071,0.0,0.071
260320,1.0,,,0.333,1.0,0.16699999999999998,0.333,0.833,,,0.16699999999999998,0.333
260326,1.0,,,0.438,1.0,0.313,0.188,0.688,0.188,,0.0,0.188
260332,1.0,,,0.063,1.0,0.438,0.125,0.563,,,0.0,0.813
260338,1.0,,0.045,0.455,1.0,0.4320000000000001,0.25,0.568,0.068,0.023,0.0,0.159
260340,1.0,,,,1.0,,,1.0,,,0.0,1.0
260342,1.0,,0.067,0.267,1.0,0.467,0.067,0.5329999999999999,0.267,,0.0,0.333
260348,1.0,,,0.625,1.0,0.438,0.063,0.563,0.063,,0.0,0.25
260352,1.0,0.023,0.023,0.409,1.0,0.364,0.182,0.636,0.182,,0.0,0.182
260356,1.0,,,,1.0,0.563,0.063,0.438,0.063,,0.0,0.875
260363,1.0,,0.154,0.5379999999999999,1.0,0.462,0.077,0.5379999999999999,,0.077,0.0,0.154
260364,1.0,,,0.353,1.0,0.412,0.353,0.588,0.059,,0.0,0.235
260370,1.0,0.125,0.031,0.469,1.0,0.406,0.031,0.594,0.063,,0.0,0.281
260373,1.0,0.069,0.034,0.172,1.0,0.655,0.276,0.345,0.103,,0.0,0.345
260375,1.0,,,0.438,1.0,0.438,0.188,0.563,0.063,,0.0,0.313
260382,1.0,,,0.467,1.0,0.6,0.133,0.4,0.133,,0.0,0.267
260396,1.0,0.059,,0.294,1.0,0.706,0.235,0.294,,,0.0,0.412
260398,1.0,,,0.419,1.0,0.452,0.258,0.5479999999999999,0.097,,0.0,0.226
260400,1.0,0.067,,0.4,1.0,0.2,0.333,0.8,0.133,,0.0,0.067
260402,1.0,,,0.5,1.0,,,1.0,,,0.0,0.5
260403,1.0,,0.036000000000000004,0.35700000000000004,1.0,0.464,0.107,0.536,0.14300000000000002,,0.0,0.35700000000000004
260404,1.0,,,0.438,1.0,0.563,0.438,0.438,,,0.0,0.125
260407,1.0,,,0.5479999999999999,1.0,0.516,0.194,0.484,,0.032,0.0,0.226
260410,1.0,,0.313,0.438,1.0,0.313,0.125,0.688,,,0.0,0.125
260414,1.0,,,0.7,1.0,0.3,0.2,0.7,0.05,,0.0,0.05
260415,1.0,,,0.25,1.0,0.5,0.188,0.5,0.125,,0.0,0.438
260416,1.0,,,0.214,1.0,0.5,0.214,0.5,0.14300000000000002,,0.0,0.429
