agency_code,pct_ALL_CHRON_ABSENT,pct_AM7_CHRON_ABSENT,pct_AS7_CHRON_ABSENT,pct_BL7_CHRON_ABSENT,pct_ELS_CHRON_ABSENT,pct_FEM_CHRON_ABSENT,pct_HI7_CHRON_ABSENT,pct_MALE_CHRON_ABSENT,pct_MU7_CHRON_ABSENT,pct_PI7_CHRON_ABSENT,pct_SWD_CHRON_ABSENT,pct_WH7_CHRON_ABSENT
130340,0.0993,0.0012,,0.0407,0.0076,0.0535,0.0178,0.0458,0.0089,,0.0165,0.0305
130342,0.1151,,,0.0484,0.0117,0.0484,0.0183,0.0667,0.0039,,0.0248,0.0445
130344,0.1538,,,0.0635,0.0133,0.0702,0.025,0.0836,0.0117,,0.0334,0.0535
130345,0.0506,0.0009,0.0037,0.0093,0.0046,0.0178,0.0093,0.0328,0.0056,,0.0056,0.0215
130346,0.0788,,0.0025,0.0117,0.005,0.0293,0.0109,0.0494,0.0033,,0.0117,0.0503
130350,0.0641,,,0.0128,,0.0512,0.017,0.0128,,,,0.0341
130355,0.0957,,,0.0338,0.0039,0.0378,0.0219,0.0578,0.0029,,0.0219,0.0368
130LEA,0.113,0.0011,0.0028,0.0269,0.0071,0.0516,0.0219,0.0614,0.0066,0.0008,0.0201,0.0557
132304,0.2945,,0.0037,0.0847,0.0235,0.1454,0.0971,0.1491,0.0204,0.0006,0.047,0.0878
132308,0.1259,,0.0019,0.061,0.0019,0.0591,0.0095,0.0667,0.0133,,0.0305,0.04
132312,0.1235,,,0.028,0.0168,0.0561,0.0421,0.0674,,,0.0084,0.0533
132314,0.1197,0.0018,,0.0423,0.0092,0.0497,0.0239,0.0699,0.0092,,0.0294,0.0423
132328,0.1522,,,0.0204,0.0045,0.0659,0.0295,0.0863,0.025,0.0022,0.034,0.075
132330,0.2401,0.0025,0.0008,0.0661,0.0117,0.1121,0.0719,0.128,0.0167,,0.0443,0.08199999999999999
132332,0.1553,,0.0028,0.0367,0.0169,0.0819,0.0367,0.0734,0.0084,,0.0225,0.0706
132336,0.1093,,,0.016,0.016,0.0418,0.0514,0.0675,0.0096,0.0032,0.0064,0.0289
132LEA,0.2049,0.0023,0.0024,0.0576,0.0144,0.097,0.0595,0.1078,0.0164,0.0012,0.0353,0.0693
13A000,0.0947,,0.0044,0.0209,0.0055,0.0429,0.0242,0.0517,0.0121,,0.011,0.033
13B000,0.1259,,0.0053,0.0505,0.0064,0.0505,0.0161,0.0753,0.0096,0.001,0.0193,0.043
13C000,0.0632,,0.0024,0.0413,0.0024,0.0243,0.0121,0.0389,0.0024,,0.0048,0.0048
13D000,0.1135,,,0.0365,0.006,0.0669,0.0324,0.0466,0.006,,0.0121,0.0385
140304,0.1493,,,,,0.0835,0.005,0.0658,0.005,,0.0278,0.1392
140305,0.0557,,,0.0042,,0.0214,0.0042,0.0343,0.0042,,,0.0429
140306,1.0746,,,0.1194,0.0746,0.1791,0.1194,0.8955,0.1044,,0.194,0.7313
140307,0.8055,,,0.1111,,0.1388,0.0277,0.6666,0.0833,,0.3333,0.5833
140308,0.102,0.0029,,,,0.0699,,0.032,0.0058,,0.0204,0.0932
140309,0.0156,,,0.0026,,0.0104,0.0078,0.0052,0.0026,,,0.0026
140312,0.1459,,0.0019,0.0197,0.0157,0.069,0.0315,0.0769,0.0138,,0.0256,0.0788
140316,0.0941,,,0.0022,,0.047,0.0022,0.047,0.0022,,0.0224,0.0874
140324,0.1049,,,0.0061,,0.0452,0.0082,0.0596,0.002,,0.0226,0.0884
140332,0.1844,,0.0019,0.0076,0.0038,0.0988,0.019,0.0855,0.0133,,0.0285,0.1425
140336,0.1804,0.0017,,,0.0034,0.0773,0.012,0.103,0.0034,,0.0326,0.1632
140340,0.1416,,0.0016,0.0032,0.0082,0.0609,0.0082,0.0807,0.0065,,0.0313,0.1219
140344,0.0847,,,,,0.0466,0.0084,0.0381,,,0.0211,0.0762
140348,0.213,,,0.0172,0.0073,0.1194,0.0197,0.0935,0.0147,,0.0332,0.1613
140352,0.122,,0.0084,0.0014,0.0042,0.0603,0.0056,0.0617,0.006999999999999999,,0.035,0.0995
140356,0.1851,,0.0015,0.0031,0.0015,0.1091,0.0158,0.0759,0.0063,,0.0348,0.1582
140360,0.1358,,,0.0061,,0.0925,0.0246,0.0432,,,0.0246,0.1049
140368,0.1574,0.0017,,0.0143,0.0035,0.0822,0.0214,0.0751,0.0053,,0.0304,0.1144
140372,0.0773,,,0.0049,0.0024,0.0399,0.0074,0.0374,0.0099,,0.0149,0.0548
140376,0.1764,,,,,0.0882,0.0073,0.0882,0.0147,,0.0441,0.1544
140384,0.1037,0.0031,,0.0062,0.0031,0.044,0.0094,0.0597,0.0094,,0.0188,0.0754
140386,0.2332,0.0006,,0.0034,0.0082,0.108,0.0184,0.1251,0.0061,,0.0396,0.2045
140388,0.2051,,,0.0192,0.0064,0.1025,0.032,0.1025,0.032,,0.0384,0.1217
140390,0.2415,,,0.0162,,0.1339,0.0175,0.1076,0.0112,,0.045,0.1964
140392,0.2043,,,0.0583,0.0072,0.1021,0.0218,0.1021,0.0145,,0.0291,0.1094
140396,0.1935,,,0.0161,0.0129,0.0838,0.0193,0.1096,0.0225,,0.0645,0.1354
140LEA,0.1675,0.0015,0.0033,0.01,0.0069,0.08199999999999999,0.0151,0.0855,0.0093,,0.0343,0.134
150304,0.1116,,0.0023,0.0118,,0.057,,0.0546,0.0118,,0.0095,0.0855
150308,0.1454,,,0.0081,,0.0799,0.002,0.0655,0.0081,0.002,0.0327,0.125
150310,0.1507,,,0.0063,,0.0721,0.0063,0.0785,0.0127,0.0021,0.0297,0.1231
150312,0.1058,,,0.0145,,0.0218,0.0036,0.0839,0.0072,,0.0255,0.0802
150350,0.0177,,,,,0.0118,,0.0059,,,,0.0177
150LEA,0.1212,,0.0023,0.0096,,0.0575,0.004,0.0636,0.0102,0.002,0.0247,0.0987
160304,0.1566,,,,,0.0481,0.024,0.1084,0.012,,0.024,0.1204
160306,0.1133,,,0.0022,,0.0544,0.0022,0.0589,0.009000000000000001,,0.0181,0.0997
160308,0.1883,,,0.0186,0.0023,0.0953,0.0139,0.093,0.0279,0.0046,0.0511,0.1232
160309,0.96,,,0.12,,0.08,0.08,0.88,0.08,,0.72,0.68
160310,0.1376,,,0.0289,,0.0688,0.0108,0.0688,0.0144,0.0072,0.0471,0.076
160311,0.0877,,,,,0.0438,0.0031,0.0438,0.0015,,0.0156,0.083
160313,0.1747,,0.0018,0.0167,0.0018,0.0947,0.0092,0.0799,0.0055,,0.0334,0.1412
160314,0.1556,0.0023,,0.0023,,0.0673,0.0069,0.0882,0.0069,,0.0232,0.13699999999999998
160316,0.299,,,,,0.1121,,0.1869,,,0.056,0.299
160317,0.0958,,,0.0171,0.0068,0.041,0.0136,0.0547,0.0068,,0.0102,0.0582
160318,0.1067,,,0.0019,,0.0474,0.0098,0.0592,0.0019,,0.0197,0.0928
160322,0.1625,,0.0017,0.0247,0.0035,0.0742,0.0194,0.0883,0.0123,,0.0265,0.1042
160324,0.1283,0.0013,0.0013,0.0083,0.0041,0.0683,0.0139,0.0599,0.0111,,0.0125,0.092
160326,0.1641,,0.0025,0.0075,,0.0681,0.0075,0.0959,0.0202,,0.0126,0.1262
160332,0.1615,0.0038,,,,0.0884,0.0038,0.073,,,0.023,0.1538
160344,0.1928,0.0016,,0.0149,0.0033,0.0885,0.0182,0.1043,0.0215,,0.0322,0.1365
160352,0.0878,,0.0012,,0.0012,0.0388,0.01,0.0489,0.0037,,0.0138,0.0727
160LEA,0.1471,0.0019,0.0016,0.0124,0.003,0.068,0.0113,0.0791,0.0113,0.0056,0.0264,0.1137
16B000,0.117,,,,,0.0829,0.0097,0.0341,0.0292,,,0.078
170316,0.1819,,,0.0572,,0.0865,0.0178,0.0954,0.0101,,0.0368,0.0966
170334,0.2532,,,0.0343,0.0026,0.1424,0.0369,0.1108,0.0158,,0.0554,0.1662
170338,0.2932,,,0.0848,0.0035,0.1395,0.0247,0.1537,0.0212,,0.0424,0.1625
170339,0.1914,,,0.1246,0.003,0.079,0.006,0.1124,0.006,,0.0455,0.0547
170342,0.1851,,,0.0673,,0.0909,0.0067,0.0942,0.0101,,0.0404,0.101
170344,0.2,,,0.0736,0.0052,0.0684,0.0052,0.1315,0.021,,0.0473,0.1
170LEA,0.2202,,,0.071,0.0034,0.1048,0.0184,0.1154,0.0137,,0.0431,0.117
180302,0.1062,,0.0015,0.014,0.0046,0.0562,0.0218,0.05,0.0046,,0.0109,0.064
180304,0.1164,,0.0014,0.0029,,0.0451,0.0072,0.0713,0.0101,,0.0247,0.0946
180308,0.1281,,,0.0057,0.0034,0.0629,0.0114,0.0652,0.0057,,0.0102,0.1052
180312,0.1396,,,,,0.0714,0.0097,0.0681,0.0032,,0.0129,0.1266
180316,0.1083,,0.0061,,0.0108,0.0619,0.0154,0.0464,0.0061,,0.0108,0.0804
180320,0.1974,,0.008,0.0046,0.015,0.0842,0.0357,0.1131,0.0115,0.0011,0.0277,0.1362
180323,0.5128,,,0.0769,0.0256,0.0256,0.0769,0.4871,,,0.4871,0.3589
180324,0.1431,0.0023,0.0046,0.0092,0.0046,0.0715,0.0092,0.0715,0.0138,,0.0323,0.1039
180325,0.0074,,,,,0.0049,,0.0024,,,,0.0074
180326,0.0783,,,,0.0063,0.0444,0.0127,0.0338,0.0021,,0.0063,0.0635
180332,0.0865,,0.0024,0.0096,0.0048,0.0384,0.0024,0.048,0.0072,0.0024,0.0192,0.0625
180336,0.068,,,0.0073,0.0073,0.0294,0.0147,0.0386,0.0036,,0.0294,0.0422
180340,0.1528,,0.0074,0.0021,0.0042,0.0668,0.0127,0.0859,0.0063,,0.0138,0.1242
180342,0.1148,,,0.0083,,0.0542,0.0041,0.0605,0.0041,,0.0229,0.0981
180343,0.0762,,0.0074,0.0018,0.0111,0.0353,0.013,0.0408,0.0055,,0.0185,0.0483
180344,0.1024,,0.002,0.0122,0.0122,0.043,0.0122,0.0594,0.0143,,0.0204,0.0614
180346,0.1306,,0.0047,0.0142,0.0047,0.0641,0.0095,0.0665,0.0118,,0.0166,0.0902
180348,0.2811,,0.0102,0.0192,0.0124,0.1258,0.0306,0.1553,0.0215,,0.0249,0.1995
180352,0.1851,,,,0.0026,0.0608,0.0079,0.1243,0.0026,,0.0317,0.1746
180356,0.0646,,0.0013,0.0026,,0.0363,0.0026,0.0283,0.0107,,0.0161,0.0471
180360,0.1139,,,0.0018,,0.0632,0.0108,0.0506,0.0126,,0.0144,0.0886
180364,0.1319,,0.0021,,0.0063,0.051,0.0212,0.0808,0.0106,0.0021,0.0276,0.0957
180368,0.1088,,,0.002,0.002,0.041,0.0061,0.0677,0.0061,,0.0246,0.0944
180372,0.1009,,0.0061,0.0168,0.0076,0.0443,0.0198,0.0565,0.0168,,0.0107,0.0412
180376,0.2445,,0.0048,0.0308,0.0276,0.1153,0.0739,0.1291,0.0154,,0.0251,0.1194
180379,0.0946,,0.0017,0.0071,0.0053,0.05,0.0232,0.0446,0.0089,,0.0142,0.0535
180380,0.0772,,0.0019,0.0057,,0.0347,0.0038,0.0424,0.0057,,0.0289,0.0598
180388,0.102,,,0.0185,0.0046,0.0371,0.0208,0.0649,0.0092,,0.0185,0.0533
180LEA,0.1323,0.0023,0.0047,0.0103,0.0093,0.0604,0.0194,0.0719,0.0095,0.0017,0.0208,0.0919
181312,0.1362,,,0.0349,0.0147,0.0662,0.0276,0.0699,0.0128,,0.0294,0.0607
181316,0.18600000000000005,,0.0022,0.0448,0.0089,0.0874,0.0269,0.0986,0.0156,,0.0358,0.0964
181318,0.3046,,,0.0596,,0.2119,0.0397,0.0927,0.0463,,0.0264,0.1589
181322,0.3186,,0.0047,0.0921,0.0163,0.1353,0.0662,0.1833,0.0316,,0.0383,0.1238
181326,0.116,,0.0024,0.0543,0.0049,0.0493,0.0049,0.0666,0.0098,,0.0345,0.0444
181332,0.1484,0.0056,,0.0336,0.014,0.0672,0.0196,0.0812,0.0196,0.0028,0.028,0.0672
181336,0.0459,,,0.0114,0.0028,0.0258,0.0114,0.0201,0.0057,,,0.0172
181342,0.2455,,0.0029,0.1017,0.0029,0.1137,0.0299,0.1317,0.0269,,0.0239,0.0838
181344,0.1201,,0.004,0.0325,0.004,0.0549,0.0203,0.0651,0.0162,,0.0162,0.0468
181LEA,0.1923,0.0056,0.0036,0.0563,0.01,0.0888,0.0327,0.1034,0.0204,0.0028,0.0307,0.0796
182304,0.5,,0.0161,0.0322,0.0161,0.258,0.0483,0.2419,0.0322,,0.5,0.3709
182316,0.2564,,0.0068,0.0381,0.0231,0.1227,0.0709,0.1336,0.019,,0.0463,0.1214
182321,0.1567,0.0016,0.0016,0.0231,0.0132,0.0693,0.0297,0.0874,0.0165,,0.0214,0.0841
182322,0.0656,,0.0021,0.0042,,0.0296,0.0063,0.036000000000000004,0.0042,,0.0042,0.0487
182324,0.115,,0.0025,0.02,0.015,0.05,0.0325,0.065,0.005,,0.0225,0.055
182328,0.0892,,0.002,0.004,0.0101,0.0425,0.0202,0.0466,0.0081,,0.0263,0.0547
182700,0.1944,,0.0046,0.0046,,0.1203,0.0138,0.07400000000000001,0.0185,,,0.1527
182LEA,0.1599,0.0016,0.0036,0.0191,0.0161,0.0767,0.0342,0.0831,0.0127,,0.0368,0.0898
190304,0.0601,,,0.0054,0.0054,0.0437,0.0054,0.0163,,,0.0109,0.0491
190308,0.0622,,,0.0065,,0.0163,0.0065,0.0459,,,0.0065,0.0491
190310,1.0,,,0.238,0.1428,0.3809,0.4761,0.619,,,0.238,0.2857
190312,0.0833,,,0.023,0.0017,0.0443,0.0336,0.039,0.0053,,0.0177,0.0212
190316,0.1119,,0.0024,0.0072,0.0024,0.0486,0.0145,0.0632,0.0048,,0.0243,0.0827
190328,0.1026,0.0021,,0.0174,,0.0502,0.0087,0.0524,0.0043,,0.0218,0.0698
190332,0.0905,,,0.0164,0.0082,0.0452,0.0082,0.0452,0.0041,,0.0164,0.0617
190336,0.1241,,,0.0234,0.0199,0.0737,0.0608,0.0503,0.0152,,0.0222,0.0245
190339,0.0626,0.0015,,0.0045,0.0045,0.0305,0.0137,0.0321,0.003,,0.0107,0.0397
190340,0.0865,,,0.0103,0.0034,0.038,0.0207,0.0484,,,0.0034,0.0553
190341,0.0711,,,0.0112,0.0093,0.0468,0.028,0.0243,0.0037,,0.0149,0.028
190342,0.1196,,0.0007,0.0176,0.0102,0.058,0.0293,0.0616,0.0051,,0.0146,0.0668
190346,0.0521,,,0.0053,0.0013,0.0213,0.0093,0.0307,0.0013,,0.0026,0.036000000000000004
190348,0.0872,,,0.0113,,0.0303,0.0132,0.0569,0.0113,,0.0246,0.0512
190350,0.0916,,,0.0155,0.0232,0.059,0.0372,0.0326,0.0093,,0.0108,0.0295
190352,0.0536,,,0.0026,,0.0268,0.0107,0.0268,0.0026,,0.0107,0.0375
190370,0.092,,0.0018,0.0239,0.0202,0.0405,0.0423,0.0515,0.0055,,0.0239,0.0184
190501,0.147,,0.0294,,0.0294,0.0882,0.0294,0.0588,,,0.0294,0.0882
190LEA,0.092,0.0017,0.0017,0.0144,0.0107,0.046,0.0265,0.0459,0.0061,,0.0157,0.0448
19A000,0.0632,,,,,0.0343,0.0018,0.0289,0.0018,,0.0072,0.0596
19B000,0.0704,,,0.0039,,0.0469,0.0058,0.0234,,0.0019,0.0136,0.0587
19C000,0.1207,,,,,0.0821,0.0096,0.0386,0.0096,,0.0144,0.1014
200304,0.1976,0.0059,0.0059,0.0089,0.0059,0.1107,0.0179,0.0868,0.0029,,0.0269,0.1556
200308,0.1818,0.009000000000000001,,,,0.1136,0.009000000000000001,0.0681,0.0045,,0.0272,0.159
200310,0.1402,,,0.0045,,0.0633,0.0045,0.0769,0.0045,,0.009000000000000001,0.1266
200312,0.0838,,,,,0.0516,,0.0322,0.0064,,0.0129,0.0774
200314,0.2315,,,,0.0105,0.0842,0.0105,0.1473,0.0052,,0.0315,0.2157
200320,0.15,0.0055,,,,0.0666,,0.0833,0.0111,,0.0333,0.1333
200322,1.0652,0.0869,,0.0434,0.0217,0.4565,0.0217,0.6086,,,0.2826,0.913
200324,0.1441,0.0065,0.0021,0.0087,,0.0698,0.0087,0.0742,0.0065,,0.0349,0.1113
200328,0.1705,0.0058,,0.0058,,0.0764,0.0078,0.0941,0.0058,,0.0392,0.145
200330,0.2,0.003,,0.003,,0.0787,0.009000000000000001,0.1212,0.009000000000000001,,0.0424,0.1757
200332,0.2519,,,0.0152,0.0076,0.1145,0.0152,0.1374,0.0152,,0.0381,0.2061
200336,0.1715,0.0036,,,,0.0693,0.0036,0.1021,0.0182,0.0036,0.0547,0.1423
200350,0.1304,0.0072,,,0.0072,0.0942,0.0072,0.0362,0.0072,,0.0072,0.1086
200LEA,0.1841,0.0072,0.0037,0.0078,0.0083,0.0869,0.0094,0.0972,0.0076,0.0036,0.036000000000000004,0.1562
20A000,0.2513,,,,0.0053,0.1229,0.0213,0.1283,0.0053,,0.0909,0.2245
210304,0.1609,,,0.0702,0.0022,0.0657,0.0158,0.0952,0.0022,,0.0272,0.0725
210306,0.1029,,,0.0455,0.0019,0.0376,0.0079,0.0653,0.0039,,0.0237,0.0455
210312,0.1542,,,0.0779,0.0033,0.0728,0.0203,0.0813,0.0084,,0.0288,0.0474
210316,0.1378,,,0.056,,0.0514,0.0046,0.0864,0.0023,,0.028,0.0747
210LEA,0.139,,,0.0631,0.0026,0.0575,0.0127,0.0814,0.0045,,0.0269,0.0585
220308,0.1509,0.002,,,0.0104,0.0712,0.0146,0.0796,,,0.023,0.1341
220310,0.2539,0.0026,,0.0079,0.0079,0.1031,0.0132,0.1507,0.0105,,0.0687,0.2195
220312,0.0314,,,,0.0024,0.0241,0.0048,0.0072,,,0.0024,0.0265
220LEA,0.1426,0.0023,,0.0079,0.006999999999999999,0.0654,0.011,0.0772,0.0105,,0.0299,0.1245
230304,0.0715,,0.0023,0.0092,,0.03,0.0023,0.0415,0.0046,,0.0161,0.0531
230308,0.0804,,,0.01,0.002,0.0342,0.004,0.0462,0.006,,0.014,0.0603
230312,0.2038,0.0021,,0.0288,0.001,0.1067,0.0096,0.0971,0.0128,,0.0309,0.1504
230316,0.1321,,,0.0209,,0.0549,,0.0772,0.0039,,0.0274,0.1073
230320,0.124,,,,,0.0503,0.0038,0.0736,,,0.0232,0.1201
230322,0.0471,,,,,0.0377,0.0047,0.0094,,,,0.0424
230324,0.2924,,,0.0578,0.0017,0.1484,0.0163,0.14400000000000002,0.012,,0.0526,0.2062
230328,0.1161,,,0.0284,,0.0649,0.0056,0.0512,0.0056,,0.0227,0.0763
230330,1.2213,,,0.5496,0.0076,0.2748,0.0458,0.9465,0.1145,,0.3435,0.5114
230334,0.1558,,,,,0.0865,0.0043,0.0692,0.0259,,0.0303,0.1255
230336,0.1645,,0.0021,0.0759,0.0042,0.0738,0.0021,0.0907,0.0168,,0.0506,0.0675
230340,0.0798,,,0.0114,,0.0323,0.0038,0.0475,0.0038,,0.0171,0.0608
230342,0.2098,,,0.1152,,0.0987,0.0082,0.1111,0.0246,,0.0411,0.0617
230344,0.14800000000000002,,,0.0065,,0.0756,0.0065,0.0723,0.0197,,0.0328,0.1151
230346,0.1826,0.0032,,0.0897,,0.1025,0.0064,0.0801,0.016,,0.0128,0.0673
230348,0.1037,,0.0053,0.0425,0.0026,0.0505,0.0053,0.0531,0.0106,,0.0212,0.0398
230350,0.1867,0.0008,0.0016,0.0385,,0.1021,0.0041,0.0845,0.0167,,0.0268,0.1247
230351,0.1274,,,0.0199,,0.0537,0.0015,0.0737,0.0184,,0.0245,0.0875
230352,0.1378,,,0.0288,0.0016,0.0625,0.0064,0.0753,0.0128,,0.032,0.0897
230355,0.0996,,,0.0309,,0.0549,,0.0446,0.0034,,0.0343,0.0652
230357,0.1454,,,0.0327,,0.08,0.0036,0.0654,0.0072,,0.04,0.1018
230359,0.3655,,,0.0967,0.0107,0.1397,0.0215,0.2258,0.0215,,0.3548,0.2258
230361,0.2449,,,0.1241,0.0011,0.1297,0.0112,0.1151,0.0169,,0.0553,0.0925
230362,0.1409,,,0.066,,0.0682,0.0044,0.0726,0.0066,,0.0418,0.0638
230364,0.0735,,,0.0035,0.0017,0.035,0.0017,0.0385,0.0052,,0.0087,0.063
230368,0.1088,,,0.023,0.0046,0.0475,0.0076,0.0613,0.0122,,0.0368,0.0659
230370,0.1263,0.0026,0.0026,0.0188,0.0026,0.051,,0.0752,0.0053,,0.0241,0.0967
230376,0.0969,,,0.0083,0.0027,0.047,0.011,0.0498,0.0138,,0.0221,0.0637
230380,0.0546,,,0.0102,,0.0341,,0.0204,0.0034,,0.0034,0.0409
230LEA,0.1619,0.0017,0.0024,0.044,0.0023,0.0773,0.0071,0.0846,0.0123,,0.0354,0.1009
23A000,0.0428,,,0.0082,,0.0235,0.0027,0.0193,0.0055,,0.0041,0.0262
240304,0.0406,,,,,0.0243,,0.0162,0.0081,,0.0243,0.0325
240308,0.1736,0.0138,,0.0243,0.0034,0.0729,0.0173,0.1006,0.0243,0.0034,0.0347,0.0902
240328,0.0869,0.0031,,0.0217,,0.0527,0.0062,0.0341,0.0031,,0.0186,0.0527
240330,0.3238,,,0.1904,0.0095,0.1142,0.0095,0.2095,0.019,,0.0857,0.1047
240332,0.4448,0.0076,0.0038,0.2661,0.0038,0.1939,0.0114,0.2509,0.0266,,0.0608,0.1292
240334,0.3228,0.0602,,0.1277,0.0096,0.1566,0.0433,0.1662,0.0144,,0.0578,0.0771
240344,0.1295,0.004,,0.0161,,0.0526,0.008,0.0769,,,0.0242,0.1012
240352,0.1842,,,0.035,0.0087,0.0877,0.0438,0.0964,,,0.0438,0.1052
240354,0.1343,0.0268,,0.0328,0.0059,0.0626,0.0089,0.0716,0.0089,,0.0358,0.0567
240356,0.0855,0.0045,,0.0315,,0.0315,0.0045,0.054000000000000006,0.009000000000000001,,0.009000000000000001,0.036000000000000004
240368,0.0494,0.0054,,0.0109,,0.0219,0.0054,0.0274,,,0.0054,0.0274
240370,0.209,,,0.0122,0.0081,0.1106,0.0245,0.0983,0.004,,0.0532,0.168
240371,0.2077,0.0026,,0.0482,0.0053,0.0978,0.0268,0.1099,0.0026,,0.0375,0.1273
240372,0.2297,,,0.1,0.0054,0.1054,0.0189,0.1243,0.0027,,0.0324,0.1081
240373,0.0757,0.003,,0.0303,,0.0484,,0.0272,0.006,,0.006,0.0363
240376,0.1796,,,0.0838,,0.0718,0.0059,0.1077,,,0.0299,0.0898
240380,0.2972,,,0.1382,0.0023,0.129,0.0161,0.1682,0.0207,,0.046,0.1221
240388,0.1331,,,0.0231,0.0014,0.0709,0.0086,0.0622,0.0028,,0.0246,0.0984
240LEA,0.1895,0.014,0.0038,0.0659,0.0049,0.0886,0.0171,0.1009,0.0094,0.0034,0.0341,0.0923
241304,0.2378,0.0021,,0.0947,0.0021,0.0947,0.021,0.1431,0.0231,,0.0463,0.0968
241308,0.1447,0.0018,,0.0507,0.0056,0.0733,0.0169,0.0714,0.0187,,0.0357,0.0563
241312,1.3333,0.0333,,0.9333,,0.3333,0.0666,1.0,0.0333,,0.2,0.2666
241316,0.1807,0.0029,,0.077,0.0074,0.0977,0.0192,0.0829,0.0103,,0.0177,0.0711
241320,0.1729,,,0.0815,0.0119,0.0755,0.0178,0.0974,0.0178,,0.0337,0.0556
241LEA,0.1981,0.0029,,0.0871,0.0068,0.0893,0.0194,0.1088,0.0171,,0.0343,0.0722
24B000,0.1666,,,0.0392,0.0098,0.0392,0.0098,0.1274,0.0784,,0.0294,0.0392
24N000,0.1212,0.004,,0.0269,,0.0592,0.0013,0.0619,0.0107,,0.0283,0.0781
250304,0.055,,,0.0252,,0.0206,0.0091,0.0344,0.0022,,0.0114,0.0183
250306,0.1075,,0.0022,0.0274,0.0022,0.0572,0.0114,0.0503,0.0045,,0.0297,0.0617
250308,0.1563,,,0.0198,0.0024,0.0769,0.0124,0.0794,0.0074,0.0024,0.0297,0.1141
250312,0.171,,0.0029,0.0584,0.0073,0.0628,0.0102,0.1081,0.0073,,0.0263,0.0921
250314,0.0146,,,0.0048,,0.0097,,0.0048,,,,0.0097
250316,0.0799,,,0.0055,,0.039,0.013,0.0408,0.0037,0.0018,0.013,0.0557
250320,0.17600000000000002,0.0016,,0.0498,0.0083,0.083,0.0132,0.093,0.0132,,0.0265,0.098
250321,0.0264,,,,,0.0105,0.0052,0.0158,0.0052,,,0.0158
250324,0.1931,,0.0054,0.0523,,0.0848,0.0036,0.1083,0.009000000000000001,,0.0288,0.1227
250328,0.1433,,,0.022,0.0073,0.0625,0.033,0.0808,0.011,,0.0441,0.0772
250332,0.1885,,0.0072,0.0802,0.0036,0.0742,0.0158,0.1143,0.0145,0.0012,0.0401,0.0693
250336,0.1232,,,0.02,0.0028,0.0429,0.0286,0.0802,0.0143,,0.0286,0.0601
250340,0.1335,,,0.0441,0.0028,0.0624,0.0153,0.071,0.0153,,0.0307,0.0585
250344,0.224,,,0.0906,0.0026,0.0906,0.0106,0.1333,0.0213,0.0026,0.0186,0.0986
250348,0.228,,,0.1929,0.0035,0.0807,0.0105,0.1473,0.0105,,0.0491,0.014
250350,0.1379,,,0.0436,0.0022,0.0735,0.0206,0.0643,0.0183,,0.0206,0.0551
250356,0.2366,0.0006,0.0096,0.1029,0.0048,0.1143,0.0156,0.1222,0.0084,0.0006,0.0367,0.0987
250360,0.1199,,0.0023,0.0503,0.0071,0.0431,0.0215,0.0767,0.0095,,0.0191,0.0359
250362,0.2021,,,0.0765,,0.1038,0.0191,0.0983,0.0218,0.0054,0.0273,0.0792
250364,0.1065,,0.009000000000000001,0.0226,0.0045,0.0453,0.0158,0.0612,0.0136,,0.0113,0.0453
250368,0.1129,,,0.0161,0.004,0.0362,0.0161,0.0766,0.012,,0.0322,0.0685
250372,0.2866,0.0021,,0.0765,0.0054,0.14,0.0262,0.1466,0.0109,,0.0415,0.1706
250376,0.217,0.0013,,0.0529,0.0054,0.1099,0.0217,0.1071,0.0149,,0.0379,0.1261
250378,0.0342,,,0.0078,,0.0236,0.0078,0.0105,0.0078,,,0.0105
250380,0.1022,,0.0015,0.0047,0.0015,0.0511,0.0095,0.0511,0.0015,,0.0143,0.0846
250LEA,0.1623,0.0012,0.006,0.0534,0.0044,0.0739,0.0155,0.0884,0.0107,0.0016,0.0294,0.0804
260302,0.1592,,,0.0629,0.0148,0.0851,0.0222,0.07400000000000001,0.0148,,0.0074,0.0592
260306,0.1855,0.0067,,0.0475,,0.0769,0.0135,0.1085,0.0158,,0.0791,0.1018
260308,0.1885,0.0043,,0.114,,0.0964,0.0175,0.0921,0.0219,,0.0219,0.0307
260310,0.1704,0.0019,,0.0881,,0.0651,0.0344,0.1053,0.0191,0.0019,0.0421,0.0249
260312,0.1,,,,,0.0444,,0.0555,0.0111,0.0111,0.0222,0.0777
260316,0.3147,0.0101,,0.1319,0.0203,0.1522,0.0507,0.1624,0.0456,,0.0304,0.0761
260318,0.1269,0.0061,0.0015,0.0314,0.0005,0.067,0.0221,0.0598,0.0113,0.0005,0.0144,0.0536
260320,0.2291,,,0.1339,0.0077,0.0912,0.031,0.1378,0.0155,0.0019,0.0485,0.0466
260321,0.2591,0.006999999999999999,,0.1225,0.0052,0.1225,0.035,0.1366,0.0297,0.0035,0.0788,0.0612
260322,0.3941,0.0109,0.0036,0.2007,0.0119,0.1897,0.0559,0.2043,0.0412,0.0036,0.0861,0.0779
260325,0.1391,0.0098,0.0021,0.0338,0.0035,0.0656,0.0169,0.0734,0.0176,,0.0268,0.0586
260326,0.172,0.0034,,0.0919,0.0119,0.0732,0.0255,0.0988,0.0102,,0.0391,0.0408
260332,0.0882,0.0026,,0.016,0.0026,0.0374,0.0053,0.0508,,,0.0213,0.0641
