agency_code,avg_size_00_SAR,avg_size_01_SAR,avg_size_02_SAR,avg_size_03_SAR,avg_size_04_SAR,avg_size_05_SAR,avg_size_06_SAR,avg_size_07_SAR,avg_size_08_SAR,avg_size_Biology_SAR,avg_size_English II_SAR,avg_size_Math I_SAR
550368,,,,,,,,,,17.0,15.0,19.0
550372,,,,,,,22.0,23.0,20.0,,,28.0
550LEA,19.0,17.0,18.0,18.0,22.0,23.0,22.0,23.0,22.0,13.666666666666666,15.666666666666666,23.0
55A000,,,,,,,,,,19.0,18.0,27.0
560304,21.0,18.0,20.0,18.0,19.0,,,,,,,
560316,17.0,17.0,17.0,17.0,19.0,,,,,,,
560320,,,,,,,,,,19.0,21.0,14.0
560324,13.0,19.0,19.0,12.0,12.0,,,,13.0,17.0,15.0,16.0
560328,19.0,17.0,16.0,19.0,23.0,,,,,,,
560329,,,,,,,,,,12.0,12.0,13.0
560330,,,,,,,,17.0,16.0,,,20.0
560331,,,,,,21.0,24.0,,,,,
560332,11.0,,,,11.0,,,,,5.0,5.0,8.0
560338,18.0,17.0,18.0,17.0,16.0,,,,,,,
560350,,,,,,,,,,12.0,12.0,15.0
560LEA,16.0,18.0,18.333333333333332,15.666666666666666,16.0,21.0,24.0,17.0,14.666666666666666,13.25,13.25,15.0
570306,20.0,18.0,17.0,16.0,20.0,17.0,,,,,,
570312,20.0,18.0,15.0,22.0,22.0,,,,,,,
570317,,,,,,,,,,13.0,25.0,19.0
570318,,,,,,,,,,14.0,18.0,14.0
570319,,,,,,,18.0,19.0,19.0,,,17.0
570320,19.0,16.0,19.0,15.0,20.0,17.0,,,,,,
570LEA,20.0,17.0,17.0,18.0,21.0,17.0,18.0,19.0,19.0,14.0,21.5,16.666666666666668
580308,19.0,18.0,15.0,,,,,,,,,
580312,,,,19.0,18.0,18.0,,,,,,
580316,21.0,14.0,15.0,19.0,17.0,19.0,,,,,,
580320,14.0,19.0,19.0,19.0,,,,,,,,
580324,14.0,18.0,16.0,16.0,26.0,15.0,,,,,,
580344,,,,,,,,,,16.0,16.0,13.0
580356,22.0,17.0,18.0,20.0,21.0,20.0,,,,,,
580368,,,,,,,,,,18.0,19.0,20.0
580372,,,,,,,24.0,18.0,21.0,,,26.0
580LEA,18.0,17.0,17.0,19.0,21.0,18.0,24.0,18.0,21.0,17.0,18.0,20.666666666666668
58B000,,,,,,,,,,10.0,9.0,14.0
590306,18.0,20.0,18.0,14.0,17.0,13.0,,,,,,
590310,,,,,,,25.0,22.0,16.0,,,15.0
590316,17.0,19.0,21.0,10.0,14.0,20.0,,,,,,
590320,16.0,19.0,21.0,16.0,22.0,19.0,,,,,,
590328,,,,,,,,,,16.0,17.0,23.0
590330,,,,,,,,,,18.0,23.0,18.0
590332,14.0,16.0,22.0,17.0,,,,,,,,
590336,19.0,16.0,17.0,16.0,21.0,19.0,,,,,,
590340,20.0,19.0,18.0,18.0,18.0,18.0,,,,,,
590344,22.0,12.0,16.0,17.0,16.0,20.0,,,,,,
590352,17.0,18.0,13.0,16.0,14.0,19.0,,,,,,
590356,,,,,,,21.0,19.0,25.0,,,24.0
590393,,,,,,,,10.0,,6.0,5.0,11.0
590LEA,18.0,17.0,18.0,16.0,17.0,18.0,23.0,16.0,21.0,12.333333333333334,14.0,17.5
600300,,,,,22.0,24.0,,,,,,
600301,,,,,,,22.0,21.0,22.0,,,18.0
600302,,,,,,,,,,27.0,26.0,26.0
600305,,,,,,,30.0,25.0,28.0,,,29.0
600308,,,,,22.0,24.0,,,,,,
600311,,,,,23.0,21.0,16.0,20.0,16.0,,,
600312,,,,,,,,,,28.0,25.0,29.0
600313,,,,,,,25.0,26.0,24.0,,,29.0
600314,23.0,23.0,23.0,23.0,21.0,24.0,,,,,,
600316,14.0,17.0,19.0,14.0,21.0,17.0,,,,,,
600317,,,,,,,20.0,23.0,22.0,,,26.0
600318,20.0,19.0,19.0,20.0,21.0,22.0,,,,,,
600319,13.0,16.0,17.0,16.0,21.0,19.0,20.0,17.0,18.0,,,25.0
600322,,,,,25.0,24.0,,,,,,
600328,,,,,22.0,23.0,,,,,,
600329,,,,,20.0,22.0,,,,,,
600333,,,,,,,23.0,22.0,23.0,,,28.0
600334,,,,,,,,,,14.0,,
600335,,,,,17.0,,,,,,,
600336,11.0,,,,11.0,,,,,,,
600338,17.0,18.0,17.0,19.0,22.0,24.0,,,,,,
600341,,,,,,,19.0,20.0,22.0,21.0,22.0,26.0
600344,23.0,24.0,23.0,24.0,22.0,22.0,21.0,18.0,18.0,,,17.0
600345,,,,,,,28.0,27.0,27.0,,,32.0
600346,18.0,20.0,20.0,22.0,24.0,27.0,,,,,,
600349,18.0,18.0,18.0,20.0,23.0,24.0,,,,,,
600351,,,,,,,23.0,22.0,23.0,,,29.0
600352,21.0,20.0,20.0,19.0,23.0,23.0,,,,,,
600353,,,,,,,28.0,31.0,30.0,,,29.0
600357,20.0,22.0,22.0,20.0,21.0,25.0,,,,,,
600361,,,,,,,,,,27.0,25.0,24.0
600362,19.0,18.0,17.0,17.0,26.0,19.0,,,,,,
600365,20.0,17.0,16.0,22.0,,16.0,,,,,,
600366,14.0,17.0,17.0,22.0,22.0,24.0,14.0,16.0,13.0,,,
600367,21.0,17.0,20.0,21.0,23.0,23.0,,,,,,
600368,15.0,18.0,18.0,18.0,20.0,23.0,,,,,,
600369,19.0,,10.0,14.0,28.0,25.0,,,,,,
600374,,,,,20.0,19.0,13.0,,11.0,,,
600377,,,,,,,,,,24.0,26.0,25.0
600379,20.0,22.0,18.0,20.0,29.0,28.0,,,,,,
600381,,,,,,,17.0,17.0,17.0,,,23.0
600382,19.0,21.0,21.0,34.0,26.0,27.0,,,,,,
600383,20.0,18.0,20.0,18.0,23.0,24.0,,,,,,
600384,19.0,20.0,20.0,21.0,24.0,23.0,,,,,,
600385,21.0,19.0,20.0,19.0,24.0,16.0,,,,,,
600386,,,,,,,,,,16.0,25.0,17.0
600392,21.0,20.0,18.0,18.0,26.0,28.0,,,,,,
600394,,,,,,,25.0,27.0,22.0,,,13.0
600397,,,,,,,,,,19.0,18.0,17.0
600398,,,,,19.0,19.0,,,,,,
600399,,,,,,,23.0,25.0,25.0,,,37.0
600404,,,,,,,,,,13.0,,
600405,,,,,,,,,,21.0,16.0,19.0
600406,,,,,26.0,26.0,,,,,,
600408,21.0,20.0,19.0,21.0,18.0,24.0,,,,,,
600409,,,,,27.0,23.0,,,,,,
600410,20.0,21.0,10.0,16.0,17.0,14.0,,,,,,
600411,23.0,23.0,18.0,22.0,27.0,24.0,,,,,,
600412,,,,,21.0,25.0,,,,,,
600413,10.0,22.0,22.0,,10.0,12.0,,,,,,
600414,18.0,16.0,15.0,17.0,21.0,20.0,,,,,,
600415,,,,,,,,,,22.0,28.0,24.0
600416,18.0,19.0,19.0,20.0,24.0,21.0,,,,,,
600418,15.0,19.0,17.0,22.0,26.0,24.0,,,,,,
600420,20.0,18.0,19.0,22.0,25.0,22.0,,,,,,
600422,,,,,19.0,21.0,,,,,,
600424,,,,,24.0,25.0,,,,,,
600426,,,,,,,,,,22.0,24.0,21.0
600428,,,,,,,19.0,23.0,23.0,,,35.0
600429,21.0,17.0,17.0,17.0,23.0,22.0,20.0,21.0,23.0,,,25.0
600431,,,,,,,24.0,26.0,25.0,,,30.0
600432,17.0,18.0,20.0,18.0,21.0,24.0,,,,,,
600433,21.0,22.0,22.0,23.0,25.0,26.0,,,,,,
600434,,,,,,,22.0,23.0,23.0,,,30.0
600435,,22.0,22.0,,,,,,,,,
600436,,,,,22.0,23.0,,,,,,
600437,,,,,26.0,24.0,,,,,,
600438,17.0,17.0,21.0,19.0,24.0,21.0,,,,,,
600439,,,,,,,,,,14.0,17.0,16.0
600440,,,,,21.0,20.0,,,,,,
600442,19.0,19.0,19.0,23.0,26.0,24.0,,,,,,
600443,,,,,,,,,,12.0,,
600444,19.0,17.0,21.0,19.0,18.0,21.0,,,,,,
600445,,,,,,,,,,25.0,25.0,26.0
600446,21.0,19.0,21.0,20.0,18.0,23.0,,,,,,
600447,21.0,20.0,21.0,20.0,27.0,25.0,,,,,,
600448,,,,,,,23.0,23.0,22.0,,,29.0
600449,17.0,20.0,16.0,18.0,14.0,25.0,,,,,,
600450,,,,,,,23.0,22.0,21.0,,,28.0
600451,12.0,19.0,19.0,20.0,25.0,15.0,,,,,,
600453,,,,,17.0,20.0,,,,,,
600455,,,,,,,24.0,29.0,23.0,,,24.0
600457,,,,,,,,,,22.0,27.0,21.0
600459,,,,,27.0,,,,,,,
600461,,,,,,,,,,7.0,8.0,9.0
600462,18.0,21.0,20.0,13.0,25.0,22.0,20.0,22.0,16.0,,,20.0
600463,17.0,21.0,20.0,20.0,23.0,24.0,,,,,,
600464,21.0,21.0,22.0,23.0,22.0,24.0,,,,,,
600466,,,,,,,,,,27.0,24.0,23.0
600468,18.0,20.0,18.0,21.0,21.0,21.0,,,,,,
600471,,,,,24.0,25.0,,,,,,
600474,,,,,19.0,19.0,,,,,,
600475,17.0,15.0,18.0,20.0,21.0,23.0,,,,,,
600478,20.0,21.0,19.0,21.0,27.0,22.0,,,,,,
600479,,,,,,,22.0,26.0,20.0,,,29.0
600480,,,,,,,,,,24.0,25.0,23.0
600481,,,,,,,22.0,21.0,19.0,,,32.0
600482,,,,,,,26.0,27.0,23.0,19.0,18.0,23.0
600484,18.0,18.0,21.0,11.0,27.0,24.0,,,,,,
600485,20.0,24.0,22.0,21.0,20.0,31.0,,,,,,
600488,23.0,19.0,18.0,19.0,20.0,14.0,19.0,19.0,17.0,,,18.0
600489,,,,,18.0,20.0,,17.0,24.0,,,
600491,20.0,20.0,20.0,,13.0,17.0,,,,,,
600492,12.0,,,,11.0,,,,,,,
600493,20.0,16.0,19.0,22.0,22.0,23.0,,,,,,
600494,23.0,20.0,21.0,20.0,22.0,26.0,,,,,,
600496,,,,,,,,,,25.0,27.0,29.0
600497,,,,,,,28.0,30.0,26.0,,,31.0
600498,,,,,,,,,,10.0,7.0,10.0
600499,,,,,,,,,,12.0,17.0,12.0
600500,17.0,17.0,17.0,18.0,25.0,28.0,,,,,,
600501,,,,,16.0,,,,,,,
600503,12.0,18.0,19.0,10.0,18.0,20.0,,,,,,
600507,21.0,19.0,23.0,21.0,26.0,27.0,,,,,,
600508,,,,,,,,,,23.0,24.0,21.0
600509,,,,,,,24.0,25.0,29.0,,,33.0
600512,17.0,18.0,17.0,21.0,17.0,27.0,,,,,,
600513,,,,,,,24.0,23.0,27.0,8.0,,28.0
600514,,,,,,,29.0,30.0,29.0,,,24.0
600515,18.0,22.0,24.0,17.0,20.0,18.0,,,,,,
600516,18.0,19.0,18.0,21.0,22.0,23.0,,,,,,
600517,,,,,23.0,17.0,,15.0,,,,16.0
600518,,,,,,,20.0,23.0,25.0,,,23.0
600520,,,,,,,22.0,21.0,22.0,,,32.0
600521,,,,,23.0,25.0,,,,,,
600522,21.0,19.0,17.0,15.0,29.0,23.0,,,,,,
600527,,,,,22.0,25.0,,,,,,
600530,20.0,,,,25.0,27.0,,,,,,
600532,19.0,23.0,22.0,23.0,21.0,20.0,22.0,20.0,19.0,,,26.0
600534,,,,,21.0,24.0,,,,,,
600535,,,,,,,,,,26.0,23.0,23.0
600537,,,,,,,31.0,31.0,32.0,,,34.0
600538,,,,,,,25.0,22.0,22.0,,,27.0
600545,20.0,19.0,19.0,14.0,16.0,16.0,,,,,,
600546,,,,,23.0,24.0,,,,,,
600549,16.0,18.0,20.0,19.0,23.0,26.0,,,,,,
600550,,,,,18.0,24.0,,,,,,
600553,,,,,,12.0,21.0,14.0,16.0,,,9.0
600557,,,,,27.0,19.0,,,,,,
600558,20.0,12.0,21.0,26.0,21.0,25.0,,,,,,
600562,,,,,18.0,16.0,,,,,,
600565,16.0,15.0,18.0,18.0,20.0,20.0,,,,,,
600566,17.0,20.0,20.0,19.0,22.0,23.0,,,,,,
600567,,,,,,,,,,20.0,23.0,16.0
600569,,,,,,,,,,23.0,,13.0
600571,20.0,17.0,23.0,18.0,19.0,21.0,,,,,,
600574,,,,,12.0,12.0,18.0,13.0,14.0,,,8.0
600576,,,,,,,,,,21.0,22.0,18.0
600577,,,,,21.0,16.0,16.0,,12.0,,,14.0
600579,,,,,,,,,,19.0,22.0,22.0
600582,,,,,,,,15.0,11.0,12.0,5.0,8.0
600586,19.0,18.0,20.0,20.0,25.0,22.0,,,,,,
600587,16.0,19.0,19.0,17.0,18.0,20.0,,,,,,
600588,,,,,26.0,26.0,,,,,,
600589,,,,,21.0,22.0,,,,,,
600590,18.0,20.0,19.0,21.0,24.0,23.0,,,,,,
600592,,,,,,,,,,21.0,21.0,18.0
600693,,,,,,,,,,23.0,24.0,22.0
600694,,,,,,,,,,25.0,25.0,22.0
600695,,,,,,,,,,24.0,23.0,28.0
600696,,,,,,,,,,25.0,16.0,
600697,,,,,,,,,,25.0,23.0,18.0
600LEA,18.333333333333332,19.333333333333332,19.0,19.666666666666668,21.666666666666668,21.333333333333332,21.75,21.5,20.25,14.6,17.0,19.5
60B000,,,,,,,,,,18.0,18.0,17.0
60D000,,,,,,,,,,25.0,25.0,24.0
60F000,,,,,,,,,,22.0,,14.0
60G000,,,,,,,,,,16.0,20.0,20.0
60I000,,,,,,,,,,14.0,12.0,14.0
60J000,,,,,,,,,,,,18.0
60K000,,,,,,,,,,13.0,17.0,11.0
60L000,,,,,,,,,,,,26.0
60M000,,,,,,,,,,,,23.0
60Q000,,,,,,,,,,,,8.0
60S000,,,,,,,,,,21.0,21.0,24.0
60U000,,,,,,,,,,12.0,10.0,7.0
60V000,,,,,,,,,,13.0,12.0,19.0
610302,,,,,,14.0,13.0,18.0,12.0,,,6.0
610310,,,,18.0,19.0,19.0,,,,,,
610320,20.0,16.0,13.0,17.0,18.0,,,,,,,
610322,19.0,16.0,19.0,,,,,,,,,
610326,,,,,,,21.0,20.0,17.0,,,15.0
610332,,,,,,,,,,12.0,20.0,13.0
610334,,,,,,,,,,14.0,18.0,16.0
610LEA,20.0,16.0,16.0,18.0,19.0,16.666666666666668,17.0,19.0,15.0,13.0,19.0,13.0
61L000,,,,,,,,,,5.0,,5.0
61N000,,,,,,,,,,,,11.0
620310,,,,,,,,,,6.0,5.0,
620312,20.0,19.0,21.0,17.0,24.0,18.0,,,,,,
620314,,,,,,,19.0,21.0,23.0,,,
620316,,,,,,,,,,19.0,15.0,22.0
620318,13.0,18.0,15.0,21.0,16.0,20.0,,,,,,
620324,16.0,19.0,17.0,22.0,16.0,22.0,,,,,,
620330,,,,17.0,23.0,20.0,,,,,,
620334,20.0,16.0,20.0,18.0,25.0,25.0,,,,,,
620336,18.0,20.0,17.0,,,,,,,,,
620339,,,,,,,17.0,26.0,25.0,,,
620340,,,,,,,,,,15.0,21.0,19.0
620350,,,,,,,,,,20.0,21.0,20.0
620LEA,17.0,18.0,18.0,19.0,21.0,21.0,18.0,24.0,24.0,13.0,13.333333333333334,20.5
630304,21.0,20.0,18.0,,,,,,,,,
630308,,,,20.0,24.0,23.0,,,,,,
630312,18.0,17.0,16.0,18.0,22.0,25.0,,,,,,
630316,17.0,21.0,18.0,15.0,27.0,32.0,,,,,,
630317,,,,,,,23.0,25.0,22.0,,,13.0
630320,,,,,,,17.0,16.0,15.0,,,12.0
630324,,21.0,19.0,20.0,25.0,24.0,,,,,,
630328,12.0,16.0,22.0,14.0,15.0,15.0,14.0,16.0,13.0,,,
630330,,,,,,,,,,6.0,6.0,7.0
630331,,,,,,,20.0,26.0,20.0,,,19.0
630332,,,,,,,,,,18.0,12.0,18.0
630336,,,,,,,,,,25.0,24.0,20.0
630342,21.0,19.0,22.0,21.0,23.0,22.0,,,,,,
630348,,19.0,21.0,15.0,23.0,25.0,,,,,,
630350,,,,,,,19.0,23.0,22.0,,,32.0
630352,19.0,21.0,18.0,,,,,,,,,
630356,,,,16.0,25.0,23.0,,,,,,
630360,,,,,,,,,,23.0,23.0,23.0
630364,,18.0,17.0,21.0,22.0,27.0,,,,,,
630368,17.0,17.0,14.0,18.0,15.0,22.0,,,,,,
630373,,20.0,22.0,20.0,22.0,26.0,,,,,,
630374,,,,,,,26.0,26.0,26.0,,,24.0
630376,17.0,12.0,14.0,20.0,15.0,18.0,20.0,15.0,17.0,,,11.0
630LEA,17.333333333333332,17.0,18.333333333333332,17.666666666666668,20.0,22.0,19.333333333333332,20.0,18.333333333333332,15.666666666666666,14.333333333333334,15.2
63B000,,,,,,,,,,12.0,10.0,20.0
640302,21.0,24.0,21.0,,,,,,,,,
640304,24.0,22.0,23.0,14.0,16.0,15.0,,,,,,
640306,18.0,18.0,28.0,17.0,22.0,18.0,,,,,,
640308,20.0,16.0,19.0,19.0,28.0,25.0,,,,,,
640316,14.0,22.0,23.0,24.0,18.0,14.0,,,,,,
640320,,,,,,,28.0,21.0,23.0,,,28.0
640324,23.0,23.0,23.0,22.0,21.0,24.0,,,,,,
640326,,,,21.0,20.0,22.0,,,,,,
640328,,,,21.0,27.0,26.0,,,,,,
640329,,,,,,,15.0,23.0,19.0,,,27.0
640332,22.0,22.0,26.0,19.0,22.0,23.0,,,,,,
640334,,,,,,,13.0,15.0,11.0,,,16.0
640335,,,,,,,19.0,19.0,21.0,,,30.0
640336,18.0,19.0,23.0,19.0,25.0,18.0,,,,,,
640340,,,,,,,,,,7.0,,
640346,,,,,,,,,,24.0,15.0,11.0
640347,,,,,,,,,,11.0,23.0,17.0
640348,21.0,20.0,24.0,19.0,24.0,23.0,,,,,,
640350,,,,,,,,,,20.0,20.0,20.0
640358,,,,,,,22.0,22.0,21.0,,,32.0
640360,24.0,26.0,22.0,,,,,,,,,
640361,,,,,,,,,,20.0,24.0,23.0
640362,,,,,,,24.0,22.0,24.0,,,28.0
640364,,,,,,,,,,23.0,18.0,24.0
640376,19.0,25.0,24.0,22.0,26.0,25.0,,,,,,
640384,,,,22.0,24.0,23.0,,,,,,
640396,15.0,19.0,22.0,24.0,21.0,,,,,,,
640400,21.0,20.0,20.0,,,,,,,,,
640LEA,20.0,21.0,23.0,20.0,23.0,21.0,20.0,20.0,20.0,15.0,20.0,23.0
64A000,,,,,,,,,,24.0,20.0,22.0
650304,20.0,14.0,17.0,12.0,24.0,23.0,,,,,,
650308,17.0,16.0,19.0,15.0,26.0,30.0,,,,,,
650309,17.0,16.0,18.0,19.0,23.0,23.0,,,,,,
650310,,,,,,,28.0,28.0,29.0,,,32.0
650312,13.0,16.0,16.0,16.0,,19.0,,,,,,
650316,16.0,15.0,19.0,19.0,22.0,24.0,,,,,,
650323,18.0,19.0,16.0,17.0,25.0,30.0,,,,,,
650324,14.0,16.0,16.0,19.0,,11.0,,,,,,
650325,,,,,,,26.0,20.0,27.0,,,29.0
650326,,,,,,,,,,22.0,22.0,24.0
650327,,,,,,,,,,25.0,26.0,23.0
650328,19.0,14.0,15.0,18.0,18.0,20.0,,,,,,
650332,21.0,15.0,19.0,13.0,16.0,15.0,17.0,,,,,
650338,,19.0,17.0,19.0,24.0,23.0,,,,,,
650339,12.0,13.0,16.0,18.0,17.0,22.0,,,,,,
650340,,,,,,,,,,13.0,22.0,14.0
650341,18.0,17.0,18.0,19.0,25.0,24.0,,,,,,
650342,,,,,,,,,,29.0,28.0,25.0
650343,,,,,,,32.0,23.0,26.0,,,34.0
650346,16.0,17.0,16.0,19.0,17.0,29.0,,,,,,
650348,15.0,17.0,18.0,18.0,25.0,25.0,,,,,,
650350,,,,,,,26.0,27.0,27.0,,,39.0
650351,,,,,,,25.0,21.0,23.0,,,31.0
650352,,,,,,,,,,21.0,23.0,24.0
650353,16.0,17.0,17.0,18.0,22.0,22.0,,,,,,
650354,,,,,,,,,,6.0,5.0,13.0
650355,,,,,,,,,,9.0,15.0,11.0
650356,20.0,19.0,19.0,17.0,28.0,26.0,,,,,,
650362,17.0,18.0,17.0,19.0,22.0,29.0,,,,,,
650364,,,,,,,21.0,30.0,30.0,,,34.0
650366,19.0,18.0,19.0,18.0,22.0,22.0,,,,,,
650368,18.0,19.0,16.0,20.0,16.0,20.0,,,,,,
650380,18.0,18.0,18.0,17.0,25.0,27.0,,,,,,
650384,,15.0,15.0,17.0,22.0,,,,,,,
650392,,,,,,,20.0,20.0,22.0,,,27.0
650394,,,,,,,,,,11.0,21.0,13.0
650395,,,,,,,,,,,,17.0
650400,16.0,16.0,19.0,16.0,16.0,,,,,,,
650404,19.0,17.0,16.0,17.0,23.0,25.0,,,,,,
650408,15.0,18.0,19.0,19.0,20.0,30.0,,,,,,
650409,,,,,,,11.0,10.0,,,,
650420,20.0,,,,,,,,,,,
650LEA,18.333333333333332,16.333333333333332,17.666666666666668,16.0,20.0,21.0,21.333333333333332,22.0,26.0,13.25,16.25,20.0
65A000,,,,,,,,,,,,24.0
660306,20.0,18.0,15.0,15.0,,,,,,,,
660308,,,,,,18.0,18.0,22.0,21.0,,,
660320,18.0,16.0,14.0,13.0,16.0,,,,,,,
660325,,,,,,26.0,22.0,15.0,23.0,,,
660336,,,,,,,,,,21.0,14.0,14.0
660360,21.0,20.0,19.0,19.0,18.0,,,,,,,
660400,,,,,,,,,,18.0,14.0,19.0
660LEA,20.0,18.0,16.0,16.0,17.0,22.0,20.0,19.0,22.0,20.0,14.0,16.5
66A000,,,,,,,,,,21.0,20.0,42.0
670300,,,,,,,,,,27.0,27.0,
670304,18.0,17.0,19.0,20.0,25.0,24.0,,,,,,
670308,15.0,18.0,19.0,17.0,20.0,20.0,,,,,,
670310,17.0,17.0,19.0,17.0,26.0,28.0,,,,,,
670312,,,,,19.0,22.0,,,,,,
670314,22.0,17.0,17.0,20.0,25.0,,,,,,,
670318,,,,,,27.0,24.0,22.0,20.0,,,30.0
670320,,,,,,,,,,23.0,23.0,21.0
670321,20.0,18.0,18.0,19.0,21.0,24.0,,,,,,
670322,,,,,,,21.0,22.0,21.0,,,31.0
670323,17.0,19.0,22.0,19.0,22.0,24.0,,,,,,
670324,,,,,,,,,,21.0,22.0,26.0
670325,,,,,,,25.0,23.0,25.0,,,31.0
670329,18.0,20.0,19.0,19.0,23.0,26.0,,,,,,
670330,18.0,20.0,17.0,20.0,23.0,26.0,,,,,,
670331,,,,,,,20.0,21.0,21.0,,,23.0
670332,21.0,17.0,19.0,13.0,13.0,18.0,,,,,,
670333,,,,,,,,,,18.0,22.0,16.0
670335,17.0,17.0,17.0,16.0,20.0,23.0,,,,,,
670336,,,,,,,25.0,24.0,26.0,,,34.0
670337,18.0,20.0,20.0,,,,,,,,,
670338,20.0,18.0,14.0,21.0,25.0,22.0,,,,,,
670339,,,,,23.0,28.0,,,,,,
670340,,,,,,,,,,21.0,23.0,24.0
670341,20.0,20.0,18.0,18.0,22.0,21.0,,,,,,
670342,20.0,19.0,15.0,17.0,22.0,28.0,,,,,,
670343,,,,,24.0,23.0,,,,,,
670344,,,,,,,,,,21.0,21.0,19.0
670345,,,,,,,25.0,24.0,20.0,,,30.0
670346,16.0,21.0,20.0,17.0,21.0,22.0,,,,,,
670347,18.0,17.0,18.0,17.0,28.0,27.0,,,,,,
670350,21.0,17.0,17.0,19.0,25.0,22.0,,,,,,
670351,,,,,,,23.0,25.0,20.0,,,31.0
670352,,,,,,,,,,17.0,24.0,20.0
670356,,,,,,,27.0,24.0,25.0,,,29.0
670364,,,,,,,,,,21.0,24.0,24.0
670LEA,19.0,18.0,18.0,18.0,22.0,25.0,24.0,23.0,22.0,21.0,23.0,25.666666666666668
680304,,,,,,,24.0,23.0,24.0,,,32.0
680308,17.0,18.0,19.0,17.0,20.0,24.0,,,,,,
680310,,,,,,,,,,19.0,23.0,22.0
680312,21.0,15.0,17.0,19.0,20.0,17.0,,,,,,
680316,,,,,,,26.0,23.0,23.0,,,25.0
680324,18.0,20.0,20.0,20.0,17.0,21.0,,,,,,
680327,,,,,,,19.0,21.0,21.0,,,26.0
680328,15.0,16.0,17.0,18.0,21.0,25.0,,,,,,
680329,19.0,17.0,17.0,17.0,24.0,24.0,,,,,,
680330,16.0,17.0,16.0,20.0,20.0,21.0,,,,,,
680332,,,,,,,,,,21.0,21.0,20.0
680335,,,,,,,,,,8.0,7.0,5.0
680336,19.0,18.0,18.0,19.0,23.0,18.0,,,,,,
680LEA,18.0,17.0,18.0,19.0,21.0,21.0,23.0,22.0,23.0,16.5,17.5,22.0
681300,,,,,21.0,17.0,,,,,,
681304,,,,,23.0,13.0,,,,,,
681305,,,,,,,,,,23.0,23.0,17.0
681308,,,,,,,,,,27.0,28.0,21.0
681309,,,,,,,17.0,16.0,16.0,,,22.0
681310,,,,,18.0,22.0,,,,,,
681311,,,,,20.0,22.0,,,,,,
681312,,,,,25.0,25.0,,,,,,
681314,,,,,,,,,,23.0,24.0,21.0
681316,,,,,21.0,23.0,,,,,,
681320,,,,,20.0,18.0,,,,,,
681322,,,,,,,19.0,18.0,17.0,,,23.0
681324,,,,,,,20.0,20.0,19.0,,,19.0
681326,,,,,21.0,16.0,,,,,,
681330,,,,,25.0,26.0,,,,,,
681332,,,,,20.0,21.0,,,,,,
681334,,,,,20.0,22.0,,,,,,
681336,,,,,,,21.0,20.0,17.0,,,27.0
681338,,,,,,,,,,,7.0,9.0
681LEA,,,,,21.0,20.0,19.0,19.0,17.0,24.5,21.0,20.0
68A000,,,,,,,,,,15.0,12.0,13.0
68C000,,,,,,,,,,,,6.0
690312,,,,16.0,,14.0,,,,,,
690316,,,,,,,23.0,23.0,20.0,,,21.0
690320,,,,,,,,,,14.0,15.0,21.0
690324,16.0,15.0,15.0,,,,,,,,,
690LEA,16.0,15.0,15.0,16.0,,14.0,23.0,23.0,20.0,14.0,15.0,21.0
69A000,,,,,,,,,,11.0,9.0,9.0
700306,14.0,15.0,16.0,19.0,26.0,22.0,,,,,,
700308,,,,,,,20.0,26.0,20.0,,,25.0
700310,,,,,,,,,,6.0,7.0,
700314,20.0,17.0,20.0,16.0,23.0,29.0,,,,,,
700316,17.0,17.0,17.0,18.0,,18.0,,,,,,
700317,,,,,,,,,,20.0,22.0,18.0
700318,,,,,14.0,,,,,,,
700319,,,,,,,,,,20.0,20.0,17.0
700322,,,,,,,29.0,24.0,27.0,,,32.0
700324,20.0,14.0,17.0,19.0,23.0,22.0,,,,,,
700325,,,,,,,,,,,23.0,18.0
700328,17.0,15.0,14.0,15.0,17.0,17.0,,,,,,
700LEA,18.0,16.0,17.0,17.0,21.0,22.0,25.0,25.0,24.0,14.0,15.666666666666666,23.0
70A000,,,,,,,,,,24.0,23.0,19.0
710312,,,,,20.0,20.0,,,,,,
710316,,,,,,,19.0,19.0,19.0,,,
710318,18.0,19.0,16.0,18.0,23.0,24.0,,,,,,
710320,,,,,,,23.0,22.0,17.0,,,
710321,,,,,,,,,,12.0,24.0,23.0
710323,18.0,19.0,18.0,19.0,25.0,24.0,,,,,,
710324,20.0,16.0,20.0,21.0,20.0,16.0,,,,,,
710326,,,,,,,,,,19.0,16.0,20.0
710327,,,,,,,,,,16.0,17.0,17.0
710328,22.0,21.0,17.0,17.0,21.0,18.0,21.0,19.0,22.0,,,
710332,18.0,19.0,20.0,17.0,20.0,19.0,,,,,,
710342,,,,,,,,,,26.0,27.0,27.0
710344,,,,,24.0,21.0,,,,,,
710346,,,,,,,24.0,26.0,25.0,,,33.0
710347,20.0,17.0,18.0,18.0,27.0,25.0,,,,,,
710348,,,,,,,19.0,18.0,17.0,,,
710LEA,20.0,19.333333333333332,17.666666666666668,18.0,22.333333333333332,20.0,21.0,20.666666666666668,20.333333333333332,18.666666666666668,20.0,24.75
720304,14.0,18.0,10.0,,,,,,,,,
720312,,,,,20.0,18.0,,,,,,
720316,,,,,,,,,,15.0,18.0,18.0
720320,,,,,,,21.0,19.0,20.0,,,27.0
720LEA,14.0,18.0,10.0,,20.0,18.0,21.0,19.0,20.0,15.0,18.0,22.0
