year,agency_code,grade,pct_prof,pct_prof_masking
2019,780420,9,20.3,
2019,78A000,6,17.9,
2019,78B000,6,65.4,
2019,790314,9,38.3,
2019,790330,6,42.7,
2019,790354,9,31.6,
2019,790366,9,28.0,
2019,790374,6,41.0,
2019,790378,9,48.8,
2019,790379,9,72.7,
2019,790380,6,48.8,
2019,790394,6,50.3,
2019,79A000,6,66.0,
2019,79A000,9,30.8,
2019,800308,9,5.0,2.0
2019,800314,6,39.8,
2019,800320,6,43.8,
2019,800328,6,41.6,
2019,800340,9,17.4,
2019,800361,9,25.8,
2019,800363,6,15.3,
2019,800376,9,9.4,
2019,800377,6,18.0,
2019,800394,9,60.3,
2019,800396,9,15.9,
2019,800398,6,31.3,
2019,800400,9,20.5,
2019,800408,9,23.3,
2019,800410,6,38.3,
2019,810324,9,40.0,
2019,810326,6,56.1,
2019,810340,9,32.2,
2019,810342,6,52.3,
2019,810378,6,53.5,
2019,810384,9,41.5,
2019,810385,9,95.0,1.0
2019,810386,9,20.0,
2019,81A000,6,74.5,
2019,81A000,9,90.8,
2019,81B000,6,58.3,
2019,81B000,9,47.4,
2019,820324,9,86.9,
2019,820347,6,64.5,
2019,820348,9,30.1,
2019,820349,9,33.3,
2019,820352,9,56.4,
2019,820354,6,72.8,
2019,820370,6,42.1,
2019,820372,6,53.1,
2019,820388,9,26.1,
2019,821308,9,33.0,
2019,821320,6,44.3,
2019,830304,6,31.1,
2019,830343,9,29.2,
2019,830348,9,89.8,
2019,830349,6,37.3,
2019,840302,9,26.9,
2019,840303,6,32.8,
2019,840328,6,43.7,
2019,840332,9,28.3,
2019,840342,6,31.4,
2019,840350,6,35.4,
2019,840356,9,20.9,
2019,840358,6,35.6,
2019,840361,9,65.9,
2019,840368,9,52.5,
2019,84B000,6,67.0,
2019,84B000,9,72.7,
2019,850304,6,55.3,
2019,850324,9,5.0,2.0
2019,850332,9,29.7,
2019,850338,6,47.0,
2019,850350,6,40.7,
2019,850352,9,25.2,
2019,850358,9,34.9,
2019,850360,9,60.0,
2019,860306,6,63.8,
2019,860316,9,50.8,
2019,860326,6,57.2,
2019,860330,6,61.6,
2019,860336,9,34.8,
2019,860340,6,60.0,
2019,860352,9,39.2,
2019,860354,9,79.2,
2019,861304,6,63.0,
2019,861308,9,49.3,
2019,862312,9,32.0,
2019,862316,6,50.4,
2019,86T000,6,58.0,
2019,86T000,9,48.4,
2019,870314,9,33.8,
2019,870318,6,38.0,
2019,87A000,6,38.9,
2019,880308,9,48.8,
2019,880312,6,54.3,
2019,880320,9,16.7,
2019,880328,9,48.8,
2019,880330,6,48.7,
2019,88A000,6,55.3,
2019,890304,9,18.4,
2019,890306,6,26.9,
2019,900308,6,41.6,
2019,900310,6,74.9,
2019,900311,9,68.1,
2019,900314,6,26.5,
2019,900316,9,23.8,
2019,900336,9,12.7,
2019,900342,9,46.9,
2019,900343,6,60.8,
2019,900344,9,34.8,
2019,900346,6,51.4,
2019,900348,9,48.5,
2019,900350,6,63.1,
2019,900360,9,29.2,
2019,900362,6,58.7,
2019,900365,6,6.7,
2019,900365,9,5.3,
2019,900366,9,88.8,
2019,900367,9,71.2,
2019,900377,9,83.9,
2019,900378,6,80.5,
2019,900391,6,84.1,
2019,900393,9,78.2,
2019,90A000,6,70.3,
2019,90A000,9,56.3,
2019,90C000,6,57.4,
2019,910316,6,28.3,
2019,910370,9,14.5,
2019,910382,9,91.1,
2019,910384,6,85.6,
2019,91A000,6,50.7,
2019,91A000,9,36.8,
2019,91B000,6,72.9,
2019,91B000,9,83.1,
2019,920312,6,70.8,
2019,920315,6,76.7,
2019,920316,9,67.4,
2019,920317,9,66.5,
2019,920318,9,45.4,
2019,920348,9,49.5,
2019,920356,6,63.1,
2019,920360,6,39.2,
2019,920368,9,46.2,
2019,920370,6,39.9,
2019,920381,6,20.0,
2019,920386,9,50.0,
2019,920388,6,51.8,
2019,920391,6,80.5,
2019,920394,6,46.7,
2019,920399,6,44.0,
2019,920400,6,54.7,
2019,920402,6,55.8,
2019,920404,6,28.8,
2019,920408,6,27.2,
2019,920410,6,22.4,
2019,920411,9,22.4,
2019,920412,9,55.1,
2019,920424,6,48.7,
2019,920428,9,56.6,
2019,920436,9,30.7,
2019,920441,9,74.9,
2019,920442,6,42.7,
2019,920444,6,72.7,
2019,920445,9,59.3,
2019,920450,6,65.0,
2019,920455,9,65.1,
2019,920458,6,63.6,
2019,920466,9,18.2,
2019,920471,6,54.1,
2019,920472,6,70.1,
2019,920473,9,62.5,
2019,920484,6,65.3,
2019,920492,6,62.5,
2019,920495,9,50.9,
2019,920500,9,43.9,
2019,920502,6,80.2,
2019,920506,6,60.4,
2019,920512,6,31.6,
2019,920518,9,44.4,
2019,920526,9,71.0,
2019,920528,9,5.0,2.0
2019,920529,6,69.1,
2019,920545,6,52.3,
2019,920546,9,31.7,
2019,920549,6,31.6,
2019,920551,6,62.3,
2019,920552,9,46.2,
2019,920556,9,6.5,
2019,920561,9,23.8,
2019,920562,9,24.7,
2019,920581,9,47.5,
2019,920582,9,90.5,
2019,920583,9,75.4,
2019,920585,6,65.0,
2019,920585,9,65.6,
2019,920586,6,81.4,
2019,920586,9,81.0,
2019,920588,9,54.4,
2019,920592,6,49.9,
2019,920594,6,59.9,
2019,920595,9,42.7,
2019,920601,6,32.8,
2019,920604,6,64.8,
2019,920607,6,64.0,
2019,920608,6,45.0,
2019,920636,6,34.6,
2019,92B000,6,69.1,
2019,92D000,6,92.6,
2019,92E000,6,75.0,
2019,92F000,6,50.4,
2019,92F000,9,66.4,
2019,92G000,6,56.3,
2019,92G000,9,61.9,
2019,92K000,9,88.6,
2019,92L000,6,36.7,
2019,92M000,6,39.1,
2019,92N000,6,93.3,
2019,92P000,6,50.8,
2019,92P000,9,29.2,
2019,92R000,6,34.6,
2019,92S000,6,91.1,
2019,92T000,6,83.3,
2019,92T000,9,64.3,
2019,92U000,9,44.4,
2019,92V000,6,66.2,
2019,92W000,6,65.7,
2019,92Y000,6,63.3,
2019,930340,6,51.4,
2019,930352,9,7.1,
2019,930354,6,32.7,
2019,930360,9,32.0,
2019,930700,9,6.5,
2019,93A000,9,5.0,2.0
2019,93M000,6,66.2,
2019,93N000,6,69.2,
2019,93P000,6,52.2,
2019,940316,9,5.0,2.0
2019,940328,6,19.3,
2019,940330,9,50.0,
2019,94Z000,9,64.1,
2019,950308,6,52.9,
2019,950312,6,74.3,
2019,950316,6,53.1,
2019,950320,6,64.1,
2019,950322,6,61.1,
2019,950324,6,38.5,
2019,950328,6,60.7,
2019,950332,6,54.5,
2019,950336,9,62.9,
2019,950338,9,54.7,
2019,95A000,6,68.4,
2019,960312,6,15.3,
2019,960324,9,39.0,
2019,960326,6,7.8,
2019,960330,9,28.7,
2019,960331,6,21.9,
2019,960332,9,90.9,
2019,960335,9,13.5,
2019,960338,6,23.3,
2019,960340,6,31.3,
2019,960348,6,17.5,
2019,960360,6,37.5,
2019,960372,9,40.4,
2019,960374,6,34.0,
2019,960380,9,21.7,
2019,960386,9,32.6,
2019,960387,6,27.7,
2019,960488,6,5.0,2.0
2019,960488,9,5.0,2.0
2019,960490,9,68.5,
2019,960700,6,62.3,
2019,960700,9,92.3,
2019,96C000,6,10.7,
2019,96F000,6,25.0,
2019,970315,6,50.2,
2019,970320,9,46.9,
2019,970322,6,61.4,
2019,970356,9,24.1,
2019,970358,6,44.1,
2019,970388,9,13.9,
2019,970389,6,47.1,
2019,970390,9,31.8,
2019,970393,9,82.5,
2019,97D000,6,25.0,
2019,980317,6,31.3,
2019,980318,9,24.7,
2019,980324,6,60.9,
2019,980336,9,33.1,
2019,980338,6,40.3,
2019,980342,9,51.0,
2019,980380,6,51.5,
2019,980384,6,71.5,
2019,980390,6,33.6,
2019,980397,9,66.7,
2019,980398,9,84.2,
2019,98A000,6,66.3,
2019,98B000,6,67.1,
2019,98B000,9,32.7,
2019,990304,6,41.5,
2019,990308,6,54.5,
2019,990312,6,42.9,
2019,990316,6,43.5,
2019,990320,6,63.6,
2019,990322,9,42.1,
2019,990324,6,47.7,
2019,990326,9,28.3,
2019,990328,6,28.9,
2019,990332,9,72.5,
2019,990336,6,32.1,
2019,995316,6,58.3,
2019,995324,6,51.4,
2019,995330,9,38.5,
