year,agency_code,asm_option,subgroup,ma_score,ma_score_masking,ma_grade,rd_score,rd_score_masking,rd_grade,sc_score,sc_score_masking,m1_score,m1_score_masking,e2_score,e2_score_masking,bi_score,bi_score_masking,act_score,act_score_masking,wk_score,wk_score_masking,mcr_score,mcr_score_masking,cgrs_score,cgrs_score_masking,ach_score,ach_score_masking,eg_status,eg_score,spg_score,spg_grade,ma_spg_score,rd_spg_score,ma_eg_status,rd_eg_status,ma_eg_score,rd_eg_score
2017,230368,,ALL,52.0,,C,51.0,,C,58.0,,,,,,,,,,,,,,,,52.0,,Met,74.1,57.0,C,57.0,56.0,Met,Met,77.0,76.2
2017,230370,,ALL,51.0,,C,51.0,,C,71.0,,,,,,,,,,,,,,,,54.0,,Met,80.8,60.0,C,58.0,56.0,Met,Met,84.4,73.2
2017,230376,,ALL,76.0,,B,59.0,,C,89.0,,,,,,,,,,,,,,,,70.0,,Met,73.1,70.0,B,72.0,64.0,NotMet,Met,58.9,82.3
2017,230380,,ALL,82.0,,B,73.0,,B,,,,,,,,,,,,,,,,,78.0,,Met,80.8,78.0,B,80.0,75.0,Met,Met,72.7,83.5
2017,240304,,ALL,35.0,,D,49.0,,C,52.0,,80.0,,,,,,,,,,,,,,45.0,,Met,77.3,51.0,D,44.0,56.0,Met,Met,81.9,81.2
2017,240308,,ALL,71.0,,B,57.0,,C,75.0,,,,,,,,,,,,,,,,66.0,,Met,81.6,69.0,C,73.0,61.0,Met,Met,83.3,77.1
2017,240328,,ALL,60.0,,C,64.0,,C,82.0,,95.0,1.0,,,,,,,,,,,,,66.0,,NotMet,68.4,67.0,C,64.0,66.0,Met,Met,76.7,73.7
2017,240330,,ALL,26.0,,F,38.0,,D,66.0,,,,,,,,,,,,,,,,36.0,,Met,75.8,44.0,D,37.0,44.0,Met,NotMet,83.3,67.9
2017,240332,,ALL,58.0,,C,41.0,,D,76.0,,,,,,,,,,,,,,,,53.0,,Met,82.5,59.0,C,62.0,49.0,Met,Met,80.3,82.3
2017,240334,,ALL,,,,,,,,,50.0,,48.0,,41.0,,35.0,,48.0,,95.0,1.0,90.0,,63.0,,Met,70.2,64.0,C,,,,,,
2017,240344,,ALL,49.0,,C,48.0,,D,66.0,,,,,,,,,,,,,,,,51.0,,Exceeded,90.8,59.0,C,58.0,54.0,Exceeded,Met,94.7,82.0
2017,240352,,ALL,64.0,,C,58.0,,C,93.0,,,,,,,,,,,,,,,,65.0,,Exceeded,92.4,70.0,B,69.0,64.0,Exceeded,Exceeded,89.2,89.8
2017,240354,,ALL,43.0,,D,47.0,,D,52.0,,,,,,,,,,,,,,,,46.0,,Met,73.8,52.0,D,48.0,54.0,NotMet,Met,67.4,80.5
2017,240356,,ALL,29.0,,F,58.0,,C,70.0,,44.0,,,,,,,,,,,,,,47.0,,Met,75.4,53.0,D,37.0,62.0,NotMet,Met,69.9,81.3
2017,240368,,ALL,37.0,,D,57.0,,C,75.0,,92.0,,,,,,,,,,,,,,52.0,,NotMet,68.2,55.0,C,43.0,60.0,NotMet,Met,69.4,73.0
2017,240370,,ALL,76.0,,B,70.0,,B,72.0,,,,,,,,,,,,,,,,73.0,,Met,82.4,75.0,B,76.0,73.0,Met,Exceeded,76.4,86.3
2017,240371,,ALL,,,,,,,,,47.0,,57.0,,55.0,,36.0,,82.0,,95.0,1.0,81.0,,63.0,,Met,80.8,67.0,C,,,,,,
2017,240372,,ALL,42.0,,D,45.0,,D,42.0,,,,,,,,,,,,,,,,43.0,,Met,84.4,51.0,D,50.0,53.0,Met,Met,83.2,84.6
2017,240373,,ALL,,,,,,,,,54.0,,74.0,,43.0,,48.0,,70.0,,95.0,1.0,82.0,,65.0,,NotMet,59.7,64.0,C,,,,,,
2017,240376,,ALL,31.0,,D,42.0,,D,59.0,,95.0,1.0,,,,,,,,,,,,,42.0,,Met,70.7,47.0,D,41.0,49.0,Met,Met,77.4,78.4
2017,240380,,ALL,,,,,,,,,57.0,,59.0,,57.0,,28.0,,66.0,,95.0,1.0,88.0,,66.0,,Met,83.2,69.0,C,,,,,,
2017,240388,,ALL,55.0,,C,51.0,,C,64.0,,95.0,1.0,,,,,,,,,,,,,56.0,,Met,82.0,61.0,C,62.0,57.0,Exceeded,Met,87.4,81.6
2017,241304,,ALL,57.0,,C,63.0,,C,65.0,,95.0,1.0,,,,,,,,,,,,,62.0,,Exceeded,85.7,67.0,C,63.0,67.0,Exceeded,Met,86.7,84.8
2017,241308,,ALL,67.0,,B,63.0,,C,81.0,,,,,,,,,,,,,,,,67.0,,Exceeded,92.9,72.0,B,71.0,68.0,Exceeded,Exceeded,89.3,89.3
2017,241312,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,241316,,ALL,,,,,,,,,44.0,,63.0,,61.0,,54.0,,70.0,,95.0,1.0,92.0,,67.0,,NotMet,50.4,64.0,C,,,,,,
2017,250304,,ALL,76.0,,B,70.0,,B,80.0,,,,,,,,,,,,,,,,74.0,,Met,79.7,75.0,B,75.0,72.0,Met,Met,71.7,82.7
2017,250306,,ALL,64.0,,C,59.0,,C,64.0,,,,,,,,,,,,,,,,62.0,,Met,78.8,65.0,C,66.0,64.0,Met,Met,75.6,82.7
2017,250308,,ALL,60.0,,C,58.0,,C,69.0,,,,,,,,,,,,,,,,60.0,,Met,79.9,64.0,C,64.0,62.0,Met,Met,80.0,80.3
2017,250312,,ALL,55.0,,C,59.0,,C,54.0,,,,,,,,,,,,,,,,57.0,,NotMet,56.2,57.0,C,55.0,60.0,NotMet,NotMet,58.2,63.8
2017,250314,,ALL,,,,,,,,,76.0,,92.0,,76.0,,88.0,,,,95.0,1.0,95.0,1.0,88.0,,Met,71.4,85.0,A,,,,,,
2017,250316,,ALL,86.0,,A,80.0,,B,87.0,,,,,,,,,,,,,,,,83.0,,Met,83.8,83.0,B,85.0,81.0,Met,Met,82.0,82.9
2017,250320,,ALL,74.0,,B,62.0,,C,77.0,,,,,,,,,,,,,,,,69.0,,Met,78.0,71.0,B,74.0,65.0,Met,Met,74.9,79.7
2017,250321,,ALL,,,,,,,,,83.0,,86.0,,71.0,,90.0,,95.0,1.0,95.0,1.0,95.0,1.0,88.0,,NotMet,61.3,83.0,B,,,,,,
2017,250324,,ALL,58.0,,C,66.0,,C,81.0,,95.0,1.0,,,,,,,,,,,,,66.0,,Met,78.8,68.0,C,61.0,69.0,Met,Met,76.5,80.7
2017,250328,,ALL,84.0,,B,75.0,,B,66.0,,,,,,,,,,,,,,,,78.0,,NotMet,67.9,76.0,B,80.0,76.0,NotMet,Met,64.3,78.5
2017,250332,,ALL,57.0,,C,64.0,,C,82.0,,95.0,1.0,,,,,,,,,,,,,65.0,,Exceeded,86.4,69.0,C,62.0,69.0,Met,Exceeded,82.2,87.6
2017,250336,,ALL,57.0,,C,59.0,,C,56.0,,,,,,,,,,,,,,,,58.0,,NotMet,67.9,60.0,C,60.0,62.0,Met,Met,71.6,77.0
2017,250340,,ALL,,,,,,,,,69.0,,65.0,,56.0,,59.0,,87.0,,95.0,1.0,91.0,,74.0,,Met,80.8,75.0,B,,,,,,
2017,250344,,ALL,51.0,,D,61.0,,C,75.0,,95.0,1.0,,,,,,,,,,,,,60.0,,NotMet,58.0,60.0,C,53.0,62.0,NotMet,NotMet,59.5,67.4
2017,250348,,ALL,50.0,,C,40.0,,D,64.0,,,,,,,,,,,,,,,,48.0,,Met,72.2,53.0,D,56.0,45.0,Met,NotMet,81.1,66.7
2017,250350,,ALL,55.0,,C,52.0,,C,75.0,,,,,,,,,,,,,,,,56.0,,Met,82.2,62.0,C,61.0,56.0,Exceeded,Met,86.3,71.6
2017,250356,,ALL,,,,,,,,,53.0,,62.0,,51.0,,61.0,,88.0,,95.0,1.0,83.0,,68.0,,NotMet,52.9,65.0,C,,,,,,
2017,250360,,ALL,44.0,,D,40.0,,D,56.0,,,,,,,,,,,,,,,,44.0,,Met,80.2,51.0,D,52.0,48.0,Met,Met,82.9,77.1
2017,250362,,ALL,52.0,,C,53.0,,C,59.0,,,,,,,,,,,,,,,,54.0,,Met,77.9,58.0,C,58.0,59.0,Met,Met,78.4,81.6
2017,250364,,ALL,65.0,,C,57.0,,C,69.0,,,,,,,,,,,,,,,,62.0,,Exceeded,85.8,67.0,C,68.0,63.0,Met,Exceeded,81.7,85.3
2017,250368,,ALL,64.0,,C,72.0,,B,88.0,,95.0,1.0,,,,,,,,,,,,,72.0,,NotMet,62.5,70.0,B,63.0,72.0,NotMet,Met,59.2,74.7
2017,250372,,ALL,,,,,,,,,45.0,,55.0,,38.0,,49.0,,80.0,,95.0,1.0,80.0,,61.0,,NotMet,53.0,60.0,C,,,,,,
2017,250376,,ALL,36.0,,D,50.0,,D,79.0,,95.0,1.0,,,,,,,,,,,,,49.0,,NotMet,59.1,51.0,D,40.0,54.0,NotMet,NotMet,55.4,69.6
2017,250378,,ALL,85.0,,A,79.0,,B,88.0,,,,,,,,,,,,,,,,83.0,,Exceeded,86.6,84.0,B,85.0,81.0,Met,Exceeded,80.5,87.3
2017,250380,,ALL,78.0,,B,74.0,,B,84.0,,,,,,,,,,,,,,,,77.0,,Exceeded,91.1,80.0,B,80.0,77.0,Exceeded,Exceeded,90.0,88.5
2017,270304,,ALL,58.0,,C,54.0,,C,60.0,,,,,,,,,,,,,,,,57.0,,Met,79.0,61.0,C,62.0,59.0,Met,Met,75.9,81.0
2017,270306,,ALL,,,,,,,,,48.0,,61.0,,54.0,,57.0,,57.0,,86.0,,90.0,,66.0,,NotMet,55.9,64.0,C,,,,,,
2017,270308,,ALL,51.0,,C,55.0,,C,82.0,,95.0,1.0,,,,,,,,,,,,,58.0,,Met,80.1,63.0,C,57.0,60.0,Met,Met,80.0,82.6
2017,270309,,ALL,50.0,,C,61.0,,C,69.0,,,,,,,,,,,,,,,,58.0,,Met,83.3,63.0,C,56.0,65.0,Met,Met,80.8,84.0
2017,270310,,ALL,59.0,,C,61.0,,C,75.0,,,,,,,,,,,,,,,,63.0,,NotMet,62.5,63.0,C,58.0,66.0,NotMet,Met,54.7,82.2
2017,270311,,ALL,,,,,,,,,94.0,,89.0,,91.0,,86.0,,60.0,,95.0,1.0,95.0,1.0,92.0,,Exceeded,91.3,92.0,A,,,,,,
2017,270312,,ALL,81.0,,B,70.0,,B,93.0,,,,,,,,,,,,,,,,78.0,,Met,76.1,78.0,B,81.0,71.0,Met,Met,78.4,75.3
2017,270316,,ALL,79.0,,B,69.0,,B,80.0,,,,,,,,,,,,,,,,75.0,,Met,80.2,76.0,B,79.0,71.0,Met,Met,79.7,79.1
2017,270318,,ALL,53.0,,C,68.0,,B,87.0,,95.0,1.0,,,,,,,,,,,,,65.0,,Exceeded,96.7,72.0,B,61.0,72.0,Exceeded,Exceeded,94.2,90.5
2017,270320,,ALL,54.0,,D,52.0,,C,68.0,,,,,,,,,,,,,,,,55.0,,NotMet,57.4,55.0,C,54.0,57.0,NotMet,Met,52.3,74.8
2017,280302,,ALL,71.0,,B,71.0,,B,74.0,,,,,,,,,,,,,,,,71.0,,Met,82.8,74.0,B,74.0,73.0,Exceeded,Met,85.5,79.7
2017,280304,,ALL,47.0,,D,61.0,,C,75.0,,60.0,,67.0,,58.0,,66.0,,85.0,,95.0,1.0,92.0,,65.0,,Met,75.5,67.0,C,52.0,65.0,Met,Met,73.4,80.7
2017,280306,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,280308,,ALL,74.0,,B,78.0,,B,92.0,,,,,,,,,,,,,,,,78.0,,Exceeded,93.9,82.0,B,77.0,80.0,Exceeded,Exceeded,89.7,88.7
2017,280310,,ALL,73.0,,B,75.0,,B,83.0,,,,,,,,,,,,,,,,75.0,,Exceeded,85.2,77.0,B,75.0,77.0,Met,Met,81.6,84.9
2017,280312,,ALL,55.0,,C,47.0,,D,69.0,,,,,,,,,,,,,,,,54.0,,Exceeded,87.4,61.0,C,61.0,54.0,Exceeded,Met,85.9,83.1
2017,280316,,ALL,,,,,,,,,77.0,,82.0,,81.0,,66.0,,75.0,,95.0,1.0,95.0,1.0,83.0,,Exceeded,96.5,85.0,A+NG,,,,,,
2017,280320,,ALL,48.0,,C,56.0,,C,72.0,,95.0,1.0,,,,,,,,,,,,,57.0,,Met,78.3,61.0,C,55.0,60.0,Met,Met,81.6,78.2
2017,280324,,ALL,78.0,,B,70.0,,B,66.0,,,,,,,,,,,,,,,,73.0,,Met,76.8,74.0,B,77.0,73.0,Met,Met,73.5,82.4
2017,280328,,ALL,60.0,,C,72.0,,B,83.0,,95.0,,,,,,,,,,,,,,70.0,,Met,71.7,70.0,B,63.0,73.0,Met,Met,76.8,80.1
2017,280330,,ALL,,,,,,,,,59.0,,83.0,,74.0,,78.0,,95.0,,95.0,1.0,95.0,1.0,81.0,,Met,75.2,80.0,B,,,,,,
2017,290302,,ALL,68.0,,B,55.0,,C,86.0,,,,,,,,,,,,,,,,65.0,,Met,83.0,69.0,C,71.0,60.0,Met,Met,81.7,80.5
2017,290306,,ALL,71.0,,C,70.0,,B,67.0,,,,,,,,,,,,,,,,70.0,,NotMet,58.7,68.0,C,68.0,72.0,NotMet,Met,55.2,79.9
2017,290307,,ALL,58.0,,C,51.0,,C,59.0,,,,,,,,,,,,,,,,56.0,,Met,73.9,59.0,C,62.0,56.0,Met,Met,78.7,75.5
2017,290308,,ALL,,,,,,,,,58.0,,56.0,,42.0,,52.0,,78.0,,95.0,1.0,85.0,,64.0,,Met,76.1,67.0,C,,,,,,
2017,290309,,ALL,42.0,,D,55.0,,C,84.0,,94.0,,,,,,,,,,,,,,55.0,,Exceeded,96.6,63.0,C,51.0,62.0,Exceeded,Exceeded,90.1,91.1
2017,290310,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,290312,,ALL,50.0,,C,48.0,,D,57.0,,,,,,,,,,,,,,,,50.0,,NotMet,68.0,53.0,D,55.0,52.0,Met,NotMet,75.8,69.5
2017,290314,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,290315,,ALL,,,,,,,,,91.0,,95.0,1.0,81.0,,89.0,,,,95.0,1.0,95.0,,92.0,,Met,81.3,90.0,A,,,,,,
2017,290316,,ALL,77.0,,B,69.0,,B,92.0,,,,,,,,,,,,,,,,76.0,,Exceeded,89.0,78.0,B,80.0,72.0,Exceeded,Met,90.9,82.3
2017,290320,,ALL,51.0,,C,53.0,,C,73.0,,,,,,,,,,,,,,,,55.0,,Met,73.5,59.0,C,55.0,57.0,NotMet,Met,67.1,77.1
2017,290322,,ALL,53.0,,C,59.0,,C,80.0,,95.0,1.0,,,,,,,,,,,,,61.0,,Exceeded,93.8,67.0,C,60.0,65.0,Met,Exceeded,84.9,90.7
2017,290324,,ALL,,,,,,,,,56.0,,57.0,,57.0,,66.0,,82.0,,95.0,1.0,84.0,,70.0,,NotMet,66.9,69.0,C,,,,,,
2017,290328,,ALL,73.0,,B,60.0,,C,77.0,,,,,,,,,,,,,,,,68.0,,NotMet,64.2,67.0,C,70.0,64.0,NotMet,Met,57.6,79.9
2017,290330,,ALL,72.0,,C,63.0,,C,82.0,,,,,,,,,,,,,,,,69.0,,Met,70.7,70.0,B,69.0,67.0,NotMet,Met,59.1,80.4
2017,290332,,ALL,69.0,,B,53.0,,C,84.0,,,,,,,,,,,,,,,,65.0,,Met,81.6,68.0,C,71.0,57.0,Met,Met,80.6,75.4
2017,290333,,ALL,77.0,,B,72.0,,B,85.0,,,,,,,,,,,,,,,,76.0,,Met,83.0,78.0,B,79.0,73.0,Exceeded,Met,85.1,78.2
2017,290334,,ALL,57.0,,C,65.0,,B,86.0,,95.0,1.0,,,,,,,,,,,,,66.0,,Exceeded,91.8,71.0,B,63.0,70.0,Met,Exceeded,84.4,90.7
2017,290336,,ALL,,,,,,,,,67.0,,64.0,,71.0,,67.0,,72.0,,95.0,1.0,90.0,,75.0,,Exceeded,95.7,79.0,B,,,,,,
2017,290344,,ALL,71.0,,B,63.0,,C,91.0,,,,,,,,,,,,,,,,70.0,,Met,83.1,73.0,B,73.0,66.0,Met,Met,80.9,80.1
2017,290348,,ALL,,,,,,,,,56.0,,70.0,,78.0,,63.0,,75.0,,95.0,1.0,92.0,,76.0,,Met,75.7,76.0,B,,,,,,
2017,290350,,ALL,60.0,,C,66.0,,B,91.0,,95.0,1.0,,,,,,,,,,,,,68.0,,Exceeded,100.0,75.0,B,67.0,71.0,Exceeded,Exceeded,96.3,93.3
2017,290351,,ALL,60.0,,C,68.0,,B,87.0,,95.0,1.0,,,,,,,,,,,,,69.0,,Exceeded,91.8,74.0,B,66.0,72.0,Exceeded,Exceeded,89.3,86.0
2017,290352,,ALL,58.0,,C,49.0,,C,70.0,,,,,,,,,,,,,,,,56.0,,Met,74.7,60.0,C,61.0,55.0,Met,Met,72.5,78.2
2017,290356,,ALL,68.0,,B,66.0,,C,85.0,,,,,,,,,,,,,,,,70.0,,Met,82.1,72.0,B,70.0,69.0,Met,Met,75.1,82.1
2017,290364,,ALL,44.0,,D,48.0,,D,73.0,,,,,,,,,,,,,,,,50.0,,Met,79.7,56.0,C,51.0,54.0,Met,Met,80.3,75.2
2017,290365,,ALL,,,,,,,,,45.0,,54.0,,49.0,,45.0,,63.0,,95.0,1.0,91.0,,63.0,,NotMet,66.2,64.0,C,,,,,,
2017,290366,,ALL,57.0,,C,51.0,,C,81.0,,,,,,,,,,,,,,,,58.0,,Exceeded,93.1,65.0,C,64.0,57.0,Exceeded,Met,94.1,82.5
2017,290367,,ALL,45.0,,D,55.0,,C,76.0,,95.0,1.0,,,,,,,,,,,,,56.0,,Exceeded,92.5,63.0,C,54.0,62.0,Exceeded,Exceeded,90.6,88.6
2017,290375,,ALL,68.0,,B,58.0,,C,75.0,,,,,,,,,,,,,,,,65.0,,Met,80.7,68.0,C,72.0,60.0,Exceeded,Met,86.1,72.0
2017,290376,,ALL,51.0,,C,60.0,,C,77.0,,95.0,1.0,,,,,,,,,,,,,60.0,,Exceeded,100.0,68.0,C,60.0,67.0,Exceeded,Exceeded,95.9,94.1
2017,290380,,ALL,78.0,,B,70.0,,C,76.0,,,,,,,,,,,,,,,,75.0,,Met,73.9,74.0,B,80.0,69.0,Exceeded,NotMet,86.5,63.3
2017,290384,,ALL,56.0,,C,59.0,,C,77.0,,,,,,,,,,,,,,,,60.0,,Met,81.5,64.0,C,61.0,63.0,Met,Met,82.4,78.9
2017,290388,,ALL,,,,,,,,,48.0,,57.0,,63.0,,57.0,,73.0,,95.0,1.0,88.0,,68.0,,Met,82.1,71.0,B,,,,,,
2017,290389,,ALL,,,,,,,,,84.0,,84.0,,77.0,,71.0,,95.0,1.0,95.0,1.0,89.0,,85.0,,Met,80.8,85.0,A,,,,,,
2017,291308,,ALL,52.0,,C,44.0,,D,68.0,,,,,,,,,,,,,,,,51.0,,Met,81.1,57.0,C,58.0,50.0,Met,Met,84.2,75.9
2017,291332,,ALL,36.0,,D,42.0,,D,58.0,,78.0,,,,,,,,,,,,,,43.0,,Met,71.7,49.0,D,43.0,50.0,Met,Met,71.8,81.1
2017,291336,,ALL,,,,,,,,,42.0,,46.0,,39.0,,42.0,,64.0,,95.0,1.0,82.0,,57.0,,Met,80.5,61.0,C,,,,,,
2017,291340,,ALL,58.0,,C,56.0,,C,84.0,,,,,,,,,,,,,,,,61.0,,Met,81.1,65.0,C,61.0,61.0,Met,Met,74.9,81.9
2017,291350,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,291352,,ALL,50.0,,D,48.0,,D,63.0,,,,,,,,,,,,,,,,51.0,,NotMet,65.0,54.0,D,52.0,53.0,NotMet,Met,63.2,72.7
2017,292316,,ALL,39.0,,D,33.0,,D,50.0,,,,,,,,,,,,,,,,39.0,,NotMet,57.9,42.0,D,43.0,41.0,NotMet,Met,58.1,70.3
2017,292318,,ALL,49.0,,D,36.0,,D,,,,,,,,,,,,,,,,,43.0,,Met,75.5,49.0,D,49.0,44.0,,Met,,75.5
2017,292320,,ALL,31.0,,D,32.0,,D,52.0,,95.0,1.0,,,,,,,,,,,,,36.0,,Met,73.8,44.0,D,41.0,40.0,Met,Met,81.9,72.5
2017,292324,,ALL,,,,,,,,,34.0,,43.0,,29.0,,27.0,,57.0,,95.0,1.0,77.0,,51.0,,NotMet,59.6,52.0,D,,,,,,
2017,300306,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,300308,,ALL,66.0,,B,51.0,,C,78.0,,,,,,,,,,,,,,,,62.0,,Exceeded,88.8,67.0,C,71.0,57.0,Exceeded,Met,89.1,81.2
2017,300310,,ALL,70.0,,B,62.0,,C,86.0,,,,,,,,,,,,,,,,69.0,,Exceeded,87.2,72.0,B,73.0,66.0,Exceeded,Met,86.7,81.7
2017,300312,,ALL,,,,,,,,,55.0,,62.0,,58.0,,65.0,,90.0,,95.0,1.0,87.0,,72.0,,NotMet,57.2,69.0,C,,,,,,
2017,300314,,ALL,,,,,,,,,95.0,1.0,90.0,,76.0,,95.0,1.0,,,95.0,1.0,95.0,1.0,95.0,,Exceeded,91.2,94.0,A,,,,,,
2017,300320,,ALL,63.0,,C,58.0,,C,67.0,,,,,,,,,,,,,,,,61.0,,Met,83.1,65.0,C,67.0,62.0,Exceeded,Met,85.7,80.2
2017,300325,,ALL,63.0,,C,67.0,,B,84.0,,95.0,1.0,,,,,,,,,,,,,69.0,,Exceeded,89.1,73.0,B,68.0,71.0,Exceeded,Exceeded,88.9,87.0
2017,300326,,ALL,61.0,,C,64.0,,C,70.0,,,,,,,,,,,,,,,,64.0,,Met,74.2,66.0,C,65.0,67.0,Met,Met,80.8,76.3
2017,300328,,ALL,71.0,,B,75.0,,B,78.0,,,,,,,,,,,,,,,,74.0,,Met,70.3,73.0,B,71.0,76.0,Met,Met,70.3,80.6
2017,300330,,ALL,57.0,,C,54.0,,C,72.0,,95.0,1.0,,,,,,,,,,,,,59.0,,NotMet,63.4,60.0,C,60.0,57.0,Met,NotMet,72.0,67.5
2017,300336,,ALL,60.0,,C,65.0,,C,80.0,,,,,,,,,,,,,,,,65.0,,Met,84.3,69.0,C,65.0,68.0,Met,Met,83.0,81.8
2017,300337,,ALL,59.0,,C,64.0,,C,86.0,,95.0,1.0,,,,,,,,,,,,,66.0,,Exceeded,88.6,71.0,B,65.0,68.0,Exceeded,Met,87.8,83.8
2017,310304,,ALL,35.0,,D,35.0,,D,56.0,,95.0,1.0,,,,,,,,,,,,,39.0,,Exceeded,89.8,49.0,D,46.0,44.0,Exceeded,Met,86.7,83.8
2017,310308,,ALL,44.0,,D,49.0,,C,67.0,,95.0,1.0,,,,,,,,,,,,,51.0,,Exceeded,89.8,59.0,C,54.0,56.0,Exceeded,Met,91.9,82.0
2017,310324,,ALL,35.0,,D,37.0,,D,55.0,,95.0,1.0,,,,,,,,,,,,,39.0,,Met,80.4,48.0,D,45.0,44.0,Exceeded,Met,85.1,75.8
2017,310330,,ALL,53.0,,C,58.0,,C,77.0,,95.0,1.0,,,,,,,,,,,,,60.0,,Exceeded,89.3,66.0,C,59.0,63.0,Met,Exceeded,83.6,86.1
2017,310336,,ALL,30.0,,D,27.0,,F,51.0,,,,,,,,,,,,,,,,32.0,,Met,80.9,42.0,D,41.0,36.0,Exceeded,Met,85.3,73.6
2017,310338,,ALL,,,,,,,,,88.0,,84.0,,76.0,,83.0,,,,95.0,1.0,95.0,1.0,87.0,,Exceeded,91.0,88.0,A,,,,,,
2017,310340,,ALL,33.0,,D,36.0,,D,63.0,,95.0,,,,,,,,,,,,,,40.0,,NotMet,67.2,45.0,D,41.0,42.0,Met,NotMet,72.2,68.3
2017,310344,,ALL,,,,,,,,,50.0,,47.0,,42.0,,47.0,,74.0,,95.0,1.0,81.0,,60.0,,NotMet,68.6,62.0,C,,,,,,
2017,310352,,ALL,,,,,,,,,41.0,,35.0,,37.0,,47.0,,63.0,,95.0,1.0,74.0,,54.0,,Exceeded,88.5,61.0,C,,,,,,
2017,310356,,ALL,63.0,,C,50.0,,C,73.0,,,,,,,,,,,,,,,,59.0,,Met,83.0,64.0,C,67.0,56.0,Met,Met,84.1,80.4
2017,310360,,ALL,50.0,,D,55.0,,C,80.0,,,,,,,,,,,,,,,,55.0,,Met,84.9,61.0,C,54.0,61.0,Met,Exceeded,73.4,85.9
2017,310364,,ALL,42.0,,D,50.0,,C,87.0,,51.0,,63.0,,67.0,,53.0,,81.0,,95.0,1.0,86.0,,63.0,,Exceeded,91.5,69.0,C,48.0,55.0,Met,Met,71.6,78.4
2017,310384,,ALL,38.0,,D,27.0,,F,46.0,,,,,,,,,,,,,,,,35.0,,Met,83.1,44.0,D,48.0,38.0,Exceeded,Met,85.2,81.3
2017,310388,,ALL,33.0,,D,34.0,,D,49.0,,,,,,,,,,,,,,,,36.0,,NotMet,59.4,41.0,D,40.0,40.0,NotMet,NotMet,66.8,63.3
2017,310392,,ALL,,,,,,,,,43.0,,41.0,,40.0,,50.0,,73.0,,95.0,1.0,83.0,,58.0,,Met,74.5,61.0,C,,,,,,
2017,310396,,ALL,15.0,,F,31.0,,D,54.0,,59.0,,,,,,,,,,,,,,29.0,,Exceeded,86.8,40.0,D,29.0,42.0,Exceeded,Exceeded,85.4,87.3
2017,32L000,,ALL,69.0,,B,77.0,,B,95.0,1.0,80.0,,77.0,,54.0,,74.0,,67.0,,95.0,1.0,95.0,,77.0,,Exceeded,91.4,80.0,B,70.0,79.0,Met,Met,77.0,84.7
2017,330304,,ALL,49.0,,D,37.0,,D,66.0,,,,,,,,,,,,,,,,46.0,,NotMet,59.7,49.0,D,52.0,42.0,NotMet,NotMet,61.7,63.9
2017,330308,,ALL,38.0,,D,33.0,,F,57.0,,,,,,,,,,,,,,,,39.0,,NotMet,51.3,41.0,D,40.0,38.0,NotMet,NotMet,50.0,59.1
2017,330312,,ALL,16.0,,F,23.0,,F,13.0,,,,,,,,,,,,,,,,19.0,,NotMet,57.4,26.0,F,25.0,31.0,NotMet,NotMet,64.2,63.6
2017,330326,,ALL,,,,,,,,,88.0,,88.0,,80.0,,95.0,1.0,,,95.0,1.0,95.0,1.0,91.0,,Exceeded,89.7,91.0,A,,,,,,
2017,330328,,ALL,,,,,,,,,25.0,,24.0,,31.0,,14.0,,67.0,,91.0,,85.0,,43.0,,Exceeded,86.4,51.0,D,,,,,,
2017,330332,,ALL,11.0,,F,20.0,,F,22.0,,,,,,,,,,,,,,,,16.0,,NotMet,69.5,27.0,F,23.0,31.0,Met,Met,72.2,77.9
2017,330334,,ALL,26.0,,F,15.0,,F,21.0,,,,,,,,,,,,,,,,20.0,,Met,82.7,33.0,F,38.0,28.0,Exceeded,Met,85.8,79.7
2017,330340,,ALL,24.0,,F,36.0,,D,61.0,,83.0,,,,,,,,,,,,,,36.0,,NotMet,53.3,39.0,F,30.0,41.0,NotMet,NotMet,52.8,60.3
2017,330344,,ALL,27.0,,D,23.0,,F,49.0,,93.0,,,,,,,,,,,,,,30.0,,Exceeded,85.9,41.0,D,40.0,34.0,Exceeded,Met,90.6,79.8
2017,330348,,ALL,33.0,,F,36.0,,D,78.0,,95.0,1.0,,,,,,,,,,,,,42.0,,NotMet,67.9,47.0,D,39.0,41.0,NotMet,NotMet,61.4,62.2
2017,330350,,ALL,,,,,,,,,41.0,,41.0,,28.0,,29.0,,56.0,,82.0,,80.0,,50.0,,NotMet,59.9,52.0,D,,,,,,
2017,330354,,ALL,17.0,,F,19.0,,F,39.0,,,,,,,,,,,,,,,,21.0,,Met,75.5,32.0,F,28.0,31.0,Met,Met,73.8,79.0
2017,330358,,ALL,,,,,,,,,28.0,,30.0,,10.0,,26.0,,45.0,,95.0,1.0,79.0,,43.0,,NotMet,63.4,47.0,D,,,,,,
